Periodo,Categoría,Residencia viajero,DATA
2020M09,TOTAL,TOTAL,4638.82
2020M09,TOTAL,Residentes en Espańa,4439.22
2020M09,TOTAL,No residentes en Espańa,199.6
2020M09,1 Llave,TOTAL,4168.78
2020M09,1 Llave,Residentes en Espańa,3969.18
2020M09,1 Llave,No residentes en Espańa,199.6
2020M09,"2, 3 y 4 Llaves",TOTAL,470.04
2020M09,"2, 3 y 4 Llaves",Residentes en Espańa,470.04
2020M09,"2, 3 y 4 Llaves",No residentes en Espańa,
2020M10,TOTAL,TOTAL,3632.85
2020M10,TOTAL,Residentes en Espańa,3534.42
2020M10,TOTAL,No residentes en Espańa,98.43
2020M10,1 Llave,TOTAL,3211.42
2020M10,1 Llave,Residentes en Espańa,3112.98
2020M10,1 Llave,No residentes en Espańa,98.43
2020M10,"2, 3 y 4 Llaves",TOTAL,421.44
2020M10,"2, 3 y 4 Llaves",Residentes en Espańa,421.44
2020M10,"2, 3 y 4 Llaves",No residentes en Espańa,
2020M11,TOTAL,TOTAL,887.71
2020M11,TOTAL,Residentes en Espańa,887.71
2020M11,TOTAL,No residentes en Espańa,
2020M11,1 Llave,TOTAL,864.04
2020M11,1 Llave,Residentes en Espańa,864.04
2020M11,1 Llave,No residentes en Espańa,
2020M11,"2, 3 y 4 Llaves",TOTAL,23.67
2020M11,"2, 3 y 4 Llaves",Residentes en Espańa,23.67
2020M11,"2, 3 y 4 Llaves",No residentes en Espańa,
2020M12,TOTAL,TOTAL,1173.05
2020M12,TOTAL,Residentes en Espańa,1138.65
2020M12,TOTAL,No residentes en Espańa,34.4
2020M12,1 Llave,TOTAL,856.56
2020M12,1 Llave,Residentes en Espańa,856.56
2020M12,1 Llave,No residentes en Espańa,
2020M12,"2, 3 y 4 Llaves",TOTAL,316.48
2020M12,"2, 3 y 4 Llaves",Residentes en Espańa,282.08
2020M12,"2, 3 y 4 Llaves",No residentes en Espańa,34.4
2021M01,TOTAL,TOTAL,1270.9
2021M01,TOTAL,Residentes en Espańa,1270.9
2021M01,TOTAL,No residentes en Espańa,
2021M01,1 Llave,TOTAL,1209.16
2021M01,1 Llave,Residentes en Espańa,1209.16
2021M01,1 Llave,No residentes en Espańa,
2021M01,"2, 3 y 4 Llaves",TOTAL,61.73
2021M01,"2, 3 y 4 Llaves",Residentes en Espańa,61.73
2021M01,"2, 3 y 4 Llaves",No residentes en Espańa,
2021M03,TOTAL,TOTAL,1649.39
2021M03,TOTAL,Residentes en Espańa,1500.83
2021M03,TOTAL,No residentes en Espańa,148.56
2021M03,1 Llave,TOTAL,1448.01
2021M03,1 Llave,Residentes en Espańa,1299.46
2021M03,1 Llave,No residentes en Espańa,148.56
2021M03,"2, 3 y 4 Llaves",TOTAL,201.38
2021M03,"2, 3 y 4 Llaves",Residentes en Espańa,201.38
2021M03,"2, 3 y 4 Llaves",No residentes en Espańa,
2021M04,TOTAL,TOTAL,2293.29
2021M04,TOTAL,Residentes en Espańa,2278.36
2021M04,TOTAL,No residentes en Espańa,14.94
2021M04,1 Llave,TOTAL,1755.55
2021M04,1 Llave,Residentes en Espańa,1755.55
2021M04,1 Llave,No residentes en Espańa,
2021M04,"2, 3 y 4 Llaves",TOTAL,537.75
2021M04,"2, 3 y 4 Llaves",Residentes en Espańa,522.81
2021M04,"2, 3 y 4 Llaves",No residentes en Espańa,14.94
2021M05,TOTAL,TOTAL,4267.86
2021M05,TOTAL,Residentes en Espańa,4038.75
2021M05,TOTAL,No residentes en Espańa,229.12
2021M05,1 Llave,TOTAL,3776.46
2021M05,1 Llave,Residentes en Espańa,3560.61
2021M05,1 Llave,No residentes en Espańa,215.85
2021M05,"2, 3 y 4 Llaves",TOTAL,491.41
2021M05,"2, 3 y 4 Llaves",Residentes en Espańa,478.14
2021M05,"2, 3 y 4 Llaves",No residentes en Espańa,13.27
2021M06,TOTAL,TOTAL,7715.93
2021M06,TOTAL,Residentes en Espańa,6815.74
2021M06,TOTAL,No residentes en Espańa,900.2
2021M06,1 Llave,TOTAL,6763.55
2021M06,1 Llave,Residentes en Espańa,5941.63
2021M06,1 Llave,No residentes en Espańa,821.92
2021M06,"2, 3 y 4 Llaves",TOTAL,952.38
2021M06,"2, 3 y 4 Llaves",Residentes en Espańa,874.11
2021M06,"2, 3 y 4 Llaves",No residentes en Espańa,78.28
2021M07,TOTAL,TOTAL,19644.15
2021M07,TOTAL,Residentes en Espańa,17802.84
2021M07,TOTAL,No residentes en Espańa,1841.31
2021M07,1 Llave,TOTAL,17439.44
2021M07,1 Llave,Residentes en Espańa,15813.29
2021M07,1 Llave,No residentes en Espańa,1626.15
2021M07,"2, 3 y 4 Llaves",TOTAL,2204.71
2021M07,"2, 3 y 4 Llaves",Residentes en Espańa,1989.55
2021M07,"2, 3 y 4 Llaves",No residentes en Espańa,215.16
2021M08,TOTAL,TOTAL,27226.28
2021M08,TOTAL,Residentes en Espańa,25887.69
2021M08,TOTAL,No residentes en Espańa,1338.59
2021M08,1 Llave,TOTAL,23763.07
2021M08,1 Llave,Residentes en Espańa,22655.52
2021M08,1 Llave,No residentes en Espańa,1107.56
2021M08,"2, 3 y 4 Llaves",TOTAL,3463.21
2021M08,"2, 3 y 4 Llaves",Residentes en Espańa,3232.17
2021M08,"2, 3 y 4 Llaves",No residentes en Espańa,231.03
2021M09,TOTAL,TOTAL,13327.94
2021M09,TOTAL,Residentes en Espańa,9976.21
2021M09,TOTAL,No residentes en Espańa,3351.73
2021M09,1 Llave,TOTAL,12324.23
2021M09,1 Llave,Residentes en Espańa,9228.48
2021M09,1 Llave,No residentes en Espańa,3095.75
2021M09,"2, 3 y 4 Llaves",TOTAL,1003.71
2021M09,"2, 3 y 4 Llaves",Residentes en Espańa,747.73
2021M09,"2, 3 y 4 Llaves",No residentes en Espańa,255.98
2021M10,TOTAL,TOTAL,14733.89
2021M10,TOTAL,Residentes en Espańa,13194.01
2021M10,TOTAL,No residentes en Espańa,1539.88
2021M10,1 Llave,TOTAL,12893.4
2021M10,1 Llave,Residentes en Espańa,11578.34
2021M10,1 Llave,No residentes en Espańa,1315.06
2021M10,"2, 3 y 4 Llaves",TOTAL,1840.49
2021M10,"2, 3 y 4 Llaves",Residentes en Espańa,1615.68
2021M10,"2, 3 y 4 Llaves",No residentes en Espańa,224.82
2021M11,TOTAL,TOTAL,8141.79
2021M11,TOTAL,Residentes en Espańa,7633.38
2021M11,TOTAL,No residentes en Espańa,508.41
2021M11,1 Llave,TOTAL,6924.28
2021M11,1 Llave,Residentes en Espańa,6442.62
2021M11,1 Llave,No residentes en Espańa,481.66
2021M11,"2, 3 y 4 Llaves",TOTAL,1217.52
2021M11,"2, 3 y 4 Llaves",Residentes en Espańa,1190.76
2021M11,"2, 3 y 4 Llaves",No residentes en Espańa,26.76
2021M12,TOTAL,TOTAL,9437.69
2021M12,TOTAL,Residentes en Espańa,9020.2
2021M12,TOTAL,No residentes en Espańa,417.49
2021M12,1 Llave,TOTAL,7841.71
2021M12,1 Llave,Residentes en Espańa,7543.12
2021M12,1 Llave,No residentes en Espańa,298.59
2021M12,"2, 3 y 4 Llaves",TOTAL,1595.98
2021M12,"2, 3 y 4 Llaves",Residentes en Espańa,1477.08
2021M12,"2, 3 y 4 Llaves",No residentes en Espańa,118.91
2022M01,TOTAL,TOTAL,4390.85
2022M01,TOTAL,Residentes en Espańa,4044.8
2022M01,TOTAL,No residentes en Espańa,346.05
2022M01,1 Llave,TOTAL,3665.09
2022M01,1 Llave,Residentes en Espańa,3461.04
2022M01,1 Llave,No residentes en Espańa,204.05
2022M01,"2, 3 y 4 Llaves",TOTAL,725.76
2022M01,"2, 3 y 4 Llaves",Residentes en Espańa,583.76
2022M01,"2, 3 y 4 Llaves",No residentes en Espańa,142
2022M02,TOTAL,TOTAL,6744.76
2022M02,TOTAL,Residentes en Espańa,6119.41
2022M02,TOTAL,No residentes en Espańa,625.35
2022M02,1 Llave,TOTAL,5984.84
2022M02,1 Llave,Residentes en Espańa,5486.15
2022M02,1 Llave,No residentes en Espańa,498.69
2022M02,"2, 3 y 4 Llaves",TOTAL,759.92
2022M02,"2, 3 y 4 Llaves",Residentes en Espańa,633.26
2022M02,"2, 3 y 4 Llaves",No residentes en Espańa,126.65
2022M03,TOTAL,TOTAL,6317.78
2022M03,TOTAL,Residentes en Espańa,5950.71
2022M03,TOTAL,No residentes en Espańa,367.07
2022M03,1 Llave,TOTAL,5543.87
2022M03,1 Llave,Residentes en Espańa,5313.17
2022M03,1 Llave,No residentes en Espańa,230.7
2022M03,"2, 3 y 4 Llaves",TOTAL,773.91
2022M03,"2, 3 y 4 Llaves",Residentes en Espańa,637.54
2022M03,"2, 3 y 4 Llaves",No residentes en Espańa,136.37
2022M04,TOTAL,TOTAL,13110.06
2022M04,TOTAL,Residentes en Espańa,11589.35
2022M04,TOTAL,No residentes en Espańa,1520.71
2022M04,1 Llave,TOTAL,11283.56
2022M04,1 Llave,Residentes en Espańa,10027.32
2022M04,1 Llave,No residentes en Espańa,1256.24
2022M04,"2, 3 y 4 Llaves",TOTAL,1826.5
2022M04,"2, 3 y 4 Llaves",Residentes en Espańa,1562.03
2022M04,"2, 3 y 4 Llaves",No residentes en Espańa,264.47
2022M05,TOTAL,TOTAL,8920.17
2022M05,TOTAL,Residentes en Espańa,7666.9
2022M05,TOTAL,No residentes en Espańa,1253.27
2022M05,1 Llave,TOTAL,7709.6
2022M05,1 Llave,Residentes en Espańa,6712.53
2022M05,1 Llave,No residentes en Espańa,997.07
2022M05,"2, 3 y 4 Llaves",TOTAL,1210.57
2022M05,"2, 3 y 4 Llaves",Residentes en Espańa,954.37
2022M05,"2, 3 y 4 Llaves",No residentes en Espańa,256.21
2022M06,TOTAL,TOTAL,11853.83
2022M06,TOTAL,Residentes en Espańa,9289.27
2022M06,TOTAL,No residentes en Espańa,2564.56
2022M06,1 Llave,TOTAL,10311.85
2022M06,1 Llave,Residentes en Espańa,8315.39
2022M06,1 Llave,No residentes en Espańa,1996.46
2022M06,"2, 3 y 4 Llaves",TOTAL,1541.98
2022M06,"2, 3 y 4 Llaves",Residentes en Espańa,973.88
2022M06,"2, 3 y 4 Llaves",No residentes en Espańa,568.1
2022M07,TOTAL,TOTAL,20285.49
2022M07,TOTAL,Residentes en Espańa,17696.32
2022M07,TOTAL,No residentes en Espańa,2589.17
2022M07,1 Llave,TOTAL,17989.65
2022M07,1 Llave,Residentes en Espańa,15909.92
2022M07,1 Llave,No residentes en Espańa,2079.74
2022M07,"2, 3 y 4 Llaves",TOTAL,2295.84
2022M07,"2, 3 y 4 Llaves",Residentes en Espańa,1786.4
2022M07,"2, 3 y 4 Llaves",No residentes en Espańa,509.44
2022M09,TOTAL,TOTAL,12574.01
2022M09,TOTAL,Residentes en Espańa,10166.18
2022M09,TOTAL,No residentes en Espańa,2407.83
2022M09,1 Llave,TOTAL,10984.48
2022M09,1 Llave,Residentes en Espańa,9024.76
2022M09,1 Llave,No residentes en Espańa,1959.72
2022M09,"2, 3 y 4 Llaves",TOTAL,1589.53
2022M09,"2, 3 y 4 Llaves",Residentes en Espańa,1141.42
2022M09,"2, 3 y 4 Llaves",No residentes en Espańa,448.11
2022M10,TOTAL,TOTAL,13155.43
2022M10,TOTAL,Residentes en Espańa,11383.05
2022M10,TOTAL,No residentes en Espańa,1772.38
2022M10,1 Llave,TOTAL,11317.1
2022M10,1 Llave,Residentes en Espańa,9848.51
2022M10,1 Llave,No residentes en Espańa,1468.59
2022M10,"2, 3 y 4 Llaves",TOTAL,1838.33
2022M10,"2, 3 y 4 Llaves",Residentes en Espańa,1534.54
2022M10,"2, 3 y 4 Llaves",No residentes en Espańa,303.79
2022M11,TOTAL,TOTAL,6652.55
2022M11,TOTAL,Residentes en Espańa,5632.94
2022M11,TOTAL,No residentes en Espańa,1019.61
2022M11,1 Llave,TOTAL,5632.94
2022M11,1 Llave,Residentes en Espańa,4870.44
2022M11,1 Llave,No residentes en Espańa,762.49
2022M11,"2, 3 y 4 Llaves",TOTAL,1019.61
2022M11,"2, 3 y 4 Llaves",Residentes en Espańa,762.49
2022M11,"2, 3 y 4 Llaves",No residentes en Espańa,257.12
2022M12,TOTAL,TOTAL,10759.4
2022M12,TOTAL,Residentes en Espańa,9683.44
2022M12,TOTAL,No residentes en Espańa,1075.96
2022M12,1 Llave,TOTAL,8781.58
2022M12,1 Llave,Residentes en Espańa,7736.99
2022M12,1 Llave,No residentes en Espańa,1044.59
2022M12,"2, 3 y 4 Llaves",TOTAL,1977.82
2022M12,"2, 3 y 4 Llaves",Residentes en Espańa,1946.45
2022M12,"2, 3 y 4 Llaves",No residentes en Espańa,31.37
2023M01,TOTAL,TOTAL,5750.96
2023M01,TOTAL,Residentes en Espańa,5255.77
2023M01,TOTAL,No residentes en Espańa,495.19
2023M01,1 Llave,TOTAL,4775.68
2023M01,1 Llave,Residentes en Espańa,4303.93
2023M01,1 Llave,No residentes en Espańa,471.76
2023M01,"2, 3 y 4 Llaves",TOTAL,975.28
2023M01,"2, 3 y 4 Llaves",Residentes en Espańa,951.85
2023M01,"2, 3 y 4 Llaves",No residentes en Espańa,23.43
2023M02,TOTAL,TOTAL,9007.95
2023M02,TOTAL,Residentes en Espańa,8559.23
2023M02,TOTAL,No residentes en Espańa,448.72
2023M02,1 Llave,TOTAL,6395.75
2023M02,1 Llave,Residentes en Espańa,6187.42
2023M02,1 Llave,No residentes en Espańa,208.33
2023M02,"2, 3 y 4 Llaves",TOTAL,2612.2
2023M02,"2, 3 y 4 Llaves",Residentes en Espańa,2371.81
2023M02,"2, 3 y 4 Llaves",No residentes en Espańa,240.39
2023M03,TOTAL,TOTAL,9552.65
2023M03,TOTAL,Residentes en Espańa,8656.51
2023M03,TOTAL,No residentes en Espańa,896.15
2023M03,1 Llave,TOTAL,7883.37
2023M03,1 Llave,Residentes en Espańa,7070.72
2023M03,1 Llave,No residentes en Espańa,812.65
2023M03,"2, 3 y 4 Llaves",TOTAL,1669.28
2023M03,"2, 3 y 4 Llaves",Residentes en Espańa,1585.79
2023M03,"2, 3 y 4 Llaves",No residentes en Espańa,83.49
2023M04,TOTAL,TOTAL,19163.16
2023M04,TOTAL,Residentes en Espańa,18221.06
2023M04,TOTAL,No residentes en Espańa,942.1
2023M04,1 Llave,TOTAL,15600.84
2023M04,1 Llave,Residentes en Espańa,14658.74
2023M04,1 Llave,No residentes en Espańa,942.1
2023M04,"2, 3 y 4 Llaves",TOTAL,3562.32
2023M04,"2, 3 y 4 Llaves",Residentes en Espańa,3562.32
2023M04,"2, 3 y 4 Llaves",No residentes en Espańa,
2023M05,TOTAL,TOTAL,11117.59
2023M05,TOTAL,Residentes en Espańa,9359.12
2023M05,TOTAL,No residentes en Espańa,1758.46
2023M05,1 Llave,TOTAL,8485.25
2023M05,1 Llave,Residentes en Espańa,7112.37
2023M05,1 Llave,No residentes en Espańa,1372.88
2023M05,"2, 3 y 4 Llaves",TOTAL,2632.33
2023M05,"2, 3 y 4 Llaves",Residentes en Espańa,2246.75
2023M05,"2, 3 y 4 Llaves",No residentes en Espańa,385.58
2023M06,TOTAL,TOTAL,13435.65
2023M06,TOTAL,Residentes en Espańa,11560.05
2023M06,TOTAL,No residentes en Espańa,1875.6
2023M06,1 Llave,TOTAL,9590.84
2023M06,1 Llave,Residentes en Espańa,8142.36
2023M06,1 Llave,No residentes en Espańa,1448.48
2023M06,"2, 3 y 4 Llaves",TOTAL,3844.8
2023M06,"2, 3 y 4 Llaves",Residentes en Espańa,3417.69
2023M06,"2, 3 y 4 Llaves",No residentes en Espańa,427.12
2023M07,TOTAL,TOTAL,23401.56
2023M07,TOTAL,Residentes en Espańa,20330.47
2023M07,TOTAL,No residentes en Espańa,3071.09
2023M07,1 Llave,TOTAL,17785.79
2023M07,1 Llave,Residentes en Espańa,15343.76
2023M07,1 Llave,No residentes en Espańa,2442.04
2023M07,"2, 3 y 4 Llaves",TOTAL,5615.76
2023M07,"2, 3 y 4 Llaves",Residentes en Espańa,4986.71
2023M07,"2, 3 y 4 Llaves",No residentes en Espańa,629.05
2023M08,TOTAL,TOTAL,41260.66
2023M08,TOTAL,Residentes en Espańa,37674.37
2023M08,TOTAL,No residentes en Espańa,3586.29
2023M08,1 Llave,TOTAL,29938.15
2023M08,1 Llave,Residentes en Espańa,27691.68
2023M08,1 Llave,No residentes en Espańa,2246.48
2023M08,"2, 3 y 4 Llaves",TOTAL,11322.51
2023M08,"2, 3 y 4 Llaves",Residentes en Espańa,9982.69
2023M08,"2, 3 y 4 Llaves",No residentes en Espańa,1339.81
2023M09,TOTAL,TOTAL,15916.17
2023M09,TOTAL,Residentes en Espańa,12176.83
2023M09,TOTAL,No residentes en Espańa,3739.34
2023M09,1 Llave,TOTAL,12808.76
2023M09,1 Llave,Residentes en Espańa,9689.55
2023M09,1 Llave,No residentes en Espańa,3119.21
2023M09,"2, 3 y 4 Llaves",TOTAL,3107.41
2023M09,"2, 3 y 4 Llaves",Residentes en Espańa,2487.28
2023M09,"2, 3 y 4 Llaves",No residentes en Espańa,620.14
2023M10,TOTAL,TOTAL,17125.61
2023M10,TOTAL,Residentes en Espańa,14982.5
2023M10,TOTAL,No residentes en Espańa,2143.11
2023M10,1 Llave,TOTAL,14049.72
2023M10,1 Llave,Residentes en Espańa,12272.14
2023M10,1 Llave,No residentes en Espańa,1777.58
2023M10,"2, 3 y 4 Llaves",TOTAL,3075.89
2023M10,"2, 3 y 4 Llaves",Residentes en Espańa,2710.36
2023M10,"2, 3 y 4 Llaves",No residentes en Espańa,365.53
2023M11,TOTAL,TOTAL,10167.28
2023M11,TOTAL,Residentes en Espańa,9255.66
2023M11,TOTAL,No residentes en Espańa,911.62
2023M11,1 Llave,TOTAL,8410.97
2023M11,1 Llave,Residentes en Espańa,7582.06
2023M11,1 Llave,No residentes en Espańa,828.91
2023M11,"2, 3 y 4 Llaves",TOTAL,1756.32
2023M11,"2, 3 y 4 Llaves",Residentes en Espańa,1673.6
2023M11,"2, 3 y 4 Llaves",No residentes en Espańa,82.71
2023M12,TOTAL,TOTAL,15742.57
2023M12,TOTAL,Residentes en Espańa,15015.38
2023M12,TOTAL,No residentes en Espańa,727.19
2023M12,1 Llave,TOTAL,12173.52
2023M12,1 Llave,Residentes en Espańa,11521.81
2023M12,1 Llave,No residentes en Espańa,651.71
2023M12,"2, 3 y 4 Llaves",TOTAL,3569.05
2023M12,"2, 3 y 4 Llaves",Residentes en Espańa,3493.57
2023M12,"2, 3 y 4 Llaves",No residentes en Espańa,75.48
2024M01,TOTAL,TOTAL,4250.56
2024M01,TOTAL,Residentes en Espańa,3368.83
2024M01,TOTAL,No residentes en Espańa,881.73
2024M01,1 Llave,TOTAL,3051.42
2024M01,1 Llave,Residentes en Espańa,2251.45
2024M01,1 Llave,No residentes en Espańa,799.97
2024M01,"2, 3 y 4 Llaves",TOTAL,1199.14
2024M01,"2, 3 y 4 Llaves",Residentes en Espańa,1117.38
2024M01,"2, 3 y 4 Llaves",No residentes en Espańa,81.76
2024M02,TOTAL,TOTAL,5431.63
2024M02,TOTAL,Residentes en Espańa,4667.38
2024M02,TOTAL,No residentes en Espańa,764.25
2024M02,1 Llave,TOTAL,3647.58
2024M02,1 Llave,Residentes en Espańa,3056.09
2024M02,1 Llave,No residentes en Espańa,591.49
2024M02,"2, 3 y 4 Llaves",TOTAL,1784.05
2024M02,"2, 3 y 4 Llaves",Residentes en Espańa,1611.29
2024M02,"2, 3 y 4 Llaves",No residentes en Espańa,172.77
2024M03,TOTAL,TOTAL,11188.25
2024M03,TOTAL,Residentes en Espańa,10324.68
2024M03,TOTAL,No residentes en Espańa,863.58
2024M03,1 Llave,TOTAL,7649.51
2024M03,1 Llave,Residentes en Espańa,6945.7
2024M03,1 Llave,No residentes en Espańa,703.81
2024M03,"2, 3 y 4 Llaves",TOTAL,3538.74
2024M03,"2, 3 y 4 Llaves",Residentes en Espańa,3378.98
2024M03,"2, 3 y 4 Llaves",No residentes en Espańa,159.76
