Periodo,Categoría,Grado de ocupación,DATA
2017M05,4 y 5 estrellas,grado de ocupación por habitaciones,69.48
2017M05,3 estrellas,grado de ocupación por plazas,55.8
2017M05,3 estrellas,grado de ocupación de plazas de fin de semana,73.89
2017M05,3 estrellas,grado de ocupación por habitaciones,69.47
2017M05,1 y 2 estrellas,grado de ocupación por plazas,22.1
2017M05,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,39.52
2017M05,1 y 2 estrellas,grado de ocupación por habitaciones,24.95
2017M05,Hostales y pensiones,grado de ocupación por plazas,24.77
2017M05,Hostales y pensiones,grado de ocupación de plazas de fin de semana,37.26
2017M05,Hostales y pensiones,grado de ocupación por habitaciones,31.78
2017M06,TOTAL,grado de ocupación por plazas,47.99
2017M06,TOTAL,grado de ocupación de plazas de fin de semana,62.53
2017M06,TOTAL,grado de ocupación por habitaciones,56.57
2017M06,4 y 5 estrellas,grado de ocupación por plazas,59.76
2017M06,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,75.91
2017M06,4 y 5 estrellas,grado de ocupación por habitaciones,69.59
2017M06,3 estrellas,grado de ocupación por plazas,56.99
2017M06,3 estrellas,grado de ocupación de plazas de fin de semana,70.51
2017M06,3 estrellas,grado de ocupación por habitaciones,67.94
2017M06,1 y 2 estrellas,grado de ocupación por plazas,26.8
2017M06,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,46
2017M06,1 y 2 estrellas,grado de ocupación por habitaciones,30.45
2017M06,Hostales y pensiones,grado de ocupación por plazas,28.45
2017M06,Hostales y pensiones,grado de ocupación de plazas de fin de semana,41.83
2017M06,Hostales y pensiones,grado de ocupación por habitaciones,34.63
2017M07,TOTAL,grado de ocupación por plazas,48.18
2017M07,TOTAL,grado de ocupación de plazas de fin de semana,62.14
2017M07,TOTAL,grado de ocupación por habitaciones,54.07
2017M07,4 y 5 estrellas,grado de ocupación por plazas,60.87
2017M07,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,73.31
2017M07,4 y 5 estrellas,grado de ocupación por habitaciones,66.59
2017M07,3 estrellas,grado de ocupación por plazas,56.06
2017M07,3 estrellas,grado de ocupación de plazas de fin de semana,71.67
2017M07,3 estrellas,grado de ocupación por habitaciones,63.6
2017M07,1 y 2 estrellas,grado de ocupación por plazas,30.08
2017M07,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,50.01
2017M07,1 y 2 estrellas,grado de ocupación por habitaciones,30.65
2017M07,Hostales y pensiones,grado de ocupación por plazas,29.44
2017M07,Hostales y pensiones,grado de ocupación de plazas de fin de semana,40.32
2017M07,Hostales y pensiones,grado de ocupación por habitaciones,35.69
2017M08,TOTAL,grado de ocupación por plazas,62.91
2017M08,TOTAL,grado de ocupación de plazas de fin de semana,72.06
2017M08,TOTAL,grado de ocupación por habitaciones,65.19
2017M08,4 y 5 estrellas,grado de ocupación por plazas,78.02
2017M08,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,84.6
2017M08,4 y 5 estrellas,grado de ocupación por habitaciones,80.4
2017M08,3 estrellas,grado de ocupación por plazas,74.78
2017M08,3 estrellas,grado de ocupación de plazas de fin de semana,84.07
2017M08,3 estrellas,grado de ocupación por habitaciones,77.75
2017M08,1 y 2 estrellas,grado de ocupación por plazas,43.71
2017M08,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,58.98
2017M08,1 y 2 estrellas,grado de ocupación por habitaciones,41.6
2017M08,Hostales y pensiones,grado de ocupación por plazas,35.52
2017M08,Hostales y pensiones,grado de ocupación de plazas de fin de semana,44.94
2017M08,Hostales y pensiones,grado de ocupación por habitaciones,39.38
2017M09,TOTAL,grado de ocupación por plazas,58.07
2017M09,TOTAL,grado de ocupación de plazas de fin de semana,68
2017M09,TOTAL,grado de ocupación por habitaciones,66.77
2017M09,4 y 5 estrellas,grado de ocupación por plazas,71.73
2017M09,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,73.49
2017M09,4 y 5 estrellas,grado de ocupación por habitaciones,82.22
2017M09,3 estrellas,grado de ocupación por plazas,68.62
2017M09,3 estrellas,grado de ocupación de plazas de fin de semana,79.2
2017M09,3 estrellas,grado de ocupación por habitaciones,78.84
2017M09,1 y 2 estrellas,grado de ocupación por plazas,31.91
2017M09,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,53.28
2017M09,1 y 2 estrellas,grado de ocupación por habitaciones,34.51
2017M09,Hostales y pensiones,grado de ocupación por plazas,35.44
2017M09,Hostales y pensiones,grado de ocupación de plazas de fin de semana,48.45
2017M09,Hostales y pensiones,grado de ocupación por habitaciones,43.37
2017M10,TOTAL,grado de ocupación por plazas,48.64
2017M10,TOTAL,grado de ocupación de plazas de fin de semana,70.42
2017M10,TOTAL,grado de ocupación por habitaciones,56.74
2017M10,4 y 5 estrellas,grado de ocupación por plazas,62.44
2017M10,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,86.03
2017M10,4 y 5 estrellas,grado de ocupación por habitaciones,72.74
2017M10,3 estrellas,grado de ocupación por plazas,55.93
2017M10,3 estrellas,grado de ocupación de plazas de fin de semana,78.3
2017M10,3 estrellas,grado de ocupación por habitaciones,65.96
2017M10,1 y 2 estrellas,grado de ocupación por plazas,33.93
2017M10,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,61.77
2017M10,1 y 2 estrellas,grado de ocupación por habitaciones,34.24
2017M10,Hostales y pensiones,grado de ocupación por plazas,26.66
2017M10,Hostales y pensiones,grado de ocupación de plazas de fin de semana,43.74
2017M10,Hostales y pensiones,grado de ocupación por habitaciones,33.17
2017M11,TOTAL,grado de ocupación por plazas,39.74
2017M11,TOTAL,grado de ocupación de plazas de fin de semana,61.99
2017M11,TOTAL,grado de ocupación por habitaciones,48.78
2017M11,4 y 5 estrellas,grado de ocupación por plazas,51.94
2017M11,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,82.18
2017M11,4 y 5 estrellas,grado de ocupación por habitaciones,63.62
2017M11,3 estrellas,grado de ocupación por plazas,46.96
2017M11,3 estrellas,grado de ocupación de plazas de fin de semana,71.96
2017M11,3 estrellas,grado de ocupación por habitaciones,58.84
2017M11,1 y 2 estrellas,grado de ocupación por plazas,19.58
2017M11,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,32.91
2017M11,1 y 2 estrellas,grado de ocupación por habitaciones,22.64
2017M11,Hostales y pensiones,grado de ocupación por plazas,20.89
2017M11,Hostales y pensiones,grado de ocupación de plazas de fin de semana,33
2017M11,Hostales y pensiones,grado de ocupación por habitaciones,25.67
2017M12,TOTAL,grado de ocupación por plazas,36.31
2017M12,TOTAL,grado de ocupación de plazas de fin de semana,47.42
2017M12,TOTAL,grado de ocupación por habitaciones,41.02
2017M12,4 y 5 estrellas,grado de ocupación por plazas,44.75
2017M12,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,62.13
2017M12,4 y 5 estrellas,grado de ocupación por habitaciones,49.95
2017M12,3 estrellas,grado de ocupación por plazas,40.32
2017M12,3 estrellas,grado de ocupación de plazas de fin de semana,51.54
2017M12,3 estrellas,grado de ocupación por habitaciones,45.74
2017M12,1 y 2 estrellas,grado de ocupación por plazas,14.91
2017M12,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,18.38
2017M12,1 y 2 estrellas,grado de ocupación por habitaciones,17.07
2017M12,Hostales y pensiones,grado de ocupación por plazas,26.43
2017M12,Hostales y pensiones,grado de ocupación de plazas de fin de semana,33.04
2017M12,Hostales y pensiones,grado de ocupación por habitaciones,31.11
2018M01,TOTAL,grado de ocupación por plazas,24.84
2018M01,TOTAL,grado de ocupación de plazas de fin de semana,33.82
2018M01,TOTAL,grado de ocupación por habitaciones,31.68
2018M01,4 y 5 estrellas,grado de ocupación por plazas,32.07
2018M01,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,45.98
2018M01,4 y 5 estrellas,grado de ocupación por habitaciones,40.16
2018M01,3 estrellas,grado de ocupación por plazas,32.16
2018M01,3 estrellas,grado de ocupación de plazas de fin de semana,43.48
2018M01,3 estrellas,grado de ocupación por habitaciones,41.16
2018M01,1 y 2 estrellas,grado de ocupación por plazas,11.75
2018M01,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,22.72
2018M01,1 y 2 estrellas,grado de ocupación por habitaciones,13.62
2018M01,Hostales y pensiones,grado de ocupación por plazas,9.06
2018M01,Hostales y pensiones,grado de ocupación de plazas de fin de semana,8.59
2018M01,Hostales y pensiones,grado de ocupación por habitaciones,13.63
2018M02,TOTAL,grado de ocupación por plazas,31.69
2018M02,TOTAL,grado de ocupación de plazas de fin de semana,48.38
2018M02,TOTAL,grado de ocupación por habitaciones,39.77
2018M02,4 y 5 estrellas,grado de ocupación por plazas,37.19
2018M02,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,59.57
2018M02,4 y 5 estrellas,grado de ocupación por habitaciones,46.41
2018M02,3 estrellas,grado de ocupación por plazas,40.25
2018M02,3 estrellas,grado de ocupación de plazas de fin de semana,59.28
2018M02,3 estrellas,grado de ocupación por habitaciones,50.87
2018M02,1 y 2 estrellas,grado de ocupación por plazas,20.55
2018M02,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,41.83
2018M02,1 y 2 estrellas,grado de ocupación por habitaciones,22.83
2018M02,Hostales y pensiones,grado de ocupación por plazas,15.27
2018M02,Hostales y pensiones,grado de ocupación de plazas de fin de semana,21.26
2018M02,Hostales y pensiones,grado de ocupación por habitaciones,20.81
2018M03,TOTAL,grado de ocupación por plazas,39.84
2018M03,TOTAL,grado de ocupación de plazas de fin de semana,57.8
2018M03,TOTAL,grado de ocupación por habitaciones,46.97
2018M03,4 y 5 estrellas,grado de ocupación por plazas,50.27
2018M03,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,72.48
2018M03,4 y 5 estrellas,grado de ocupación por habitaciones,59.24
2018M03,3 estrellas,grado de ocupación por plazas,48.57
2018M03,3 estrellas,grado de ocupación de plazas de fin de semana,67.15
2018M03,3 estrellas,grado de ocupación por habitaciones,57.45
2018M03,1 y 2 estrellas,grado de ocupación por plazas,23.45
2018M03,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,42.91
2018M03,1 y 2 estrellas,grado de ocupación por habitaciones,24.83
2018M03,Hostales y pensiones,grado de ocupación por plazas,19.01
2018M03,Hostales y pensiones,grado de ocupación de plazas de fin de semana,31.17
2018M03,Hostales y pensiones,grado de ocupación por habitaciones,24.44
2018M04,TOTAL,grado de ocupación por plazas,43.1
2018M04,TOTAL,grado de ocupación de plazas de fin de semana,57.21
2018M04,TOTAL,grado de ocupación por habitaciones,51.3
2018M04,4 y 5 estrellas,grado de ocupación por plazas,51.19
2018M04,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,63.51
2018M04,4 y 5 estrellas,grado de ocupación por habitaciones,59.96
2018M04,3 estrellas,grado de ocupación por plazas,54.27
2018M04,3 estrellas,grado de ocupación de plazas de fin de semana,68.55
2018M04,3 estrellas,grado de ocupación por habitaciones,65.74
2018M04,1 y 2 estrellas,grado de ocupación por plazas,30.42
2018M04,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,55.68
2018M04,1 y 2 estrellas,grado de ocupación por habitaciones,31.1
2018M04,Hostales y pensiones,grado de ocupación por plazas,20.89
2018M04,Hostales y pensiones,grado de ocupación de plazas de fin de semana,33.32
2018M04,Hostales y pensiones,grado de ocupación por habitaciones,26.92
2018M05,TOTAL,grado de ocupación por plazas,45.38
2018M05,TOTAL,grado de ocupación de plazas de fin de semana,58.2
2018M05,TOTAL,grado de ocupación por habitaciones,56.19
2018M05,4 y 5 estrellas,grado de ocupación por plazas,52.84
2018M05,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,66.44
2018M05,4 y 5 estrellas,grado de ocupación por habitaciones,66.53
2018M05,3 estrellas,grado de ocupación por plazas,56.32
2018M05,3 estrellas,grado de ocupación de plazas de fin de semana,71.13
2018M05,3 estrellas,grado de ocupación por habitaciones,70.58
2018M05,1 y 2 estrellas,grado de ocupación por plazas,27.04
2018M05,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,46.75
2018M05,1 y 2 estrellas,grado de ocupación por habitaciones,29.38
2018M05,Hostales y pensiones,grado de ocupación por plazas,25.78
2018M05,Hostales y pensiones,grado de ocupación de plazas de fin de semana,32.64
2018M05,Hostales y pensiones,grado de ocupación por habitaciones,32.02
2018M06,TOTAL,grado de ocupación por plazas,46.22
2018M06,TOTAL,grado de ocupación de plazas de fin de semana,56.38
2018M06,TOTAL,grado de ocupación por habitaciones,55.91
2018M06,4 y 5 estrellas,grado de ocupación por plazas,55.84
2018M06,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,66.67
2018M06,4 y 5 estrellas,grado de ocupación por habitaciones,68.32
2018M06,3 estrellas,grado de ocupación por plazas,58.76
2018M06,3 estrellas,grado de ocupación de plazas de fin de semana,67.27
2018M06,3 estrellas,grado de ocupación por habitaciones,70.98
2018M06,1 y 2 estrellas,grado de ocupación por plazas,31.92
2018M06,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,58.14
2018M06,1 y 2 estrellas,grado de ocupación por habitaciones,35.71
2018M06,Hostales y pensiones,grado de ocupación por plazas,20.32
2018M06,Hostales y pensiones,grado de ocupación de plazas de fin de semana,27.87
2018M06,Hostales y pensiones,grado de ocupación por habitaciones,26.25
2018M07,TOTAL,grado de ocupación por plazas,45.44
2018M07,TOTAL,grado de ocupación de plazas de fin de semana,60.12
2018M07,TOTAL,grado de ocupación por habitaciones,51.61
2018M07,4 y 5 estrellas,grado de ocupación por plazas,57.4
2018M07,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,70.95
2018M07,4 y 5 estrellas,grado de ocupación por habitaciones,65.29
2018M07,3 estrellas,grado de ocupación por plazas,54.73
2018M07,3 estrellas,grado de ocupación de plazas de fin de semana,71.98
2018M07,3 estrellas,grado de ocupación por habitaciones,62.79
2018M07,1 y 2 estrellas,grado de ocupación por plazas,24.34
2018M07,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,42.56
2018M07,1 y 2 estrellas,grado de ocupación por habitaciones,25.31
2018M07,Hostales y pensiones,grado de ocupación por plazas,25.44
2018M07,Hostales y pensiones,grado de ocupación de plazas de fin de semana,36.28
2018M07,Hostales y pensiones,grado de ocupación por habitaciones,30.03
2018M08,TOTAL,grado de ocupación por plazas,57.92
2018M08,TOTAL,grado de ocupación de plazas de fin de semana,65.77
2018M08,TOTAL,grado de ocupación por habitaciones,61.05
2018M08,4 y 5 estrellas,grado de ocupación por plazas,73.81
2018M08,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,82.02
2018M08,4 y 5 estrellas,grado de ocupación por habitaciones,77.35
2018M08,3 estrellas,grado de ocupación por plazas,70.36
2018M08,3 estrellas,grado de ocupación de plazas de fin de semana,78.35
2018M08,3 estrellas,grado de ocupación por habitaciones,73.33
2018M08,1 y 2 estrellas,grado de ocupación por plazas,38.96
2018M08,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,50.79
2018M08,1 y 2 estrellas,grado de ocupación por habitaciones,39.76
2018M08,Hostales y pensiones,grado de ocupación por plazas,30.23
2018M08,Hostales y pensiones,grado de ocupación de plazas de fin de semana,36.25
2018M08,Hostales y pensiones,grado de ocupación por habitaciones,35.4
2018M09,TOTAL,grado de ocupación por plazas,55.47
2018M09,TOTAL,grado de ocupación de plazas de fin de semana,67.26
2018M09,TOTAL,grado de ocupación por habitaciones,63.88
2018M09,4 y 5 estrellas,grado de ocupación por plazas,67.98
2018M09,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,77.1
2018M09,4 y 5 estrellas,grado de ocupación por habitaciones,78.63
2018M09,3 estrellas,grado de ocupación por plazas,65.62
2018M09,3 estrellas,grado de ocupación de plazas de fin de semana,79.04
2018M09,3 estrellas,grado de ocupación por habitaciones,75.21
2018M09,1 y 2 estrellas,grado de ocupación por plazas,33.12
2018M09,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,44.49
2018M09,1 y 2 estrellas,grado de ocupación por habitaciones,38.17
2018M09,Hostales y pensiones,grado de ocupación por plazas,33.39
2018M09,Hostales y pensiones,grado de ocupación de plazas de fin de semana,45.55
2018M09,Hostales y pensiones,grado de ocupación por habitaciones,40.22
2018M10,TOTAL,grado de ocupación por plazas,48.27
2018M10,TOTAL,grado de ocupación de plazas de fin de semana,67.2
2018M10,TOTAL,grado de ocupación por habitaciones,56.93
2018M10,4 y 5 estrellas,grado de ocupación por plazas,62.46
2018M10,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,79.44
2018M10,4 y 5 estrellas,grado de ocupación por habitaciones,73.71
2018M10,3 estrellas,grado de ocupación por plazas,57.11
2018M10,3 estrellas,grado de ocupación de plazas de fin de semana,76.75
2018M10,3 estrellas,grado de ocupación por habitaciones,67.95
2018M10,1 y 2 estrellas,grado de ocupación por plazas,30.42
2018M10,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,55.02
2018M10,1 y 2 estrellas,grado de ocupación por habitaciones,33.35
2018M10,Hostales y pensiones,grado de ocupación por plazas,25.94
2018M10,Hostales y pensiones,grado de ocupación de plazas de fin de semana,44.06
2018M10,Hostales y pensiones,grado de ocupación por habitaciones,31.93
2018M11,TOTAL,grado de ocupación por plazas,43.51
2018M11,TOTAL,grado de ocupación de plazas de fin de semana,61.62
2018M11,TOTAL,grado de ocupación por habitaciones,52.51
2018M11,4 y 5 estrellas,grado de ocupación por plazas,55.93
2018M11,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,80.8
2018M11,4 y 5 estrellas,grado de ocupación por habitaciones,66.89
2018M11,3 estrellas,grado de ocupación por plazas,53.08
2018M11,3 estrellas,grado de ocupación de plazas de fin de semana,67.01
2018M11,3 estrellas,grado de ocupación por habitaciones,65.54
2018M11,1 y 2 estrellas,grado de ocupación por plazas,31.78
2018M11,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,45.36
2018M11,1 y 2 estrellas,grado de ocupación por habitaciones,37.73
2018M11,Hostales y pensiones,grado de ocupación por plazas,20.17
2018M11,Hostales y pensiones,grado de ocupación de plazas de fin de semana,38.52
2018M11,Hostales y pensiones,grado de ocupación por habitaciones,24.52
2018M12,TOTAL,grado de ocupación por plazas,35.49
2018M12,TOTAL,grado de ocupación de plazas de fin de semana,50.21
2018M12,TOTAL,grado de ocupación por habitaciones,80.62
2018M12,4 y 5 estrellas,grado de ocupación por plazas,44.51
2018M12,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,
2018M12,4 y 5 estrellas,grado de ocupación por habitaciones,98.08
2018M12,3 estrellas,grado de ocupación por plazas,43.17
2018M12,3 estrellas,grado de ocupación de plazas de fin de semana,62.82
2018M12,3 estrellas,grado de ocupación por habitaciones,101.04
2018M12,1 y 2 estrellas,grado de ocupación por plazas,16.56
2018M12,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2018M12,1 y 2 estrellas,grado de ocupación por habitaciones,41.28
2018M12,Hostales y pensiones,grado de ocupación por plazas,18.8
2018M12,Hostales y pensiones,grado de ocupación de plazas de fin de semana,31.61
2018M12,Hostales y pensiones,grado de ocupación por habitaciones,43.68
2019M01,TOTAL,grado de ocupación por plazas,55.66
2019M01,TOTAL,grado de ocupación de plazas de fin de semana,32.02
2019M01,TOTAL,grado de ocupación por habitaciones,32.56
2019M01,4 y 5 estrellas,grado de ocupación por plazas,
2019M01,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,33.05
2019M01,4 y 5 estrellas,grado de ocupación por habitaciones,37.71
2019M01,3 estrellas,grado de ocupación por plazas,82.43
2019M01,3 estrellas,grado de ocupación de plazas de fin de semana,35.49
2019M01,3 estrellas,grado de ocupación por habitaciones,45.51
2019M01,1 y 2 estrellas,grado de ocupación por plazas,36.12
2019M01,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,18.41
2019M01,1 y 2 estrellas,grado de ocupación por habitaciones,19.03
2019M01,Hostales y pensiones,grado de ocupación por plazas,24.17
2019M01,Hostales y pensiones,grado de ocupación de plazas de fin de semana,29.79
2019M01,Hostales y pensiones,grado de ocupación por habitaciones,14.33
2019M02,TOTAL,grado de ocupación por plazas,31.43
2019M02,TOTAL,grado de ocupación de plazas de fin de semana,47.58
2019M02,TOTAL,grado de ocupación por habitaciones,38.67
2019M02,4 y 5 estrellas,grado de ocupación por plazas,37.46
2019M02,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,63.46
2019M02,4 y 5 estrellas,grado de ocupación por habitaciones,44.3
2019M02,3 estrellas,grado de ocupación por plazas,43.06
2019M02,3 estrellas,grado de ocupación de plazas de fin de semana,59.82
2019M02,3 estrellas,grado de ocupación por habitaciones,55.25
2019M02,1 y 2 estrellas,grado de ocupación por plazas,19.78
2019M02,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,30.84
2019M02,1 y 2 estrellas,grado de ocupación por habitaciones,23.75
2019M02,Hostales y pensiones,grado de ocupación por plazas,12.8
2019M02,Hostales y pensiones,grado de ocupación de plazas de fin de semana,19.72
2019M02,Hostales y pensiones,grado de ocupación por habitaciones,15.95
2019M03,TOTAL,grado de ocupación por plazas,38.93
2019M03,TOTAL,grado de ocupación de plazas de fin de semana,54.61
2019M03,TOTAL,grado de ocupación por habitaciones,46.23
2019M03,4 y 5 estrellas,grado de ocupación por plazas,48.36
2019M03,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,55.98
2019M03,4 y 5 estrellas,grado de ocupación por habitaciones,56.95
2019M03,3 estrellas,grado de ocupación por plazas,51.35
2019M03,3 estrellas,grado de ocupación de plazas de fin de semana,55.96
2019M03,3 estrellas,grado de ocupación por habitaciones,62.81
2019M03,1 y 2 estrellas,grado de ocupación por plazas,23.56
2019M03,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,53.78
2019M03,1 y 2 estrellas,grado de ocupación por habitaciones,27.77
2019M03,Hostales y pensiones,grado de ocupación por plazas,16.59
2019M03,Hostales y pensiones,grado de ocupación de plazas de fin de semana,51.6
2019M03,Hostales y pensiones,grado de ocupación por habitaciones,19.51
2019M04,TOTAL,grado de ocupación por plazas,45.75
2019M04,TOTAL,grado de ocupación de plazas de fin de semana,56.47
2019M04,TOTAL,grado de ocupación por habitaciones,52.82
2019M04,4 y 5 estrellas,grado de ocupación por plazas,54.89
2019M04,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,62.43
2019M04,4 y 5 estrellas,grado de ocupación por habitaciones,64.43
2019M04,3 estrellas,grado de ocupación por plazas,55.96
2019M04,3 estrellas,grado de ocupación de plazas de fin de semana,63.19
2019M04,3 estrellas,grado de ocupación por habitaciones,65.31
2019M04,1 y 2 estrellas,grado de ocupación por plazas,36.8
2019M04,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,53.81
2019M04,1 y 2 estrellas,grado de ocupación por habitaciones,37.58
2019M04,Hostales y pensiones,grado de ocupación por plazas,25.17
2019M04,Hostales y pensiones,grado de ocupación de plazas de fin de semana,42
2019M04,Hostales y pensiones,grado de ocupación por habitaciones,30.02
2019M05,TOTAL,grado de ocupación por plazas,47.44
2019M05,TOTAL,grado de ocupación de plazas de fin de semana,59.2
2019M05,TOTAL,grado de ocupación por habitaciones,57.27
2019M05,4 y 5 estrellas,grado de ocupación por plazas,57.49
2019M05,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,62.3
2019M05,4 y 5 estrellas,grado de ocupación por habitaciones,70.15
2019M05,3 estrellas,grado de ocupación por plazas,58.34
2019M05,3 estrellas,grado de ocupación de plazas de fin de semana,58.8
2019M05,3 estrellas,grado de ocupación por habitaciones,71.97
2019M05,1 y 2 estrellas,grado de ocupación por plazas,29.05
2019M05,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,61.27
2019M05,1 y 2 estrellas,grado de ocupación por habitaciones,33.49
2019M05,Hostales y pensiones,grado de ocupación por plazas,27.16
2019M05,Hostales y pensiones,grado de ocupación de plazas de fin de semana,55.9
2019M05,Hostales y pensiones,grado de ocupación por habitaciones,32.03
2019M06,TOTAL,grado de ocupación por plazas,45.85
2019M06,TOTAL,grado de ocupación de plazas de fin de semana,61.1
2019M06,TOTAL,grado de ocupación por habitaciones,54.93
2019M06,4 y 5 estrellas,grado de ocupación por plazas,57.39
2019M06,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,68.7
2019M06,4 y 5 estrellas,grado de ocupación por habitaciones,69.78
2019M06,3 estrellas,grado de ocupación por plazas,55.69
2019M06,3 estrellas,grado de ocupación de plazas de fin de semana,70.4
2019M06,3 estrellas,grado de ocupación por habitaciones,67.49
2019M06,1 y 2 estrellas,grado de ocupación por plazas,30.9
2019M06,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,70.75
2019M06,1 y 2 estrellas,grado de ocupación por habitaciones,35.55
2019M06,Hostales y pensiones,grado de ocupación por plazas,23.78
2019M06,Hostales y pensiones,grado de ocupación de plazas de fin de semana,36.98
2019M06,Hostales y pensiones,grado de ocupación por habitaciones,28.44
2019M07,TOTAL,grado de ocupación por plazas,43.87
2019M07,TOTAL,grado de ocupación de plazas de fin de semana,59.23
2019M07,TOTAL,grado de ocupación por habitaciones,50.12
2019M07,4 y 5 estrellas,grado de ocupación por plazas,55.84
2019M07,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,60.25
2019M07,4 y 5 estrellas,grado de ocupación por habitaciones,61.2
2019M07,3 estrellas,grado de ocupación por plazas,52.87
2019M07,3 estrellas,grado de ocupación de plazas de fin de semana,60.48
2019M07,3 estrellas,grado de ocupación por habitaciones,61.59
2019M07,1 y 2 estrellas,grado de ocupación por plazas,34.13
2019M07,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2019M07,1 y 2 estrellas,grado de ocupación por habitaciones,36.53
2019M07,Hostales y pensiones,grado de ocupación por plazas,21.77
2019M07,Hostales y pensiones,grado de ocupación de plazas de fin de semana,32.21
2019M07,Hostales y pensiones,grado de ocupación por habitaciones,27.68
2019M08,TOTAL,grado de ocupación por plazas,59.89
2019M08,TOTAL,grado de ocupación de plazas de fin de semana,63.99
2019M08,TOTAL,grado de ocupación por habitaciones,62.98
2019M08,4 y 5 estrellas,grado de ocupación por plazas,69.36
2019M08,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,67.99
2019M08,4 y 5 estrellas,grado de ocupación por habitaciones,77.72
2019M08,3 estrellas,grado de ocupación por plazas,72.18
2019M08,3 estrellas,grado de ocupación de plazas de fin de semana,62.55
2019M08,3 estrellas,grado de ocupación por habitaciones,75.63
2019M08,1 y 2 estrellas,grado de ocupación por plazas,38.35
2019M08,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,52.73
2019M08,1 y 2 estrellas,grado de ocupación por habitaciones,46.24
2019M08,Hostales y pensiones,grado de ocupación por plazas,32.93
2019M08,Hostales y pensiones,grado de ocupación de plazas de fin de semana,43.01
2019M08,Hostales y pensiones,grado de ocupación por habitaciones,35.77
2019M09,TOTAL,grado de ocupación por plazas,55.29
2019M09,TOTAL,grado de ocupación de plazas de fin de semana,70.45
2019M09,TOTAL,grado de ocupación por habitaciones,65.62
2019M09,4 y 5 estrellas,grado de ocupación por plazas,66.68
2019M09,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,74.35
2019M09,4 y 5 estrellas,grado de ocupación por habitaciones,79.24
2019M09,3 estrellas,grado de ocupación por plazas,62.1
2019M09,3 estrellas,grado de ocupación de plazas de fin de semana,75.07
2019M09,3 estrellas,grado de ocupación por habitaciones,74.32
2019M09,1 y 2 estrellas,grado de ocupación por plazas,38.85
2019M09,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,56.12
2019M09,1 y 2 estrellas,grado de ocupación por habitaciones,44.51
2019M09,Hostales y pensiones,grado de ocupación por plazas,36.73
