Periodo,Categoría,Grado de ocupación,DATA
2022M03,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,22.65
2022M03,1 y 2 estrellas,grado de ocupación por habitaciones,25.24
2022M03,Hostales y pensiones,grado de ocupación por plazas,13.47
2022M03,Hostales y pensiones,grado de ocupación de plazas de fin de semana,21.24
2022M03,Hostales y pensiones,grado de ocupación por habitaciones,16.7
2022M04,TOTAL,grado de ocupación por plazas,44.93
2022M04,TOTAL,grado de ocupación de plazas de fin de semana,58.7
2022M04,TOTAL,grado de ocupación por habitaciones,51.25
2022M04,4 y 5 estrellas,grado de ocupación por plazas,52.2
2022M04,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,59.08
2022M04,4 y 5 estrellas,grado de ocupación por habitaciones,59.6
2022M04,3 estrellas,grado de ocupación por plazas,52.3
2022M04,3 estrellas,grado de ocupación de plazas de fin de semana,62.59
2022M04,3 estrellas,grado de ocupación por habitaciones,60.3
2022M04,1 y 2 estrellas,grado de ocupación por plazas,32.88
2022M04,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,46.15
2022M04,1 y 2 estrellas,grado de ocupación por habitaciones,36.33
2022M04,Hostales y pensiones,grado de ocupación por plazas,30.48
2022M04,Hostales y pensiones,grado de ocupación de plazas de fin de semana,40.65
2022M04,Hostales y pensiones,grado de ocupación por habitaciones,35
2022M05,TOTAL,grado de ocupación por plazas,43.22
2022M05,TOTAL,grado de ocupación de plazas de fin de semana,59.27
2022M05,TOTAL,grado de ocupación por habitaciones,53.48
2022M05,4 y 5 estrellas,grado de ocupación por plazas,52.5
2022M05,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,80.26
2022M05,4 y 5 estrellas,grado de ocupación por habitaciones,63.59
2022M05,3 estrellas,grado de ocupación por plazas,48.14
2022M05,3 estrellas,grado de ocupación de plazas de fin de semana,57.06
2022M05,3 estrellas,grado de ocupación por habitaciones,61.29
2022M05,1 y 2 estrellas,grado de ocupación por plazas,32.03
2022M05,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,46.35
2022M05,1 y 2 estrellas,grado de ocupación por habitaciones,35.63
2022M05,Hostales y pensiones,grado de ocupación por plazas,29.63
2022M05,Hostales y pensiones,grado de ocupación de plazas de fin de semana,39.93
2022M05,Hostales y pensiones,grado de ocupación por habitaciones,37.11
2022M06,TOTAL,grado de ocupación por plazas,42.78
2022M06,TOTAL,grado de ocupación de plazas de fin de semana,59.86
2022M06,TOTAL,grado de ocupación por habitaciones,52.32
2022M06,4 y 5 estrellas,grado de ocupación por plazas,53.18
2022M06,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,61.28
2022M06,4 y 5 estrellas,grado de ocupación por habitaciones,67
2022M06,3 estrellas,grado de ocupación por plazas,49.87
2022M06,3 estrellas,grado de ocupación de plazas de fin de semana,68.37
2022M06,3 estrellas,grado de ocupación por habitaciones,62.06
2022M06,1 y 2 estrellas,grado de ocupación por plazas,26.26
2022M06,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,37.42
2022M06,1 y 2 estrellas,grado de ocupación por habitaciones,32.48
2022M06,Hostales y pensiones,grado de ocupación por plazas,23.77
2022M06,Hostales y pensiones,grado de ocupación de plazas de fin de semana,33.76
2022M06,Hostales y pensiones,grado de ocupación por habitaciones,29.98
2022M07,TOTAL,grado de ocupación por plazas,44.69
2022M07,TOTAL,grado de ocupación de plazas de fin de semana,56.2
2022M07,TOTAL,grado de ocupación por habitaciones,51.21
2022M07,4 y 5 estrellas,grado de ocupación por plazas,53.02
2022M07,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,62.79
2022M07,4 y 5 estrellas,grado de ocupación por habitaciones,61.43
2022M07,3 estrellas,grado de ocupación por plazas,52.46
2022M07,3 estrellas,grado de ocupación de plazas de fin de semana,56.89
2022M07,3 estrellas,grado de ocupación por habitaciones,59.94
2022M07,1 y 2 estrellas,grado de ocupación por plazas,39.32
2022M07,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,50.3
2022M07,1 y 2 estrellas,grado de ocupación por habitaciones,37.48
2022M07,Hostales y pensiones,grado de ocupación por plazas,34.44
2022M07,Hostales y pensiones,grado de ocupación de plazas de fin de semana,36.27
2022M07,Hostales y pensiones,grado de ocupación por habitaciones,32.95
2022M08,TOTAL,grado de ocupación por plazas,60.41
2022M08,TOTAL,grado de ocupación de plazas de fin de semana,69.3
2022M08,TOTAL,grado de ocupación por habitaciones,64.1
2022M08,4 y 5 estrellas,grado de ocupación por plazas,69.6
2022M08,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,100.86
2022M08,4 y 5 estrellas,grado de ocupación por habitaciones,72.65
2022M08,3 estrellas,grado de ocupación por plazas,70.07
2022M08,3 estrellas,grado de ocupación de plazas de fin de semana,67.1
2022M08,3 estrellas,grado de ocupación por habitaciones,75.1
2022M08,1 y 2 estrellas,grado de ocupación por plazas,49.36
2022M08,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,57.37
2022M08,1 y 2 estrellas,grado de ocupación por habitaciones,54.54
2022M08,Hostales y pensiones,grado de ocupación por plazas,39.96
2022M08,Hostales y pensiones,grado de ocupación de plazas de fin de semana,37.82
2022M08,Hostales y pensiones,grado de ocupación por habitaciones,42.64
2022M09,TOTAL,grado de ocupación por plazas,51.45
2022M09,TOTAL,grado de ocupación de plazas de fin de semana,63.87
2022M09,TOTAL,grado de ocupación por habitaciones,61.43
2022M09,4 y 5 estrellas,grado de ocupación por plazas,64.04
2022M09,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,64.12
2022M09,4 y 5 estrellas,grado de ocupación por habitaciones,76.47
2022M09,3 estrellas,grado de ocupación por plazas,59.85
2022M09,3 estrellas,grado de ocupación de plazas de fin de semana,70.3
2022M09,3 estrellas,grado de ocupación por habitaciones,72.55
2022M09,1 y 2 estrellas,grado de ocupación por plazas,36.1
2022M09,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,51.33
2022M09,1 y 2 estrellas,grado de ocupación por habitaciones,41.69
2022M09,Hostales y pensiones,grado de ocupación por plazas,29.55
2022M09,Hostales y pensiones,grado de ocupación de plazas de fin de semana,39.12
2022M09,Hostales y pensiones,grado de ocupación por habitaciones,35.22
2022M10,TOTAL,grado de ocupación por plazas,48.11
2022M10,TOTAL,grado de ocupación de plazas de fin de semana,56.89
2022M10,TOTAL,grado de ocupación por habitaciones,56.53
2022M10,4 y 5 estrellas,grado de ocupación por plazas,59.16
2022M10,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,71.87
2022M10,4 y 5 estrellas,grado de ocupación por habitaciones,72.79
2022M10,3 estrellas,grado de ocupación por plazas,60.58
2022M10,3 estrellas,grado de ocupación de plazas de fin de semana,64.39
2022M10,3 estrellas,grado de ocupación por habitaciones,71.9
2022M10,1 y 2 estrellas,grado de ocupación por plazas,25.18
2022M10,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,40.61
2022M10,1 y 2 estrellas,grado de ocupación por habitaciones,32.12
2022M10,Hostales y pensiones,grado de ocupación por plazas,21.71
2022M10,Hostales y pensiones,grado de ocupación de plazas de fin de semana,31.99
2022M10,Hostales y pensiones,grado de ocupación por habitaciones,25.59
2022M11,TOTAL,grado de ocupación por plazas,36.07
2022M11,TOTAL,grado de ocupación de plazas de fin de semana,54.34
2022M11,TOTAL,grado de ocupación por habitaciones,44.85
2022M11,4 y 5 estrellas,grado de ocupación por plazas,46.96
2022M11,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,78.64
2022M11,4 y 5 estrellas,grado de ocupación por habitaciones,58
2022M11,3 estrellas,grado de ocupación por plazas,42.97
2022M11,3 estrellas,grado de ocupación de plazas de fin de semana,57.44
2022M11,3 estrellas,grado de ocupación por habitaciones,54.21
2022M11,1 y 2 estrellas,grado de ocupación por plazas,21.59
2022M11,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,34.29
2022M11,1 y 2 estrellas,grado de ocupación por habitaciones,27.16
2022M11,Hostales y pensiones,grado de ocupación por plazas,17.05
2022M11,Hostales y pensiones,grado de ocupación de plazas de fin de semana,26.74
2022M11,Hostales y pensiones,grado de ocupación por habitaciones,21.22
2022M12,TOTAL,grado de ocupación por plazas,32.51
2022M12,TOTAL,grado de ocupación de plazas de fin de semana,36.72
2022M12,TOTAL,grado de ocupación por habitaciones,36.73
2022M12,4 y 5 estrellas,grado de ocupación por plazas,41.55
2022M12,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,37.45
2022M12,4 y 5 estrellas,grado de ocupación por habitaciones,48.04
2022M12,3 estrellas,grado de ocupación por plazas,40.02
2022M12,3 estrellas,grado de ocupación de plazas de fin de semana,39.23
2022M12,3 estrellas,grado de ocupación por habitaciones,45.76
2022M12,1 y 2 estrellas,grado de ocupación por plazas,21.48
2022M12,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,25.67
2022M12,1 y 2 estrellas,grado de ocupación por habitaciones,21.48
2022M12,Hostales y pensiones,grado de ocupación por plazas,11.92
2022M12,Hostales y pensiones,grado de ocupación de plazas de fin de semana,12.03
2022M12,Hostales y pensiones,grado de ocupación por habitaciones,13.96
2023M01,TOTAL,grado de ocupación por plazas,25.82
2023M01,TOTAL,grado de ocupación de plazas de fin de semana,37.23
2023M01,TOTAL,grado de ocupación por habitaciones,31.87
2023M01,4 y 5 estrellas,grado de ocupación por plazas,25.88
2023M01,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,38.71
2023M01,4 y 5 estrellas,grado de ocupación por habitaciones,38.9
2023M01,3 estrellas,grado de ocupación por plazas,32.55
2023M01,3 estrellas,grado de ocupación de plazas de fin de semana,40.2
2023M01,3 estrellas,grado de ocupación por habitaciones,40.95
2023M01,1 y 2 estrellas,grado de ocupación por plazas,12.83
2023M01,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,20.6
2023M01,1 y 2 estrellas,grado de ocupación por habitaciones,18.27
2023M01,Hostales y pensiones,grado de ocupación por plazas,13.22
2023M01,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2023M01,Hostales y pensiones,grado de ocupación por habitaciones,11.14
2023M02,TOTAL,grado de ocupación por plazas,34.24
2023M02,TOTAL,grado de ocupación de plazas de fin de semana,49
2023M02,TOTAL,grado de ocupación por habitaciones,43.57
2023M02,4 y 5 estrellas,grado de ocupación por plazas,43.46
2023M02,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,56.34
2023M02,4 y 5 estrellas,grado de ocupación por habitaciones,54.49
2023M02,3 estrellas,grado de ocupación por plazas,42.36
2023M02,3 estrellas,grado de ocupación de plazas de fin de semana,60.17
2023M02,3 estrellas,grado de ocupación por habitaciones,54
2023M02,1 y 2 estrellas,grado de ocupación por plazas,23.4
2023M02,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,35.74
2023M02,1 y 2 estrellas,grado de ocupación por habitaciones,34.54
2023M02,Hostales y pensiones,grado de ocupación por plazas,16.64
2023M02,Hostales y pensiones,grado de ocupación de plazas de fin de semana,27.38
2023M02,Hostales y pensiones,grado de ocupación por habitaciones,18.04
2023M03,TOTAL,grado de ocupación por plazas,36.36
2023M03,TOTAL,grado de ocupación de plazas de fin de semana,53.36
2023M03,TOTAL,grado de ocupación por habitaciones,45.78
2023M03,4 y 5 estrellas,grado de ocupación por plazas,44.74
2023M03,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,49.71
2023M03,4 y 5 estrellas,grado de ocupación por habitaciones,52.86
2023M03,3 estrellas,grado de ocupación por plazas,44.33
2023M03,3 estrellas,grado de ocupación de plazas de fin de semana,49.61
2023M03,3 estrellas,grado de ocupación por habitaciones,57.59
2023M03,1 y 2 estrellas,grado de ocupación por plazas,21.98
2023M03,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,25.55
2023M03,1 y 2 estrellas,grado de ocupación por habitaciones,32.05
2023M03,Hostales y pensiones,grado de ocupación por plazas,17.79
2023M03,Hostales y pensiones,grado de ocupación de plazas de fin de semana,24.7
2023M03,Hostales y pensiones,grado de ocupación por habitaciones,23.02
2023M04,TOTAL,grado de ocupación por plazas,49.18
2023M04,TOTAL,grado de ocupación de plazas de fin de semana,63.1
2023M04,TOTAL,grado de ocupación por habitaciones,57.24
2023M04,4 y 5 estrellas,grado de ocupación por plazas,56.41
2023M04,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,63.94
2023M04,4 y 5 estrellas,grado de ocupación por habitaciones,64.82
2023M04,3 estrellas,grado de ocupación por plazas,57.88
2023M04,3 estrellas,grado de ocupación de plazas de fin de semana,62.73
2023M04,3 estrellas,grado de ocupación por habitaciones,68.16
2023M04,1 y 2 estrellas,grado de ocupación por plazas,32.2
2023M04,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,46.54
2023M04,1 y 2 estrellas,grado de ocupación por habitaciones,37.31
2023M04,Hostales y pensiones,grado de ocupación por plazas,32.12
2023M04,Hostales y pensiones,grado de ocupación de plazas de fin de semana,37.9
2023M04,Hostales y pensiones,grado de ocupación por habitaciones,37.51
2023M05,TOTAL,grado de ocupación por plazas,46.85
2023M05,TOTAL,grado de ocupación de plazas de fin de semana,59.86
2023M05,TOTAL,grado de ocupación por habitaciones,58.43
2023M05,4 y 5 estrellas,grado de ocupación por plazas,53.97
2023M05,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,57.76
2023M05,4 y 5 estrellas,grado de ocupación por habitaciones,66.91
2023M05,3 estrellas,grado de ocupación por plazas,54.81
2023M05,3 estrellas,grado de ocupación de plazas de fin de semana,64.75
2023M05,3 estrellas,grado de ocupación por habitaciones,69.36
2023M05,1 y 2 estrellas,grado de ocupación por plazas,31.06
2023M05,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2023M05,1 y 2 estrellas,grado de ocupación por habitaciones,35.46
2023M05,Hostales y pensiones,grado de ocupación por plazas,31.69
2023M05,Hostales y pensiones,grado de ocupación de plazas de fin de semana,40.72
2023M05,Hostales y pensiones,grado de ocupación por habitaciones,37.91
2023M06,TOTAL,grado de ocupación por plazas,47.34
2023M06,TOTAL,grado de ocupación de plazas de fin de semana,59.1
2023M06,TOTAL,grado de ocupación por habitaciones,58.34
2023M06,4 y 5 estrellas,grado de ocupación por plazas,57.14
2023M06,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,62.86
2023M06,4 y 5 estrellas,grado de ocupación por habitaciones,70.21
2023M06,3 estrellas,grado de ocupación por plazas,55.43
2023M06,3 estrellas,grado de ocupación de plazas de fin de semana,62.75
2023M06,3 estrellas,grado de ocupación por habitaciones,69.21
2023M06,1 y 2 estrellas,grado de ocupación por plazas,27.82
2023M06,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,34.15
2023M06,1 y 2 estrellas,grado de ocupación por habitaciones,34.14
2023M06,Hostales y pensiones,grado de ocupación por plazas,23.32
2023M06,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2023M06,Hostales y pensiones,grado de ocupación por habitaciones,32.26
2023M07,TOTAL,grado de ocupación por plazas,45.42
2023M07,TOTAL,grado de ocupación de plazas de fin de semana,54.07
2023M07,TOTAL,grado de ocupación por habitaciones,54.07
2023M07,4 y 5 estrellas,grado de ocupación por plazas,45.84
2023M07,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,68.14
2023M07,4 y 5 estrellas,grado de ocupación por habitaciones,62.17
2023M07,3 estrellas,grado de ocupación por plazas,53.88
2023M07,3 estrellas,grado de ocupación de plazas de fin de semana,55.2
2023M07,3 estrellas,grado de ocupación por habitaciones,65.3
2023M07,1 y 2 estrellas,grado de ocupación por plazas,30.26
2023M07,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,48.16
2023M07,1 y 2 estrellas,grado de ocupación por habitaciones,36.69
2023M07,Hostales y pensiones,grado de ocupación por plazas,24.89
2023M07,Hostales y pensiones,grado de ocupación de plazas de fin de semana,32.09
2023M07,Hostales y pensiones,grado de ocupación por habitaciones,32.65
2023M08,TOTAL,grado de ocupación por plazas,56.88
2023M08,TOTAL,grado de ocupación de plazas de fin de semana,61.76
2023M08,TOTAL,grado de ocupación por habitaciones,62.14
2023M08,4 y 5 estrellas,grado de ocupación por plazas,47.53
2023M08,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,68.7
2023M08,4 y 5 estrellas,grado de ocupación por habitaciones,68
2023M08,3 estrellas,grado de ocupación por plazas,72.34
2023M08,3 estrellas,grado de ocupación de plazas de fin de semana,63.17
2023M08,3 estrellas,grado de ocupación por habitaciones,78.01
2023M08,1 y 2 estrellas,grado de ocupación por plazas,38.12
2023M08,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,48.76
2023M08,1 y 2 estrellas,grado de ocupación por habitaciones,41.48
2023M08,Hostales y pensiones,grado de ocupación por plazas,40.68
2023M08,Hostales y pensiones,grado de ocupación de plazas de fin de semana,41.79
2023M08,Hostales y pensiones,grado de ocupación por habitaciones,36.46
2023M09,TOTAL,grado de ocupación por plazas,59.97
2023M09,TOTAL,grado de ocupación de plazas de fin de semana,52.5
2023M09,TOTAL,grado de ocupación por habitaciones,63.75
2023M09,4 y 5 estrellas,grado de ocupación por plazas,83.03
2023M09,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,59.55
2023M09,4 y 5 estrellas,grado de ocupación por habitaciones,
2023M09,3 estrellas,grado de ocupación por plazas,61.41
2023M09,3 estrellas,grado de ocupación de plazas de fin de semana,67.57
2023M09,3 estrellas,grado de ocupación por habitaciones,84.99
2023M09,1 y 2 estrellas,grado de ocupación por plazas,41.4
2023M09,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,56.25
2023M09,1 y 2 estrellas,grado de ocupación por habitaciones,52.78
2023M09,Hostales y pensiones,grado de ocupación por plazas,19.49
2023M09,Hostales y pensiones,grado de ocupación de plazas de fin de semana,18.9
2023M09,Hostales y pensiones,grado de ocupación por habitaciones,34.57
2023M10,TOTAL,grado de ocupación por plazas,46.57
2023M10,TOTAL,grado de ocupación de plazas de fin de semana,63.71
2023M10,TOTAL,grado de ocupación por habitaciones,56.42
2023M10,4 y 5 estrellas,grado de ocupación por plazas,51.97
2023M10,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,72.92
2023M10,4 y 5 estrellas,grado de ocupación por habitaciones,73.25
2023M10,3 estrellas,grado de ocupación por plazas,54.66
2023M10,3 estrellas,grado de ocupación de plazas de fin de semana,65.86
2023M10,3 estrellas,grado de ocupación por habitaciones,66.85
2023M10,1 y 2 estrellas,grado de ocupación por plazas,31.99
2023M10,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,50.06
2023M10,1 y 2 estrellas,grado de ocupación por habitaciones,38.09
2023M10,Hostales y pensiones,grado de ocupación por plazas,27.1
2023M10,Hostales y pensiones,grado de ocupación de plazas de fin de semana,36.06
2023M10,Hostales y pensiones,grado de ocupación por habitaciones,24.38
2023M11,TOTAL,grado de ocupación por plazas,35.6
2023M11,TOTAL,grado de ocupación de plazas de fin de semana,51.4
2023M11,TOTAL,grado de ocupación por habitaciones,45.29
2023M11,4 y 5 estrellas,grado de ocupación por plazas,42.27
2023M11,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,62.25
2023M11,4 y 5 estrellas,grado de ocupación por habitaciones,57.01
2023M11,3 estrellas,grado de ocupación por plazas,42.49
2023M11,3 estrellas,grado de ocupación de plazas de fin de semana,60.5
2023M11,3 estrellas,grado de ocupación por habitaciones,55.52
2023M11,1 y 2 estrellas,grado de ocupación por plazas,19.92
2023M11,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,29.7
2023M11,1 y 2 estrellas,grado de ocupación por habitaciones,27.15
2023M11,Hostales y pensiones,grado de ocupación por plazas,13.41
2023M11,Hostales y pensiones,grado de ocupación de plazas de fin de semana,16.74
2023M11,Hostales y pensiones,grado de ocupación por habitaciones,18.18
2023M12,TOTAL,grado de ocupación por plazas,33.45
2023M12,TOTAL,grado de ocupación de plazas de fin de semana,41.21
2023M12,TOTAL,grado de ocupación por habitaciones,38.43
2023M12,4 y 5 estrellas,grado de ocupación por plazas,41.79
2023M12,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,34.25
2023M12,4 y 5 estrellas,grado de ocupación por habitaciones,45.4
2023M12,3 estrellas,grado de ocupación por plazas,39.15
2023M12,3 estrellas,grado de ocupación de plazas de fin de semana,44.13
2023M12,3 estrellas,grado de ocupación por habitaciones,45.09
2023M12,1 y 2 estrellas,grado de ocupación por plazas,19.74
2023M12,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,17.94
2023M12,1 y 2 estrellas,grado de ocupación por habitaciones,27.9
2023M12,Hostales y pensiones,grado de ocupación por plazas,13.11
2023M12,Hostales y pensiones,grado de ocupación de plazas de fin de semana,12.68
2023M12,Hostales y pensiones,grado de ocupación por habitaciones,18.06
2024M01,TOTAL,grado de ocupación por plazas,24.44
2024M01,TOTAL,grado de ocupación de plazas de fin de semana,30.84
2024M01,TOTAL,grado de ocupación por habitaciones,30.35
2024M01,4 y 5 estrellas,grado de ocupación por plazas,31.63
2024M01,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,37.86
2024M01,4 y 5 estrellas,grado de ocupación por habitaciones,36.28
2024M01,3 estrellas,grado de ocupación por plazas,30.28
2024M01,3 estrellas,grado de ocupación de plazas de fin de semana,34.92
2024M01,3 estrellas,grado de ocupación por habitaciones,39.68
2024M01,1 y 2 estrellas,grado de ocupación por plazas,7.42
2024M01,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,8
2024M01,1 y 2 estrellas,grado de ocupación por habitaciones,11.57
2024M01,Hostales y pensiones,grado de ocupación por plazas,8.54
2024M01,Hostales y pensiones,grado de ocupación de plazas de fin de semana,13.86
2024M01,Hostales y pensiones,grado de ocupación por habitaciones,11.66
2024M02,TOTAL,grado de ocupación por plazas,32.22
2024M02,TOTAL,grado de ocupación de plazas de fin de semana,44.55
2024M02,TOTAL,grado de ocupación por habitaciones,38.28
2024M02,4 y 5 estrellas,grado de ocupación por plazas,37.56
2024M02,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,50.21
2024M02,4 y 5 estrellas,grado de ocupación por habitaciones,48.35
2024M02,3 estrellas,grado de ocupación por plazas,40.02
2024M02,3 estrellas,grado de ocupación de plazas de fin de semana,54.95
2024M02,3 estrellas,grado de ocupación por habitaciones,49.66
2024M02,1 y 2 estrellas,grado de ocupación por plazas,12.08
2024M02,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,21.37
2024M02,1 y 2 estrellas,grado de ocupación por habitaciones,17.09
2024M02,Hostales y pensiones,grado de ocupación por plazas,11.35
2024M02,Hostales y pensiones,grado de ocupación de plazas de fin de semana,17.83
2024M02,Hostales y pensiones,grado de ocupación por habitaciones,14.58
2024M03,TOTAL,grado de ocupación por plazas,37.71
2024M03,TOTAL,grado de ocupación de plazas de fin de semana,49.34
2024M03,TOTAL,grado de ocupación por habitaciones,44
2024M03,4 y 5 estrellas,grado de ocupación por plazas,38.38
2024M03,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,51.89
2024M03,4 y 5 estrellas,grado de ocupación por habitaciones,56.22
2024M03,3 estrellas,grado de ocupación por plazas,45.05
2024M03,3 estrellas,grado de ocupación de plazas de fin de semana,50.96
2024M03,3 estrellas,grado de ocupación por habitaciones,53.05
2024M03,1 y 2 estrellas,grado de ocupación por plazas,24.54
2024M03,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,36.41
2024M03,1 y 2 estrellas,grado de ocupación por habitaciones,29.63
2024M03,Hostales y pensiones,grado de ocupación por plazas,18.99
2024M03,Hostales y pensiones,grado de ocupación de plazas de fin de semana,31.48
2024M03,Hostales y pensiones,grado de ocupación por habitaciones,21.4
