Periodo,Categoría,Estancia media,DATA
2017M07,Hostales y pensiones,Estancia media No residentes en Espańa,1.85
2017M08,TOTAL,Estancia media,1.86
2017M08,TOTAL,Estancia media Residentes en Espańa,1.91
2017M08,TOTAL,Estancia media No residentes en Espańa,1.62
2017M08,4 y 5 estrellas,Estancia media,2.13
2017M08,4 y 5 estrellas,Estancia media Residentes en Espańa,2.19
2017M08,4 y 5 estrellas,Estancia media No residentes en Espańa,1.84
2017M08,3 estrellas,Estancia media,1.72
2017M08,3 estrellas,Estancia media Residentes en Espańa,1.77
2017M08,3 estrellas,Estancia media No residentes en Espańa,1.51
2017M08,1 y 2 estrellas,Estancia media,2.03
2017M08,1 y 2 estrellas,Estancia media Residentes en Espańa,2.02
2017M08,1 y 2 estrellas,Estancia media No residentes en Espańa,2.08
2017M08,Hostales y pensiones,Estancia media,1.81
2017M08,Hostales y pensiones,Estancia media Residentes en Espańa,1.87
2017M08,Hostales y pensiones,Estancia media No residentes en Espańa,1.45
2017M09,TOTAL,Estancia media,1.79
2017M09,TOTAL,Estancia media Residentes en Espańa,1.85
2017M09,TOTAL,Estancia media No residentes en Espańa,1.64
2017M09,4 y 5 estrellas,Estancia media,1.99
2017M09,4 y 5 estrellas,Estancia media Residentes en Espańa,2.05
2017M09,4 y 5 estrellas,Estancia media No residentes en Espańa,1.81
2017M09,3 estrellas,Estancia media,1.77
2017M09,3 estrellas,Estancia media Residentes en Espańa,1.79
2017M09,3 estrellas,Estancia media No residentes en Espańa,1.72
2017M09,1 y 2 estrellas,Estancia media,1.56
2017M09,1 y 2 estrellas,Estancia media Residentes en Espańa,1.6
2017M09,1 y 2 estrellas,Estancia media No residentes en Espańa,1.38
2017M09,Hostales y pensiones,Estancia media,1.59
2017M09,Hostales y pensiones,Estancia media Residentes en Espańa,1.75
2017M09,Hostales y pensiones,Estancia media No residentes en Espańa,1.27
2017M10,TOTAL,Estancia media,1.81
2017M10,TOTAL,Estancia media Residentes en Espańa,1.83
2017M10,TOTAL,Estancia media No residentes en Espańa,1.72
2017M10,4 y 5 estrellas,Estancia media,1.92
2017M10,4 y 5 estrellas,Estancia media Residentes en Espańa,1.96
2017M10,4 y 5 estrellas,Estancia media No residentes en Espańa,1.79
2017M10,3 estrellas,Estancia media,1.77
2017M10,3 estrellas,Estancia media Residentes en Espańa,1.8
2017M10,3 estrellas,Estancia media No residentes en Espańa,1.67
2017M10,1 y 2 estrellas,Estancia media,1.66
2017M10,1 y 2 estrellas,Estancia media Residentes en Espańa,1.7
2017M10,1 y 2 estrellas,Estancia media No residentes en Espańa,1.29
2017M10,Hostales y pensiones,Estancia media,1.76
2017M10,Hostales y pensiones,Estancia media Residentes en Espańa,1.75
2017M10,Hostales y pensiones,Estancia media No residentes en Espańa,1.87
2017M11,TOTAL,Estancia media,1.78
2017M11,TOTAL,Estancia media Residentes en Espańa,1.77
2017M11,TOTAL,Estancia media No residentes en Espańa,1.8
2017M11,4 y 5 estrellas,Estancia media,1.89
2017M11,4 y 5 estrellas,Estancia media Residentes en Espańa,1.91
2017M11,4 y 5 estrellas,Estancia media No residentes en Espańa,1.71
2017M11,3 estrellas,Estancia media,1.71
2017M11,3 estrellas,Estancia media Residentes en Espańa,1.7
2017M11,3 estrellas,Estancia media No residentes en Espańa,1.79
2017M11,1 y 2 estrellas,Estancia media,1.47
2017M11,1 y 2 estrellas,Estancia media Residentes en Espańa,1.44
2017M11,1 y 2 estrellas,Estancia media No residentes en Espańa,1.79
2017M11,Hostales y pensiones,Estancia media,1.9
2017M11,Hostales y pensiones,Estancia media Residentes en Espańa,1.87
2017M11,Hostales y pensiones,Estancia media No residentes en Espańa,2.46
2017M12,TOTAL,Estancia media,1.8
2017M12,TOTAL,Estancia media Residentes en Espańa,1.8
2017M12,TOTAL,Estancia media No residentes en Espańa,1.86
2017M12,4 y 5 estrellas,Estancia media,1.69
2017M12,4 y 5 estrellas,Estancia media Residentes en Espańa,1.7
2017M12,4 y 5 estrellas,Estancia media No residentes en Espańa,1.55
2017M12,3 estrellas,Estancia media,1.78
2017M12,3 estrellas,Estancia media Residentes en Espańa,1.76
2017M12,3 estrellas,Estancia media No residentes en Espańa,1.87
2017M12,1 y 2 estrellas,Estancia media,1.9
2017M12,1 y 2 estrellas,Estancia media Residentes en Espańa,2
2017M12,1 y 2 estrellas,Estancia media No residentes en Espańa,1.21
2017M12,Hostales y pensiones,Estancia media,2.09
2017M12,Hostales y pensiones,Estancia media Residentes en Espańa,2.04
2017M12,Hostales y pensiones,Estancia media No residentes en Espańa,3.96
2018M01,TOTAL,Estancia media,1.65
2018M01,TOTAL,Estancia media Residentes en Espańa,1.59
2018M01,TOTAL,Estancia media No residentes en Espańa,2.14
2018M01,4 y 5 estrellas,Estancia media,1.7
2018M01,4 y 5 estrellas,Estancia media Residentes en Espańa,1.68
2018M01,4 y 5 estrellas,Estancia media No residentes en Espańa,1.89
2018M01,3 estrellas,Estancia media,1.6
2018M01,3 estrellas,Estancia media Residentes en Espańa,1.53
2018M01,3 estrellas,Estancia media No residentes en Espańa,2.06
2018M01,1 y 2 estrellas,Estancia media,1.45
2018M01,1 y 2 estrellas,Estancia media Residentes en Espańa,1.48
2018M01,1 y 2 estrellas,Estancia media No residentes en Espańa,1.06
2018M01,Hostales y pensiones,Estancia media,1.94
2018M01,Hostales y pensiones,Estancia media Residentes en Espańa,1.69
2018M01,Hostales y pensiones,Estancia media No residentes en Espańa,7.17
2018M02,TOTAL,Estancia media,1.71
2018M02,TOTAL,Estancia media Residentes en Espańa,1.68
2018M02,TOTAL,Estancia media No residentes en Espańa,1.9
2018M02,4 y 5 estrellas,Estancia media,1.74
2018M02,4 y 5 estrellas,Estancia media Residentes en Espańa,1.75
2018M02,4 y 5 estrellas,Estancia media No residentes en Espańa,1.67
2018M02,3 estrellas,Estancia media,1.69
2018M02,3 estrellas,Estancia media Residentes en Espańa,1.65
2018M02,3 estrellas,Estancia media No residentes en Espańa,2.03
2018M02,1 y 2 estrellas,Estancia media,1.61
2018M02,1 y 2 estrellas,Estancia media Residentes en Espańa,1.59
2018M02,1 y 2 estrellas,Estancia media No residentes en Espańa,1.87
2018M02,Hostales y pensiones,Estancia media,1.74
2018M02,Hostales y pensiones,Estancia media Residentes en Espańa,1.73
2018M02,Hostales y pensiones,Estancia media No residentes en Espańa,1.86
2018M03,TOTAL,Estancia media,1.83
2018M03,TOTAL,Estancia media Residentes en Espańa,1.81
2018M03,TOTAL,Estancia media No residentes en Espańa,2.01
2018M03,4 y 5 estrellas,Estancia media,1.99
2018M03,4 y 5 estrellas,Estancia media Residentes en Espańa,1.96
2018M03,4 y 5 estrellas,Estancia media No residentes en Espańa,2.22
2018M03,3 estrellas,Estancia media,1.75
2018M03,3 estrellas,Estancia media Residentes en Espańa,1.73
2018M03,3 estrellas,Estancia media No residentes en Espańa,1.91
2018M03,1 y 2 estrellas,Estancia media,1.51
2018M03,1 y 2 estrellas,Estancia media Residentes en Espańa,1.53
2018M03,1 y 2 estrellas,Estancia media No residentes en Espańa,1.37
2018M03,Hostales y pensiones,Estancia media,1.94
2018M03,Hostales y pensiones,Estancia media Residentes en Espańa,1.92
2018M03,Hostales y pensiones,Estancia media No residentes en Espańa,2.07
2018M04,TOTAL,Estancia media,1.78
2018M04,TOTAL,Estancia media Residentes en Espańa,1.77
2018M04,TOTAL,Estancia media No residentes en Espańa,1.81
2018M04,4 y 5 estrellas,Estancia media,1.89
2018M04,4 y 5 estrellas,Estancia media Residentes en Espańa,1.84
2018M04,4 y 5 estrellas,Estancia media No residentes en Espańa,2.11
2018M04,3 estrellas,Estancia media,1.77
2018M04,3 estrellas,Estancia media Residentes en Espańa,1.77
2018M04,3 estrellas,Estancia media No residentes en Espańa,1.77
2018M04,1 y 2 estrellas,Estancia media,1.58
2018M04,1 y 2 estrellas,Estancia media Residentes en Espańa,1.58
2018M04,1 y 2 estrellas,Estancia media No residentes en Espańa,1.53
2018M04,Hostales y pensiones,Estancia media,1.64
2018M04,Hostales y pensiones,Estancia media Residentes en Espańa,1.68
2018M04,Hostales y pensiones,Estancia media No residentes en Espańa,1.55
2018M05,TOTAL,Estancia media,1.7
2018M05,TOTAL,Estancia media Residentes en Espańa,1.75
2018M05,TOTAL,Estancia media No residentes en Espańa,1.61
2018M05,4 y 5 estrellas,Estancia media,1.89
2018M05,4 y 5 estrellas,Estancia media Residentes en Espańa,1.85
2018M05,4 y 5 estrellas,Estancia media No residentes en Espańa,1.98
2018M05,3 estrellas,Estancia media,1.68
2018M05,3 estrellas,Estancia media Residentes en Espańa,1.71
2018M05,3 estrellas,Estancia media No residentes en Espańa,1.61
2018M05,1 y 2 estrellas,Estancia media,1.58
2018M05,1 y 2 estrellas,Estancia media Residentes en Espańa,1.57
2018M05,1 y 2 estrellas,Estancia media No residentes en Espańa,1.59
2018M05,Hostales y pensiones,Estancia media,1.49
2018M05,Hostales y pensiones,Estancia media Residentes en Espańa,1.74
2018M05,Hostales y pensiones,Estancia media No residentes en Espańa,1.19
2018M06,TOTAL,Estancia media,1.77
2018M06,TOTAL,Estancia media Residentes en Espańa,1.81
2018M06,TOTAL,Estancia media No residentes en Espańa,1.67
2018M06,4 y 5 estrellas,Estancia media,1.86
2018M06,4 y 5 estrellas,Estancia media Residentes en Espańa,1.87
2018M06,4 y 5 estrellas,Estancia media No residentes en Espańa,1.82
2018M06,3 estrellas,Estancia media,1.77
2018M06,3 estrellas,Estancia media Residentes en Espańa,1.81
2018M06,3 estrellas,Estancia media No residentes en Espańa,1.67
2018M06,1 y 2 estrellas,Estancia media,1.61
2018M06,1 y 2 estrellas,Estancia media Residentes en Espańa,1.59
2018M06,1 y 2 estrellas,Estancia media No residentes en Espańa,1.69
2018M06,Hostales y pensiones,Estancia media,1.63
2018M06,Hostales y pensiones,Estancia media Residentes en Espańa,1.78
2018M06,Hostales y pensiones,Estancia media No residentes en Espańa,1.28
2018M07,TOTAL,Estancia media,1.79
2018M07,TOTAL,Estancia media Residentes en Espańa,1.82
2018M07,TOTAL,Estancia media No residentes en Espańa,1.69
2018M07,4 y 5 estrellas,Estancia media,2.02
2018M07,4 y 5 estrellas,Estancia media Residentes en Espańa,2.05
2018M07,4 y 5 estrellas,Estancia media No residentes en Espańa,1.93
2018M07,3 estrellas,Estancia media,1.72
2018M07,3 estrellas,Estancia media Residentes en Espańa,1.74
2018M07,3 estrellas,Estancia media No residentes en Espańa,1.64
2018M07,1 y 2 estrellas,Estancia media,1.72
2018M07,1 y 2 estrellas,Estancia media Residentes en Espańa,1.72
2018M07,1 y 2 estrellas,Estancia media No residentes en Espańa,1.71
2018M07,Hostales y pensiones,Estancia media,1.62
2018M07,Hostales y pensiones,Estancia media Residentes en Espańa,1.67
2018M07,Hostales y pensiones,Estancia media No residentes en Espańa,1.43
2018M08,TOTAL,Estancia media,1.82
2018M08,TOTAL,Estancia media Residentes en Espańa,1.86
2018M08,TOTAL,Estancia media No residentes en Espańa,1.68
2018M08,4 y 5 estrellas,Estancia media,2.1
2018M08,4 y 5 estrellas,Estancia media Residentes en Espańa,2.16
2018M08,4 y 5 estrellas,Estancia media No residentes en Espańa,1.82
2018M08,3 estrellas,Estancia media,1.69
2018M08,3 estrellas,Estancia media Residentes en Espańa,1.69
2018M08,3 estrellas,Estancia media No residentes en Espańa,1.71
2018M08,1 y 2 estrellas,Estancia media,1.63
2018M08,1 y 2 estrellas,Estancia media Residentes en Espańa,1.69
2018M08,1 y 2 estrellas,Estancia media No residentes en Espańa,1.25
2018M08,Hostales y pensiones,Estancia media,1.83
2018M08,Hostales y pensiones,Estancia media Residentes en Espańa,1.93
2018M08,Hostales y pensiones,Estancia media No residentes en Espańa,1.44
2018M09,TOTAL,Estancia media,1.77
2018M09,TOTAL,Estancia media Residentes en Espańa,1.85
2018M09,TOTAL,Estancia media No residentes en Espańa,1.61
2018M09,4 y 5 estrellas,Estancia media,2.03
2018M09,4 y 5 estrellas,Estancia media Residentes en Espańa,2.13
2018M09,4 y 5 estrellas,Estancia media No residentes en Espańa,1.83
2018M09,3 estrellas,Estancia media,1.69
2018M09,3 estrellas,Estancia media Residentes en Espańa,1.75
2018M09,3 estrellas,Estancia media No residentes en Espańa,1.59
2018M09,1 y 2 estrellas,Estancia media,1.62
2018M09,1 y 2 estrellas,Estancia media Residentes en Espańa,1.69
2018M09,1 y 2 estrellas,Estancia media No residentes en Espańa,1.42
2018M09,Hostales y pensiones,Estancia media,1.61
2018M09,Hostales y pensiones,Estancia media Residentes en Espańa,1.74
2018M09,Hostales y pensiones,Estancia media No residentes en Espańa,1.38
2018M10,TOTAL,Estancia media,1.82
2018M10,TOTAL,Estancia media Residentes en Espańa,1.87
2018M10,TOTAL,Estancia media No residentes en Espańa,1.64
2018M10,4 y 5 estrellas,Estancia media,2.08
2018M10,4 y 5 estrellas,Estancia media Residentes en Espańa,2.16
2018M10,4 y 5 estrellas,Estancia media No residentes en Espańa,1.77
2018M10,3 estrellas,Estancia media,1.76
2018M10,3 estrellas,Estancia media Residentes en Espańa,1.76
2018M10,3 estrellas,Estancia media No residentes en Espańa,1.74
2018M10,1 y 2 estrellas,Estancia media,1.62
2018M10,1 y 2 estrellas,Estancia media Residentes en Espańa,1.67
2018M10,1 y 2 estrellas,Estancia media No residentes en Espańa,1.34
2018M10,Hostales y pensiones,Estancia media,1.59
2018M10,Hostales y pensiones,Estancia media Residentes en Espańa,1.71
2018M10,Hostales y pensiones,Estancia media No residentes en Espańa,1.19
2018M11,TOTAL,Estancia media,1.83
2018M11,TOTAL,Estancia media Residentes en Espańa,1.83
2018M11,TOTAL,Estancia media No residentes en Espańa,1.85
2018M11,4 y 5 estrellas,Estancia media,2.01
2018M11,4 y 5 estrellas,Estancia media Residentes en Espańa,2.04
2018M11,4 y 5 estrellas,Estancia media No residentes en Espańa,1.77
2018M11,3 estrellas,Estancia media,1.74
2018M11,3 estrellas,Estancia media Residentes en Espańa,1.72
2018M11,3 estrellas,Estancia media No residentes en Espańa,1.89
2018M11,1 y 2 estrellas,Estancia media,1.82
2018M11,1 y 2 estrellas,Estancia media Residentes en Espańa,1.78
2018M11,1 y 2 estrellas,Estancia media No residentes en Espańa,2.09
2018M11,Hostales y pensiones,Estancia media,1.73
2018M11,Hostales y pensiones,Estancia media Residentes en Espańa,1.72
2018M11,Hostales y pensiones,Estancia media No residentes en Espańa,1.79
2018M12,TOTAL,Estancia media,1.77
2018M12,TOTAL,Estancia media Residentes en Espańa,1.77
2018M12,TOTAL,Estancia media No residentes en Espańa,1.79
2018M12,4 y 5 estrellas,Estancia media,1.8
2018M12,4 y 5 estrellas,Estancia media Residentes en Espańa,1.8
2018M12,4 y 5 estrellas,Estancia media No residentes en Espańa,1.78
2018M12,3 estrellas,Estancia media,1.73
2018M12,3 estrellas,Estancia media Residentes en Espańa,1.72
2018M12,3 estrellas,Estancia media No residentes en Espańa,1.86
2018M12,1 y 2 estrellas,Estancia media,1.56
2018M12,1 y 2 estrellas,Estancia media Residentes en Espańa,1.56
2018M12,1 y 2 estrellas,Estancia media No residentes en Espańa,1.56
2018M12,Hostales y pensiones,Estancia media,1.92
2018M12,Hostales y pensiones,Estancia media Residentes en Espańa,1.94
2018M12,Hostales y pensiones,Estancia media No residentes en Espańa,1.48
2019M01,TOTAL,Estancia media,4.09
2019M01,TOTAL,Estancia media Residentes en Espańa,4.02
2019M01,TOTAL,Estancia media No residentes en Espańa,4.63
2019M01,4 y 5 estrellas,Estancia media,4.11
2019M01,4 y 5 estrellas,Estancia media Residentes en Espańa,4.07
2019M01,4 y 5 estrellas,Estancia media No residentes en Espańa,4.46
2019M01,3 estrellas,Estancia media,4.01
2019M01,3 estrellas,Estancia media Residentes en Espańa,3.89
2019M01,3 estrellas,Estancia media No residentes en Espańa,4.85
2019M01,1 y 2 estrellas,Estancia media,3.55
2019M01,1 y 2 estrellas,Estancia media Residentes en Espańa,3.5
2019M01,1 y 2 estrellas,Estancia media No residentes en Espańa,4.14
2019M01,Hostales y pensiones,Estancia media,4.71
2019M01,Hostales y pensiones,Estancia media Residentes en Espańa,4.8
2019M01,Hostales y pensiones,Estancia media No residentes en Espańa,4.16
2019M02,TOTAL,Estancia media,1.66
2019M02,TOTAL,Estancia media Residentes en Espańa,1.63
2019M02,TOTAL,Estancia media No residentes en Espańa,1.89
2019M02,4 y 5 estrellas,Estancia media,1.63
2019M02,4 y 5 estrellas,Estancia media Residentes en Espańa,1.64
2019M02,4 y 5 estrellas,Estancia media No residentes en Espańa,1.57
2019M02,3 estrellas,Estancia media,1.72
2019M02,3 estrellas,Estancia media Residentes en Espańa,1.67
2019M02,3 estrellas,Estancia media No residentes en Espańa,2.14
2019M02,1 y 2 estrellas,Estancia media,1.5
2019M02,1 y 2 estrellas,Estancia media Residentes en Espańa,1.46
2019M02,1 y 2 estrellas,Estancia media No residentes en Espańa,2.12
2019M02,Hostales y pensiones,Estancia media,1.59
2019M02,Hostales y pensiones,Estancia media Residentes en Espańa,1.57
2019M02,Hostales y pensiones,Estancia media No residentes en Espańa,1.69
2019M03,TOTAL,Estancia media,1.76
2019M03,TOTAL,Estancia media Residentes en Espańa,1.76
2019M03,TOTAL,Estancia media No residentes en Espańa,1.75
2019M03,4 y 5 estrellas,Estancia media,1.86
2019M03,4 y 5 estrellas,Estancia media Residentes en Espańa,1.88
2019M03,4 y 5 estrellas,Estancia media No residentes en Espańa,1.72
2019M03,3 estrellas,Estancia media,1.78
2019M03,3 estrellas,Estancia media Residentes en Espańa,1.77
2019M03,3 estrellas,Estancia media No residentes en Espańa,1.88
2019M03,1 y 2 estrellas,Estancia media,1.44
2019M03,1 y 2 estrellas,Estancia media Residentes en Espańa,1.39
2019M03,1 y 2 estrellas,Estancia media No residentes en Espańa,2.08
2019M03,Hostales y pensiones,Estancia media,1.55
2019M03,Hostales y pensiones,Estancia media Residentes en Espańa,1.58
2019M03,Hostales y pensiones,Estancia media No residentes en Espańa,1.36
2019M04,TOTAL,Estancia media,1.79
2019M04,TOTAL,Estancia media Residentes en Espańa,1.86
2019M04,TOTAL,Estancia media No residentes en Espańa,1.56
2019M04,4 y 5 estrellas,Estancia media,1.96
2019M04,4 y 5 estrellas,Estancia media Residentes en Espańa,2
2019M04,4 y 5 estrellas,Estancia media No residentes en Espańa,1.78
2019M04,3 estrellas,Estancia media,1.86
2019M04,3 estrellas,Estancia media Residentes en Espańa,1.89
2019M04,3 estrellas,Estancia media No residentes en Espańa,1.75
2019M04,1 y 2 estrellas,Estancia media,1.67
2019M04,1 y 2 estrellas,Estancia media Residentes en Espańa,1.69
2019M04,1 y 2 estrellas,Estancia media No residentes en Espańa,1.5
2019M04,Hostales y pensiones,Estancia media,1.41
2019M04,Hostales y pensiones,Estancia media Residentes en Espańa,1.59
2019M04,Hostales y pensiones,Estancia media No residentes en Espańa,1.06
2019M05,TOTAL,Estancia media,1.69
2019M05,TOTAL,Estancia media Residentes en Espańa,1.79
2019M05,TOTAL,Estancia media No residentes en Espańa,1.48
2019M05,4 y 5 estrellas,Estancia media,1.85
2019M05,4 y 5 estrellas,Estancia media Residentes en Espańa,1.91
2019M05,4 y 5 estrellas,Estancia media No residentes en Espańa,1.75
2019M05,3 estrellas,Estancia media,1.73
2019M05,3 estrellas,Estancia media Residentes en Espańa,1.78
2019M05,3 estrellas,Estancia media No residentes en Espańa,1.62
2019M05,1 y 2 estrellas,Estancia media,1.49
2019M05,1 y 2 estrellas,Estancia media Residentes en Espańa,1.53
2019M05,1 y 2 estrellas,Estancia media No residentes en Espańa,1.36
2019M05,Hostales y pensiones,Estancia media,1.36
2019M05,Hostales y pensiones,Estancia media Residentes en Espańa,1.71
2019M05,Hostales y pensiones,Estancia media No residentes en Espańa,1.05
2019M06,TOTAL,Estancia media,1.74
2019M06,TOTAL,Estancia media Residentes en Espańa,1.77
2019M06,TOTAL,Estancia media No residentes en Espańa,1.65
2019M06,4 y 5 estrellas,Estancia media,2.01
2019M06,4 y 5 estrellas,Estancia media Residentes en Espańa,2.04
2019M06,4 y 5 estrellas,Estancia media No residentes en Espańa,1.95
2019M06,3 estrellas,Estancia media,1.69
2019M06,3 estrellas,Estancia media Residentes en Espańa,1.71
2019M06,3 estrellas,Estancia media No residentes en Espańa,1.64
2019M06,1 y 2 estrellas,Estancia media,1.55
2019M06,1 y 2 estrellas,Estancia media Residentes en Espańa,1.55
2019M06,1 y 2 estrellas,Estancia media No residentes en Espańa,1.52
2019M06,Hostales y pensiones,Estancia media,1.41
2019M06,Hostales y pensiones,Estancia media Residentes en Espańa,1.52
2019M06,Hostales y pensiones,Estancia media No residentes en Espańa,1.18
2019M07,TOTAL,Estancia media,1.75
2019M07,TOTAL,Estancia media Residentes en Espańa,1.81
2019M07,TOTAL,Estancia media No residentes en Espańa,1.56
2019M07,4 y 5 estrellas,Estancia media,1.94
2019M07,4 y 5 estrellas,Estancia media Residentes en Espańa,2
2019M07,4 y 5 estrellas,Estancia media No residentes en Espańa,1.77
2019M07,3 estrellas,Estancia media,1.76
2019M07,3 estrellas,Estancia media Residentes en Espańa,1.78
2019M07,3 estrellas,Estancia media No residentes en Espańa,1.66
2019M07,1 y 2 estrellas,Estancia media,1.72
2019M07,1 y 2 estrellas,Estancia media Residentes en Espańa,1.77
2019M07,1 y 2 estrellas,Estancia media No residentes en Espańa,1.32
2019M07,Hostales y pensiones,Estancia media,1.37
2019M07,Hostales y pensiones,Estancia media Residentes en Espańa,1.49
2019M07,Hostales y pensiones,Estancia media No residentes en Espańa,1.13
2019M08,TOTAL,Estancia media,1.74
2019M08,TOTAL,Estancia media Residentes en Espańa,1.79
2019M08,TOTAL,Estancia media No residentes en Espańa,1.5
2019M08,4 y 5 estrellas,Estancia media,2.08
2019M08,4 y 5 estrellas,Estancia media Residentes en Espańa,2.16
2019M08,4 y 5 estrellas,Estancia media No residentes en Espańa,1.72
2019M08,3 estrellas,Estancia media,1.64
2019M08,3 estrellas,Estancia media Residentes en Espańa,1.65
2019M08,3 estrellas,Estancia media No residentes en Espańa,1.58
2019M08,1 y 2 estrellas,Estancia media,1.79
2019M08,1 y 2 estrellas,Estancia media Residentes en Espańa,1.87
2019M08,1 y 2 estrellas,Estancia media No residentes en Espańa,1.34
2019M08,Hostales y pensiones,Estancia media,1.42
2019M08,Hostales y pensiones,Estancia media Residentes en Espańa,1.53
2019M08,Hostales y pensiones,Estancia media No residentes en Espańa,1.06
2019M09,TOTAL,Estancia media,1.76
2019M09,TOTAL,Estancia media Residentes en Espańa,1.86
2019M09,TOTAL,Estancia media No residentes en Espańa,1.56
2019M09,4 y 5 estrellas,Estancia media,1.92
2019M09,4 y 5 estrellas,Estancia media Residentes en Espańa,1.99
2019M09,4 y 5 estrellas,Estancia media No residentes en Espańa,1.78
2019M09,3 estrellas,Estancia media,1.74
2019M09,3 estrellas,Estancia media Residentes en Espańa,1.8
2019M09,3 estrellas,Estancia media No residentes en Espańa,1.62
2019M09,1 y 2 estrellas,Estancia media,1.59
2019M09,1 y 2 estrellas,Estancia media Residentes en Espańa,1.65
2019M09,1 y 2 estrellas,Estancia media No residentes en Espańa,1.43
2019M09,Hostales y pensiones,Estancia media,1.55
2019M09,Hostales y pensiones,Estancia media Residentes en Espańa,1.84
2019M09,Hostales y pensiones,Estancia media No residentes en Espańa,1.22
2019M10,TOTAL,Estancia media,1.77
2019M10,TOTAL,Estancia media Residentes en Espańa,1.82
2019M10,TOTAL,Estancia media No residentes en Espańa,1.62
2019M10,4 y 5 estrellas,Estancia media,1.99
2019M10,4 y 5 estrellas,Estancia media Residentes en Espańa,2.07
2019M10,4 y 5 estrellas,Estancia media No residentes en Espańa,1.78
2019M10,3 estrellas,Estancia media,1.69
2019M10,3 estrellas,Estancia media Residentes en Espańa,1.7
2019M10,3 estrellas,Estancia media No residentes en Espańa,1.65
2019M10,1 y 2 estrellas,Estancia media,1.78
2019M10,1 y 2 estrellas,Estancia media Residentes en Espańa,1.82
2019M10,1 y 2 estrellas,Estancia media No residentes en Espańa,1.52
2019M10,Hostales y pensiones,Estancia media,1.57
2019M10,Hostales y pensiones,Estancia media Residentes en Espańa,1.69
2019M10,Hostales y pensiones,Estancia media No residentes en Espańa,1.22
2019M11,TOTAL,Estancia media,1.77
2019M11,TOTAL,Estancia media Residentes en Espańa,1.78
2019M11,TOTAL,Estancia media No residentes en Espańa,1.75
2019M11,4 y 5 estrellas,Estancia media,2
2019M11,4 y 5 estrellas,Estancia media Residentes en Espańa,2.06
2019M11,4 y 5 estrellas,Estancia media No residentes en Espańa,1.6
2019M11,3 estrellas,Estancia media,1.7
2019M11,3 estrellas,Estancia media Residentes en Espańa,1.65
2019M11,3 estrellas,Estancia media No residentes en Espańa,2.01
2019M11,1 y 2 estrellas,Estancia media,1.8
2019M11,1 y 2 estrellas,Estancia media Residentes en Espańa,1.87
2019M11,1 y 2 estrellas,Estancia media No residentes en Espańa,1.32
2019M11,Hostales y pensiones,Estancia media,1.48
2019M11,Hostales y pensiones,Estancia media Residentes en Espańa,1.5
2019M11,Hostales y pensiones,Estancia media No residentes en Espańa,1.32
2019M12,TOTAL,Estancia media,1.77
2019M12,TOTAL,Estancia media Residentes en Espańa,1.77
2019M12,TOTAL,Estancia media No residentes en Espańa,1.78
2019M12,4 y 5 estrellas,Estancia media,1.87
2019M12,4 y 5 estrellas,Estancia media Residentes en Espańa,1.9
2019M12,4 y 5 estrellas,Estancia media No residentes en Espańa,1.56
2019M12,3 estrellas,Estancia media,1.71
2019M12,3 estrellas,Estancia media Residentes en Espańa,1.68
2019M12,3 estrellas,Estancia media No residentes en Espańa,1.99
2019M12,1 y 2 estrellas,Estancia media,1.52
2019M12,1 y 2 estrellas,Estancia media Residentes en Espańa,1.53
2019M12,1 y 2 estrellas,Estancia media No residentes en Espańa,1.33
2019M12,Hostales y pensiones,Estancia media,1.73
2019M12,Hostales y pensiones,Estancia media Residentes en Espańa,1.73
2019M12,Hostales y pensiones,Estancia media No residentes en Espańa,1.7
2020M01,TOTAL,Estancia media,1.63
2020M01,TOTAL,Estancia media Residentes en Espańa,1.6
2020M01,TOTAL,Estancia media No residentes en Espańa,1.84
2020M01,4 y 5 estrellas,Estancia media,1.68
2020M01,4 y 5 estrellas,Estancia media Residentes en Espańa,1.66
2020M01,4 y 5 estrellas,Estancia media No residentes en Espańa,1.78
2020M01,3 estrellas,Estancia media,1.57
2020M01,3 estrellas,Estancia media Residentes en Espańa,1.52
2020M01,3 estrellas,Estancia media No residentes en Espańa,1.92
2020M01,1 y 2 estrellas,Estancia media,1.48
2020M01,1 y 2 estrellas,Estancia media Residentes en Espańa,1.5
2020M01,1 y 2 estrellas,Estancia media No residentes en Espańa,1.25
2020M01,Hostales y pensiones,Estancia media,1.79
2020M01,Hostales y pensiones,Estancia media Residentes en Espańa,1.8
2020M01,Hostales y pensiones,Estancia media No residentes en Espańa,1.77
2020M02,TOTAL,Estancia media,1.74
2020M02,TOTAL,Estancia media Residentes en Espańa,1.72
2020M02,TOTAL,Estancia media No residentes en Espańa,1.89
2020M02,4 y 5 estrellas,Estancia media,1.78
2020M02,4 y 5 estrellas,Estancia media Residentes en Espańa,1.77
2020M02,4 y 5 estrellas,Estancia media No residentes en Espańa,1.82
2020M02,3 estrellas,Estancia media,1.71
2020M02,3 estrellas,Estancia media Residentes en Espańa,1.66
2020M02,3 estrellas,Estancia media No residentes en Espańa,2.11
2020M02,1 y 2 estrellas,Estancia media,1.75
2020M02,1 y 2 estrellas,Estancia media Residentes en Espańa,1.74
2020M02,1 y 2 estrellas,Estancia media No residentes en Espańa,1.95
2020M02,Hostales y pensiones,Estancia media,1.74
2020M02,Hostales y pensiones,Estancia media Residentes en Espańa,1.79
2020M02,Hostales y pensiones,Estancia media No residentes en Espańa,1.46
