Periodo,País de residencia,Medida,DATA
2017M11,NO RESIDENTE EN ESPAŃA,Viajeros,29.88
2017M11,NO RESIDENTE EN ESPAŃA,Pernoctaciones,39.84
2017M11,Alemania,Viajeros,
2017M11,Alemania,Pernoctaciones,
2017M11,Francia,Viajeros,4.98
2017M11,Francia,Pernoctaciones,9.96
2017M11,Reino Unido,Viajeros,
2017M11,Reino Unido,Pernoctaciones,
2017M11,Resto de no residentes en Espańa,Viajeros,4.98
2017M11,Resto de no residentes en Espańa,Pernoctaciones,4.98
2017M11,Resto de UE,Viajeros,
2017M11,Resto de UE,Pernoctaciones,
2017M11,Resto de Europa,Viajeros,
2017M11,Resto de Europa,Pernoctaciones,
2017M11,Estados Unidos,Viajeros,4.98
2017M11,Estados Unidos,Pernoctaciones,9.96
2017M11,Paises Bajos,Viajeros,9.96
2017M11,Paises Bajos,Pernoctaciones,9.96
2017M11,Italia,Viajeros,4.98
2017M11,Italia,Pernoctaciones,4.98
2017M12,TOTAL,Viajeros,3095.48
2017M12,TOTAL,Pernoctaciones,8044.34
2017M12,RESIDENTES EN ESPAŃA,Viajeros,3061.25
2017M12,RESIDENTES EN ESPAŃA,Pernoctaciones,7970.98
2017M12,NO RESIDENTE EN ESPAŃA,Viajeros,34.23
2017M12,NO RESIDENTE EN ESPAŃA,Pernoctaciones,73.35
2017M12,Alemania,Viajeros,
2017M12,Alemania,Pernoctaciones,
2017M12,Francia,Viajeros,14.67
2017M12,Francia,Pernoctaciones,24.45
2017M12,Reino Unido,Viajeros,
2017M12,Reino Unido,Pernoctaciones,
2017M12,Resto de no residentes en Espańa,Viajeros,
2017M12,Resto de no residentes en Espańa,Pernoctaciones,
2017M12,Resto de UE,Viajeros,
2017M12,Resto de UE,Pernoctaciones,
2017M12,Resto de Europa,Viajeros,14.67
2017M12,Resto de Europa,Pernoctaciones,39.12
2017M12,Estados Unidos,Viajeros,4.89
2017M12,Estados Unidos,Pernoctaciones,9.78
2017M12,Paises Bajos,Viajeros,
2017M12,Paises Bajos,Pernoctaciones,
2017M12,Italia,Viajeros,
2017M12,Italia,Pernoctaciones,
2018M01,TOTAL,Viajeros,1195.1
2018M01,TOTAL,Pernoctaciones,2257.97
2018M01,RESIDENTES EN ESPAŃA,Viajeros,1170.15
2018M01,RESIDENTES EN ESPAŃA,Pernoctaciones,2223.04
2018M01,NO RESIDENTE EN ESPAŃA,Viajeros,24.95
2018M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,34.93
2018M01,Alemania,Viajeros,
2018M01,Alemania,Pernoctaciones,
2018M01,Francia,Viajeros,14.97
2018M01,Francia,Pernoctaciones,14.97
2018M01,Reino Unido,Viajeros,
2018M01,Reino Unido,Pernoctaciones,
2018M01,Resto de no residentes en Espańa,Viajeros,
2018M01,Resto de no residentes en Espańa,Pernoctaciones,
2018M01,Resto de UE,Viajeros,
2018M01,Resto de UE,Pernoctaciones,
2018M01,Resto de Europa,Viajeros,4.99
2018M01,Resto de Europa,Pernoctaciones,9.98
2018M01,Estados Unidos,Viajeros,4.99
2018M01,Estados Unidos,Pernoctaciones,9.98
2018M01,Paises Bajos,Viajeros,
2018M01,Paises Bajos,Pernoctaciones,
2018M01,Italia,Viajeros,
2018M01,Italia,Pernoctaciones,
2018M02,TOTAL,Viajeros,1778.93
2018M02,TOTAL,Pernoctaciones,3418.14
2018M02,RESIDENTES EN ESPAŃA,Viajeros,1724.04
2018M02,RESIDENTES EN ESPAŃA,Pernoctaciones,3288.4
2018M02,NO RESIDENTE EN ESPAŃA,Viajeros,54.89
2018M02,NO RESIDENTE EN ESPAŃA,Pernoctaciones,129.74
2018M02,Alemania,Viajeros,2.49
2018M02,Alemania,Pernoctaciones,2.49
2018M02,Francia,Viajeros,24.95
2018M02,Francia,Pernoctaciones,64.87
2018M02,Reino Unido,Viajeros,
2018M02,Reino Unido,Pernoctaciones,
2018M02,Resto de no residentes en Espańa,Viajeros,2.49
2018M02,Resto de no residentes en Espańa,Pernoctaciones,2.49
2018M02,Resto de UE,Viajeros,4.99
2018M02,Resto de UE,Pernoctaciones,4.99
2018M02,Resto de Europa,Viajeros,
2018M02,Resto de Europa,Pernoctaciones,
2018M02,Estados Unidos,Viajeros,19.96
2018M02,Estados Unidos,Pernoctaciones,54.89
2018M02,Paises Bajos,Viajeros,
2018M02,Paises Bajos,Pernoctaciones,
2018M02,Italia,Viajeros,
2018M02,Italia,Pernoctaciones,
2018M03,TOTAL,Viajeros,3291.87
2018M03,TOTAL,Pernoctaciones,8036.04
2018M03,RESIDENTES EN ESPAŃA,Viajeros,3202.5
2018M03,RESIDENTES EN ESPAŃA,Pernoctaciones,7852.33
2018M03,NO RESIDENTE EN ESPAŃA,Viajeros,89.37
2018M03,NO RESIDENTE EN ESPAŃA,Pernoctaciones,183.71
2018M03,Alemania,Viajeros,
2018M03,Alemania,Pernoctaciones,
2018M03,Francia,Viajeros,14.9
2018M03,Francia,Pernoctaciones,29.79
2018M03,Reino Unido,Viajeros,14.9
2018M03,Reino Unido,Pernoctaciones,34.76
2018M03,Resto de no residentes en Espańa,Viajeros,49.65
2018M03,Resto de no residentes en Espańa,Pernoctaciones,104.27
2018M03,Resto de UE,Viajeros,4.97
2018M03,Resto de UE,Pernoctaciones,4.97
2018M03,Resto de Europa,Viajeros,
2018M03,Resto de Europa,Pernoctaciones,
2018M03,Estados Unidos,Viajeros,4.97
2018M03,Estados Unidos,Pernoctaciones,9.93
2018M03,Paises Bajos,Viajeros,
2018M03,Paises Bajos,Pernoctaciones,
2018M03,Italia,Viajeros,
2018M03,Italia,Pernoctaciones,
2018M04,TOTAL,Viajeros,3609.96
2018M04,TOTAL,Pernoctaciones,8059.15
2018M04,RESIDENTES EN ESPAŃA,Viajeros,3434.81
2018M04,RESIDENTES EN ESPAŃA,Pernoctaciones,7660.21
2018M04,NO RESIDENTE EN ESPAŃA,Viajeros,175.15
2018M04,NO RESIDENTE EN ESPAŃA,Pernoctaciones,398.94
2018M04,Alemania,Viajeros,12.16
2018M04,Alemania,Pernoctaciones,36.49
2018M04,Francia,Viajeros,29.19
2018M04,Francia,Pernoctaciones,53.52
2018M04,Reino Unido,Viajeros,31.62
2018M04,Reino Unido,Pernoctaciones,65.68
2018M04,Resto de no residentes en Espańa,Viajeros,58.38
2018M04,Resto de no residentes en Espańa,Pernoctaciones,145.96
2018M04,Resto de UE,Viajeros,9.73
2018M04,Resto de UE,Pernoctaciones,19.46
2018M04,Resto de Europa,Viajeros,
2018M04,Resto de Europa,Pernoctaciones,
2018M04,Estados Unidos,Viajeros,9.73
2018M04,Estados Unidos,Pernoctaciones,29.19
2018M04,Paises Bajos,Viajeros,24.33
2018M04,Paises Bajos,Pernoctaciones,48.65
2018M04,Italia,Viajeros,
2018M04,Italia,Pernoctaciones,
2018M05,TOTAL,Viajeros,3150.2
2018M05,TOTAL,Pernoctaciones,6115.52
2018M05,RESIDENTES EN ESPAŃA,Viajeros,2860.72
2018M05,RESIDENTES EN ESPAŃA,Pernoctaciones,5621.7
2018M05,NO RESIDENTE EN ESPAŃA,Viajeros,289.48
2018M05,NO RESIDENTE EN ESPAŃA,Pernoctaciones,493.81
2018M05,Alemania,Viajeros,14.6
2018M05,Alemania,Pernoctaciones,14.6
2018M05,Francia,Viajeros,136.22
2018M05,Francia,Pernoctaciones,267.58
2018M05,Reino Unido,Viajeros,43.79
2018M05,Reino Unido,Pernoctaciones,53.52
2018M05,Resto de no residentes en Espańa,Viajeros,26.76
2018M05,Resto de no residentes en Espańa,Pernoctaciones,38.92
2018M05,Resto de UE,Viajeros,43.79
2018M05,Resto de UE,Pernoctaciones,82.71
2018M05,Resto de Europa,Viajeros,12.16
2018M05,Resto de Europa,Pernoctaciones,12.16
2018M05,Estados Unidos,Viajeros,9.73
2018M05,Estados Unidos,Pernoctaciones,19.46
2018M05,Paises Bajos,Viajeros,
2018M05,Paises Bajos,Pernoctaciones,
2018M05,Italia,Viajeros,2.43
2018M05,Italia,Pernoctaciones,4.87
2018M06,TOTAL,Viajeros,3620.41
2018M06,TOTAL,Pernoctaciones,7003.73
2018M06,RESIDENTES EN ESPAŃA,Viajeros,3343.81
2018M06,RESIDENTES EN ESPAŃA,Pernoctaciones,6438.2
2018M06,NO RESIDENTE EN ESPAŃA,Viajeros,276.59
2018M06,NO RESIDENTE EN ESPAŃA,Pernoctaciones,565.53
2018M06,Alemania,Viajeros,34.57
2018M06,Alemania,Pernoctaciones,79.03
2018M06,Francia,Viajeros,64.21
2018M06,Francia,Pernoctaciones,128.42
2018M06,Reino Unido,Viajeros,49.39
2018M06,Reino Unido,Pernoctaciones,83.97
2018M06,Resto de no residentes en Espańa,Viajeros,27.17
2018M06,Resto de no residentes en Espańa,Pernoctaciones,54.33
2018M06,Resto de UE,Viajeros,49.39
2018M06,Resto de UE,Pernoctaciones,59.27
2018M06,Resto de Europa,Viajeros,7.41
2018M06,Resto de Europa,Pernoctaciones,46.92
2018M06,Estados Unidos,Viajeros,4.94
2018M06,Estados Unidos,Pernoctaciones,9.88
2018M06,Paises Bajos,Viajeros,19.76
2018M06,Paises Bajos,Pernoctaciones,29.63
2018M06,Italia,Viajeros,19.76
2018M06,Italia,Pernoctaciones,74.09
2018M07,TOTAL,Viajeros,3473.38
2018M07,TOTAL,Pernoctaciones,9721.42
2018M07,RESIDENTES EN ESPAŃA,Viajeros,3154.4
2018M07,RESIDENTES EN ESPAŃA,Pernoctaciones,9121.43
2018M07,NO RESIDENTE EN ESPAŃA,Viajeros,318.98
2018M07,NO RESIDENTE EN ESPAŃA,Pernoctaciones,599.99
2018M07,Alemania,Viajeros,30.38
2018M07,Alemania,Pernoctaciones,50.63
2018M07,Francia,Viajeros,86.08
2018M07,Francia,Pernoctaciones,154.43
2018M07,Reino Unido,Viajeros,55.7
2018M07,Reino Unido,Pernoctaciones,136.71
2018M07,Resto de no residentes en Espańa,Viajeros,20.25
2018M07,Resto de no residentes en Espańa,Pernoctaciones,40.51
2018M07,Resto de UE,Viajeros,65.82
2018M07,Resto de UE,Pernoctaciones,103.8
2018M07,Resto de Europa,Viajeros,
2018M07,Resto de Europa,Pernoctaciones,
2018M07,Estados Unidos,Viajeros,27.85
2018M07,Estados Unidos,Pernoctaciones,48.1
2018M07,Paises Bajos,Viajeros,15.19
2018M07,Paises Bajos,Pernoctaciones,32.91
2018M07,Italia,Viajeros,17.72
2018M07,Italia,Pernoctaciones,32.91
2018M08,TOTAL,Viajeros,4709.41
2018M08,TOTAL,Pernoctaciones,15170.91
2018M08,RESIDENTES EN ESPAŃA,Viajeros,4200.49
2018M08,RESIDENTES EN ESPAŃA,Pernoctaciones,14259.81
2018M08,NO RESIDENTE EN ESPAŃA,Viajeros,508.92
2018M08,NO RESIDENTE EN ESPAŃA,Pernoctaciones,911.1
2018M08,Alemania,Viajeros,54.62
2018M08,Alemania,Pernoctaciones,119.16
2018M08,Francia,Viajeros,248.26
2018M08,Francia,Pernoctaciones,357.49
2018M08,Reino Unido,Viajeros,39.72
2018M08,Reino Unido,Pernoctaciones,84.41
2018M08,Resto de no residentes en Espańa,Viajeros,2.48
2018M08,Resto de no residentes en Espańa,Pernoctaciones,12.41
2018M08,Resto de UE,Viajeros,57.1
2018M08,Resto de UE,Pernoctaciones,94.34
2018M08,Resto de Europa,Viajeros,34.76
2018M08,Resto de Europa,Pernoctaciones,64.55
2018M08,Estados Unidos,Viajeros,37.24
2018M08,Estados Unidos,Pernoctaciones,99.3
2018M08,Paises Bajos,Viajeros,19.86
2018M08,Paises Bajos,Pernoctaciones,54.62
2018M08,Italia,Viajeros,14.9
2018M08,Italia,Pernoctaciones,24.83
2018M09,TOTAL,Viajeros,3766.91
2018M09,TOTAL,Pernoctaciones,7407.7
2018M09,RESIDENTES EN ESPAŃA,Viajeros,3366.69
2018M09,RESIDENTES EN ESPAŃA,Pernoctaciones,6626.66
2018M09,NO RESIDENTE EN ESPAŃA,Viajeros,400.22
2018M09,NO RESIDENTE EN ESPAŃA,Pernoctaciones,781.03
2018M09,Alemania,Viajeros,33.96
2018M09,Alemania,Pernoctaciones,53.36
2018M09,Francia,Viajeros,77.62
2018M09,Francia,Pernoctaciones,130.98
2018M09,Reino Unido,Viajeros,43.66
2018M09,Reino Unido,Pernoctaciones,80.04
2018M09,Resto de no residentes en Espańa,Viajeros,48.51
2018M09,Resto de no residentes en Espańa,Pernoctaciones,101.87
2018M09,Resto de UE,Viajeros,72.77
2018M09,Resto de UE,Pernoctaciones,130.98
2018M09,Resto de Europa,Viajeros,21.83
2018M09,Resto de Europa,Pernoctaciones,31.53
2018M09,Estados Unidos,Viajeros,55.79
2018M09,Estados Unidos,Pernoctaciones,126.13
2018M09,Paises Bajos,Viajeros,21.83
2018M09,Paises Bajos,Pernoctaciones,38.81
2018M09,Italia,Viajeros,24.26
2018M09,Italia,Pernoctaciones,87.32
2018M10,TOTAL,Viajeros,3971.36
2018M10,TOTAL,Pernoctaciones,8385.06
2018M10,RESIDENTES EN ESPAŃA,Viajeros,3832.82
2018M10,RESIDENTES EN ESPAŃA,Pernoctaciones,8127.43
2018M10,NO RESIDENTE EN ESPAŃA,Viajeros,138.54
2018M10,NO RESIDENTE EN ESPAŃA,Pernoctaciones,257.63
2018M10,Alemania,Viajeros,7.29
2018M10,Alemania,Pernoctaciones,14.58
2018M10,Francia,Viajeros,14.58
2018M10,Francia,Pernoctaciones,24.3
2018M10,Reino Unido,Viajeros,29.17
2018M10,Reino Unido,Pernoctaciones,34.03
2018M10,Resto de no residentes en Espańa,Viajeros,48.61
2018M10,Resto de no residentes en Espańa,Pernoctaciones,87.5
2018M10,Resto de UE,Viajeros,29.17
2018M10,Resto de UE,Pernoctaciones,77.77
2018M10,Resto de Europa,Viajeros,4.86
2018M10,Resto de Europa,Pernoctaciones,9.72
2018M10,Estados Unidos,Viajeros,
2018M10,Estados Unidos,Pernoctaciones,
2018M10,Paises Bajos,Viajeros,4.86
2018M10,Paises Bajos,Pernoctaciones,9.72
2018M10,Italia,Viajeros,
2018M10,Italia,Pernoctaciones,
2018M11,TOTAL,Viajeros,3586.96
2018M11,TOTAL,Pernoctaciones,7795.4
2018M11,RESIDENTES EN ESPAŃA,Viajeros,3538.03
2018M11,RESIDENTES EN ESPAŃA,Pernoctaciones,7702.43
2018M11,NO RESIDENTE EN ESPAŃA,Viajeros,48.94
2018M11,NO RESIDENTE EN ESPAŃA,Pernoctaciones,92.98
2018M11,Alemania,Viajeros,
2018M11,Alemania,Pernoctaciones,
2018M11,Francia,Viajeros,9.79
2018M11,Francia,Pernoctaciones,24.47
2018M11,Reino Unido,Viajeros,14.68
2018M11,Reino Unido,Pernoctaciones,14.68
2018M11,Resto de no residentes en Espańa,Viajeros,19.57
2018M11,Resto de no residentes en Espańa,Pernoctaciones,39.15
2018M11,Resto de UE,Viajeros,4.89
2018M11,Resto de UE,Pernoctaciones,14.68
2018M11,Resto de Europa,Viajeros,
2018M11,Resto de Europa,Pernoctaciones,
2018M11,Estados Unidos,Viajeros,
2018M11,Estados Unidos,Pernoctaciones,
2018M11,Paises Bajos,Viajeros,
2018M11,Paises Bajos,Pernoctaciones,
2018M11,Italia,Viajeros,
2018M11,Italia,Pernoctaciones,
2018M12,TOTAL,Viajeros,3046.91
2018M12,TOTAL,Pernoctaciones,9203.75
2018M12,RESIDENTES EN ESPAŃA,Viajeros,3020.25
2018M12,RESIDENTES EN ESPAŃA,Pernoctaciones,9121.34
2018M12,NO RESIDENTE EN ESPAŃA,Viajeros,26.66
2018M12,NO RESIDENTE EN ESPAŃA,Pernoctaciones,82.41
2018M12,Alemania,Viajeros,2.42
2018M12,Alemania,Pernoctaciones,4.85
2018M12,Francia,Viajeros,9.7
2018M12,Francia,Pernoctaciones,19.39
2018M12,Reino Unido,Viajeros,
2018M12,Reino Unido,Pernoctaciones,
2018M12,Resto de no residentes en Espańa,Viajeros,
2018M12,Resto de no residentes en Espańa,Pernoctaciones,
2018M12,Resto de UE,Viajeros,14.54
2018M12,Resto de UE,Pernoctaciones,58.17
2018M12,Resto de Europa,Viajeros,
2018M12,Resto de Europa,Pernoctaciones,
2018M12,Estados Unidos,Viajeros,
2018M12,Estados Unidos,Pernoctaciones,
2018M12,Paises Bajos,Viajeros,
2018M12,Paises Bajos,Pernoctaciones,
2018M12,Italia,Viajeros,
2018M12,Italia,Pernoctaciones,
2019M01,TOTAL,Viajeros,814.04
2019M01,TOTAL,Pernoctaciones,1625.67
2019M01,RESIDENTES EN ESPAŃA,Viajeros,804.4
2019M01,RESIDENTES EN ESPAŃA,Pernoctaciones,1611.22
2019M01,NO RESIDENTE EN ESPAŃA,Viajeros,9.63
2019M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,14.45
2019M01,Alemania,Viajeros,
2019M01,Alemania,Pernoctaciones,
2019M01,Francia,Viajeros,4.82
2019M01,Francia,Pernoctaciones,9.63
2019M01,Reino Unido,Viajeros,
2019M01,Reino Unido,Pernoctaciones,
2019M01,Resto de no residentes en Espańa,Viajeros,4.82
2019M01,Resto de no residentes en Espańa,Pernoctaciones,4.82
2019M01,Resto de UE,Viajeros,
2019M01,Resto de UE,Pernoctaciones,
2019M01,Resto de Europa,Viajeros,
2019M01,Resto de Europa,Pernoctaciones,
2019M01,Estados Unidos,Viajeros,
2019M01,Estados Unidos,Pernoctaciones,
2019M01,Paises Bajos,Viajeros,
2019M01,Paises Bajos,Pernoctaciones,
2019M01,Italia,Viajeros,
2019M01,Italia,Pernoctaciones,
2019M02,TOTAL,Viajeros,1888.18
2019M02,TOTAL,Pernoctaciones,3537.94
2019M02,RESIDENTES EN ESPAŃA,Viajeros,1840.02
2019M02,RESIDENTES EN ESPAŃA,Pernoctaciones,3456.05
2019M02,NO RESIDENTE EN ESPAŃA,Viajeros,48.17
2019M02,NO RESIDENTE EN ESPAŃA,Pernoctaciones,81.89
2019M02,Alemania,Viajeros,2.41
2019M02,Alemania,Pernoctaciones,2.41
2019M02,Francia,Viajeros,4.82
2019M02,Francia,Pernoctaciones,4.82
2019M02,Reino Unido,Viajeros,
2019M02,Reino Unido,Pernoctaciones,
2019M02,Resto de no residentes en Espańa,Viajeros,24.08
2019M02,Resto de no residentes en Espańa,Pernoctaciones,24.08
2019M02,Resto de UE,Viajeros,
2019M02,Resto de UE,Pernoctaciones,
2019M02,Resto de Europa,Viajeros,
2019M02,Resto de Europa,Pernoctaciones,
2019M02,Estados Unidos,Viajeros,
2019M02,Estados Unidos,Pernoctaciones,
2019M02,Paises Bajos,Viajeros,7.23
2019M02,Paises Bajos,Pernoctaciones,31.31
2019M02,Italia,Viajeros,9.63
2019M02,Italia,Pernoctaciones,19.27
2019M03,TOTAL,Viajeros,3308.2
2019M03,TOTAL,Pernoctaciones,6322.28
2019M03,RESIDENTES EN ESPAŃA,Viajeros,3245
2019M03,RESIDENTES EN ESPAŃA,Pernoctaciones,6171.58
2019M03,NO RESIDENTE EN ESPAŃA,Viajeros,63.2
2019M03,NO RESIDENTE EN ESPAŃA,Pernoctaciones,150.7
2019M03,Alemania,Viajeros,4.86
2019M03,Alemania,Pernoctaciones,4.86
2019M03,Francia,Viajeros,2.43
2019M03,Francia,Pernoctaciones,4.86
2019M03,Reino Unido,Viajeros,9.72
2019M03,Reino Unido,Pernoctaciones,9.72
2019M03,Resto de no residentes en Espańa,Viajeros,4.86
2019M03,Resto de no residentes en Espańa,Pernoctaciones,9.72
2019M03,Resto de UE,Viajeros,17.01
2019M03,Resto de UE,Pernoctaciones,34.03
2019M03,Resto de Europa,Viajeros,
2019M03,Resto de Europa,Pernoctaciones,
2019M03,Estados Unidos,Viajeros,19.45
2019M03,Estados Unidos,Pernoctaciones,77.78
2019M03,Paises Bajos,Viajeros,
2019M03,Paises Bajos,Pernoctaciones,
2019M03,Italia,Viajeros,4.86
2019M03,Italia,Pernoctaciones,9.72
2019M04,TOTAL,Viajeros,3022.67
2019M04,TOTAL,Pernoctaciones,7553.05
2019M04,RESIDENTES EN ESPAŃA,Viajeros,2887.15
2019M04,RESIDENTES EN ESPAŃA,Pernoctaciones,7354.61
2019M04,NO RESIDENTE EN ESPAŃA,Viajeros,135.52
2019M04,NO RESIDENTE EN ESPAŃA,Pernoctaciones,198.45
2019M04,Alemania,Viajeros,7.26
2019M04,Alemania,Pernoctaciones,7.26
2019M04,Francia,Viajeros,29.04
2019M04,Francia,Pernoctaciones,43.56
2019M04,Reino Unido,Viajeros,26.62
2019M04,Reino Unido,Pernoctaciones,45.98
2019M04,Resto de no residentes en Espańa,Viajeros,7.26
2019M04,Resto de no residentes en Espańa,Pernoctaciones,7.26
2019M04,Resto de UE,Viajeros,21.78
2019M04,Resto de UE,Pernoctaciones,26.62
2019M04,Resto de Europa,Viajeros,24.2
2019M04,Resto de Europa,Pernoctaciones,48.4
2019M04,Estados Unidos,Viajeros,7.26
2019M04,Estados Unidos,Pernoctaciones,7.26
2019M04,Paises Bajos,Viajeros,12.1
2019M04,Paises Bajos,Pernoctaciones,12.1
2019M04,Italia,Viajeros,
2019M04,Italia,Pernoctaciones,
2019M05,TOTAL,Viajeros,3184.82
2019M05,TOTAL,Pernoctaciones,6267.99
2019M05,RESIDENTES EN ESPAŃA,Viajeros,2870.21
2019M05,RESIDENTES EN ESPAŃA,Pernoctaciones,5653.29
2019M05,NO RESIDENTE EN ESPAŃA,Viajeros,314.61
2019M05,NO RESIDENTE EN ESPAŃA,Pernoctaciones,614.7
2019M05,Alemania,Viajeros,16.94
2019M05,Alemania,Pernoctaciones,24.2
2019M05,Francia,Viajeros,99.22
2019M05,Francia,Pernoctaciones,239.59
2019M05,Reino Unido,Viajeros,41.14
2019M05,Reino Unido,Pernoctaciones,60.5
2019M05,Resto de no residentes en Espańa,Viajeros,9.68
2019M05,Resto de no residentes en Espańa,Pernoctaciones,19.36
2019M05,Resto de UE,Viajeros,72.6
2019M05,Resto de UE,Pernoctaciones,135.52
2019M05,Resto de Europa,Viajeros,14.52
2019M05,Resto de Europa,Pernoctaciones,14.52
2019M05,Estados Unidos,Viajeros,36.3
2019M05,Estados Unidos,Pernoctaciones,82.28
2019M05,Paises Bajos,Viajeros,19.36
2019M05,Paises Bajos,Pernoctaciones,33.88
2019M05,Italia,Viajeros,4.84
2019M05,Italia,Pernoctaciones,4.84
2019M06,TOTAL,Viajeros,3227.22
2019M06,TOTAL,Pernoctaciones,6579.57
2019M06,RESIDENTES EN ESPAŃA,Viajeros,2955.27
2019M06,RESIDENTES EN ESPAŃA,Pernoctaciones,6076.6
2019M06,NO RESIDENTE EN ESPAŃA,Viajeros,271.94
2019M06,NO RESIDENTE EN ESPAŃA,Pernoctaciones,502.97
2019M06,Alemania,Viajeros,31.29
2019M06,Alemania,Pernoctaciones,36.1
2019M06,Francia,Viajeros,57.76
2019M06,Francia,Pernoctaciones,93.86
2019M06,Reino Unido,Viajeros,9.63
2019M06,Reino Unido,Pernoctaciones,14.44
2019M06,Resto de no residentes en Espańa,Viajeros,57.76
2019M06,Resto de no residentes en Espańa,Pernoctaciones,86.64
2019M06,Resto de UE,Viajeros,38.51
2019M06,Resto de UE,Pernoctaciones,122.74
2019M06,Resto de Europa,Viajeros,26.47
2019M06,Resto de Europa,Pernoctaciones,36.1
2019M06,Estados Unidos,Viajeros,33.69
2019M06,Estados Unidos,Pernoctaciones,91.45
2019M06,Paises Bajos,Viajeros,4.81
2019M06,Paises Bajos,Pernoctaciones,9.63
2019M06,Italia,Viajeros,12.03
2019M06,Italia,Pernoctaciones,12.03
2019M07,TOTAL,Viajeros,3682.53
2019M07,TOTAL,Pernoctaciones,8494.36
2019M07,RESIDENTES EN ESPAŃA,Viajeros,3169.43
2019M07,RESIDENTES EN ESPAŃA,Pernoctaciones,7460.8
2019M07,NO RESIDENTE EN ESPAŃA,Viajeros,513.1
2019M07,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1033.56
2019M07,Alemania,Viajeros,46.65
2019M07,Alemania,Pernoctaciones,95.75
2019M07,Francia,Viajeros,137.48
2019M07,Francia,Pernoctaciones,216.04
2019M07,Reino Unido,Viajeros,46.65
2019M07,Reino Unido,Pernoctaciones,157.12
2019M07,Resto de no residentes en Espańa,Viajeros,39.28
2019M07,Resto de no residentes en Espańa,Pernoctaciones,63.83
2019M07,Resto de UE,Viajeros,27.01
2019M07,Resto de UE,Pernoctaciones,36.83
2019M07,Resto de Europa,Viajeros,76.11
2019M07,Resto de Europa,Pernoctaciones,184.13
2019M07,Estados Unidos,Viajeros,68.74
2019M07,Estados Unidos,Pernoctaciones,144.85
2019M07,Paises Bajos,Viajeros,58.92
2019M07,Paises Bajos,Pernoctaciones,122.75
2019M07,Italia,Viajeros,12.28
2019M07,Italia,Pernoctaciones,12.28
2019M08,TOTAL,Viajeros,4674.8
2019M08,TOTAL,Pernoctaciones,13830.79
2019M08,RESIDENTES EN ESPAŃA,Viajeros,3857.03
2019M08,RESIDENTES EN ESPAŃA,Pernoctaciones,12472.93
2019M08,NO RESIDENTE EN ESPAŃA,Viajeros,817.77
2019M08,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1357.86
2019M08,Alemania,Viajeros,63.69
2019M08,Alemania,Pernoctaciones,107
2019M08,Francia,Viajeros,272.59
2019M08,Francia,Pernoctaciones,405.06
2019M08,Reino Unido,Viajeros,122.28
2019M08,Reino Unido,Pernoctaciones,264.95
2019M08,Resto de no residentes en Espańa,Viajeros,33.12
2019M08,Resto de no residentes en Espańa,Pernoctaciones,33.12
2019M08,Resto de UE,Viajeros,129.93
2019M08,Resto de UE,Pernoctaciones,191.07
2019M08,Resto de Europa,Viajeros,35.67
2019M08,Resto de Europa,Pernoctaciones,91.71
2019M08,Estados Unidos,Viajeros,15.29
2019M08,Estados Unidos,Pernoctaciones,25.48
2019M08,Paises Bajos,Viajeros,99.36
2019M08,Paises Bajos,Pernoctaciones,180.88
2019M08,Italia,Viajeros,45.86
2019M08,Italia,Pernoctaciones,58.59
2019M09,TOTAL,Viajeros,3944.23
2019M09,TOTAL,Pernoctaciones,7825.15
2019M09,RESIDENTES EN ESPAŃA,Viajeros,3316.07
2019M09,RESIDENTES EN ESPAŃA,Pernoctaciones,6398.41
2019M09,NO RESIDENTE EN ESPAŃA,Viajeros,628.15
2019M09,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1426.74
2019M09,Alemania,Viajeros,65.74
2019M09,Alemania,Pernoctaciones,133.91
2019M09,Francia,Viajeros,112
2019M09,Francia,Pernoctaciones,265.38
2019M09,Reino Unido,Viajeros,77.91
2019M09,Reino Unido,Pernoctaciones,136.34
2019M09,Resto de no residentes en Espańa,Viajeros,60.87
2019M09,Resto de no residentes en Espańa,Pernoctaciones,102.26
2019M09,Resto de UE,Viajeros,65.74
2019M09,Resto de UE,Pernoctaciones,138.78
2019M09,Resto de Europa,Viajeros,97.39
2019M09,Resto de Europa,Pernoctaciones,301.9
2019M09,Estados Unidos,Viajeros,85.21
2019M09,Estados Unidos,Pernoctaciones,260.51
2019M09,Paises Bajos,Viajeros,24.35
2019M09,Paises Bajos,Pernoctaciones,34.09
2019M09,Italia,Viajeros,38.96
2019M09,Italia,Pernoctaciones,53.56
2019M10,TOTAL,Viajeros,4452.05
2019M10,TOTAL,Pernoctaciones,8441.77
2019M10,RESIDENTES EN ESPAŃA,Viajeros,4068
2019M10,RESIDENTES EN ESPAŃA,Pernoctaciones,7233.36
2019M10,NO RESIDENTE EN ESPAŃA,Viajeros,384.05
2019M10,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1208.41
2019M10,Alemania,Viajeros,39.14
2019M10,Alemania,Pernoctaciones,51.37
2019M10,Francia,Viajeros,46.48
2019M10,Francia,Pernoctaciones,78.28
2019M10,Reino Unido,Viajeros,44.03
