Subcategoria,Indicador,Periodo,Gastos/Estancia,Categoria,Tipo de gasto,Fecha
Otros motivos,Gasto medio diario por persona,2019,61.88,Motivo del viaje,No disponible,2019-01-01
Otros motivos,Gasto medio diario por persona,2020,57.45,Motivo del viaje,No disponible,2020-01-01
Otros motivos,Gasto medio diario por persona,2021,86.13,Motivo del viaje,No disponible,2021-01-01
Otros motivos,Gasto medio diario por persona,2022,80.71,Motivo del viaje,No disponible,2022-01-01
Otros motivos,Gasto medio diario por persona,2023,86.64,Motivo del viaje,No disponible,2023-01-01
Otros motivos,Duración media de los viajes,2016,10.62,Motivo del viaje,No disponible,2016-01-01
Otros motivos,Duración media de los viajes,2017,10.13,Motivo del viaje,No disponible,2017-01-01
Otros motivos,Duración media de los viajes,2018,7.98,Motivo del viaje,No disponible,2018-01-01
Otros motivos,Duración media de los viajes,2019,10.66,Motivo del viaje,No disponible,2019-01-01
Otros motivos,Duración media de los viajes,2020,7.86,Motivo del viaje,No disponible,2020-01-01
Otros motivos,Duración media de los viajes,2021,13.52,Motivo del viaje,No disponible,2021-01-01
Otros motivos,Duración media de los viajes,2022,12.56,Motivo del viaje,No disponible,2022-01-01
Otros motivos,Duración media de los viajes,2023,6.57,Motivo del viaje,No disponible,2023-01-01
TOTAL,Gasto total,2016,93087.88,País de residencia,No disponible,2016-01-01
TOTAL,Gasto total,2017,101962.17,País de residencia,No disponible,2017-01-01
TOTAL,Gasto total,2018,101126.5,País de residencia,No disponible,2018-01-01
TOTAL,Gasto total,2019,98201.73,País de residencia,No disponible,2019-01-01
TOTAL,Gasto total,2020,21835.28,País de residencia,No disponible,2020-01-01
TOTAL,Gasto total,2021,42027.48,País de residencia,No disponible,2021-01-01
TOTAL,Gasto total,2022,108604.09,País de residencia,No disponible,2022-01-01
TOTAL,Gasto total,2023,86729.82,País de residencia,No disponible,2023-01-01
TOTAL,Gasto medio por persona,2016,650.63,País de residencia,No disponible,2016-01-01
TOTAL,Gasto medio por persona,2017,778.49,País de residencia,No disponible,2017-01-01
TOTAL,Gasto medio por persona,2018,707.54,País de residencia,No disponible,2018-01-01
TOTAL,Gasto medio por persona,2019,703.97,País de residencia,No disponible,2019-01-01
TOTAL,Gasto medio por persona,2020,481.43,País de residencia,No disponible,2020-01-01
TOTAL,Gasto medio por persona,2021,877.16,País de residencia,No disponible,2021-01-01
TOTAL,Gasto medio por persona,2022,966.32,País de residencia,No disponible,2022-01-01
TOTAL,Gasto medio por persona,2023,733.71,País de residencia,No disponible,2023-01-01
TOTAL,Gasto medio diario por persona,2016,98.8,País de residencia,No disponible,2016-01-01
TOTAL,Gasto medio diario por persona,2017,99.29,País de residencia,No disponible,2017-01-01
TOTAL,Gasto medio diario por persona,2018,104.29,País de residencia,No disponible,2018-01-01
TOTAL,Gasto medio diario por persona,2019,103.32,País de residencia,No disponible,2019-01-01
TOTAL,Gasto medio diario por persona,2020,73.44,País de residencia,No disponible,2020-01-01
TOTAL,Gasto medio diario por persona,2021,116.83,País de residencia,No disponible,2021-01-01
TOTAL,Gasto medio diario por persona,2022,134.45,País de residencia,No disponible,2022-01-01
TOTAL,Gasto medio diario por persona,2023,131.99,País de residencia,No disponible,2023-01-01
TOTAL,Duración media de los viajes,2016,6.59,País de residencia,No disponible,2016-01-01
TOTAL,Duración media de los viajes,2017,7.84,País de residencia,No disponible,2017-01-01
TOTAL,Duración media de los viajes,2018,6.78,País de residencia,No disponible,2018-01-01
TOTAL,Duración media de los viajes,2019,6.81,País de residencia,No disponible,2019-01-01
TOTAL,Duración media de los viajes,2020,6.56,País de residencia,No disponible,2020-01-01
TOTAL,Duración media de los viajes,2021,7.51,País de residencia,No disponible,2021-01-01
TOTAL,Duración media de los viajes,2022,7.19,País de residencia,No disponible,2022-01-01
TOTAL,Duración media de los viajes,2023,5.56,País de residencia,No disponible,2023-01-01
Europa,Gasto total,2016,70761.65,País de residencia,No disponible,2016-01-01
Europa,Gasto total,2017,69466.08,País de residencia,No disponible,2017-01-01
Europa,Gasto total,2018,65460.43,País de residencia,No disponible,2018-01-01
Europa,Gasto total,2019,69067.23,País de residencia,No disponible,2019-01-01
Europa,Gasto total,2020,20310.76,País de residencia,No disponible,2020-01-01
Europa,Gasto total,2021,34618.2,País de residencia,No disponible,2021-01-01
Europa,Gasto total,2022,66763.06,País de residencia,No disponible,2022-01-01
Europa,Gasto total,2023,53890.06,País de residencia,No disponible,2023-01-01
Europa,Gasto medio por persona,2016,540.33,País de residencia,No disponible,2016-01-01
Europa,Gasto medio por persona,2017,618.53,País de residencia,No disponible,2017-01-01
Europa,Gasto medio por persona,2018,523.74,País de residencia,No disponible,2018-01-01
Europa,Gasto medio por persona,2019,541.52,País de residencia,No disponible,2019-01-01
Europa,Gasto medio por persona,2020,455.21,País de residencia,No disponible,2020-01-01
Europa,Gasto medio por persona,2021,769.45,País de residencia,No disponible,2021-01-01
Europa,Gasto medio por persona,2022,719.03,País de residencia,No disponible,2022-01-01
Europa,Gasto medio por persona,2023,532.85,País de residencia,No disponible,2023-01-01
Europa,Gasto medio diario por persona,2016,87.64,País de residencia,No disponible,2016-01-01
Europa,Gasto medio diario por persona,2017,77.69,País de residencia,No disponible,2017-01-01
Europa,Gasto medio diario por persona,2018,81.29,País de residencia,No disponible,2018-01-01
Europa,Gasto medio diario por persona,2019,86.53,País de residencia,No disponible,2019-01-01
Europa,Gasto medio diario por persona,2020,69.42,País de residencia,No disponible,2020-01-01
Europa,Gasto medio diario por persona,2021,108.8,País de residencia,No disponible,2021-01-01
Europa,Gasto medio diario por persona,2022,103.29,País de residencia,No disponible,2022-01-01
Europa,Gasto medio diario por persona,2023,114.55,País de residencia,No disponible,2023-01-01
Europa,Duración media de los viajes,2016,6.16,País de residencia,No disponible,2016-01-01
Europa,Duración media de los viajes,2017,7.96,País de residencia,No disponible,2017-01-01
Europa,Duración media de los viajes,2018,6.44,País de residencia,No disponible,2018-01-01
Europa,Duración media de los viajes,2019,6.26,País de residencia,No disponible,2019-01-01
Europa,Duración media de los viajes,2020,6.56,País de residencia,No disponible,2020-01-01
Europa,Duración media de los viajes,2021,7.07,País de residencia,No disponible,2021-01-01
Europa,Duración media de los viajes,2022,6.96,País de residencia,No disponible,2022-01-01
Europa,Duración media de los viajes,2023,4.65,País de residencia,No disponible,2023-01-01
- UE27,Gasto total,2016,48868.58,País de residencia,No disponible,2016-01-01
- UE27,Gasto total,2017,58885.12,País de residencia,No disponible,2017-01-01
- UE27,Gasto total,2018,50301.76,País de residencia,No disponible,2018-01-01
- UE27,Gasto total,2019,55014.79,País de residencia,No disponible,2019-01-01
- UE27,Gasto total,2020,17453.08,País de residencia,No disponible,2020-01-01
- UE27,Gasto total,2021,23535.87,País de residencia,No disponible,2021-01-01
- UE27,Gasto total,2022,55293.79,País de residencia,No disponible,2022-01-01
- UE27,Gasto total,2023,43048.05,País de residencia,No disponible,2023-01-01
- UE27,Gasto medio por persona,2016,497.4,País de residencia,No disponible,2016-01-01
- UE27,Gasto medio por persona,2017,598.82,País de residencia,No disponible,2017-01-01
- UE27,Gasto medio por persona,2018,484.72,País de residencia,No disponible,2018-01-01
- UE27,Gasto medio por persona,2019,499.22,País de residencia,No disponible,2019-01-01
- UE27,Gasto medio por persona,2020,438.08,País de residencia,No disponible,2020-01-01
- UE27,Gasto medio por persona,2021,622.56,País de residencia,No disponible,2021-01-01
- UE27,Gasto medio por persona,2022,684.18,País de residencia,No disponible,2022-01-01
- UE27,Gasto medio por persona,2023,508.03,País de residencia,No disponible,2023-01-01
- UE27,Gasto medio diario por persona,2016,92.34,País de residencia,No disponible,2016-01-01
- UE27,Gasto medio diario por persona,2017,74.0,País de residencia,No disponible,2017-01-01
- UE27,Gasto medio diario por persona,2018,76.04,País de residencia,No disponible,2018-01-01
- UE27,Gasto medio diario por persona,2019,78.82,País de residencia,No disponible,2019-01-01
- UE27,Gasto medio diario por persona,2020,63.63,País de residencia,No disponible,2020-01-01
- UE27,Gasto medio diario por persona,2021,94.74,País de residencia,No disponible,2021-01-01
- UE27,Gasto medio diario por persona,2022,108.64,País de residencia,No disponible,2022-01-01
- UE27,Gasto medio diario por persona,2023,104.65,País de residencia,No disponible,2023-01-01
- UE27,Duración media de los viajes,2016,5.39,País de residencia,No disponible,2016-01-01
- UE27,Duración media de los viajes,2017,8.09,País de residencia,No disponible,2017-01-01
- UE27,Duración media de los viajes,2018,6.37,País de residencia,No disponible,2018-01-01
- UE27,Duración media de los viajes,2019,6.33,País de residencia,No disponible,2019-01-01
- UE27,Duración media de los viajes,2020,6.88,País de residencia,No disponible,2020-01-01
- UE27,Duración media de los viajes,2021,6.57,País de residencia,No disponible,2021-01-01
- UE27,Duración media de los viajes,2022,6.3,País de residencia,No disponible,2022-01-01
- UE27,Duración media de los viajes,2023,4.85,País de residencia,No disponible,2023-01-01
- Resto de Europa,Gasto total,2016,21893.07,País de residencia,No disponible,2016-01-01
- Resto de Europa,Gasto total,2017,10580.96,País de residencia,No disponible,2017-01-01
- Resto de Europa,Gasto total,2018,15158.66,País de residencia,No disponible,2018-01-01
- Resto de Europa,Gasto total,2019,14052.44,País de residencia,No disponible,2019-01-01
- Resto de Europa,Gasto total,2020,2857.68,País de residencia,No disponible,2020-01-01
- Resto de Europa,Gasto total,2021,11082.32,País de residencia,No disponible,2021-01-01
- Resto de Europa,Gasto total,2022,11469.27,País de residencia,No disponible,2022-01-01
- Resto de Europa,Gasto total,2023,10842.0,País de residencia,No disponible,2023-01-01
- Resto de Europa,Gasto medio por persona,2016,669.25,País de residencia,No disponible,2016-01-01
- Resto de Europa,Gasto medio por persona,2017,757.24,País de residencia,No disponible,2017-01-01
- Resto de Europa,Gasto medio por persona,2018,714.62,País de residencia,No disponible,2018-01-01
- Resto de Europa,Gasto medio por persona,2019,810.35,País de residencia,No disponible,2019-01-01
- Resto de Europa,Gasto medio por persona,2020,598.08,País de residencia,No disponible,2020-01-01
- Resto de Europa,Gasto medio por persona,2021,1542.25,País de residencia,No disponible,2021-01-01
- Resto de Europa,Gasto medio por persona,2022,953.04,País de residencia,No disponible,2022-01-01
- Resto de Europa,Gasto medio por persona,2023,661.07,País de residencia,No disponible,2023-01-01
- Resto de Europa,Gasto medio diario por persona,2016,78.71,País de residencia,No disponible,2016-01-01
- Resto de Europa,Gasto medio diario por persona,2017,107.49,País de residencia,No disponible,2017-01-01
- Resto de Europa,Gasto medio diario por persona,2018,105.47,País de residencia,No disponible,2018-01-01
- Resto de Europa,Gasto medio diario por persona,2019,140.19,País de residencia,No disponible,2019-01-01
- Resto de Europa,Gasto medio diario por persona,2020,156.39,País de residencia,No disponible,2020-01-01
- Resto de Europa,Gasto medio diario por persona,2021,158.83,País de residencia,No disponible,2021-01-01
- Resto de Europa,Gasto medio diario por persona,2022,83.48,País de residencia,No disponible,2022-01-01
- Resto de Europa,Gasto medio diario por persona,2023,183.49,País de residencia,No disponible,2023-01-01
- Resto de Europa,Duración media de los viajes,2016,8.5,País de residencia,No disponible,2016-01-01
- Resto de Europa,Duración media de los viajes,2017,7.04,País de residencia,No disponible,2017-01-01
- Resto de Europa,Duración media de los viajes,2018,6.78,País de residencia,No disponible,2018-01-01
- Resto de Europa,Duración media de los viajes,2019,5.78,País de residencia,No disponible,2019-01-01
- Resto de Europa,Duración media de los viajes,2020,3.82,País de residencia,No disponible,2020-01-01
- Resto de Europa,Duración media de los viajes,2021,9.71,País de residencia,No disponible,2021-01-01
- Resto de Europa,Duración media de los viajes,2022,11.42,País de residencia,No disponible,2022-01-01
- Resto de Europa,Duración media de los viajes,2023,3.6,País de residencia,No disponible,2023-01-01
Resto del Mundo,Gasto total,2016,22326.23,País de residencia,No disponible,2016-01-01
Resto del Mundo,Gasto total,2017,32496.1,País de residencia,No disponible,2017-01-01
Resto del Mundo,Gasto total,2018,35666.07,País de residencia,No disponible,2018-01-01
Resto del Mundo,Gasto total,2019,29134.5,País de residencia,No disponible,2019-01-01
Resto del Mundo,Gasto total,2020,1524.52,País de residencia,No disponible,2020-01-01
Resto del Mundo,Gasto total,2021,7409.29,País de residencia,No disponible,2021-01-01
Resto del Mundo,Gasto total,2022,41841.03,País de residencia,No disponible,2022-01-01
Resto del Mundo,Gasto total,2023,32839.76,País de residencia,No disponible,2023-01-01
Resto del Mundo,Gasto medio por persona,2016,1843.33,País de residencia,No disponible,2016-01-01
Resto del Mundo,Gasto medio por persona,2017,1741.0,País de residencia,No disponible,2017-01-01
Resto del Mundo,Gasto medio por persona,2018,1988.14,País de residencia,No disponible,2018-01-01
Resto del Mundo,Gasto medio por persona,2019,2437.08,País de residencia,No disponible,2019-01-01
Resto del Mundo,Gasto medio por persona,2020,2068.61,País de residencia,No disponible,2020-01-01
Resto del Mundo,Gasto medio por persona,2021,2535.72,País de residencia,No disponible,2021-01-01
Resto del Mundo,Gasto medio por persona,2022,2141.56,País de residencia,No disponible,2022-01-01
Resto del Mundo,Gasto medio por persona,2023,1923.62,País de residencia,No disponible,2023-01-01
Resto del Mundo,Gasto medio diario por persona,2016,165.57,País de residencia,No disponible,2016-01-01
Resto del Mundo,Gasto medio diario por persona,2017,244.67,País de residencia,No disponible,2017-01-01
Resto del Mundo,Gasto medio diario por persona,2018,216.94,País de residencia,No disponible,2018-01-01
Resto del Mundo,Gasto medio diario por persona,2019,191.41,País de residencia,No disponible,2019-01-01
Resto del Mundo,Gasto medio diario por persona,2020,319.98,País de residencia,No disponible,2020-01-01
Resto del Mundo,Gasto medio diario por persona,2021,178.4,País de residencia,No disponible,2021-01-01
Resto del Mundo,Gasto medio diario por persona,2022,259.21,País de residencia,No disponible,2022-01-01
Resto del Mundo,Gasto medio diario por persona,2023,175.95,País de residencia,No disponible,2023-01-01
Resto del Mundo,Duración media de los viajes,2016,11.13,País de residencia,No disponible,2016-01-01
Resto del Mundo,Duración media de los viajes,2017,7.12,País de residencia,No disponible,2017-01-01
Resto del Mundo,Duración media de los viajes,2018,9.16,País de residencia,No disponible,2018-01-01
Resto del Mundo,Duración media de los viajes,2019,12.73,País de residencia,No disponible,2019-01-01
Resto del Mundo,Duración media de los viajes,2020,6.46,País de residencia,No disponible,2020-01-01
Resto del Mundo,Duración media de los viajes,2021,14.21,País de residencia,No disponible,2021-01-01
Resto del Mundo,Duración media de los viajes,2022,8.26,País de residencia,No disponible,2022-01-01
Resto del Mundo,Duración media de los viajes,2023,10.93,País de residencia,No disponible,2023-01-01
TOTAL,Gasto total,2016,93087.88,Forma de organización,No disponible,2016-01-01
TOTAL,Gasto total,2017,101962.17,Forma de organización,No disponible,2017-01-01
TOTAL,Gasto total,2018,101126.5,Forma de organización,No disponible,2018-01-01
TOTAL,Gasto total,2019,98201.73,Forma de organización,No disponible,2019-01-01
TOTAL,Gasto total,2020,21835.28,Forma de organización,No disponible,2020-01-01
TOTAL,Gasto total,2021,42027.48,Forma de organización,No disponible,2021-01-01
TOTAL,Gasto total,2022,108604.09,Forma de organización,No disponible,2022-01-01
TOTAL,Gasto total,2023,86729.82,Forma de organización,No disponible,2023-01-01
TOTAL,Gasto medio por persona,2016,650.63,Forma de organización,No disponible,2016-01-01
TOTAL,Gasto medio por persona,2017,778.49,Forma de organización,No disponible,2017-01-01
TOTAL,Gasto medio por persona,2018,707.54,Forma de organización,No disponible,2018-01-01
TOTAL,Gasto medio por persona,2019,703.97,Forma de organización,No disponible,2019-01-01
TOTAL,Gasto medio por persona,2020,481.43,Forma de organización,No disponible,2020-01-01
TOTAL,Gasto medio por persona,2021,877.16,Forma de organización,No disponible,2021-01-01
TOTAL,Gasto medio por persona,2022,966.32,Forma de organización,No disponible,2022-01-01
TOTAL,Gasto medio por persona,2023,733.71,Forma de organización,No disponible,2023-01-01
TOTAL,Gasto medio diario por persona,2016,98.8,Forma de organización,No disponible,2016-01-01
TOTAL,Gasto medio diario por persona,2017,99.29,Forma de organización,No disponible,2017-01-01
TOTAL,Gasto medio diario por persona,2018,104.29,Forma de organización,No disponible,2018-01-01
TOTAL,Gasto medio diario por persona,2019,103.32,Forma de organización,No disponible,2019-01-01
TOTAL,Gasto medio diario por persona,2020,73.44,Forma de organización,No disponible,2020-01-01
TOTAL,Gasto medio diario por persona,2021,116.83,Forma de organización,No disponible,2021-01-01
TOTAL,Gasto medio diario por persona,2022,134.45,Forma de organización,No disponible,2022-01-01
TOTAL,Gasto medio diario por persona,2023,131.99,Forma de organización,No disponible,2023-01-01
TOTAL,Duración media de los viajes,2016,6.59,Forma de organización,No disponible,2016-01-01
TOTAL,Duración media de los viajes,2017,7.84,Forma de organización,No disponible,2017-01-01
TOTAL,Duración media de los viajes,2018,6.78,Forma de organización,No disponible,2018-01-01
TOTAL,Duración media de los viajes,2019,6.81,Forma de organización,No disponible,2019-01-01
TOTAL,Duración media de los viajes,2020,6.56,Forma de organización,No disponible,2020-01-01
TOTAL,Duración media de los viajes,2021,7.51,Forma de organización,No disponible,2021-01-01
TOTAL,Duración media de los viajes,2022,7.19,Forma de organización,No disponible,2022-01-01
TOTAL,Duración media de los viajes,2023,5.56,Forma de organización,No disponible,2023-01-01
Con paquete turístico,Gasto total,2016,10333.17,Forma de organización,No disponible,2016-01-01
Con paquete turístico,Gasto total,2017,1556.93,Forma de organización,No disponible,2017-01-01
Con paquete turístico,Gasto total,2018,4018.9,Forma de organización,No disponible,2018-01-01
Con paquete turístico,Gasto total,2019,10649.82,Forma de organización,No disponible,2019-01-01
Con paquete turístico,Gasto total,2020,No disponible,Forma de organización,No disponible,2020-01-01
Con paquete turístico,Gasto total,2021,1132.44,Forma de organización,No disponible,2021-01-01
Con paquete turístico,Gasto total,2022,1756.67,Forma de organización,No disponible,2022-01-01
Con paquete turístico,Gasto total,2023,36.86,Forma de organización,No disponible,2023-01-01
Con paquete turístico,Gasto medio por persona,2016,1399.42,Forma de organización,No disponible,2016-01-01
Con paquete turístico,Gasto medio por persona,2017,916.24,Forma de organización,No disponible,2017-01-01
Con paquete turístico,Gasto medio por persona,2018,1258.37,Forma de organización,No disponible,2018-01-01
Con paquete turístico,Gasto medio por persona,2019,3416.89,Forma de organización,No disponible,2019-01-01
Con paquete turístico,Gasto medio por persona,2020,No disponible,Forma de organización,No disponible,2020-01-01
Con paquete turístico,Gasto medio por persona,2021,1069.9,Forma de organización,No disponible,2021-01-01
Con paquete turístico,Gasto medio por persona,2022,982.23,Forma de organización,No disponible,2022-01-01
Con paquete turístico,Gasto medio por persona,2023,599.05,Forma de organización,No disponible,2023-01-01
Con paquete turístico,Gasto medio diario por persona,2016,215.14,Forma de organización,No disponible,2016-01-01
Con paquete turístico,Gasto medio diario por persona,2017,274.74,Forma de organización,No disponible,2017-01-01
Con paquete turístico,Gasto medio diario por persona,2018,182.79,Forma de organización,No disponible,2018-01-01
Con paquete turístico,Gasto medio diario por persona,2019,291.74,Forma de organización,No disponible,2019-01-01
Con paquete turístico,Gasto medio diario por persona,2020,No disponible,Forma de organización,No disponible,2020-01-01
Con paquete turístico,Gasto medio diario por persona,2021,250.13,Forma de organización,No disponible,2021-01-01
Con paquete turístico,Gasto medio diario por persona,2022,245.56,Forma de organización,No disponible,2022-01-01
Con paquete turístico,Gasto medio diario por persona,2023,74.88,Forma de organización,No disponible,2023-01-01
Con paquete turístico,Duración media de los viajes,2016,6.5,Forma de organización,No disponible,2016-01-01
Con paquete turístico,Duración media de los viajes,2017,3.33,Forma de organización,No disponible,2017-01-01
Con paquete turístico,Duración media de los viajes,2018,6.88,Forma de organización,No disponible,2018-01-01
Con paquete turístico,Duración media de los viajes,2019,11.71,Forma de organización,No disponible,2019-01-01
Con paquete turístico,Duración media de los viajes,2020,No disponible,Forma de organización,No disponible,2020-01-01
Con paquete turístico,Duración media de los viajes,2021,4.28,Forma de organización,No disponible,2021-01-01
Con paquete turístico,Duración media de los viajes,2022,4.0,Forma de organización,No disponible,2022-01-01
Con paquete turístico,Duración media de los viajes,2023,8.0,Forma de organización,No disponible,2023-01-01
Sin paquete turístico,Gasto total,2016,82754.71,Forma de organización,No disponible,2016-01-01
Sin paquete turístico,Gasto total,2017,100405.25,Forma de organización,No disponible,2017-01-01
Sin paquete turístico,Gasto total,2018,97107.6,Forma de organización,No disponible,2018-01-01
Sin paquete turístico,Gasto total,2019,87551.92,Forma de organización,No disponible,2019-01-01
Sin paquete turístico,Gasto total,2020,21835.28,Forma de organización,No disponible,2020-01-01
Sin paquete turístico,Gasto total,2021,40895.05,Forma de organización,No disponible,2021-01-01
Sin paquete turístico,Gasto total,2022,106847.42,Forma de organización,No disponible,2022-01-01
Sin paquete turístico,Gasto total,2023,86692.95,Forma de organización,No disponible,2023-01-01
Sin paquete turístico,Gasto medio por persona,2016,609.88,Forma de organización,No disponible,2016-01-01
Sin paquete turístico,Gasto medio por persona,2017,776.68,Forma de organización,No disponible,2017-01-01
Sin paquete turístico,Gasto medio por persona,2018,694.95,Forma de organización,No disponible,2018-01-01
Sin paquete turístico,Gasto medio por persona,2019,641.97,Forma de organización,No disponible,2019-01-01
Sin paquete turístico,Gasto medio por persona,2020,481.43,Forma de organización,No disponible,2020-01-01
Sin paquete turístico,Gasto medio por persona,2021,872.81,Forma de organización,No disponible,2021-01-01
Sin paquete turístico,Gasto medio por persona,2022,966.06,Forma de organización,No disponible,2022-01-01
Sin paquete turístico,Gasto medio por persona,2023,733.78,Forma de organización,No disponible,2023-01-01
Sin paquete turístico,Gasto medio diario por persona,2016,92.55,Forma de organización,No disponible,2016-01-01
Sin paquete turístico,Gasto medio diario por persona,2017,98.31,Forma de organización,No disponible,2017-01-01
Sin paquete turístico,Gasto medio diario por persona,2018,102.47,Forma de organización,No disponible,2018-01-01
Sin paquete turístico,Gasto medio diario por persona,2019,95.8,Forma de organización,No disponible,2019-01-01
Sin paquete turístico,Gasto medio diario por persona,2020,73.44,Forma de organización,No disponible,2020-01-01
Sin paquete turístico,Gasto medio diario por persona,2021,115.13,Forma de organización,No disponible,2021-01-01
Sin paquete turístico,Gasto medio diario por persona,2022,133.46,Forma de organización,No disponible,2022-01-01
Sin paquete turístico,Gasto medio diario por persona,2023,132.03,Forma de organización,No disponible,2023-01-01
Sin paquete turístico,Duración media de los viajes,2016,6.59,Forma de organización,No disponible,2016-01-01
Sin paquete turístico,Duración media de los viajes,2017,7.9,Forma de organización,No disponible,2017-01-01
Sin paquete turístico,Duración media de los viajes,2018,6.78,Forma de organización,No disponible,2018-01-01
Sin paquete turístico,Duración media de los viajes,2019,6.7,Forma de organización,No disponible,2019-01-01
Sin paquete turístico,Duración media de los viajes,2020,6.56,Forma de organización,No disponible,2020-01-01
Sin paquete turístico,Duración media de los viajes,2021,7.58,Forma de organización,No disponible,2021-01-01
Sin paquete turístico,Duración media de los viajes,2022,7.24,Forma de organización,No disponible,2022-01-01
Sin paquete turístico,Duración media de los viajes,2023,5.56,Forma de organización,No disponible,2023-01-01
TOTAL,Gasto total,2016,93087.88,Duración del viaje,No disponible,2016-01-01
TOTAL,Gasto total,2017,101962.17,Duración del viaje,No disponible,2017-01-01
TOTAL,Gasto total,2018,101126.5,Duración del viaje,No disponible,2018-01-01
TOTAL,Gasto total,2019,98201.73,Duración del viaje,No disponible,2019-01-01
TOTAL,Gasto total,2020,21835.28,Duración del viaje,No disponible,2020-01-01
TOTAL,Gasto total,2021,42027.48,Duración del viaje,No disponible,2021-01-01
TOTAL,Gasto total,2022,108604.09,Duración del viaje,No disponible,2022-01-01
TOTAL,Gasto total,2023,86729.82,Duración del viaje,No disponible,2023-01-01
TOTAL,Gasto medio por persona,2016,650.63,Duración del viaje,No disponible,2016-01-01
TOTAL,Gasto medio por persona,2017,778.49,Duración del viaje,No disponible,2017-01-01
TOTAL,Gasto medio por persona,2018,707.54,Duración del viaje,No disponible,2018-01-01
TOTAL,Gasto medio por persona,2019,703.97,Duración del viaje,No disponible,2019-01-01
TOTAL,Gasto medio por persona,2020,481.43,Duración del viaje,No disponible,2020-01-01
TOTAL,Gasto medio por persona,2021,877.16,Duración del viaje,No disponible,2021-01-01
TOTAL,Gasto medio por persona,2022,966.32,Duración del viaje,No disponible,2022-01-01
TOTAL,Gasto medio por persona,2023,733.71,Duración del viaje,No disponible,2023-01-01
TOTAL,Gasto medio diario por persona,2016,98.8,Duración del viaje,No disponible,2016-01-01
TOTAL,Gasto medio diario por persona,2017,99.29,Duración del viaje,No disponible,2017-01-01
TOTAL,Gasto medio diario por persona,2018,104.29,Duración del viaje,No disponible,2018-01-01
TOTAL,Gasto medio diario por persona,2019,103.32,Duración del viaje,No disponible,2019-01-01
TOTAL,Gasto medio diario por persona,2020,73.44,Duración del viaje,No disponible,2020-01-01
TOTAL,Gasto medio diario por persona,2021,116.83,Duración del viaje,No disponible,2021-01-01
TOTAL,Gasto medio diario por persona,2022,134.45,Duración del viaje,No disponible,2022-01-01
TOTAL,Gasto medio diario por persona,2023,131.99,Duración del viaje,No disponible,2023-01-01
TOTAL,Duración media de los viajes,2016,6.59,Duración del viaje,No disponible,2016-01-01
TOTAL,Duración media de los viajes,2017,7.84,Duración del viaje,No disponible,2017-01-01
TOTAL,Duración media de los viajes,2018,6.78,Duración del viaje,No disponible,2018-01-01
TOTAL,Duración media de los viajes,2019,6.81,Duración del viaje,No disponible,2019-01-01
TOTAL,Duración media de los viajes,2020,6.56,Duración del viaje,No disponible,2020-01-01
TOTAL,Duración media de los viajes,2021,7.51,Duración del viaje,No disponible,2021-01-01
TOTAL,Duración media de los viajes,2022,7.19,Duración del viaje,No disponible,2022-01-01
TOTAL,Duración media de los viajes,2023,5.56,Duración del viaje,No disponible,2023-01-01
De 1 a 3 noches,Gasto total,2016,23493.61,Duración del viaje,No disponible,2016-01-01
De 1 a 3 noches,Gasto total,2017,31398.8,Duración del viaje,No disponible,2017-01-01
De 1 a 3 noches,Gasto total,2018,29500.06,Duración del viaje,No disponible,2018-01-01
De 1 a 3 noches,Gasto total,2019,20183.82,Duración del viaje,No disponible,2019-01-01
De 1 a 3 noches,Gasto total,2020,6951.42,Duración del viaje,No disponible,2020-01-01
De 1 a 3 noches,Gasto total,2021,4119.38,Duración del viaje,No disponible,2021-01-01
De 1 a 3 noches,Gasto total,2022,19789.83,Duración del viaje,No disponible,2022-01-01
De 1 a 3 noches,Gasto total,2023,23685.71,Duración del viaje,No disponible,2023-01-01
De 1 a 3 noches,Gasto medio por persona,2016,283.94,Duración del viaje,No disponible,2016-01-01
De 1 a 3 noches,Gasto medio por persona,2017,463.79,Duración del viaje,No disponible,2017-01-01
De 1 a 3 noches,Gasto medio por persona,2018,398.45,Duración del viaje,No disponible,2018-01-01
De 1 a 3 noches,Gasto medio por persona,2019,328.83,Duración del viaje,No disponible,2019-01-01
De 1 a 3 noches,Gasto medio por persona,2020,300.14,Duración del viaje,No disponible,2020-01-01
De 1 a 3 noches,Gasto medio por persona,2021,302.51,Duración del viaje,No disponible,2021-01-01
De 1 a 3 noches,Gasto medio por persona,2022,419.41,Duración del viaje,No disponible,2022-01-01
De 1 a 3 noches,Gasto medio por persona,2023,423.93,Duración del viaje,No disponible,2023-01-01
De 1 a 3 noches,Gasto medio diario por persona,2016,156.56,Duración del viaje,No disponible,2016-01-01
De 1 a 3 noches,Gasto medio diario por persona,2017,265.65,Duración del viaje,No disponible,2017-01-01
De 1 a 3 noches,Gasto medio diario por persona,2018,181.34,Duración del viaje,No disponible,2018-01-01
De 1 a 3 noches,Gasto medio diario por persona,2019,158.71,Duración del viaje,No disponible,2019-01-01
De 1 a 3 noches,Gasto medio diario por persona,2020,206.71,Duración del viaje,No disponible,2020-01-01
De 1 a 3 noches,Gasto medio diario por persona,2021,167.81,Duración del viaje,No disponible,2021-01-01
De 1 a 3 noches,Gasto medio diario por persona,2022,208.42,Duración del viaje,No disponible,2022-01-01
