Periodo,Categoría,Grado de ocupación,DATA
2021M09,TOTAL,grado de ocupación por parcelas,63.21
2021M09,TOTAL,grado de ocupacion por parcelas fin de semana,65.85
2021M09,Camping de 1Ş,grado de ocupación por parcelas,67.46
2021M09,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,66.28
2021M09,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2021M09,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2021M10,TOTAL,grado de ocupación por parcelas,57.99
2021M10,TOTAL,grado de ocupacion por parcelas fin de semana,58.84
2021M10,Camping de 1Ş,grado de ocupación por parcelas,62.65
2021M10,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,62.8
2021M10,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2021M10,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2021M11,TOTAL,grado de ocupación por parcelas,55.15
2021M11,TOTAL,grado de ocupacion por parcelas fin de semana,55.58
2021M11,Camping de 1Ş,grado de ocupación por parcelas,61.77
2021M11,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,61.86
2021M11,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2021M11,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2021M12,TOTAL,grado de ocupación por parcelas,61.24
2021M12,TOTAL,grado de ocupacion por parcelas fin de semana,40.7
2021M12,Camping de 1Ş,grado de ocupación por parcelas,63.48
2021M12,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,43.7
2021M12,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2021M12,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2022M01,TOTAL,grado de ocupación por parcelas,67.46
2022M01,TOTAL,grado de ocupacion por parcelas fin de semana,59.75
2022M01,Camping de 1Ş,grado de ocupación por parcelas,68.17
2022M01,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,59.75
2022M01,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2022M01,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2022M02,TOTAL,grado de ocupación por parcelas,55.77
2022M02,TOTAL,grado de ocupacion por parcelas fin de semana,57.08
2022M02,Camping de 1Ş,grado de ocupación por parcelas,58.4
2022M02,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,58.74
2022M02,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2022M02,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2022M03,TOTAL,grado de ocupación por parcelas,54.27
2022M03,TOTAL,grado de ocupacion por parcelas fin de semana,55.72
2022M03,Camping de 1Ş,grado de ocupación por parcelas,57.66
2022M03,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,56.47
2022M03,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2022M03,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2022M04,TOTAL,grado de ocupación por parcelas,59.27
2022M04,TOTAL,grado de ocupacion por parcelas fin de semana,59.87
2022M04,Camping de 1Ş,grado de ocupación por parcelas,60.5
2022M04,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,62.35
2022M04,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,10.33
2022M04,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,49.37
2022M05,TOTAL,grado de ocupación por parcelas,53.88
2022M05,TOTAL,grado de ocupacion por parcelas fin de semana,58.51
2022M05,Camping de 1Ş,grado de ocupación por parcelas,58.01
2022M05,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,60.34
2022M05,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,6.95
2022M05,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,50.79
2022M06,TOTAL,grado de ocupación por parcelas,58.46
2022M06,TOTAL,grado de ocupacion por parcelas fin de semana,61.81
2022M06,Camping de 1Ş,grado de ocupación por parcelas,60.5
2022M06,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,60.96
2022M06,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,9.52
2022M06,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,65.42
2022M07,TOTAL,grado de ocupación por parcelas,63.22
2022M07,TOTAL,grado de ocupacion por parcelas fin de semana,66.96
2022M07,Camping de 1Ş,grado de ocupación por parcelas,64.39
2022M07,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,67.71
2022M07,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,11.14
2022M07,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,63.77
2022M08,TOTAL,grado de ocupación por parcelas,66.45
2022M08,TOTAL,grado de ocupacion por parcelas fin de semana,69.56
2022M08,Camping de 1Ş,grado de ocupación por parcelas,66
2022M08,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,63.98
2022M08,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,13.06
2022M08,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,93.18
2022M09,TOTAL,grado de ocupación por parcelas,59.88
2022M09,TOTAL,grado de ocupacion por parcelas fin de semana,62.87
2022M09,Camping de 1Ş,grado de ocupación por parcelas,62.2
2022M09,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,62.85
2022M09,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2022M09,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2022M10,TOTAL,grado de ocupación por parcelas,54.16
2022M10,TOTAL,grado de ocupacion por parcelas fin de semana,55.05
2022M10,Camping de 1Ş,grado de ocupación por parcelas,57.71
2022M10,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,58.21
2022M10,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2022M10,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2022M11,TOTAL,grado de ocupación por parcelas,54.31
2022M11,TOTAL,grado de ocupacion por parcelas fin de semana,51.53
2022M11,Camping de 1Ş,grado de ocupación por parcelas,57.41
2022M11,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,56.34
2022M11,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2022M11,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2022M12,TOTAL,grado de ocupación por parcelas,49.69
2022M12,TOTAL,grado de ocupacion por parcelas fin de semana,44.34
2022M12,Camping de 1Ş,grado de ocupación por parcelas,50.23
2022M12,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,47.78
2022M12,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2022M12,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2023M02,TOTAL,grado de ocupación por parcelas,58.76
2023M02,TOTAL,grado de ocupacion por parcelas fin de semana,57.83
2023M02,Camping de 1Ş,grado de ocupación por parcelas,62.22
2023M02,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,60.66
2023M02,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2023M02,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2023M03,TOTAL,grado de ocupación por parcelas,61.66
2023M03,TOTAL,grado de ocupacion por parcelas fin de semana,61.94
2023M03,Camping de 1Ş,grado de ocupación por parcelas,64.51
2023M03,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,62.44
2023M03,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2023M03,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2023M05,TOTAL,grado de ocupación por parcelas,57.37
2023M05,TOTAL,grado de ocupacion por parcelas fin de semana,57.65
2023M05,Camping de 1Ş,grado de ocupación por parcelas,62.34
2023M05,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,59.8
2023M05,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,8.05
2023M05,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,49.5
2023M06,TOTAL,grado de ocupación por parcelas,61.48
2023M06,TOTAL,grado de ocupacion por parcelas fin de semana,61.41
2023M06,Camping de 1Ş,grado de ocupación por parcelas,64.97
2023M06,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,65.32
2023M06,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,10.08
2023M06,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,46.6
2023M07,TOTAL,grado de ocupación por parcelas,67.67
2023M07,TOTAL,grado de ocupacion por parcelas fin de semana,63.62
2023M07,Camping de 1Ş,grado de ocupación por parcelas,69.98
2023M07,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,72.61
2023M07,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,12.3
2023M07,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,29.54
2023M08,TOTAL,grado de ocupación por parcelas,64.04
2023M08,TOTAL,grado de ocupacion por parcelas fin de semana,66.72
2023M08,Camping de 1Ş,grado de ocupación por parcelas,73.43
2023M08,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,73.59
2023M08,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,6.01
2023M08,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,40.8
2023M09,TOTAL,grado de ocupación por parcelas,63.56
2023M09,TOTAL,grado de ocupacion por parcelas fin de semana,60.07
2023M09,Camping de 1Ş,grado de ocupación por parcelas,68.36
2023M09,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,63.36
2023M09,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2023M09,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2023M10,TOTAL,grado de ocupación por parcelas,57.58
2023M10,TOTAL,grado de ocupacion por parcelas fin de semana,58.25
2023M10,Camping de 1Ş,grado de ocupación por parcelas,62.72
2023M10,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,62.16
2023M10,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2023M10,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2023M11,TOTAL,grado de ocupación por parcelas,56.34
2023M11,TOTAL,grado de ocupacion por parcelas fin de semana,50.63
2023M11,Camping de 1Ş,grado de ocupación por parcelas,64.27
2023M11,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,56.6
2023M11,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2023M11,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2023M12,TOTAL,grado de ocupación por parcelas,58.99
2023M12,TOTAL,grado de ocupacion por parcelas fin de semana,55.07
2023M12,Camping de 1Ş,grado de ocupación por parcelas,62.61
2023M12,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,60.55
2023M12,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2023M12,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2024M02,TOTAL,grado de ocupación por parcelas,54.14
2024M02,TOTAL,grado de ocupacion por parcelas fin de semana,54.56
2024M02,Camping de 1Ş,grado de ocupación por parcelas,56.82
2024M02,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,56.96
2024M02,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2024M02,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
2024M03,TOTAL,grado de ocupación por parcelas,59.08
2024M03,TOTAL,grado de ocupacion por parcelas fin de semana,63.92
2024M03,Camping de 1Ş,grado de ocupación por parcelas,62.57
2024M03,Camping de 1Ş,grado de ocupacion por parcelas fin de semana,62.99
2024M03,Camping de 2Ş y 3Ş,grado de ocupación por parcelas,
2024M03,Camping de 2Ş y 3Ş,grado de ocupacion por parcelas fin de semana,
