Periodo,Categoría,Residencia viajero,DATA
2020M07,Camping de 1Ş,Residentes en Espańa,39649.88
2020M07,Camping de 1Ş,No residentes en Espańa,136.12
2020M07,Camping de 2Ş y 3Ş,TOTAL,15423
2020M07,Camping de 2Ş y 3Ş,Residentes en Espańa,14976.95
2020M07,Camping de 2Ş y 3Ş,No residentes en Espańa,446.05
2020M08,TOTAL,TOTAL,81899
2020M08,TOTAL,Residentes en Espańa,80827.79
2020M08,TOTAL,No residentes en Espańa,1071.21
2020M08,Camping de 1Ş,TOTAL,59797
2020M08,Camping de 1Ş,Residentes en Espańa,59286.56
2020M08,Camping de 1Ş,No residentes en Espańa,510.44
2020M08,Camping de 2Ş y 3Ş,TOTAL,22102
2020M08,Camping de 2Ş y 3Ş,Residentes en Espańa,21541.23
2020M08,Camping de 2Ş y 3Ş,No residentes en Espańa,560.77
2020M09,TOTAL,TOTAL,17752
2020M09,TOTAL,Residentes en Espańa,17528.36
2020M09,TOTAL,No residentes en Espańa,223.64
2020M09,Camping de 1Ş,TOTAL,12500
2020M09,Camping de 1Ş,Residentes en Espańa,12357.51
2020M09,Camping de 1Ş,No residentes en Espańa,142.49
2020M09,Camping de 2Ş y 3Ş,TOTAL,
2020M09,Camping de 2Ş y 3Ş,Residentes en Espańa,
2020M09,Camping de 2Ş y 3Ş,No residentes en Espańa,
2020M10,TOTAL,TOTAL,6987.86
2020M10,TOTAL,Residentes en Espańa,6597.15
2020M10,TOTAL,No residentes en Espańa,390.71
2020M10,Camping de 1Ş,TOTAL,4748.86
2020M10,Camping de 1Ş,Residentes en Espańa,4704.91
2020M10,Camping de 1Ş,No residentes en Espańa,43.95
2020M10,Camping de 2Ş y 3Ş,TOTAL,
2020M10,Camping de 2Ş y 3Ş,Residentes en Espańa,
2020M10,Camping de 2Ş y 3Ş,No residentes en Espańa,
2020M12,TOTAL,TOTAL,695
2020M12,TOTAL,Residentes en Espańa,660.51
2020M12,TOTAL,No residentes en Espańa,34.49
2020M12,Camping de 1Ş,TOTAL,595
2020M12,Camping de 1Ş,Residentes en Espańa,560.51
2020M12,Camping de 1Ş,No residentes en Espańa,34.49
2020M12,Camping de 2Ş y 3Ş,TOTAL,
2020M12,Camping de 2Ş y 3Ş,Residentes en Espańa,
2020M12,Camping de 2Ş y 3Ş,No residentes en Espańa,
2021M01,TOTAL,TOTAL,146
2021M01,TOTAL,Residentes en Espańa,146
2021M01,TOTAL,No residentes en Espańa,
2021M01,Camping de 1Ş,TOTAL,146
2021M01,Camping de 1Ş,Residentes en Espańa,146
2021M01,Camping de 1Ş,No residentes en Espańa,
2021M01,Camping de 2Ş y 3Ş,TOTAL,
2021M01,Camping de 2Ş y 3Ş,Residentes en Espańa,
2021M01,Camping de 2Ş y 3Ş,No residentes en Espańa,
2021M03,TOTAL,TOTAL,390
2021M03,TOTAL,Residentes en Espańa,370.8
2021M03,TOTAL,No residentes en Espańa,19.2
2021M03,Camping de 1Ş,TOTAL,204
2021M03,Camping de 1Ş,Residentes en Espańa,184.8
2021M03,Camping de 1Ş,No residentes en Espańa,19.2
2021M03,Camping de 2Ş y 3Ş,TOTAL,
2021M03,Camping de 2Ş y 3Ş,Residentes en Espańa,
2021M03,Camping de 2Ş y 3Ş,No residentes en Espańa,
2021M05,TOTAL,TOTAL,12274
2021M05,TOTAL,Residentes en Espańa,11771.48
2021M05,TOTAL,No residentes en Espańa,502.52
2021M05,Camping de 1Ş,TOTAL,8548
2021M05,Camping de 1Ş,Residentes en Espańa,8456
2021M05,Camping de 1Ş,No residentes en Espańa,92
2021M05,Camping de 2Ş y 3Ş,TOTAL,3726
2021M05,Camping de 2Ş y 3Ş,Residentes en Espańa,3315.48
2021M05,Camping de 2Ş y 3Ş,No residentes en Espańa,410.52
2021M06,TOTAL,TOTAL,27418
2021M06,TOTAL,Residentes en Espańa,26455.06
2021M06,TOTAL,No residentes en Espańa,962.94
2021M06,Camping de 1Ş,TOTAL,19704
2021M06,Camping de 1Ş,Residentes en Espańa,19172.23
2021M06,Camping de 1Ş,No residentes en Espańa,531.77
2021M06,Camping de 2Ş y 3Ş,TOTAL,7714
2021M06,Camping de 2Ş y 3Ş,Residentes en Espańa,7282.82
2021M06,Camping de 2Ş y 3Ş,No residentes en Espańa,431.18
2021M07,TOTAL,TOTAL,93698
2021M07,TOTAL,Residentes en Espańa,91500.51
2021M07,TOTAL,No residentes en Espańa,2197.49
2021M07,Camping de 1Ş,TOTAL,74246
2021M07,Camping de 1Ş,Residentes en Espańa,72962.9
2021M07,Camping de 1Ş,No residentes en Espańa,1283.1
2021M07,Camping de 2Ş y 3Ş,TOTAL,19452
2021M07,Camping de 2Ş y 3Ş,Residentes en Espańa,18537.61
2021M07,Camping de 2Ş y 3Ş,No residentes en Espańa,914.39
2021M08,TOTAL,TOTAL,133182
2021M08,TOTAL,Residentes en Espańa,129249.84
2021M08,TOTAL,No residentes en Espańa,3932.16
2021M08,Camping de 1Ş,TOTAL,106246
2021M08,Camping de 1Ş,Residentes en Espańa,103352.34
2021M08,Camping de 1Ş,No residentes en Espańa,2893.66
2021M08,Camping de 2Ş y 3Ş,TOTAL,26936
2021M08,Camping de 2Ş y 3Ş,Residentes en Espańa,25897.5
2021M08,Camping de 2Ş y 3Ş,No residentes en Espańa,1038.5
2021M09,TOTAL,TOTAL,33302
2021M09,TOTAL,Residentes en Espańa,30767.84
2021M09,TOTAL,No residentes en Espańa,2534.16
2021M09,Camping de 1Ş,TOTAL,24776
2021M09,Camping de 1Ş,Residentes en Espańa,23517.86
2021M09,Camping de 1Ş,No residentes en Espańa,1258.14
2021M09,Camping de 2Ş y 3Ş,TOTAL,
2021M09,Camping de 2Ş y 3Ş,Residentes en Espańa,
2021M09,Camping de 2Ş y 3Ş,No residentes en Espańa,
2021M10,TOTAL,TOTAL,19969
2021M10,TOTAL,Residentes en Espańa,17598.54
2021M10,TOTAL,No residentes en Espańa,2370.46
2021M10,Camping de 1Ş,TOTAL,13778
2021M10,Camping de 1Ş,Residentes en Espańa,13412.48
2021M10,Camping de 1Ş,No residentes en Espańa,365.52
2021M10,Camping de 2Ş y 3Ş,TOTAL,
2021M10,Camping de 2Ş y 3Ş,Residentes en Espańa,
2021M10,Camping de 2Ş y 3Ş,No residentes en Espańa,
2021M11,TOTAL,TOTAL,6919
2021M11,TOTAL,Residentes en Espańa,6545.86
2021M11,TOTAL,No residentes en Espańa,373.14
2021M11,Camping de 1Ş,TOTAL,6154
2021M11,Camping de 1Ş,Residentes en Espańa,5955.48
2021M11,Camping de 1Ş,No residentes en Espańa,198.52
2021M11,Camping de 2Ş y 3Ş,TOTAL,
2021M11,Camping de 2Ş y 3Ş,Residentes en Espańa,
2021M11,Camping de 2Ş y 3Ş,No residentes en Espańa,
2021M12,TOTAL,TOTAL,3734
2021M12,TOTAL,Residentes en Espańa,3674.16
2021M12,TOTAL,No residentes en Espańa,59.84
2021M12,Camping de 1Ş,TOTAL,2693
2021M12,Camping de 1Ş,Residentes en Espańa,2633.16
2021M12,Camping de 1Ş,No residentes en Espańa,59.84
2021M12,Camping de 2Ş y 3Ş,TOTAL,
2021M12,Camping de 2Ş y 3Ş,Residentes en Espańa,
2021M12,Camping de 2Ş y 3Ş,No residentes en Espańa,
2022M01,TOTAL,TOTAL,1981
2022M01,TOTAL,Residentes en Espańa,1817.63
2022M01,TOTAL,No residentes en Espańa,163.37
2022M01,Camping de 1Ş,TOTAL,1844
2022M01,Camping de 1Ş,Residentes en Espańa,1680.63
2022M01,Camping de 1Ş,No residentes en Espańa,163.37
2022M01,Camping de 2Ş y 3Ş,TOTAL,
2022M01,Camping de 2Ş y 3Ş,Residentes en Espańa,
2022M01,Camping de 2Ş y 3Ş,No residentes en Espańa,
2022M02,TOTAL,TOTAL,4282
2022M02,TOTAL,Residentes en Espańa,3790.43
2022M02,TOTAL,No residentes en Espańa,491.57
2022M02,Camping de 1Ş,TOTAL,3232
2022M02,Camping de 1Ş,Residentes en Espańa,3115.61
2022M02,Camping de 1Ş,No residentes en Espańa,116.39
2022M02,Camping de 2Ş y 3Ş,TOTAL,
2022M02,Camping de 2Ş y 3Ş,Residentes en Espańa,
2022M02,Camping de 2Ş y 3Ş,No residentes en Espańa,
2022M03,TOTAL,TOTAL,7822.24
2022M03,TOTAL,Residentes en Espańa,6264.45
2022M03,TOTAL,No residentes en Espańa,1557.79
2022M03,Camping de 1Ş,TOTAL,4526
2022M03,Camping de 1Ş,Residentes en Espańa,4388.33
2022M03,Camping de 1Ş,No residentes en Espańa,137.67
2022M03,Camping de 2Ş y 3Ş,TOTAL,
2022M03,Camping de 2Ş y 3Ş,Residentes en Espańa,
2022M03,Camping de 2Ş y 3Ş,No residentes en Espańa,
2022M04,TOTAL,TOTAL,29924.44
2022M04,TOTAL,Residentes en Espańa,22111.2
2022M04,TOTAL,No residentes en Espańa,7813.25
2022M04,Camping de 1Ş,TOTAL,19962
2022M04,Camping de 1Ş,Residentes en Espańa,19453.19
2022M04,Camping de 1Ş,No residentes en Espańa,508.81
2022M04,Camping de 2Ş y 3Ş,TOTAL,9962.44
2022M04,Camping de 2Ş y 3Ş,Residentes en Espańa,2658
2022M04,Camping de 2Ş y 3Ş,No residentes en Espańa,7304.44
2022M05,TOTAL,TOTAL,20577
2022M05,TOTAL,Residentes en Espańa,15857.74
2022M05,TOTAL,No residentes en Espańa,4719.26
2022M05,Camping de 1Ş,TOTAL,14796
2022M05,Camping de 1Ş,Residentes en Espańa,12796.54
2022M05,Camping de 1Ş,No residentes en Espańa,1999.46
2022M05,Camping de 2Ş y 3Ş,TOTAL,5781
2022M05,Camping de 2Ş y 3Ş,Residentes en Espańa,3061.2
2022M05,Camping de 2Ş y 3Ş,No residentes en Espańa,2719.8
2022M06,TOTAL,TOTAL,40648
2022M06,TOTAL,Residentes en Espańa,32915.37
2022M06,TOTAL,No residentes en Espańa,7732.63
2022M06,Camping de 1Ş,TOTAL,28336
2022M06,Camping de 1Ş,Residentes en Espańa,26416.04
2022M06,Camping de 1Ş,No residentes en Espańa,1919.96
2022M06,Camping de 2Ş y 3Ş,TOTAL,12312
2022M06,Camping de 2Ş y 3Ş,Residentes en Espańa,6499.33
2022M06,Camping de 2Ş y 3Ş,No residentes en Espańa,5812.67
2022M07,TOTAL,TOTAL,98783
2022M07,TOTAL,Residentes en Espańa,94939.16
2022M07,TOTAL,No residentes en Espańa,3843.84
2022M07,Camping de 1Ş,TOTAL,79646
2022M07,Camping de 1Ş,Residentes en Espańa,77638.27
2022M07,Camping de 1Ş,No residentes en Espańa,2007.73
2022M07,Camping de 2Ş y 3Ş,TOTAL,19137
2022M07,Camping de 2Ş y 3Ş,Residentes en Espańa,17300.89
2022M07,Camping de 2Ş y 3Ş,No residentes en Espańa,1836.11
2022M08,TOTAL,TOTAL,114221
2022M08,TOTAL,Residentes en Espańa,108053.01
2022M08,TOTAL,No residentes en Espańa,6167.99
2022M08,Camping de 1Ş,TOTAL,89166
2022M08,Camping de 1Ş,Residentes en Espańa,85701.15
2022M08,Camping de 1Ş,No residentes en Espańa,3464.85
2022M08,Camping de 2Ş y 3Ş,TOTAL,25055
2022M08,Camping de 2Ş y 3Ş,Residentes en Espańa,22351.86
2022M08,Camping de 2Ş y 3Ş,No residentes en Espańa,2703.14
2022M09,TOTAL,TOTAL,31174
2022M09,TOTAL,Residentes en Espańa,27281.65
2022M09,TOTAL,No residentes en Espańa,3892.35
2022M09,Camping de 1Ş,TOTAL,21484
2022M09,Camping de 1Ş,Residentes en Espańa,19559.39
2022M09,Camping de 1Ş,No residentes en Espańa,1924.61
2022M09,Camping de 2Ş y 3Ş,TOTAL,
2022M09,Camping de 2Ş y 3Ş,Residentes en Espańa,
2022M09,Camping de 2Ş y 3Ş,No residentes en Espańa,
2022M10,TOTAL,TOTAL,16831
2022M10,TOTAL,Residentes en Espańa,12400.97
2022M10,TOTAL,No residentes en Espańa,4430.03
2022M10,Camping de 1Ş,TOTAL,10734
2022M10,Camping de 1Ş,Residentes en Espańa,9528.28
2022M10,Camping de 1Ş,No residentes en Espańa,1205.72
2022M10,Camping de 2Ş y 3Ş,TOTAL,
2022M10,Camping de 2Ş y 3Ş,Residentes en Espańa,
2022M10,Camping de 2Ş y 3Ş,No residentes en Espańa,
2022M11,TOTAL,TOTAL,7151
2022M11,TOTAL,Residentes en Espańa,6419.56
2022M11,TOTAL,No residentes en Espańa,731.44
2022M11,Camping de 1Ş,TOTAL,5758
2022M11,Camping de 1Ş,Residentes en Espańa,5606.69
2022M11,Camping de 1Ş,No residentes en Espańa,151.31
2022M11,Camping de 2Ş y 3Ş,TOTAL,
2022M11,Camping de 2Ş y 3Ş,Residentes en Espańa,
2022M11,Camping de 2Ş y 3Ş,No residentes en Espańa,
2022M12,TOTAL,TOTAL,4815.45
2022M12,TOTAL,Residentes en Espańa,4815.45
2022M12,TOTAL,No residentes en Espańa,
2022M12,Camping de 1Ş,TOTAL,3911.45
2022M12,Camping de 1Ş,Residentes en Espańa,3911.45
2022M12,Camping de 1Ş,No residentes en Espańa,
2022M12,Camping de 2Ş y 3Ş,TOTAL,
2022M12,Camping de 2Ş y 3Ş,Residentes en Espańa,
2022M12,Camping de 2Ş y 3Ş,No residentes en Espańa,
2023M02,TOTAL,TOTAL,5086
2023M02,TOTAL,Residentes en Espańa,4358.28
2023M02,TOTAL,No residentes en Espańa,727.72
2023M02,Camping de 1Ş,TOTAL,4022
2023M02,Camping de 1Ş,Residentes en Espańa,3968.01
2023M02,Camping de 1Ş,No residentes en Espańa,53.99
2023M02,Camping de 2Ş y 3Ş,TOTAL,
2023M02,Camping de 2Ş y 3Ş,Residentes en Espańa,
2023M02,Camping de 2Ş y 3Ş,No residentes en Espańa,
2023M03,TOTAL,TOTAL,7676.49
2023M03,TOTAL,Residentes en Espańa,6664.62
2023M03,TOTAL,No residentes en Espańa,1011.87
2023M03,Camping de 1Ş,TOTAL,5141.49
2023M03,Camping de 1Ş,Residentes en Espańa,5124.06
2023M03,Camping de 1Ş,No residentes en Espańa,17.43
2023M03,Camping de 2Ş y 3Ş,TOTAL,
2023M03,Camping de 2Ş y 3Ş,Residentes en Espańa,
2023M03,Camping de 2Ş y 3Ş,No residentes en Espańa,
2023M05,TOTAL,TOTAL,21647
2023M05,TOTAL,Residentes en Espańa,17067.82
2023M05,TOTAL,No residentes en Espańa,4579.18
2023M05,Camping de 1Ş,TOTAL,16464
2023M05,Camping de 1Ş,Residentes en Espańa,14480.16
2023M05,Camping de 1Ş,No residentes en Espańa,1983.84
2023M05,Camping de 2Ş y 3Ş,TOTAL,5183
2023M05,Camping de 2Ş y 3Ş,Residentes en Espańa,2587.66
2023M05,Camping de 2Ş y 3Ş,No residentes en Espańa,2595.34
2023M06,TOTAL,TOTAL,29587.59
2023M06,TOTAL,Residentes en Espańa,23342.88
2023M06,TOTAL,No residentes en Espańa,6244.71
2023M06,Camping de 1Ş,TOTAL,20810.59
2023M06,Camping de 1Ş,Residentes en Espańa,19321.18
2023M06,Camping de 1Ş,No residentes en Espańa,1489.41
2023M06,Camping de 2Ş y 3Ş,TOTAL,8777
2023M06,Camping de 2Ş y 3Ş,Residentes en Espańa,4021.7
2023M06,Camping de 2Ş y 3Ş,No residentes en Espańa,4755.3
2023M07,TOTAL,TOTAL,91731.2
2023M07,TOTAL,Residentes en Espańa,89151.38
2023M07,TOTAL,No residentes en Espańa,2579.82
2023M07,Camping de 1Ş,TOTAL,72235.2
2023M07,Camping de 1Ş,Residentes en Espańa,70681.48
2023M07,Camping de 1Ş,No residentes en Espańa,1553.71
2023M07,Camping de 2Ş y 3Ş,TOTAL,19496
2023M07,Camping de 2Ş y 3Ş,Residentes en Espańa,18469.89
2023M07,Camping de 2Ş y 3Ş,No residentes en Espańa,1026.11
2023M08,TOTAL,TOTAL,87332.11
2023M08,TOTAL,Residentes en Espańa,82647.47
2023M08,TOTAL,No residentes en Espańa,4684.64
2023M08,Camping de 1Ş,TOTAL,78645
2023M08,Camping de 1Ş,Residentes en Espańa,74547.45
2023M08,Camping de 1Ş,No residentes en Espańa,4097.55
2023M08,Camping de 2Ş y 3Ş,TOTAL,8687.11
2023M08,Camping de 2Ş y 3Ş,Residentes en Espańa,8100.02
2023M08,Camping de 2Ş y 3Ş,No residentes en Espańa,587.09
2023M09,TOTAL,TOTAL,28203.33
2023M09,TOTAL,Residentes en Espańa,23040.65
2023M09,TOTAL,No residentes en Espańa,5162.67
2023M09,Camping de 1Ş,TOTAL,19550.33
2023M09,Camping de 1Ş,Residentes en Espańa,16776.6
2023M09,Camping de 1Ş,No residentes en Espańa,2773.73
2023M09,Camping de 2Ş y 3Ş,TOTAL,
2023M09,Camping de 2Ş y 3Ş,Residentes en Espańa,
2023M09,Camping de 2Ş y 3Ş,No residentes en Espańa,
2023M10,TOTAL,TOTAL,20449
2023M10,TOTAL,Residentes en Espańa,17099.76
2023M10,TOTAL,No residentes en Espańa,3349.24
2023M10,Camping de 1Ş,TOTAL,14402
2023M10,Camping de 1Ş,Residentes en Espańa,13455.24
2023M10,Camping de 1Ş,No residentes en Espańa,946.76
2023M10,Camping de 2Ş y 3Ş,TOTAL,
2023M10,Camping de 2Ş y 3Ş,Residentes en Espańa,
2023M10,Camping de 2Ş y 3Ş,No residentes en Espańa,
2023M11,TOTAL,TOTAL,12379
2023M11,TOTAL,Residentes en Espańa,11535.91
2023M11,TOTAL,No residentes en Espańa,843.09
2023M11,Camping de 1Ş,TOTAL,10854
2023M11,Camping de 1Ş,Residentes en Espańa,10755.67
2023M11,Camping de 1Ş,No residentes en Espańa,98.33
2023M11,Camping de 2Ş y 3Ş,TOTAL,
2023M11,Camping de 2Ş y 3Ş,Residentes en Espańa,
2023M11,Camping de 2Ş y 3Ş,No residentes en Espańa,
2023M12,TOTAL,TOTAL,4105
2023M12,TOTAL,Residentes en Espańa,4042.49
2023M12,TOTAL,No residentes en Espańa,62.51
2023M12,Camping de 1Ş,TOTAL,2768
2023M12,Camping de 1Ş,Residentes en Espańa,2705.49
2023M12,Camping de 1Ş,No residentes en Espańa,62.51
2023M12,Camping de 2Ş y 3Ş,TOTAL,
2023M12,Camping de 2Ş y 3Ş,Residentes en Espańa,
2023M12,Camping de 2Ş y 3Ş,No residentes en Espańa,
2024M02,TOTAL,TOTAL,4051
2024M02,TOTAL,Residentes en Espańa,3125.15
2024M02,TOTAL,No residentes en Espańa,925.85
2024M02,Camping de 1Ş,TOTAL,2882
2024M02,Camping de 1Ş,Residentes en Espańa,2721.89
2024M02,Camping de 1Ş,No residentes en Espańa,160.11
2024M02,Camping de 2Ş y 3Ş,TOTAL,
2024M02,Camping de 2Ş y 3Ş,Residentes en Espańa,
2024M02,Camping de 2Ş y 3Ş,No residentes en Espańa,
2024M03,TOTAL,TOTAL,27722
2024M03,TOTAL,Residentes en Espańa,24746.84
2024M03,TOTAL,No residentes en Espańa,2975.16
2024M03,Camping de 1Ş,TOTAL,22804
2024M03,Camping de 1Ş,Residentes en Espańa,22673.31
2024M03,Camping de 1Ş,No residentes en Espańa,130.69
2024M03,Camping de 2Ş y 3Ş,TOTAL,
2024M03,Camping de 2Ş y 3Ş,Residentes en Espańa,
2024M03,Camping de 2Ş y 3Ş,No residentes en Espańa,
