Periodo,Categoría,Estancia media,DATA
2019M12,Camping de 1Ş,Estancia media No residentes en Espańa,0.77
2019M12,Camping de 2Ş y 3Ş,Estancia media,
2019M12,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2019M12,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2020M01,TOTAL,Estancia media,2.16
2020M01,TOTAL,Estancia media Residentes en Espańa,2.3
2020M01,TOTAL,Estancia media No residentes en Espańa,1.15
2020M01,Camping de 1Ş,Estancia media,2.25
2020M01,Camping de 1Ş,Estancia media Residentes en Espańa,2.43
2020M01,Camping de 1Ş,Estancia media No residentes en Espańa,1.15
2020M01,Camping de 2Ş y 3Ş,Estancia media,
2020M01,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2020M01,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2020M02,TOTAL,Estancia media,2.55
2020M02,TOTAL,Estancia media Residentes en Espańa,2.79
2020M02,TOTAL,Estancia media No residentes en Espańa,1.53
2020M02,Camping de 1Ş,Estancia media,2.85
2020M02,Camping de 1Ş,Estancia media Residentes en Espańa,3.02
2020M02,Camping de 1Ş,Estancia media No residentes en Espańa,1.18
2020M02,Camping de 2Ş y 3Ş,Estancia media,
2020M02,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2020M02,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2020M03,TOTAL,Estancia media,2.3
2020M03,TOTAL,Estancia media Residentes en Espańa,2.3
2020M03,TOTAL,Estancia media No residentes en Espańa,
2020M03,Camping de 1Ş,Estancia media,2.38
2020M03,Camping de 1Ş,Estancia media Residentes en Espańa,2.38
2020M03,Camping de 1Ş,Estancia media No residentes en Espańa,
2020M03,Camping de 2Ş y 3Ş,Estancia media,
2020M03,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2020M03,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2020M05,TOTAL,Estancia media,
2020M05,TOTAL,Estancia media Residentes en Espańa,
2020M05,TOTAL,Estancia media No residentes en Espańa,
2020M05,Camping de 1Ş,Estancia media,
2020M05,Camping de 1Ş,Estancia media Residentes en Espańa,
2020M05,Camping de 1Ş,Estancia media No residentes en Espańa,
2020M05,Camping de 2Ş y 3Ş,Estancia media,
2020M05,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2020M05,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2020M06,TOTAL,Estancia media,3.15
2020M06,TOTAL,Estancia media Residentes en Espańa,3.16
2020M06,TOTAL,Estancia media No residentes en Espańa,1.22
2020M06,Camping de 1Ş,Estancia media,3.3
2020M06,Camping de 1Ş,Estancia media Residentes en Espańa,3.32
2020M06,Camping de 1Ş,Estancia media No residentes en Espańa,1.22
2020M06,Camping de 2Ş y 3Ş,Estancia media,2.67
2020M06,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,2.67
2020M06,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2020M07,TOTAL,Estancia media,3.92
2020M07,TOTAL,Estancia media Residentes en Espańa,4
2020M07,TOTAL,Estancia media No residentes en Espańa,1.32
2020M07,Camping de 1Ş,Estancia media,3.96
2020M07,Camping de 1Ş,Estancia media Residentes en Espańa,4.01
2020M07,Camping de 1Ş,Estancia media No residentes en Espańa,0.87
2020M07,Camping de 2Ş y 3Ş,Estancia media,3.82
2020M07,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,3.99
2020M07,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,1.58
2020M08,TOTAL,Estancia media,5.53
2020M08,TOTAL,Estancia media Residentes en Espańa,5.62
2020M08,TOTAL,Estancia media No residentes en Espańa,2.42
2020M08,Camping de 1Ş,Estancia media,5.4
2020M08,Camping de 1Ş,Estancia media Residentes en Espańa,5.54
2020M08,Camping de 1Ş,Estancia media No residentes en Espańa,1.38
2020M08,Camping de 2Ş y 3Ş,Estancia media,5.89
2020M08,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,5.86
2020M08,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,7.87
2020M09,TOTAL,Estancia media,3.4
2020M09,TOTAL,Estancia media Residentes en Espańa,3.46
2020M09,TOTAL,Estancia media No residentes en Espańa,1.37
2020M09,Camping de 1Ş,Estancia media,3.84
2020M09,Camping de 1Ş,Estancia media Residentes en Espańa,3.92
2020M09,Camping de 1Ş,Estancia media No residentes en Espańa,1.35
2020M09,Camping de 2Ş y 3Ş,Estancia media,
2020M09,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2020M09,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2020M10,TOTAL,Estancia media,3.37
2020M10,TOTAL,Estancia media Residentes en Espańa,3.54
2020M10,TOTAL,Estancia media No residentes en Espańa,1.84
2020M10,Camping de 1Ş,Estancia media,3.89
2020M10,Camping de 1Ş,Estancia media Residentes en Espańa,3.99
2020M10,Camping de 1Ş,Estancia media No residentes en Espańa,1.1
2020M10,Camping de 2Ş y 3Ş,Estancia media,
2020M10,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2020M10,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2020M12,TOTAL,Estancia media,4.76
2020M12,TOTAL,Estancia media Residentes en Espańa,5.11
2020M12,TOTAL,Estancia media No residentes en Espańa,2.07
2020M12,Camping de 1Ş,Estancia media,5.95
2020M12,Camping de 1Ş,Estancia media Residentes en Espańa,6.73
2020M12,Camping de 1Ş,Estancia media No residentes en Espańa,2.07
2020M12,Camping de 2Ş y 3Ş,Estancia media,
2020M12,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2020M12,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2021M01,TOTAL,Estancia media,13.27
2021M01,TOTAL,Estancia media Residentes en Espańa,13.27
2021M01,TOTAL,Estancia media No residentes en Espańa,
2021M01,Camping de 1Ş,Estancia media,13.27
2021M01,Camping de 1Ş,Estancia media Residentes en Espańa,13.27
2021M01,Camping de 1Ş,Estancia media No residentes en Espańa,
2021M01,Camping de 2Ş y 3Ş,Estancia media,
2021M01,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2021M01,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2021M03,TOTAL,Estancia media,2.34
2021M03,TOTAL,Estancia media Residentes en Espańa,2.28
2021M03,TOTAL,Estancia media No residentes en Espańa,4.08
2021M03,Camping de 1Ş,Estancia media,5.1
2021M03,Camping de 1Ş,Estancia media Residentes en Espańa,5.24
2021M03,Camping de 1Ş,Estancia media No residentes en Espańa,4.08
2021M03,Camping de 2Ş y 3Ş,Estancia media,
2021M03,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2021M03,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2021M05,TOTAL,Estancia media,2.48
2021M05,TOTAL,Estancia media Residentes en Espańa,2.46
2021M05,TOTAL,Estancia media No residentes en Espańa,2.99
2021M05,Camping de 1Ş,Estancia media,2.68
2021M05,Camping de 1Ş,Estancia media Residentes en Espańa,2.7
2021M05,Camping de 1Ş,Estancia media No residentes en Espańa,1.6
2021M05,Camping de 2Ş y 3Ş,Estancia media,2.11
2021M05,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,2
2021M05,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,3.72
2021M06,TOTAL,Estancia media,2.9
2021M06,TOTAL,Estancia media Residentes en Espańa,2.95
2021M06,TOTAL,Estancia media No residentes en Espańa,1.87
2021M06,Camping de 1Ş,Estancia media,3.1
2021M06,Camping de 1Ş,Estancia media Residentes en Espańa,3.14
2021M06,Camping de 1Ş,Estancia media No residentes en Espańa,1.99
2021M06,Camping de 2Ş y 3Ş,Estancia media,2.48
2021M06,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,2.55
2021M06,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,1.74
2021M07,TOTAL,Estancia media,3.65
2021M07,TOTAL,Estancia media Residentes en Espańa,3.75
2021M07,TOTAL,Estancia media No residentes en Espańa,1.71
2021M07,Camping de 1Ş,Estancia media,3.63
2021M07,Camping de 1Ş,Estancia media Residentes en Espańa,3.73
2021M07,Camping de 1Ş,Estancia media No residentes en Espańa,1.47
2021M07,Camping de 2Ş y 3Ş,Estancia media,3.71
2021M07,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,3.83
2021M07,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,2.25
2021M08,TOTAL,Estancia media,6.03
2021M08,TOTAL,Estancia media Residentes en Espańa,6.31
2021M08,TOTAL,Estancia media No residentes en Espańa,2.45
2021M08,Camping de 1Ş,Estancia media,6.31
2021M08,Camping de 1Ş,Estancia media Residentes en Espańa,6.6
2021M08,Camping de 1Ş,Estancia media No residentes en Espańa,2.43
2021M08,Camping de 2Ş y 3Ş,Estancia media,5.13
2021M08,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,5.36
2021M08,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,2.51
2021M09,TOTAL,Estancia media,3.16
2021M09,TOTAL,Estancia media Residentes en Espańa,3.4
2021M09,TOTAL,Estancia media No residentes en Espańa,1.68
2021M09,Camping de 1Ş,Estancia media,3.54
2021M09,Camping de 1Ş,Estancia media Residentes en Espańa,3.77
2021M09,Camping de 1Ş,Estancia media No residentes en Espańa,1.66
2021M09,Camping de 2Ş y 3Ş,Estancia media,
2021M09,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2021M09,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2021M10,TOTAL,Estancia media,2.86
2021M10,TOTAL,Estancia media Residentes en Espańa,3.04
2021M10,TOTAL,Estancia media No residentes en Espańa,1.98
2021M10,Camping de 1Ş,Estancia media,3.23
2021M10,Camping de 1Ş,Estancia media Residentes en Espańa,3.39
2021M10,Camping de 1Ş,Estancia media No residentes en Espańa,1.21
2021M10,Camping de 2Ş y 3Ş,Estancia media,
2021M10,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2021M10,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2021M11,TOTAL,Estancia media,2.58
2021M11,TOTAL,Estancia media Residentes en Espańa,2.74
2021M11,TOTAL,Estancia media No residentes en Espańa,1.31
2021M11,Camping de 1Ş,Estancia media,2.83
2021M11,Camping de 1Ş,Estancia media Residentes en Espańa,2.93
2021M11,Camping de 1Ş,Estancia media No residentes en Espańa,1.37
2021M11,Camping de 2Ş y 3Ş,Estancia media,
2021M11,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2021M11,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2021M12,TOTAL,Estancia media,3.29
2021M12,TOTAL,Estancia media Residentes en Espańa,3.38
2021M12,TOTAL,Estancia media No residentes en Espańa,1.25
2021M12,Camping de 1Ş,Estancia media,3.37
2021M12,Camping de 1Ş,Estancia media Residentes en Espańa,3.51
2021M12,Camping de 1Ş,Estancia media No residentes en Espańa,1.25
2021M12,Camping de 2Ş y 3Ş,Estancia media,
2021M12,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2021M12,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2022M01,TOTAL,Estancia media,3.1
2022M01,TOTAL,Estancia media Residentes en Espańa,3.29
2022M01,TOTAL,Estancia media No residentes en Espańa,1.88
2022M01,Camping de 1Ş,Estancia media,3.31
2022M01,Camping de 1Ş,Estancia media Residentes en Espańa,3.57
2022M01,Camping de 1Ş,Estancia media No residentes en Espańa,1.88
2022M01,Camping de 2Ş y 3Ş,Estancia media,
2022M01,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2022M01,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2022M02,TOTAL,Estancia media,3.08
2022M02,TOTAL,Estancia media Residentes en Espańa,3.55
2022M02,TOTAL,Estancia media No residentes en Espańa,1.52
2022M02,Camping de 1Ş,Estancia media,4.29
2022M02,Camping de 1Ş,Estancia media Residentes en Espańa,4.54
2022M02,Camping de 1Ş,Estancia media No residentes en Espańa,1.73
2022M02,Camping de 2Ş y 3Ş,Estancia media,
2022M02,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2022M02,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2022M03,TOTAL,Estancia media,2.83
2022M03,TOTAL,Estancia media Residentes en Espańa,3.36
2022M03,TOTAL,Estancia media No residentes en Espańa,1.73
2022M03,Camping de 1Ş,Estancia media,4.83
2022M03,Camping de 1Ş,Estancia media Residentes en Espańa,5.26
2022M03,Camping de 1Ş,Estancia media No residentes en Espańa,1.35
2022M03,Camping de 2Ş y 3Ş,Estancia media,
2022M03,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2022M03,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2022M04,TOTAL,Estancia media,2.75
2022M04,TOTAL,Estancia media Residentes en Espańa,2.88
2022M04,TOTAL,Estancia media No residentes en Espańa,2.44
2022M04,Camping de 1Ş,Estancia media,2.73
2022M04,Camping de 1Ş,Estancia media Residentes en Espańa,2.86
2022M04,Camping de 1Ş,Estancia media No residentes en Espańa,0.96
2022M04,Camping de 2Ş y 3Ş,Estancia media,2.8
2022M04,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,3.03
2022M04,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,2.73
2022M05,TOTAL,Estancia media,2.57
2022M05,TOTAL,Estancia media Residentes en Espańa,2.93
2022M05,TOTAL,Estancia media No residentes en Espańa,1.83
2022M05,Camping de 1Ş,Estancia media,2.92
2022M05,Camping de 1Ş,Estancia media Residentes en Espańa,3.34
2022M05,Camping de 1Ş,Estancia media No residentes en Espańa,1.62
2022M05,Camping de 2Ş y 3Ş,Estancia media,1.97
2022M05,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,1.93
2022M05,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,2.01
2022M06,TOTAL,Estancia media,3.3
2022M06,TOTAL,Estancia media Residentes en Espańa,3.74
2022M06,TOTAL,Estancia media No residentes en Espańa,2.2
2022M06,Camping de 1Ş,Estancia media,3.55
2022M06,Camping de 1Ş,Estancia media Residentes en Espańa,4.16
2022M06,Camping de 1Ş,Estancia media No residentes en Espańa,1.18
2022M06,Camping de 2Ş y 3Ş,Estancia media,2.84
2022M06,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,2.65
2022M06,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,3.08
2022M07,TOTAL,Estancia media,4.75
2022M07,TOTAL,Estancia media Residentes en Espańa,5.13
2022M07,TOTAL,Estancia media No residentes en Espańa,1.68
2022M07,Camping de 1Ş,Estancia media,5.13
2022M07,Camping de 1Ş,Estancia media Residentes en Espańa,5.5
2022M07,Camping de 1Ş,Estancia media No residentes en Espańa,1.45
2022M07,Camping de 2Ş y 3Ş,Estancia media,3.63
2022M07,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,3.96
2022M07,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,2.03
2022M08,TOTAL,Estancia media,5
2022M08,TOTAL,Estancia media Residentes en Espańa,5.57
2022M08,TOTAL,Estancia media No residentes en Espańa,1.8
2022M08,Camping de 1Ş,Estancia media,5.01
2022M08,Camping de 1Ş,Estancia media Residentes en Espańa,5.61
2022M08,Camping de 1Ş,Estancia media No residentes en Espańa,1.38
2022M08,Camping de 2Ş y 3Ş,Estancia media,4.97
2022M08,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,5.44
2022M08,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,2.91
2022M09,TOTAL,Estancia media,3
2022M09,TOTAL,Estancia media Residentes en Espańa,3.39
2022M09,TOTAL,Estancia media No residentes en Espańa,1.66
2022M09,Camping de 1Ş,Estancia media,3.34
2022M09,Camping de 1Ş,Estancia media Residentes en Espańa,3.81
2022M09,Camping de 1Ş,Estancia media No residentes en Espańa,1.48
2022M09,Camping de 2Ş y 3Ş,Estancia media,
2022M09,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2022M09,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2022M10,TOTAL,Estancia media,2.54
2022M10,TOTAL,Estancia media Residentes en Espańa,2.83
2022M10,TOTAL,Estancia media No residentes en Espańa,1.98
2022M10,Camping de 1Ş,Estancia media,2.75
2022M10,Camping de 1Ş,Estancia media Residentes en Espańa,3.07
2022M10,Camping de 1Ş,Estancia media No residentes en Espańa,1.52
2022M10,Camping de 2Ş y 3Ş,Estancia media,
2022M10,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2022M10,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2022M11,TOTAL,Estancia media,2.74
2022M11,TOTAL,Estancia media Residentes en Espańa,2.93
2022M11,TOTAL,Estancia media No residentes en Espańa,1.76
2022M11,Camping de 1Ş,Estancia media,3.02
2022M11,Camping de 1Ş,Estancia media Residentes en Espańa,3.09
2022M11,Camping de 1Ş,Estancia media No residentes en Espańa,1.68
2022M11,Camping de 2Ş y 3Ş,Estancia media,
2022M11,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2022M11,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2022M12,TOTAL,Estancia media,4.9
2022M12,TOTAL,Estancia media Residentes en Espańa,4.9
2022M12,TOTAL,Estancia media No residentes en Espańa,
2022M12,Camping de 1Ş,Estancia media,6.07
2022M12,Camping de 1Ş,Estancia media Residentes en Espańa,6.07
2022M12,Camping de 1Ş,Estancia media No residentes en Espańa,
2022M12,Camping de 2Ş y 3Ş,Estancia media,
2022M12,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2022M12,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2023M02,TOTAL,Estancia media,4.04
2023M02,TOTAL,Estancia media Residentes en Espańa,5.19
2023M02,TOTAL,Estancia media No residentes en Espańa,1.73
2023M02,Camping de 1Ş,Estancia media,6.06
2023M02,Camping de 1Ş,Estancia media Residentes en Espańa,6.35
2023M02,Camping de 1Ş,Estancia media No residentes en Espańa,1.37
2023M02,Camping de 2Ş y 3Ş,Estancia media,
2023M02,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2023M02,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2023M03,TOTAL,Estancia media,2.63
2023M03,TOTAL,Estancia media Residentes en Espańa,2.78
2023M03,TOTAL,Estancia media No residentes en Espańa,1.93
2023M03,Camping de 1Ş,Estancia media,3.54
2023M03,Camping de 1Ş,Estancia media Residentes en Espańa,3.57
2023M03,Camping de 1Ş,Estancia media No residentes en Espańa,0.98
2023M03,Camping de 2Ş y 3Ş,Estancia media,
2023M03,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2023M03,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2023M05,TOTAL,Estancia media,3.14
2023M05,TOTAL,Estancia media Residentes en Espańa,4.26
2023M05,TOTAL,Estancia media No residentes en Espańa,1.59
2023M05,Camping de 1Ş,Estancia media,3.8
2023M05,Camping de 1Ş,Estancia media Residentes en Espańa,5.19
2023M05,Camping de 1Ş,Estancia media No residentes en Espańa,1.29
2023M05,Camping de 2Ş y 3Ş,Estancia media,2.02
2023M05,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,2.12
2023M05,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,1.93
2023M06,TOTAL,Estancia media,2.64
2023M06,TOTAL,Estancia media Residentes en Espańa,2.94
2023M06,TOTAL,Estancia media No residentes en Espańa,1.92
2023M06,Camping de 1Ş,Estancia media,2.92
2023M06,Camping de 1Ş,Estancia media Residentes en Espańa,3.24
2023M06,Camping de 1Ş,Estancia media No residentes en Espańa,1.27
2023M06,Camping de 2Ş y 3Ş,Estancia media,2.15
2023M06,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,2.02
2023M06,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,2.28
2023M07,TOTAL,Estancia media,4.3
2023M07,TOTAL,Estancia media Residentes en Espańa,4.54
2023M07,TOTAL,Estancia media No residentes en Espańa,1.51
2023M07,Camping de 1Ş,Estancia media,4.57
2023M07,Camping de 1Ş,Estancia media Residentes en Espańa,4.87
2023M07,Camping de 1Ş,Estancia media No residentes en Espańa,1.21
2023M07,Camping de 2Ş y 3Ş,Estancia media,3.53
2023M07,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,3.62
2023M07,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,2.42
2023M08,TOTAL,Estancia media,4.7
2023M08,TOTAL,Estancia media Residentes en Espańa,5.45
2023M08,TOTAL,Estancia media No residentes en Espańa,1.37
2023M08,Camping de 1Ş,Estancia media,4.94
2023M08,Camping de 1Ş,Estancia media Residentes en Espańa,5.82
2023M08,Camping de 1Ş,Estancia media No residentes en Espańa,1.32
2023M08,Camping de 2Ş y 3Ş,Estancia media,3.27
2023M08,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,3.46
2023M08,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,1.86
2023M09,TOTAL,Estancia media,2.83
2023M09,TOTAL,Estancia media Residentes en Espańa,3.34
2023M09,TOTAL,Estancia media No residentes en Espańa,1.69
2023M09,Camping de 1Ş,Estancia media,3.1
2023M09,Camping de 1Ş,Estancia media Residentes en Espańa,3.56
2023M09,Camping de 1Ş,Estancia media No residentes en Espańa,1.74
2023M09,Camping de 2Ş y 3Ş,Estancia media,
2023M09,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2023M09,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2023M10,TOTAL,Estancia media,3.11
2023M10,TOTAL,Estancia media Residentes en Espańa,3.71
2023M10,TOTAL,Estancia media No residentes en Espańa,1.71
2023M10,Camping de 1Ş,Estancia media,3.85
2023M10,Camping de 1Ş,Estancia media Residentes en Espańa,4.56
2023M10,Camping de 1Ş,Estancia media No residentes en Espańa,1.2
2023M10,Camping de 2Ş y 3Ş,Estancia media,
2023M10,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2023M10,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2023M11,TOTAL,Estancia media,4.28
2023M11,TOTAL,Estancia media Residentes en Espańa,4.92
2023M11,TOTAL,Estancia media No residentes en Espańa,1.54
2023M11,Camping de 1Ş,Estancia media,5.17
2023M11,Camping de 1Ş,Estancia media Residentes en Espańa,5.44
2023M11,Camping de 1Ş,Estancia media No residentes en Espańa,0.81
2023M11,Camping de 2Ş y 3Ş,Estancia media,
2023M11,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2023M11,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2023M12,TOTAL,Estancia media,3.39
2023M12,TOTAL,Estancia media Residentes en Espańa,3.49
2023M12,TOTAL,Estancia media No residentes en Espańa,1.19
2023M12,Camping de 1Ş,Estancia media,3.79
2023M12,Camping de 1Ş,Estancia media Residentes en Espańa,3.99
2023M12,Camping de 1Ş,Estancia media No residentes en Espańa,1.19
2023M12,Camping de 2Ş y 3Ş,Estancia media,
2023M12,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2023M12,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2024M02,TOTAL,Estancia media,2.99
2024M02,TOTAL,Estancia media Residentes en Espańa,3.88
2024M02,TOTAL,Estancia media No residentes en Espańa,1.68
2024M02,Camping de 1Ş,Estancia media,4.5
2024M02,Camping de 1Ş,Estancia media Residentes en Espańa,4.77
2024M02,Camping de 1Ş,Estancia media No residentes en Espańa,2.29
2024M02,Camping de 2Ş y 3Ş,Estancia media,
2024M02,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2024M02,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
2024M03,TOTAL,Estancia media,2.63
2024M03,TOTAL,Estancia media Residentes en Espańa,2.65
2024M03,TOTAL,Estancia media No residentes en Espańa,2.44
2024M03,Camping de 1Ş,Estancia media,2.65
2024M03,Camping de 1Ş,Estancia media Residentes en Espańa,2.69
2024M03,Camping de 1Ş,Estancia media No residentes en Espańa,0.77
2024M03,Camping de 2Ş y 3Ş,Estancia media,
2024M03,Camping de 2Ş y 3Ş,Estancia media Residentes en Espańa,
2024M03,Camping de 2Ş y 3Ş,Estancia media No residentes en Espańa,
