Periodo,País de residencia,Medida,DATA
2017M07,Reino Unido,Pernoctaciones,143.78
2017M07,Resto de UE,Viajeros,180.78
2017M07,Resto de UE,Pernoctaciones,227.71
2017M07,Estados Unidos,Viajeros,29.49
2017M07,Estados Unidos,Pernoctaciones,29.49
2017M07,Resto de America,Viajeros,29.49
2017M07,Resto de America,Pernoctaciones,133.18
2017M07,Francia,Viajeros,127.12
2017M07,Francia,Pernoctaciones,156.18
2017M07,Resto de Europa,Viajeros,
2017M07,Resto de Europa,Pernoctaciones,
2017M07,Resto de no residentes en Espańa,Viajeros,36.87
2017M07,Resto de no residentes en Espańa,Pernoctaciones,36.87
2017M07,Alemania,Viajeros,
2017M07,Alemania,Pernoctaciones,
2017M07,Italia,Viajeros,115.21
2017M07,Italia,Pernoctaciones,252.53
2017M07,Paises Bajos,Viajeros,80.83
2017M07,Paises Bajos,Pernoctaciones,466.65
2017M07,Paises Nordicos,Viajeros,41.12
2017M07,Paises Nordicos,Pernoctaciones,52.74
2017M08,TOTAL,Viajeros,6633.8
2017M08,TOTAL,Pernoctaciones,21163.53
2017M08,RESIDENTES EN ESPAŃA,Viajeros,5790.35
2017M08,RESIDENTES EN ESPAŃA,Pernoctaciones,19024.91
2017M08,NO RESIDENTE EN ESPAŃA,Viajeros,843.45
2017M08,NO RESIDENTE EN ESPAŃA,Pernoctaciones,2138.62
2017M08,Reino Unido,Viajeros,115.5
2017M08,Reino Unido,Pernoctaciones,210.56
2017M08,Resto de UE,Viajeros,177.24
2017M08,Resto de UE,Pernoctaciones,274.98
2017M08,Estados Unidos,Viajeros,28.7
2017M08,Estados Unidos,Pernoctaciones,28.7
2017M08,Resto de America,Viajeros,122.86
2017M08,Resto de America,Pernoctaciones,562.72
2017M08,Francia,Viajeros,146.71
2017M08,Francia,Pernoctaciones,254.33
2017M08,Resto de Europa,Viajeros,93.26
2017M08,Resto de Europa,Pernoctaciones,545.23
2017M08,Resto de no residentes en Espańa,Viajeros,40.35
2017M08,Resto de no residentes en Espańa,Pernoctaciones,121.06
2017M08,Alemania,Viajeros,40.35
2017M08,Alemania,Pernoctaciones,40.35
2017M08,Italia,Viajeros,78.47
2017M08,Italia,Pernoctaciones,100.69
2017M08,Paises Bajos,Viajeros,
2017M08,Paises Bajos,Pernoctaciones,
2017M08,Paises Nordicos,Viajeros,
2017M08,Paises Nordicos,Pernoctaciones,
2017M09,TOTAL,Viajeros,5008.24
2017M09,TOTAL,Pernoctaciones,11096.08
2017M09,RESIDENTES EN ESPAŃA,Viajeros,4218.25
2017M09,RESIDENTES EN ESPAŃA,Pernoctaciones,9856.6
2017M09,NO RESIDENTE EN ESPAŃA,Viajeros,789.99
2017M09,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1239.47
2017M09,Reino Unido,Viajeros,93.87
2017M09,Reino Unido,Pernoctaciones,181.27
2017M09,Resto de UE,Viajeros,80.94
2017M09,Resto de UE,Pernoctaciones,181.83
2017M09,Estados Unidos,Viajeros,142.3
2017M09,Estados Unidos,Pernoctaciones,142.3
2017M09,Resto de America,Viajeros,52.94
2017M09,Resto de America,Pernoctaciones,92.94
2017M09,Francia,Viajeros,66.94
2017M09,Francia,Pernoctaciones,126.85
2017M09,Resto de Europa,Viajeros,37.96
2017M09,Resto de Europa,Pernoctaciones,41.96
2017M09,Resto de no residentes en Espańa,Viajeros,187.23
2017M09,Resto de no residentes en Espańa,Pernoctaciones,344.51
2017M09,Alemania,Viajeros,52.42
2017M09,Alemania,Pernoctaciones,52.42
2017M09,Italia,Viajeros,60.42
2017M09,Italia,Pernoctaciones,60.42
2017M09,Paises Bajos,Viajeros,14.98
2017M09,Paises Bajos,Pernoctaciones,14.98
2017M09,Paises Nordicos,Viajeros,
2017M09,Paises Nordicos,Pernoctaciones,
2017M10,TOTAL,Viajeros,5432.79
2017M10,TOTAL,Pernoctaciones,12233.1
2017M10,RESIDENTES EN ESPAŃA,Viajeros,4523.59
2017M10,RESIDENTES EN ESPAŃA,Pernoctaciones,10592.89
2017M10,NO RESIDENTE EN ESPAŃA,Viajeros,909.2
2017M10,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1640.21
2017M10,Reino Unido,Viajeros,27.46
2017M10,Reino Unido,Pernoctaciones,27.46
2017M10,Resto de UE,Viajeros,240.94
2017M10,Resto de UE,Pernoctaciones,503.14
2017M10,Estados Unidos,Viajeros,167.42
2017M10,Estados Unidos,Pernoctaciones,428.73
2017M10,Resto de America,Viajeros,50.27
2017M10,Resto de America,Pernoctaciones,110.94
2017M10,Francia,Viajeros,14.17
2017M10,Francia,Pernoctaciones,28.35
2017M10,Resto de Europa,Viajeros,31.33
2017M10,Resto de Europa,Pernoctaciones,39.08
2017M10,Resto de no residentes en Espańa,Viajeros,113.7
2017M10,Resto de no residentes en Espańa,Pernoctaciones,181.9
2017M10,Alemania,Viajeros,51.32
2017M10,Alemania,Pernoctaciones,51.32
2017M10,Italia,Viajeros,21.26
2017M10,Italia,Pernoctaciones,21.26
2017M10,Paises Bajos,Viajeros,14.17
2017M10,Paises Bajos,Pernoctaciones,28.35
2017M10,Paises Nordicos,Viajeros,177.16
2017M10,Paises Nordicos,Pernoctaciones,219.68
2017M11,TOTAL,Viajeros,3121.12
2017M11,TOTAL,Pernoctaciones,7276.31
2017M11,RESIDENTES EN ESPAŃA,Viajeros,2917.1
2017M11,RESIDENTES EN ESPAŃA,Pernoctaciones,6781.98
2017M11,NO RESIDENTE EN ESPAŃA,Viajeros,204.02
2017M11,NO RESIDENTE EN ESPAŃA,Pernoctaciones,494.33
2017M11,Reino Unido,Viajeros,13.72
2017M11,Reino Unido,Pernoctaciones,13.72
2017M11,Resto de UE,Viajeros,13.72
2017M11,Resto de UE,Pernoctaciones,27.43
2017M11,Estados Unidos,Viajeros,13.72
2017M11,Estados Unidos,Pernoctaciones,27.43
2017M11,Resto de America,Viajeros,13.72
2017M11,Resto de America,Pernoctaciones,41.15
2017M11,Francia,Viajeros,137.16
2017M11,Francia,Pernoctaciones,356.61
2017M11,Resto de Europa,Viajeros,
2017M11,Resto de Europa,Pernoctaciones,
2017M11,Resto de no residentes en Espańa,Viajeros,
2017M11,Resto de no residentes en Espańa,Pernoctaciones,
2017M11,Alemania,Viajeros,4
2017M11,Alemania,Pernoctaciones,20
2017M11,Italia,Viajeros,8
2017M11,Italia,Pernoctaciones,8
2017M11,Paises Bajos,Viajeros,
2017M11,Paises Bajos,Pernoctaciones,
2017M11,Paises Nordicos,Viajeros,
2017M11,Paises Nordicos,Pernoctaciones,
2017M12,TOTAL,Viajeros,4564.81
2017M12,TOTAL,Pernoctaciones,11790.51
2017M12,RESIDENTES EN ESPAŃA,Viajeros,4387.6
2017M12,RESIDENTES EN ESPAŃA,Pernoctaciones,11431.24
2017M12,NO RESIDENTE EN ESPAŃA,Viajeros,177.21
2017M12,NO RESIDENTE EN ESPAŃA,Pernoctaciones,359.27
2017M12,Reino Unido,Viajeros,78.76
2017M12,Reino Unido,Pernoctaciones,107.4
2017M12,Resto de UE,Viajeros,
2017M12,Resto de UE,Pernoctaciones,
2017M12,Estados Unidos,Viajeros,
2017M12,Estados Unidos,Pernoctaciones,
2017M12,Resto de America,Viajeros,15.27
2017M12,Resto de America,Pernoctaciones,30.55
2017M12,Francia,Viajeros,15.27
2017M12,Francia,Pernoctaciones,91.65
2017M12,Resto de Europa,Viajeros,
2017M12,Resto de Europa,Pernoctaciones,
2017M12,Resto de no residentes en Espańa,Viajeros,44.87
2017M12,Resto de no residentes en Espańa,Pernoctaciones,44.87
2017M12,Alemania,Viajeros,
2017M12,Alemania,Pernoctaciones,
2017M12,Italia,Viajeros,23.02
2017M12,Italia,Pernoctaciones,84.8
2017M12,Paises Bajos,Viajeros,
2017M12,Paises Bajos,Pernoctaciones,
2017M12,Paises Nordicos,Viajeros,
2017M12,Paises Nordicos,Pernoctaciones,
2018M01,TOTAL,Viajeros,2005.4
2018M01,TOTAL,Pernoctaciones,5162.59
2018M01,RESIDENTES EN ESPAŃA,Viajeros,1987.74
2018M01,RESIDENTES EN ESPAŃA,Pernoctaciones,5131.15
2018M01,NO RESIDENTE EN ESPAŃA,Viajeros,17.66
2018M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,31.44
2018M01,Reino Unido,Viajeros,
2018M01,Reino Unido,Pernoctaciones,
2018M01,Resto de UE,Viajeros,3.88
2018M01,Resto de UE,Pernoctaciones,3.88
2018M01,Estados Unidos,Viajeros,
2018M01,Estados Unidos,Pernoctaciones,
2018M01,Resto de America,Viajeros,
2018M01,Resto de America,Pernoctaciones,
2018M01,Francia,Viajeros,
2018M01,Francia,Pernoctaciones,
2018M01,Resto de Europa,Viajeros,7.75
2018M01,Resto de Europa,Pernoctaciones,15.5
2018M01,Resto de no residentes en Espańa,Viajeros,
2018M01,Resto de no residentes en Espańa,Pernoctaciones,
2018M01,Alemania,Viajeros,
2018M01,Alemania,Pernoctaciones,
2018M01,Italia,Viajeros,6.03
2018M01,Italia,Pernoctaciones,12.07
2018M01,Paises Bajos,Viajeros,
2018M01,Paises Bajos,Pernoctaciones,
2018M01,Paises Nordicos,Viajeros,
2018M01,Paises Nordicos,Pernoctaciones,
2018M02,TOTAL,Viajeros,2789.57
2018M02,TOTAL,Pernoctaciones,7460.34
2018M02,RESIDENTES EN ESPAŃA,Viajeros,2686.47
2018M02,RESIDENTES EN ESPAŃA,Pernoctaciones,7047.93
2018M02,NO RESIDENTE EN ESPAŃA,Viajeros,103.1
2018M02,NO RESIDENTE EN ESPAŃA,Pernoctaciones,412.41
2018M02,Reino Unido,Viajeros,99.1
2018M02,Reino Unido,Pernoctaciones,396.41
2018M02,Resto de UE,Viajeros,4
2018M02,Resto de UE,Pernoctaciones,16
2018M02,Estados Unidos,Viajeros,
2018M02,Estados Unidos,Pernoctaciones,
2018M02,Resto de America,Viajeros,
2018M02,Resto de America,Pernoctaciones,
2018M02,Francia,Viajeros,
2018M02,Francia,Pernoctaciones,
2018M02,Resto de Europa,Viajeros,
2018M02,Resto de Europa,Pernoctaciones,
2018M02,Resto de no residentes en Espańa,Viajeros,
2018M02,Resto de no residentes en Espańa,Pernoctaciones,
2018M02,Alemania,Viajeros,
2018M02,Alemania,Pernoctaciones,
2018M02,Italia,Viajeros,
2018M02,Italia,Pernoctaciones,
2018M02,Paises Bajos,Viajeros,
2018M02,Paises Bajos,Pernoctaciones,
2018M02,Paises Nordicos,Viajeros,
2018M02,Paises Nordicos,Pernoctaciones,
2018M03,TOTAL,Viajeros,3494.6
2018M03,TOTAL,Pernoctaciones,9080.29
2018M03,RESIDENTES EN ESPAŃA,Viajeros,3351.47
2018M03,RESIDENTES EN ESPAŃA,Pernoctaciones,8867.56
2018M03,NO RESIDENTE EN ESPAŃA,Viajeros,143.12
2018M03,NO RESIDENTE EN ESPAŃA,Pernoctaciones,212.73
2018M03,Reino Unido,Viajeros,53.55
2018M03,Reino Unido,Pernoctaciones,53.55
2018M03,Resto de UE,Viajeros,11.62
2018M03,Resto de UE,Pernoctaciones,54.25
2018M03,Estados Unidos,Viajeros,12.42
2018M03,Estados Unidos,Pernoctaciones,12.42
2018M03,Resto de America,Viajeros,32.62
2018M03,Resto de America,Pernoctaciones,40.37
2018M03,Francia,Viajeros,
2018M03,Francia,Pernoctaciones,
2018M03,Resto de Europa,Viajeros,
2018M03,Resto de Europa,Pernoctaciones,
2018M03,Resto de no residentes en Espańa,Viajeros,6.41
2018M03,Resto de no residentes en Espańa,Pernoctaciones,25.64
2018M03,Alemania,Viajeros,26.49
2018M03,Alemania,Pernoctaciones,26.49
2018M03,Italia,Viajeros,
2018M03,Italia,Pernoctaciones,
2018M03,Paises Bajos,Viajeros,
2018M03,Paises Bajos,Pernoctaciones,
2018M03,Paises Nordicos,Viajeros,
2018M03,Paises Nordicos,Pernoctaciones,
2018M04,TOTAL,Viajeros,2949.45
2018M04,TOTAL,Pernoctaciones,7981.53
2018M04,RESIDENTES EN ESPAŃA,Viajeros,2688.95
2018M04,RESIDENTES EN ESPAŃA,Pernoctaciones,7493.16
2018M04,NO RESIDENTE EN ESPAŃA,Viajeros,260.51
2018M04,NO RESIDENTE EN ESPAŃA,Pernoctaciones,488.37
2018M04,Reino Unido,Viajeros,12.21
2018M04,Reino Unido,Pernoctaciones,12.21
2018M04,Resto de UE,Viajeros,97.72
2018M04,Resto de UE,Pernoctaciones,97.72
2018M04,Estados Unidos,Viajeros,79.39
2018M04,Estados Unidos,Pernoctaciones,103.82
2018M04,Resto de America,Viajeros,
2018M04,Resto de America,Pernoctaciones,
2018M04,Francia,Viajeros,46.75
2018M04,Francia,Pernoctaciones,54.75
2018M04,Resto de Europa,Viajeros,12.21
2018M04,Resto de Europa,Pernoctaciones,48.86
2018M04,Resto de no residentes en Espańa,Viajeros,12.21
2018M04,Resto de no residentes en Espańa,Pernoctaciones,171
2018M04,Alemania,Viajeros,
2018M04,Alemania,Pernoctaciones,
2018M04,Italia,Viajeros,
2018M04,Italia,Pernoctaciones,
2018M04,Paises Bajos,Viajeros,
2018M04,Paises Bajos,Pernoctaciones,
2018M04,Paises Nordicos,Viajeros,
2018M04,Paises Nordicos,Pernoctaciones,
2018M05,TOTAL,Viajeros,2968.28
2018M05,TOTAL,Pernoctaciones,6794.59
2018M05,RESIDENTES EN ESPAŃA,Viajeros,2304.34
2018M05,RESIDENTES EN ESPAŃA,Pernoctaciones,5908.44
2018M05,NO RESIDENTE EN ESPAŃA,Viajeros,663.94
2018M05,NO RESIDENTE EN ESPAŃA,Pernoctaciones,886.15
2018M05,Reino Unido,Viajeros,88.35
2018M05,Reino Unido,Pernoctaciones,100.97
2018M05,Resto de UE,Viajeros,75.73
2018M05,Resto de UE,Pernoctaciones,83.48
2018M05,Estados Unidos,Viajeros,22.81
2018M05,Estados Unidos,Pernoctaciones,22.81
2018M05,Resto de America,Viajeros,64.55
2018M05,Resto de America,Pernoctaciones,103.3
2018M05,Francia,Viajeros,50.49
2018M05,Francia,Pernoctaciones,126.22
2018M05,Resto de Europa,Viajeros,61.53
2018M05,Resto de Europa,Pernoctaciones,61.53
2018M05,Resto de no residentes en Espańa,Viajeros,176.7
2018M05,Resto de no residentes en Espańa,Pernoctaciones,176.7
2018M05,Alemania,Viajeros,56.8
2018M05,Alemania,Pernoctaciones,56.8
2018M05,Italia,Viajeros,
2018M05,Italia,Pernoctaciones,
2018M05,Paises Bajos,Viajeros,29.12
2018M05,Paises Bajos,Pernoctaciones,40.74
2018M05,Paises Nordicos,Viajeros,37.87
2018M05,Paises Nordicos,Pernoctaciones,113.6
2018M06,TOTAL,Viajeros,3284.4
2018M06,TOTAL,Pernoctaciones,8404.38
2018M06,RESIDENTES EN ESPAŃA,Viajeros,3102.06
2018M06,RESIDENTES EN ESPAŃA,Pernoctaciones,7723.09
2018M06,NO RESIDENTE EN ESPAŃA,Viajeros,182.34
2018M06,NO RESIDENTE EN ESPAŃA,Pernoctaciones,681.28
2018M06,Reino Unido,Viajeros,4
2018M06,Reino Unido,Pernoctaciones,8
2018M06,Resto de UE,Viajeros,106.21
2018M06,Resto de UE,Pernoctaciones,128.25
2018M06,Estados Unidos,Viajeros,24.05
2018M06,Estados Unidos,Pernoctaciones,48.1
2018M06,Resto de America,Viajeros,12.03
2018M06,Resto de America,Pernoctaciones,32.05
2018M06,Francia,Viajeros,4
2018M06,Francia,Pernoctaciones,98.19
2018M06,Resto de Europa,Viajeros,
2018M06,Resto de Europa,Pernoctaciones,
2018M06,Resto de no residentes en Espańa,Viajeros,12.03
2018M06,Resto de no residentes en Espańa,Pernoctaciones,294.62
2018M06,Alemania,Viajeros,
2018M06,Alemania,Pernoctaciones,
2018M06,Italia,Viajeros,
2018M06,Italia,Pernoctaciones,
2018M06,Paises Bajos,Viajeros,20.03
2018M06,Paises Bajos,Pernoctaciones,72.08
2018M06,Paises Nordicos,Viajeros,
2018M06,Paises Nordicos,Pernoctaciones,
2018M07,TOTAL,Viajeros,3796.26
2018M07,TOTAL,Pernoctaciones,11243.6
2018M07,RESIDENTES EN ESPAŃA,Viajeros,3307.89
2018M07,RESIDENTES EN ESPAŃA,Pernoctaciones,10283.44
2018M07,NO RESIDENTE EN ESPAŃA,Viajeros,488.36
2018M07,NO RESIDENTE EN ESPAŃA,Pernoctaciones,960.16
2018M07,Reino Unido,Viajeros,14.69
2018M07,Reino Unido,Pernoctaciones,86.38
2018M07,Resto de UE,Viajeros,114.03
2018M07,Resto de UE,Pernoctaciones,168.62
2018M07,Estados Unidos,Viajeros,
2018M07,Estados Unidos,Pernoctaciones,95.68
2018M07,Resto de America,Viajeros,7.75
2018M07,Resto de America,Pernoctaciones,7.75
2018M07,Francia,Viajeros,92.79
2018M07,Francia,Pernoctaciones,122.99
2018M07,Resto de Europa,Viajeros,49.61
2018M07,Resto de Europa,Pernoctaciones,79.51
2018M07,Resto de no residentes en Espańa,Viajeros,129.45
2018M07,Resto de no residentes en Espańa,Pernoctaciones,169.1
2018M07,Alemania,Viajeros,7.75
2018M07,Alemania,Pernoctaciones,7.75
2018M07,Italia,Viajeros,62.59
2018M07,Italia,Pernoctaciones,137.14
2018M07,Paises Bajos,Viajeros,5.81
2018M07,Paises Bajos,Pernoctaciones,69.75
2018M07,Paises Nordicos,Viajeros,3.88
2018M07,Paises Nordicos,Pernoctaciones,15.5
2018M08,TOTAL,Viajeros,4037.58
2018M08,TOTAL,Pernoctaciones,15182.66
2018M08,RESIDENTES EN ESPAŃA,Viajeros,3537.27
2018M08,RESIDENTES EN ESPAŃA,Pernoctaciones,13687.25
2018M08,NO RESIDENTE EN ESPAŃA,Viajeros,500.31
2018M08,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1495.41
2018M08,Reino Unido,Viajeros,58.36
2018M08,Reino Unido,Pernoctaciones,333.87
2018M08,Resto de UE,Viajeros,106.27
2018M08,Resto de UE,Pernoctaciones,225.14
2018M08,Estados Unidos,Viajeros,7.43
2018M08,Estados Unidos,Pernoctaciones,14.86
2018M08,Resto de America,Viajeros,11.62
2018M08,Resto de America,Pernoctaciones,81.38
2018M08,Francia,Viajeros,136.83
2018M08,Francia,Pernoctaciones,405.21
2018M08,Resto de Europa,Viajeros,5.81
2018M08,Resto de Europa,Pernoctaciones,23.25
2018M08,Resto de no residentes en Espańa,Viajeros,7.43
2018M08,Resto de no residentes en Espańa,Pernoctaciones,14.86
2018M08,Alemania,Viajeros,57.58
2018M08,Alemania,Pernoctaciones,228.45
2018M08,Italia,Viajeros,
2018M08,Italia,Pernoctaciones,
2018M08,Paises Bajos,Viajeros,108.97
2018M08,Paises Bajos,Pernoctaciones,168.41
2018M08,Paises Nordicos,Viajeros,
2018M08,Paises Nordicos,Pernoctaciones,
2018M09,TOTAL,Viajeros,3654.68
2018M09,TOTAL,Pernoctaciones,8578.76
2018M09,RESIDENTES EN ESPAŃA,Viajeros,3209.18
2018M09,RESIDENTES EN ESPAŃA,Pernoctaciones,7511.04
2018M09,NO RESIDENTE EN ESPAŃA,Viajeros,445.5
2018M09,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1067.72
2018M09,Reino Unido,Viajeros,63.28
2018M09,Reino Unido,Pernoctaciones,297.44
2018M09,Resto de UE,Viajeros,75.94
2018M09,Resto de UE,Pernoctaciones,113.91
2018M09,Estados Unidos,Viajeros,115.58
2018M09,Estados Unidos,Pernoctaciones,183.88
2018M09,Resto de America,Viajeros,22.99
2018M09,Resto de America,Pernoctaciones,38.99
2018M09,Francia,Viajeros,
2018M09,Francia,Pernoctaciones,94.93
2018M09,Resto de Europa,Viajeros,25.31
2018M09,Resto de Europa,Pernoctaciones,25.31
2018M09,Resto de no residentes en Espańa,Viajeros,41.14
2018M09,Resto de no residentes en Espańa,Pernoctaciones,117.08
2018M09,Alemania,Viajeros,25.31
2018M09,Alemania,Pernoctaciones,75.94
2018M09,Italia,Viajeros,
2018M09,Italia,Pernoctaciones,6.33
2018M09,Paises Bajos,Viajeros,18.99
2018M09,Paises Bajos,Pernoctaciones,56.96
2018M09,Paises Nordicos,Viajeros,56.96
2018M09,Paises Nordicos,Pernoctaciones,56.96
2018M10,TOTAL,Viajeros,4056.49
2018M10,TOTAL,Pernoctaciones,8846.03
2018M10,RESIDENTES EN ESPAŃA,Viajeros,3548.21
2018M10,RESIDENTES EN ESPAŃA,Pernoctaciones,8072.32
2018M10,NO RESIDENTE EN ESPAŃA,Viajeros,508.28
2018M10,NO RESIDENTE EN ESPAŃA,Pernoctaciones,773.71
2018M10,Reino Unido,Viajeros,90.84
2018M10,Reino Unido,Pernoctaciones,246.43
2018M10,Resto de UE,Viajeros,105.83
2018M10,Resto de UE,Pernoctaciones,113.58
2018M10,Estados Unidos,Viajeros,108.81
2018M10,Estados Unidos,Pernoctaciones,131.79
2018M10,Resto de America,Viajeros,36.78
2018M10,Resto de America,Pernoctaciones,85.82
2018M10,Francia,Viajeros,95.82
2018M10,Francia,Pernoctaciones,95.82
2018M10,Resto de Europa,Viajeros,12.26
2018M10,Resto de Europa,Pernoctaciones,24.52
2018M10,Resto de no residentes en Espańa,Viajeros,8.9
2018M10,Resto de no residentes en Espańa,Pernoctaciones,26.69
2018M10,Alemania,Viajeros,49.04
2018M10,Alemania,Pernoctaciones,49.04
2018M10,Italia,Viajeros,
2018M10,Italia,Pernoctaciones,
2018M10,Paises Bajos,Viajeros,
2018M10,Paises Bajos,Pernoctaciones,
2018M10,Paises Nordicos,Viajeros,
2018M10,Paises Nordicos,Pernoctaciones,
2018M11,TOTAL,Viajeros,2638.37
2018M11,TOTAL,Pernoctaciones,6448.26
2018M11,RESIDENTES EN ESPAŃA,Viajeros,2576.91
2018M11,RESIDENTES EN ESPAŃA,Pernoctaciones,6243.88
2018M11,NO RESIDENTE EN ESPAŃA,Viajeros,61.46
2018M11,NO RESIDENTE EN ESPAŃA,Pernoctaciones,204.38
2018M11,Reino Unido,Viajeros,
2018M11,Reino Unido,Pernoctaciones,
2018M11,Resto de UE,Viajeros,19.82
2018M11,Resto de UE,Pernoctaciones,63.28
2018M11,Estados Unidos,Viajeros,8
2018M11,Estados Unidos,Pernoctaciones,40
2018M11,Resto de America,Viajeros,
2018M11,Resto de America,Pernoctaciones,
2018M11,Francia,Viajeros,4
2018M11,Francia,Pernoctaciones,24
2018M11,Resto de Europa,Viajeros,11.91
2018M11,Resto de Europa,Pernoctaciones,29.82
2018M11,Resto de no residentes en Espańa,Viajeros,11.82
2018M11,Resto de no residentes en Espańa,Pernoctaciones,11.82
2018M11,Alemania,Viajeros,5.91
2018M11,Alemania,Pernoctaciones,11.82
2018M11,Italia,Viajeros,
2018M11,Italia,Pernoctaciones,
2018M11,Paises Bajos,Viajeros,
2018M11,Paises Bajos,Pernoctaciones,23.64
2018M11,Paises Nordicos,Viajeros,
2018M11,Paises Nordicos,Pernoctaciones,
2018M12,TOTAL,Viajeros,3556.8
2018M12,TOTAL,Pernoctaciones,9792.54
2018M12,RESIDENTES EN ESPAŃA,Viajeros,3464.75
2018M12,RESIDENTES EN ESPAŃA,Pernoctaciones,9359.93
2018M12,NO RESIDENTE EN ESPAŃA,Viajeros,92.06
2018M12,NO RESIDENTE EN ESPAŃA,Pernoctaciones,432.62
2018M12,Reino Unido,Viajeros,12.81
2018M12,Reino Unido,Pernoctaciones,38.42
2018M12,Resto de UE,Viajeros,11.62
2018M12,Resto de UE,Pernoctaciones,23.25
2018M12,Estados Unidos,Viajeros,
2018M12,Estados Unidos,Pernoctaciones,
2018M12,Resto de America,Viajeros,30.01
2018M12,Resto de America,Pernoctaciones,270.11
2018M12,Francia,Viajeros,19.21
2018M12,Francia,Pernoctaciones,51.22
2018M12,Resto de Europa,Viajeros,
2018M12,Resto de Europa,Pernoctaciones,
2018M12,Resto de no residentes en Espańa,Viajeros,18.41
2018M12,Resto de no residentes en Espańa,Pernoctaciones,49.62
2018M12,Alemania,Viajeros,
2018M12,Alemania,Pernoctaciones,
2018M12,Italia,Viajeros,
2018M12,Italia,Pernoctaciones,
2018M12,Paises Bajos,Viajeros,
2018M12,Paises Bajos,Pernoctaciones,
2018M12,Paises Nordicos,Viajeros,
2018M12,Paises Nordicos,Pernoctaciones,
2019M01,TOTAL,Viajeros,1704.87
2019M01,TOTAL,Pernoctaciones,4053.11
2019M01,RESIDENTES EN ESPAŃA,Viajeros,1639.51
2019M01,RESIDENTES EN ESPAŃA,Pernoctaciones,3900.89
2019M01,NO RESIDENTE EN ESPAŃA,Viajeros,65.36
2019M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,152.23
2019M01,Reino Unido,Viajeros,25.61
2019M01,Reino Unido,Pernoctaciones,25.61
2019M01,Resto de UE,Viajeros,7.75
2019M01,Resto de UE,Pernoctaciones,31
2019M01,Estados Unidos,Viajeros,
2019M01,Estados Unidos,Pernoctaciones,
2019M01,Resto de America,Viajeros,32.01
2019M01,Resto de America,Pernoctaciones,95.62
2019M01,Francia,Viajeros,
2019M01,Francia,Pernoctaciones,
2019M01,Resto de Europa,Viajeros,
2019M01,Resto de Europa,Pernoctaciones,
2019M01,Resto de no residentes en Espańa,Viajeros,
2019M01,Resto de no residentes en Espańa,Pernoctaciones,
2019M01,Alemania,Viajeros,
2019M01,Alemania,Pernoctaciones,
2019M01,Italia,Viajeros,
2019M01,Italia,Pernoctaciones,
2019M01,Paises Bajos,Viajeros,
2019M01,Paises Bajos,Pernoctaciones,
2019M01,Paises Nordicos,Viajeros,
2019M01,Paises Nordicos,Pernoctaciones,
2019M02,TOTAL,Viajeros,2819.75
2019M02,TOTAL,Pernoctaciones,5505.11
2019M02,RESIDENTES EN ESPAŃA,Viajeros,2620.66
2019M02,RESIDENTES EN ESPAŃA,Pernoctaciones,5064.39
2019M02,NO RESIDENTE EN ESPAŃA,Viajeros,199.09
2019M02,NO RESIDENTE EN ESPAŃA,Pernoctaciones,440.72
2019M02,Reino Unido,Viajeros,10
2019M02,Reino Unido,Pernoctaciones,30
2019M02,Resto de UE,Viajeros,52.03
2019M02,Resto de UE,Pernoctaciones,78.05
2019M02,Estados Unidos,Viajeros,13.01
2019M02,Estados Unidos,Pernoctaciones,39.02
2019M02,Resto de America,Viajeros,72.52
2019M02,Resto de America,Pernoctaciones,125.04
2019M02,Francia,Viajeros,6
2019M02,Francia,Pernoctaciones,6
2019M02,Resto de Europa,Viajeros,
2019M02,Resto de Europa,Pernoctaciones,
2019M02,Resto de no residentes en Espańa,Viajeros,32.52
2019M02,Resto de no residentes en Espańa,Pernoctaciones,58.54
2019M02,Alemania,Viajeros,6.5
2019M02,Alemania,Pernoctaciones,91.06
2019M02,Italia,Viajeros,6.5
2019M02,Italia,Pernoctaciones,13.01
2019M02,Paises Bajos,Viajeros,
2019M02,Paises Bajos,Pernoctaciones,
2019M02,Paises Nordicos,Viajeros,
2019M02,Paises Nordicos,Pernoctaciones,
2019M03,TOTAL,Viajeros,2489.13
2019M03,TOTAL,Pernoctaciones,6363.35
2019M03,RESIDENTES EN ESPAŃA,Viajeros,2338.91
2019M03,RESIDENTES EN ESPAŃA,Pernoctaciones,5989.12
2019M03,NO RESIDENTE EN ESPAŃA,Viajeros,150.21
2019M03,NO RESIDENTE EN ESPAŃA,Pernoctaciones,374.23
2019M03,Reino Unido,Viajeros,13.82
2019M03,Reino Unido,Pernoctaciones,41.45
2019M03,Resto de UE,Viajeros,13.82
2019M03,Resto de UE,Pernoctaciones,13.82
2019M03,Estados Unidos,Viajeros,38.86
2019M03,Estados Unidos,Pernoctaciones,77.72
2019M03,Resto de America,Viajeros,22.41
2019M03,Resto de America,Pernoctaciones,146.25
2019M03,Francia,Viajeros,48.36
2019M03,Francia,Pernoctaciones,69.08
2019M03,Resto de Europa,Viajeros,
2019M03,Resto de Europa,Pernoctaciones,
