Periodo,Categoría,Residencia viajero,DATA
2020M09,1 Llave,No residentes en Espańa,57.95
2020M09,"2, 3 y 4 Llaves",TOTAL,231.8
2020M09,"2, 3 y 4 Llaves",Residentes en Espańa,231.8
2020M09,"2, 3 y 4 Llaves",No residentes en Espańa,
2020M10,TOTAL,TOTAL,1234.88
2020M10,TOTAL,Residentes en Espańa,1181.4
2020M10,TOTAL,No residentes en Espańa,53.48
2020M10,1 Llave,TOTAL,1061.69
2020M10,1 Llave,Residentes en Espańa,1008.21
2020M10,1 Llave,No residentes en Espańa,53.48
2020M10,"2, 3 y 4 Llaves",TOTAL,173.19
2020M10,"2, 3 y 4 Llaves",Residentes en Espańa,173.19
2020M10,"2, 3 y 4 Llaves",No residentes en Espańa,
2020M11,TOTAL,TOTAL,118.36
2020M11,TOTAL,Residentes en Espańa,118.36
2020M11,TOTAL,No residentes en Espańa,
2020M11,1 Llave,TOTAL,94.69
2020M11,1 Llave,Residentes en Espańa,94.69
2020M11,1 Llave,No residentes en Espańa,
2020M11,"2, 3 y 4 Llaves",TOTAL,23.67
2020M11,"2, 3 y 4 Llaves",Residentes en Espańa,23.67
2020M11,"2, 3 y 4 Llaves",No residentes en Espańa,
2020M12,TOTAL,TOTAL,349.73
2020M12,TOTAL,Residentes en Espańa,332.53
2020M12,TOTAL,No residentes en Espańa,17.2
2020M12,1 Llave,TOTAL,173.53
2020M12,1 Llave,Residentes en Espańa,173.53
2020M12,1 Llave,No residentes en Espańa,
2020M12,"2, 3 y 4 Llaves",TOTAL,176.21
2020M12,"2, 3 y 4 Llaves",Residentes en Espańa,159.01
2020M12,"2, 3 y 4 Llaves",No residentes en Espańa,17.2
2021M01,TOTAL,TOTAL,205.78
2021M01,TOTAL,Residentes en Espańa,205.78
2021M01,TOTAL,No residentes en Espańa,
2021M01,1 Llave,TOTAL,181.09
2021M01,1 Llave,Residentes en Espańa,181.09
2021M01,1 Llave,No residentes en Espańa,
2021M01,"2, 3 y 4 Llaves",TOTAL,24.69
2021M01,"2, 3 y 4 Llaves",Residentes en Espańa,24.69
2021M01,"2, 3 y 4 Llaves",No residentes en Espańa,
2021M03,TOTAL,TOTAL,454.75
2021M03,TOTAL,Residentes en Espańa,429.99
2021M03,TOTAL,No residentes en Espańa,24.76
2021M03,1 Llave,TOTAL,341.68
2021M03,1 Llave,Residentes en Espańa,316.92
2021M03,1 Llave,No residentes en Espańa,24.76
2021M03,"2, 3 y 4 Llaves",TOTAL,113.07
2021M03,"2, 3 y 4 Llaves",Residentes en Espańa,113.07
2021M03,"2, 3 y 4 Llaves",No residentes en Espańa,
2021M04,TOTAL,TOTAL,737.87
2021M04,TOTAL,Residentes en Espańa,722.93
2021M04,TOTAL,No residentes en Espańa,14.94
2021M04,1 Llave,TOTAL,401.78
2021M04,1 Llave,Residentes en Espańa,401.78
2021M04,1 Llave,No residentes en Espańa,
2021M04,"2, 3 y 4 Llaves",TOTAL,336.09
2021M04,"2, 3 y 4 Llaves",Residentes en Espańa,321.15
2021M04,"2, 3 y 4 Llaves",No residentes en Espańa,14.94
2021M05,TOTAL,TOTAL,1470.24
2021M05,TOTAL,Residentes en Espańa,1349.49
2021M05,TOTAL,No residentes en Espańa,120.75
2021M05,1 Llave,TOTAL,1187.16
2021M05,1 Llave,Residentes en Espańa,1079.68
2021M05,1 Llave,No residentes en Espańa,107.48
2021M05,"2, 3 y 4 Llaves",TOTAL,283.08
2021M05,"2, 3 y 4 Llaves",Residentes en Espańa,269.81
2021M05,"2, 3 y 4 Llaves",No residentes en Espańa,13.27
2021M06,TOTAL,TOTAL,2655.18
2021M06,TOTAL,Residentes en Espańa,2426.87
2021M06,TOTAL,No residentes en Espańa,228.31
2021M06,1 Llave,TOTAL,2211.6
2021M06,1 Llave,Residentes en Espańa,2035.48
2021M06,1 Llave,No residentes en Espańa,176.13
2021M06,"2, 3 y 4 Llaves",TOTAL,443.58
2021M06,"2, 3 y 4 Llaves",Residentes en Espańa,391.39
2021M06,"2, 3 y 4 Llaves",No residentes en Espańa,52.19
2021M07,TOTAL,TOTAL,6369.49
2021M07,TOTAL,Residentes en Espańa,5646.18
2021M07,TOTAL,No residentes en Espańa,723.31
2021M07,1 Llave,TOTAL,5567.09
2021M07,1 Llave,Residentes en Espańa,4964.01
2021M07,1 Llave,No residentes en Espańa,603.08
2021M07,"2, 3 y 4 Llaves",TOTAL,802.4
2021M07,"2, 3 y 4 Llaves",Residentes en Espańa,682.17
2021M07,"2, 3 y 4 Llaves",No residentes en Espańa,120.23
2021M08,TOTAL,TOTAL,6077.26
2021M08,TOTAL,Residentes en Espańa,5669.98
2021M08,TOTAL,No residentes en Espańa,407.27
2021M08,1 Llave,TOTAL,5295.37
2021M08,1 Llave,Residentes en Espańa,5024
2021M08,1 Llave,No residentes en Espańa,271.37
2021M08,"2, 3 y 4 Llaves",TOTAL,781.88
2021M08,"2, 3 y 4 Llaves",Residentes en Espańa,645.98
2021M08,"2, 3 y 4 Llaves",No residentes en Espańa,135.9
2021M09,TOTAL,TOTAL,4507.98
2021M09,TOTAL,Residentes en Espańa,3556.9
2021M09,TOTAL,No residentes en Espańa,951.08
2021M09,1 Llave,TOTAL,4056.65
2021M09,1 Llave,Residentes en Espańa,3193.14
2021M09,1 Llave,No residentes en Espańa,863.51
2021M09,"2, 3 y 4 Llaves",TOTAL,451.33
2021M09,"2, 3 y 4 Llaves",Residentes en Espańa,363.76
2021M09,"2, 3 y 4 Llaves",No residentes en Espańa,87.57
2021M10,TOTAL,TOTAL,5482.99
2021M10,TOTAL,Residentes en Espańa,5048.35
2021M10,TOTAL,No residentes en Espańa,434.64
2021M10,1 Llave,TOTAL,4739.6
2021M10,1 Llave,Residentes en Espańa,4356.34
2021M10,1 Llave,No residentes en Espańa,383.26
2021M10,"2, 3 y 4 Llaves",TOTAL,743.39
2021M10,"2, 3 y 4 Llaves",Residentes en Espańa,692
2021M10,"2, 3 y 4 Llaves",No residentes en Espańa,51.39
2021M11,TOTAL,TOTAL,2885.79
2021M11,TOTAL,Residentes en Espańa,2604.83
2021M11,TOTAL,No residentes en Espańa,280.97
2021M11,1 Llave,TOTAL,2350.62
2021M11,1 Llave,Residentes en Espańa,2083.03
2021M11,1 Llave,No residentes en Espańa,267.59
2021M11,"2, 3 y 4 Llaves",TOTAL,535.17
2021M11,"2, 3 y 4 Llaves",Residentes en Espańa,521.79
2021M11,"2, 3 y 4 Llaves",No residentes en Espańa,13.38
2021M12,TOTAL,TOTAL,3268.11
2021M12,TOTAL,Residentes en Espańa,3120.13
2021M12,TOTAL,No residentes en Espańa,147.97
2021M12,1 Llave,TOTAL,2651.56
2021M12,1 Llave,Residentes en Espańa,2556.43
2021M12,1 Llave,No residentes en Espańa,95.12
2021M12,"2, 3 y 4 Llaves",TOTAL,616.55
2021M12,"2, 3 y 4 Llaves",Residentes en Espańa,563.7
2021M12,"2, 3 y 4 Llaves",No residentes en Espańa,52.85
2022M01,TOTAL,TOTAL,1976.12
2022M01,TOTAL,Residentes en Espańa,1782.58
2022M01,TOTAL,No residentes en Espańa,193.54
2022M01,1 Llave,TOTAL,1621.13
2022M01,1 Llave,Residentes en Espańa,1490.7
2022M01,1 Llave,No residentes en Espańa,130.43
2022M01,"2, 3 y 4 Llaves",TOTAL,354.99
2022M01,"2, 3 y 4 Llaves",Residentes en Espańa,291.88
2022M01,"2, 3 y 4 Llaves",No residentes en Espańa,63.11
2022M02,TOTAL,TOTAL,3273.09
2022M02,TOTAL,Residentes en Espańa,3027.71
2022M02,TOTAL,No residentes en Espańa,245.39
2022M02,1 Llave,TOTAL,2948.55
2022M02,1 Llave,Residentes en Espańa,2766.48
2022M02,1 Llave,No residentes en Espańa,182.06
2022M02,"2, 3 y 4 Llaves",TOTAL,324.55
2022M02,"2, 3 y 4 Llaves",Residentes en Espańa,261.22
2022M02,"2, 3 y 4 Llaves",No residentes en Espańa,63.33
2022M03,TOTAL,TOTAL,3194.59
2022M03,TOTAL,Residentes en Espańa,3011.06
2022M03,TOTAL,No residentes en Espańa,183.53
2022M03,1 Llave,TOTAL,2766.16
2022M03,1 Llave,Residentes en Espańa,2650.81
2022M03,1 Llave,No residentes en Espańa,115.35
2022M03,"2, 3 y 4 Llaves",TOTAL,428.43
2022M03,"2, 3 y 4 Llaves",Residentes en Espańa,360.25
2022M03,"2, 3 y 4 Llaves",No residentes en Espańa,68.19
2022M04,TOTAL,TOTAL,5632.79
2022M04,TOTAL,Residentes en Espańa,5161.71
2022M04,TOTAL,No residentes en Espańa,471.09
2022M04,1 Llave,TOTAL,4864.18
2022M04,1 Llave,Residentes en Espańa,4508.79
2022M04,1 Llave,No residentes en Espańa,355.38
2022M04,"2, 3 y 4 Llaves",TOTAL,768.62
2022M04,"2, 3 y 4 Llaves",Residentes en Espańa,652.91
2022M04,"2, 3 y 4 Llaves",No residentes en Espańa,115.71
2022M05,TOTAL,TOTAL,4162.14
2022M05,TOTAL,Residentes en Espańa,3587.81
2022M05,TOTAL,No residentes en Espańa,574.33
2022M05,1 Llave,TOTAL,3518.42
2022M05,1 Llave,Residentes en Espańa,3088.21
2022M05,1 Llave,No residentes en Espańa,430.21
2022M05,"2, 3 y 4 Llaves",TOTAL,643.72
2022M05,"2, 3 y 4 Llaves",Residentes en Espańa,499.6
2022M05,"2, 3 y 4 Llaves",No residentes en Espańa,144.12
2022M06,TOTAL,TOTAL,4880.41
2022M06,TOTAL,Residentes en Espańa,3914.64
2022M06,TOTAL,No residentes en Espańa,965.77
2022M06,1 Llave,TOTAL,4190.58
2022M06,1 Llave,Residentes en Espańa,3468.28
2022M06,1 Llave,No residentes en Espańa,722.3
2022M06,"2, 3 y 4 Llaves",TOTAL,689.83
2022M06,"2, 3 y 4 Llaves",Residentes en Espańa,446.36
2022M06,"2, 3 y 4 Llaves",No residentes en Espańa,243.47
2022M07,TOTAL,TOTAL,7457.92
2022M07,TOTAL,Residentes en Espańa,6209.36
2022M07,TOTAL,No residentes en Espańa,1248.56
2022M07,1 Llave,TOTAL,6501.24
2022M07,1 Llave,Residentes en Espańa,5486.89
2022M07,1 Llave,No residentes en Espańa,1014.36
2022M07,"2, 3 y 4 Llaves",TOTAL,956.68
2022M07,"2, 3 y 4 Llaves",Residentes en Espańa,722.47
2022M07,"2, 3 y 4 Llaves",No residentes en Espańa,234.21
2022M09,TOTAL,TOTAL,5967.54
2022M09,TOTAL,Residentes en Espańa,4872.31
2022M09,TOTAL,No residentes en Espańa,1095.23
2022M09,1 Llave,TOTAL,5105.13
2022M09,1 Llave,Residentes en Espańa,4238.19
2022M09,1 Llave,No residentes en Espańa,866.94
2022M09,"2, 3 y 4 Llaves",TOTAL,862.4
2022M09,"2, 3 y 4 Llaves",Residentes en Espańa,634.12
2022M09,"2, 3 y 4 Llaves",No residentes en Espańa,228.28
2022M10,TOTAL,TOTAL,5476.46
2022M10,TOTAL,Residentes en Espańa,4866.28
2022M10,TOTAL,No residentes en Espańa,610.18
2022M10,1 Llave,TOTAL,4853.3
2022M10,1 Llave,Residentes en Espańa,4367.75
2022M10,1 Llave,No residentes en Espańa,485.55
2022M10,"2, 3 y 4 Llaves",TOTAL,623.16
2022M10,"2, 3 y 4 Llaves",Residentes en Espańa,498.53
2022M10,"2, 3 y 4 Llaves",No residentes en Espańa,124.63
2022M11,TOTAL,TOTAL,3242.78
2022M11,TOTAL,Residentes en Espańa,2826.07
2022M11,TOTAL,No residentes en Espańa,416.71
2022M11,1 Llave,TOTAL,2693.07
2022M11,1 Llave,Residentes en Espańa,2435.95
2022M11,1 Llave,No residentes en Espańa,257.12
2022M11,"2, 3 y 4 Llaves",TOTAL,549.71
2022M11,"2, 3 y 4 Llaves",Residentes en Espańa,390.11
2022M11,"2, 3 y 4 Llaves",No residentes en Espańa,159.59
2022M12,TOTAL,TOTAL,4141.54
2022M12,TOTAL,Residentes en Espańa,3726.43
2022M12,TOTAL,No residentes en Espańa,415.12
2022M12,1 Llave,TOTAL,3346.34
2022M12,1 Llave,Residentes en Espańa,2946.91
2022M12,1 Llave,No residentes en Espańa,399.43
2022M12,"2, 3 y 4 Llaves",TOTAL,795.21
2022M12,"2, 3 y 4 Llaves",Residentes en Espańa,779.52
2022M12,"2, 3 y 4 Llaves",No residentes en Espańa,15.68
2023M01,TOTAL,TOTAL,2790.16
2023M01,TOTAL,Residentes en Espańa,2567.3
2023M01,TOTAL,No residentes en Espańa,222.86
2023M01,1 Llave,TOTAL,2305.9
2023M01,1 Llave,Residentes en Espańa,2090.85
2023M01,1 Llave,No residentes en Espańa,215.05
2023M01,"2, 3 y 4 Llaves",TOTAL,484.25
2023M01,"2, 3 y 4 Llaves",Residentes en Espańa,476.44
2023M01,"2, 3 y 4 Llaves",No residentes en Espańa,7.81
2023M02,TOTAL,TOTAL,4063.34
2023M02,TOTAL,Residentes en Espańa,3927.12
2023M02,TOTAL,No residentes en Espańa,136.22
2023M02,1 Llave,TOTAL,3181.93
2023M02,1 Llave,Residentes en Espańa,3109.81
2023M02,1 Llave,No residentes en Espańa,72.12
2023M02,"2, 3 y 4 Llaves",TOTAL,881.42
2023M02,"2, 3 y 4 Llaves",Residentes en Espańa,817.31
2023M02,"2, 3 y 4 Llaves",No residentes en Espańa,64.1
2023M03,TOTAL,TOTAL,4583.97
2023M03,TOTAL,Residentes en Espańa,4219.38
2023M03,TOTAL,No residentes en Espańa,364.58
2023M03,1 Llave,TOTAL,3775.21
2023M03,1 Llave,Residentes en Espańa,3444.02
2023M03,1 Llave,No residentes en Espańa,331.18
2023M03,"2, 3 y 4 Llaves",TOTAL,808.76
2023M03,"2, 3 y 4 Llaves",Residentes en Espańa,775.36
2023M03,"2, 3 y 4 Llaves",No residentes en Espańa,33.4
2023M04,TOTAL,TOTAL,7866.29
2023M04,TOTAL,Residentes en Espańa,7326.54
2023M04,TOTAL,No residentes en Espańa,539.75
2023M04,1 Llave,TOTAL,6757.36
2023M04,1 Llave,Residentes en Espańa,6217.61
2023M04,1 Llave,No residentes en Espańa,539.75
2023M04,"2, 3 y 4 Llaves",TOTAL,1108.93
2023M04,"2, 3 y 4 Llaves",Residentes en Espańa,1108.93
2023M04,"2, 3 y 4 Llaves",No residentes en Espańa,
2023M05,TOTAL,TOTAL,5961.72
2023M05,TOTAL,Residentes en Espańa,4818.56
2023M05,TOTAL,No residentes en Espańa,1143.17
2023M05,1 Llave,TOTAL,4479.57
2023M05,1 Llave,Residentes en Espańa,3614.85
2023M05,1 Llave,No residentes en Espańa,864.71
2023M05,"2, 3 y 4 Llaves",TOTAL,1482.16
2023M05,"2, 3 y 4 Llaves",Residentes en Espańa,1203.7
2023M05,"2, 3 y 4 Llaves",No residentes en Espańa,278.45
2023M06,TOTAL,TOTAL,6464.62
2023M06,TOTAL,Residentes en Espańa,5591.82
2023M06,TOTAL,No residentes en Espańa,872.8
2023M06,1 Llave,TOTAL,4675.57
2023M06,1 Llave,Residentes en Espańa,4007.04
2023M06,1 Llave,No residentes en Espańa,668.53
2023M06,"2, 3 y 4 Llaves",TOTAL,1789.04
2023M06,"2, 3 y 4 Llaves",Residentes en Espańa,1584.77
2023M06,"2, 3 y 4 Llaves",No residentes en Espańa,204.27
2023M07,TOTAL,TOTAL,9276.73
2023M07,TOTAL,Residentes en Espańa,8023.92
2023M07,TOTAL,No residentes en Espańa,1252.8
2023M07,1 Llave,TOTAL,7680.92
2023M07,1 Llave,Residentes en Espańa,6596.31
2023M07,1 Llave,No residentes en Espańa,1084.62
2023M07,"2, 3 y 4 Llaves",TOTAL,1595.8
2023M07,"2, 3 y 4 Llaves",Residentes en Espańa,1427.61
2023M07,"2, 3 y 4 Llaves",No residentes en Espańa,168.19
2023M08,TOTAL,TOTAL,15565.23
2023M08,TOTAL,Residentes en Espańa,14357.25
2023M08,TOTAL,No residentes en Espańa,1207.99
2023M08,1 Llave,TOTAL,8860.78
2023M08,1 Llave,Residentes en Espańa,8018.02
2023M08,1 Llave,No residentes en Espańa,842.76
2023M08,"2, 3 y 4 Llaves",TOTAL,6704.45
2023M08,"2, 3 y 4 Llaves",Residentes en Espańa,6339.23
2023M08,"2, 3 y 4 Llaves",No residentes en Espańa,365.22
2023M09,TOTAL,TOTAL,7714.52
2023M09,TOTAL,Residentes en Espańa,6244.45
2023M09,TOTAL,No residentes en Espańa,1470.07
2023M09,1 Llave,TOTAL,5954
2023M09,1 Llave,Residentes en Espańa,4827.9
2023M09,1 Llave,No residentes en Espańa,1126.1
2023M09,"2, 3 y 4 Llaves",TOTAL,1760.52
2023M09,"2, 3 y 4 Llaves",Residentes en Espańa,1416.55
2023M09,"2, 3 y 4 Llaves",No residentes en Espańa,343.97
2023M10,TOTAL,TOTAL,6593.54
2023M10,TOTAL,Residentes en Espańa,5611.78
2023M10,TOTAL,No residentes en Espańa,981.75
2023M10,1 Llave,TOTAL,5079.44
2023M10,1 Llave,Residentes en Espańa,4281.43
2023M10,1 Llave,No residentes en Espańa,798.01
2023M10,"2, 3 y 4 Llaves",TOTAL,1514.1
2023M10,"2, 3 y 4 Llaves",Residentes en Espańa,1330.35
2023M10,"2, 3 y 4 Llaves",No residentes en Espańa,183.74
2023M11,TOTAL,TOTAL,4812.1
2023M11,TOTAL,Residentes en Espańa,4241.8
2023M11,TOTAL,No residentes en Espańa,570.3
2023M11,1 Llave,TOTAL,3982
2023M11,1 Llave,Residentes en Espańa,3478.16
2023M11,1 Llave,No residentes en Espańa,503.85
2023M11,"2, 3 y 4 Llaves",TOTAL,830.1
2023M11,"2, 3 y 4 Llaves",Residentes en Espańa,763.64
2023M11,"2, 3 y 4 Llaves",No residentes en Espańa,66.46
2023M12,TOTAL,TOTAL,5774.82
2023M12,TOTAL,Residentes en Espańa,5462.06
2023M12,TOTAL,No residentes en Espańa,312.76
2023M12,1 Llave,TOTAL,4306.01
2023M12,1 Llave,Residentes en Espańa,4036.52
2023M12,1 Llave,No residentes en Espańa,269.49
2023M12,"2, 3 y 4 Llaves",TOTAL,1468.81
2023M12,"2, 3 y 4 Llaves",Residentes en Espańa,1425.54
2023M12,"2, 3 y 4 Llaves",No residentes en Espańa,43.27
2024M01,TOTAL,TOTAL,1912.28
2024M01,TOTAL,Residentes en Espańa,1582.45
2024M01,TOTAL,No residentes en Espańa,329.83
2024M01,1 Llave,TOTAL,1363.34
2024M01,1 Llave,Residentes en Espańa,1065.68
2024M01,1 Llave,No residentes en Espańa,297.66
2024M01,"2, 3 y 4 Llaves",TOTAL,548.93
2024M01,"2, 3 y 4 Llaves",Residentes en Espańa,516.77
2024M01,"2, 3 y 4 Llaves",No residentes en Espańa,32.16
2024M02,TOTAL,TOTAL,2145.73
2024M02,TOTAL,Residentes en Espańa,1917.77
2024M02,TOTAL,No residentes en Espańa,227.96
2024M02,1 Llave,TOTAL,1476.86
2024M02,1 Llave,Residentes en Espańa,1352.08
2024M02,1 Llave,No residentes en Espańa,124.78
2024M02,"2, 3 y 4 Llaves",TOTAL,668.87
2024M02,"2, 3 y 4 Llaves",Residentes en Espańa,565.69
2024M02,"2, 3 y 4 Llaves",No residentes en Espańa,103.18
2024M03,TOTAL,TOTAL,4792.56
2024M03,TOTAL,Residentes en Espańa,4538.19
2024M03,TOTAL,No residentes en Espańa,254.37
2024M03,1 Llave,TOTAL,3578.42
2024M03,1 Llave,Residentes en Espańa,3388.62
2024M03,1 Llave,No residentes en Espańa,189.8
2024M03,"2, 3 y 4 Llaves",TOTAL,1214.14
2024M03,"2, 3 y 4 Llaves",Residentes en Espańa,1149.57
2024M03,"2, 3 y 4 Llaves",No residentes en Espańa,64.57
