Grupo actividad sector turístico,Régimen de afiliación,Periodo,DATA
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2017T4,2064
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2018T1,2054
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2018T2,1985
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2018T3,1978
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2018T4,2123
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2019T1,2262
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2019T2,2156
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2019T3,2130
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2019T4,2296
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2020T1,1989
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2020T2,1804
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2020T3,1884
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2020T4,2049
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2021T1,1988
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2021T2,1835
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2021T3,1941
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2021T4,2322
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2011T2,1210
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2011T3,1212
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2011T4,1294
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2012T1,1335
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2012T2,1233
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2012T3,1159
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2012T4,1294
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2013T1,1325
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2013T2,1275
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2013T3,1158
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2013T4,1396
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2014T1,1337
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2014T2,1189
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2014T3,1183
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2014T4,1453
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2015T1,1464
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2015T2,1347
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2015T3,1258
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2015T4,1500
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2016T1,1540
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2016T2,1401
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2016T3,1329
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2016T4,1556
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2017T1,1593
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2017T2,1467
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2017T3,1379
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2017T4,1558
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2018T1,1555
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2018T2,1452
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2018T3,1448
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2018T4,1606
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2019T1,1756
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2019T2,1620
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2019T3,1603
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2019T4,1774
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2020T1,1485
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2020T2,1296
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2020T3,1374
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2020T4,1540
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2021T1,1475
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2021T2,1315
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2021T3,1409
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN GENERAL,2021T4,1783
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2011T2,439
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2011T3,437
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2011T4,431
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2012T1,429
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2012T2,455
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2012T3,460
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2012T4,449
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2013T1,434
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2013T2,628
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2013T3,468
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2013T4,465
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2014T1,475
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2014T2,492
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2014T3,494
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2014T4,469
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2015T1,483
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2015T2,504
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2015T3,495
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2015T4,485
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2016T1,485
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2016T2,505
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2016T3,501
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2016T4,499
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2017T1,499
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2017T2,524
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2017T3,520
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2017T4,506
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2018T1,499
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2018T2,533
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2018T3,530
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2018T4,517
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2019T1,506
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2019T2,536
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2019T3,527
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2019T4,522
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2020T1,504
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2020T2,508
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2020T3,510
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2020T4,509
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2021T1,513
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2021T2,520
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2021T3,532
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",REGIMEN ESPECIAL,2021T4,539
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2011T2,439
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2011T3,437
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2011T4,431
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2012T1,429
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2012T2,455
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2012T3,460
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2012T4,449
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2013T1,434
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2013T2,628
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2013T3,468
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2013T4,465
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2014T1,475
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2014T2,492
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2014T3,494
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2014T4,469
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2015T1,483
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2015T2,504
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2015T3,495
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2015T4,485
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2016T1,485
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2016T2,505
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2016T3,501
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2016T4,499
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2017T1,499
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2017T2,524
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2017T3,520
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2017T4,506
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2018T1,499
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2018T2,533
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2018T3,530
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2018T4,517
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2019T1,506
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2019T2,536
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2019T3,527
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2019T4,522
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2020T1,504
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2020T2,508
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2020T3,510
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2020T4,509
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2021T1,513
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2021T2,520
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2021T3,532
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Régimen especial de trabajadores autónomos,2021T4,539
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2011T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2011T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2011T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2012T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2012T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2012T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2012T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2013T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2013T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2013T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2013T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2014T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2014T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2014T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2014T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2015T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2015T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2015T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2015T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2016T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2016T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2016T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2016T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2017T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2017T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2017T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2017T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2018T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2018T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2018T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2018T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2019T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2019T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2019T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2019T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2020T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2020T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2020T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2020T4,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2021T1,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2021T2,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2021T3,
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",Otros Régimenes,2021T4,
RESTO DE SECTOR SERVICIOS,TOTAL,2011T2,63519
RESTO DE SECTOR SERVICIOS,TOTAL,2011T3,62902
RESTO DE SECTOR SERVICIOS,TOTAL,2011T4,62320
RESTO DE SECTOR SERVICIOS,TOTAL,2012T1,62027
RESTO DE SECTOR SERVICIOS,TOTAL,2012T2,62482
RESTO DE SECTOR SERVICIOS,TOTAL,2012T3,63616
RESTO DE SECTOR SERVICIOS,TOTAL,2012T4,63195
RESTO DE SECTOR SERVICIOS,TOTAL,2013T1,62497
RESTO DE SECTOR SERVICIOS,TOTAL,2013T2,69423
RESTO DE SECTOR SERVICIOS,TOTAL,2013T3,62723
RESTO DE SECTOR SERVICIOS,TOTAL,2013T4,63326
RESTO DE SECTOR SERVICIOS,TOTAL,2014T1,63635
RESTO DE SECTOR SERVICIOS,TOTAL,2014T2,64230
RESTO DE SECTOR SERVICIOS,TOTAL,2014T3,64352
RESTO DE SECTOR SERVICIOS,TOTAL,2014T4,64981
RESTO DE SECTOR SERVICIOS,TOTAL,2015T1,65496
RESTO DE SECTOR SERVICIOS,TOTAL,2015T2,65795
RESTO DE SECTOR SERVICIOS,TOTAL,2015T3,65859
RESTO DE SECTOR SERVICIOS,TOTAL,2015T4,66484
RESTO DE SECTOR SERVICIOS,TOTAL,2016T1,66522
RESTO DE SECTOR SERVICIOS,TOTAL,2016T2,66739
RESTO DE SECTOR SERVICIOS,TOTAL,2016T3,66382
RESTO DE SECTOR SERVICIOS,TOTAL,2016T4,68251
RESTO DE SECTOR SERVICIOS,TOTAL,2017T1,68491
RESTO DE SECTOR SERVICIOS,TOTAL,2017T2,68405
RESTO DE SECTOR SERVICIOS,TOTAL,2017T3,69793
RESTO DE SECTOR SERVICIOS,TOTAL,2017T4,69950
RESTO DE SECTOR SERVICIOS,TOTAL,2018T1,70105
RESTO DE SECTOR SERVICIOS,TOTAL,2018T2,71074
RESTO DE SECTOR SERVICIOS,TOTAL,2018T3,71095
RESTO DE SECTOR SERVICIOS,TOTAL,2018T4,71815
RESTO DE SECTOR SERVICIOS,TOTAL,2019T1,72280
RESTO DE SECTOR SERVICIOS,TOTAL,2019T2,72226
RESTO DE SECTOR SERVICIOS,TOTAL,2019T3,71921
RESTO DE SECTOR SERVICIOS,TOTAL,2019T4,72632
RESTO DE SECTOR SERVICIOS,TOTAL,2020T1,71888
RESTO DE SECTOR SERVICIOS,TOTAL,2020T2,70528
RESTO DE SECTOR SERVICIOS,TOTAL,2020T3,72865
RESTO DE SECTOR SERVICIOS,TOTAL,2020T4,73658
RESTO DE SECTOR SERVICIOS,TOTAL,2021T1,73690
RESTO DE SECTOR SERVICIOS,TOTAL,2021T2,74044
RESTO DE SECTOR SERVICIOS,TOTAL,2021T3,74438
RESTO DE SECTOR SERVICIOS,TOTAL,2021T4,76127
RESTO DE SECTOR SERVICIOS,REGIMEN GENERAL,2011T2,49613
RESTO DE SECTOR SERVICIOS,REGIMEN GENERAL,2011T3,48994
RESTO DE SECTOR SERVICIOS,REGIMEN GENERAL,2011T4,48267
RESTO DE SECTOR SERVICIOS,REGIMEN GENERAL,2012T1,48661
