Grupo actividad sector turístico,Régimen de afiliación,Periodo,DATA
SECTOR TURÍSTICOS,Régimen especial de trabajadores autónomos,2020T3,3265
SECTOR TURÍSTICOS,Régimen especial de trabajadores autónomos,2020T4,3214
SECTOR TURÍSTICOS,Régimen especial de trabajadores autónomos,2021T1,3211
SECTOR TURÍSTICOS,Régimen especial de trabajadores autónomos,2021T2,3247
SECTOR TURÍSTICOS,Régimen especial de trabajadores autónomos,2021T3,3253
SECTOR TURÍSTICOS,Régimen especial de trabajadores autónomos,2021T4,3233
SECTOR TURÍSTICOS,Otros Régimenes,2011T2,
SECTOR TURÍSTICOS,Otros Régimenes,2011T3,
SECTOR TURÍSTICOS,Otros Régimenes,2011T4,
SECTOR TURÍSTICOS,Otros Régimenes,2012T1,
SECTOR TURÍSTICOS,Otros Régimenes,2012T2,
SECTOR TURÍSTICOS,Otros Régimenes,2012T3,
SECTOR TURÍSTICOS,Otros Régimenes,2012T4,
SECTOR TURÍSTICOS,Otros Régimenes,2013T1,
SECTOR TURÍSTICOS,Otros Régimenes,2013T2,
SECTOR TURÍSTICOS,Otros Régimenes,2013T3,
SECTOR TURÍSTICOS,Otros Régimenes,2013T4,
SECTOR TURÍSTICOS,Otros Régimenes,2014T1,
SECTOR TURÍSTICOS,Otros Régimenes,2014T2,
SECTOR TURÍSTICOS,Otros Régimenes,2014T3,
SECTOR TURÍSTICOS,Otros Régimenes,2014T4,
SECTOR TURÍSTICOS,Otros Régimenes,2015T1,
SECTOR TURÍSTICOS,Otros Régimenes,2015T2,
SECTOR TURÍSTICOS,Otros Régimenes,2015T3,
SECTOR TURÍSTICOS,Otros Régimenes,2015T4,
SECTOR TURÍSTICOS,Otros Régimenes,2016T1,
SECTOR TURÍSTICOS,Otros Régimenes,2016T2,
SECTOR TURÍSTICOS,Otros Régimenes,2016T3,
SECTOR TURÍSTICOS,Otros Régimenes,2016T4,
SECTOR TURÍSTICOS,Otros Régimenes,2017T1,
SECTOR TURÍSTICOS,Otros Régimenes,2017T2,
SECTOR TURÍSTICOS,Otros Régimenes,2017T3,
SECTOR TURÍSTICOS,Otros Régimenes,2017T4,
SECTOR TURÍSTICOS,Otros Régimenes,2018T1,
SECTOR TURÍSTICOS,Otros Régimenes,2018T2,
SECTOR TURÍSTICOS,Otros Régimenes,2018T3,
SECTOR TURÍSTICOS,Otros Régimenes,2018T4,
SECTOR TURÍSTICOS,Otros Régimenes,2019T1,
SECTOR TURÍSTICOS,Otros Régimenes,2019T2,
SECTOR TURÍSTICOS,Otros Régimenes,2019T3,
SECTOR TURÍSTICOS,Otros Régimenes,2019T4,
SECTOR TURÍSTICOS,Otros Régimenes,2020T1,
SECTOR TURÍSTICOS,Otros Régimenes,2020T2,
SECTOR TURÍSTICOS,Otros Régimenes,2020T3,
SECTOR TURÍSTICOS,Otros Régimenes,2020T4,
SECTOR TURÍSTICOS,Otros Régimenes,2021T1,
SECTOR TURÍSTICOS,Otros Régimenes,2021T2,
SECTOR TURÍSTICOS,Otros Régimenes,2021T3,
SECTOR TURÍSTICOS,Otros Régimenes,2021T4,
55 Servicios de alojamiento,TOTAL,2011T2,1149
55 Servicios de alojamiento,TOTAL,2011T3,1125
55 Servicios de alojamiento,TOTAL,2011T4,1037
55 Servicios de alojamiento,TOTAL,2012T1,1034
55 Servicios de alojamiento,TOTAL,2012T2,1112
55 Servicios de alojamiento,TOTAL,2012T3,1109
55 Servicios de alojamiento,TOTAL,2012T4,988
55 Servicios de alojamiento,TOTAL,2013T1,1005
55 Servicios de alojamiento,TOTAL,2013T2,1175
55 Servicios de alojamiento,TOTAL,2013T3,1081
55 Servicios de alojamiento,TOTAL,2013T4,990
55 Servicios de alojamiento,TOTAL,2014T1,970
55 Servicios de alojamiento,TOTAL,2014T2,1160
55 Servicios de alojamiento,TOTAL,2014T3,1120
55 Servicios de alojamiento,TOTAL,2014T4,1009
55 Servicios de alojamiento,TOTAL,2015T1,1016
55 Servicios de alojamiento,TOTAL,2015T2,1142
55 Servicios de alojamiento,TOTAL,2015T3,1162
55 Servicios de alojamiento,TOTAL,2015T4,1036
55 Servicios de alojamiento,TOTAL,2016T1,1070
55 Servicios de alojamiento,TOTAL,2016T2,1158
55 Servicios de alojamiento,TOTAL,2016T3,1162
55 Servicios de alojamiento,TOTAL,2016T4,1075
55 Servicios de alojamiento,TOTAL,2017T1,1072
55 Servicios de alojamiento,TOTAL,2017T2,1259
55 Servicios de alojamiento,TOTAL,2017T3,1272
55 Servicios de alojamiento,TOTAL,2017T4,1112
55 Servicios de alojamiento,TOTAL,2018T1,1170
55 Servicios de alojamiento,TOTAL,2018T2,1262
55 Servicios de alojamiento,TOTAL,2018T3,1278
55 Servicios de alojamiento,TOTAL,2018T4,1208
55 Servicios de alojamiento,TOTAL,2019T1,1203
55 Servicios de alojamiento,TOTAL,2019T2,1378
55 Servicios de alojamiento,TOTAL,2019T3,1295
55 Servicios de alojamiento,TOTAL,2019T4,1206
55 Servicios de alojamiento,TOTAL,2020T1,1106
55 Servicios de alojamiento,TOTAL,2020T2,1135
55 Servicios de alojamiento,TOTAL,2020T3,1128
55 Servicios de alojamiento,TOTAL,2020T4,1034
55 Servicios de alojamiento,TOTAL,2021T1,1006
55 Servicios de alojamiento,TOTAL,2021T2,1107
55 Servicios de alojamiento,TOTAL,2021T3,1128
55 Servicios de alojamiento,TOTAL,2021T4,1161
55 Servicios de alojamiento,REGIMEN GENERAL,2011T2,999
55 Servicios de alojamiento,REGIMEN GENERAL,2011T3,974
55 Servicios de alojamiento,REGIMEN GENERAL,2011T4,891
55 Servicios de alojamiento,REGIMEN GENERAL,2012T1,887
55 Servicios de alojamiento,REGIMEN GENERAL,2012T2,961
55 Servicios de alojamiento,REGIMEN GENERAL,2012T3,962
55 Servicios de alojamiento,REGIMEN GENERAL,2012T4,849
55 Servicios de alojamiento,REGIMEN GENERAL,2013T1,864
55 Servicios de alojamiento,REGIMEN GENERAL,2013T2,979
55 Servicios de alojamiento,REGIMEN GENERAL,2013T3,932
55 Servicios de alojamiento,REGIMEN GENERAL,2013T4,844
55 Servicios de alojamiento,REGIMEN GENERAL,2014T1,827
55 Servicios de alojamiento,REGIMEN GENERAL,2014T2,1003
55 Servicios de alojamiento,REGIMEN GENERAL,2014T3,964
55 Servicios de alojamiento,REGIMEN GENERAL,2014T4,850
55 Servicios de alojamiento,REGIMEN GENERAL,2015T1,862
55 Servicios de alojamiento,REGIMEN GENERAL,2015T2,978
55 Servicios de alojamiento,REGIMEN GENERAL,2015T3,991
55 Servicios de alojamiento,REGIMEN GENERAL,2015T4,869
55 Servicios de alojamiento,REGIMEN GENERAL,2016T1,897
55 Servicios de alojamiento,REGIMEN GENERAL,2016T2,974
55 Servicios de alojamiento,REGIMEN GENERAL,2016T3,979
55 Servicios de alojamiento,REGIMEN GENERAL,2016T4,897
55 Servicios de alojamiento,REGIMEN GENERAL,2017T1,896
55 Servicios de alojamiento,REGIMEN GENERAL,2017T2,1066
55 Servicios de alojamiento,REGIMEN GENERAL,2017T3,1081
55 Servicios de alojamiento,REGIMEN GENERAL,2017T4,932
55 Servicios de alojamiento,REGIMEN GENERAL,2018T1,990
55 Servicios de alojamiento,REGIMEN GENERAL,2018T2,1074
55 Servicios de alojamiento,REGIMEN GENERAL,2018T3,1088
55 Servicios de alojamiento,REGIMEN GENERAL,2018T4,1021
55 Servicios de alojamiento,REGIMEN GENERAL,2019T1,1012
55 Servicios de alojamiento,REGIMEN GENERAL,2019T2,1180
55 Servicios de alojamiento,REGIMEN GENERAL,2019T3,1098
55 Servicios de alojamiento,REGIMEN GENERAL,2019T4,1012
55 Servicios de alojamiento,REGIMEN GENERAL,2020T1,917
55 Servicios de alojamiento,REGIMEN GENERAL,2020T2,936
55 Servicios de alojamiento,REGIMEN GENERAL,2020T3,922
55 Servicios de alojamiento,REGIMEN GENERAL,2020T4,835
55 Servicios de alojamiento,REGIMEN GENERAL,2021T1,815
55 Servicios de alojamiento,REGIMEN GENERAL,2021T2,911
55 Servicios de alojamiento,REGIMEN GENERAL,2021T3,932
55 Servicios de alojamiento,REGIMEN GENERAL,2021T4,969
55 Servicios de alojamiento,REGIMEN ESPECIAL,2011T2,150
55 Servicios de alojamiento,REGIMEN ESPECIAL,2011T3,151
55 Servicios de alojamiento,REGIMEN ESPECIAL,2011T4,146
55 Servicios de alojamiento,REGIMEN ESPECIAL,2012T1,147
55 Servicios de alojamiento,REGIMEN ESPECIAL,2012T2,151
55 Servicios de alojamiento,REGIMEN ESPECIAL,2012T3,147
55 Servicios de alojamiento,REGIMEN ESPECIAL,2012T4,139
55 Servicios de alojamiento,REGIMEN ESPECIAL,2013T1,141
55 Servicios de alojamiento,REGIMEN ESPECIAL,2013T2,196
55 Servicios de alojamiento,REGIMEN ESPECIAL,2013T3,149
55 Servicios de alojamiento,REGIMEN ESPECIAL,2013T4,146
55 Servicios de alojamiento,REGIMEN ESPECIAL,2014T1,143
55 Servicios de alojamiento,REGIMEN ESPECIAL,2014T2,157
55 Servicios de alojamiento,REGIMEN ESPECIAL,2014T3,156
55 Servicios de alojamiento,REGIMEN ESPECIAL,2014T4,159
55 Servicios de alojamiento,REGIMEN ESPECIAL,2015T1,154
55 Servicios de alojamiento,REGIMEN ESPECIAL,2015T2,164
55 Servicios de alojamiento,REGIMEN ESPECIAL,2015T3,171
55 Servicios de alojamiento,REGIMEN ESPECIAL,2015T4,167
55 Servicios de alojamiento,REGIMEN ESPECIAL,2016T1,173
55 Servicios de alojamiento,REGIMEN ESPECIAL,2016T2,184
55 Servicios de alojamiento,REGIMEN ESPECIAL,2016T3,183
55 Servicios de alojamiento,REGIMEN ESPECIAL,2016T4,178
55 Servicios de alojamiento,REGIMEN ESPECIAL,2017T1,176
55 Servicios de alojamiento,REGIMEN ESPECIAL,2017T2,193
55 Servicios de alojamiento,REGIMEN ESPECIAL,2017T3,191
55 Servicios de alojamiento,REGIMEN ESPECIAL,2017T4,180
55 Servicios de alojamiento,REGIMEN ESPECIAL,2018T1,180
55 Servicios de alojamiento,REGIMEN ESPECIAL,2018T2,188
55 Servicios de alojamiento,REGIMEN ESPECIAL,2018T3,190
55 Servicios de alojamiento,REGIMEN ESPECIAL,2018T4,187
55 Servicios de alojamiento,REGIMEN ESPECIAL,2019T1,191
55 Servicios de alojamiento,REGIMEN ESPECIAL,2019T2,198
55 Servicios de alojamiento,REGIMEN ESPECIAL,2019T3,197
55 Servicios de alojamiento,REGIMEN ESPECIAL,2019T4,194
55 Servicios de alojamiento,REGIMEN ESPECIAL,2020T1,189
55 Servicios de alojamiento,REGIMEN ESPECIAL,2020T2,199
55 Servicios de alojamiento,REGIMEN ESPECIAL,2020T3,206
55 Servicios de alojamiento,REGIMEN ESPECIAL,2020T4,199
55 Servicios de alojamiento,REGIMEN ESPECIAL,2021T1,191
55 Servicios de alojamiento,REGIMEN ESPECIAL,2021T2,196
55 Servicios de alojamiento,REGIMEN ESPECIAL,2021T3,196
55 Servicios de alojamiento,REGIMEN ESPECIAL,2021T4,192
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2011T2,150
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2011T3,151
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2011T4,146
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2012T1,147
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2012T2,151
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2012T3,147
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2012T4,139
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2013T1,141
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2013T2,196
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2013T3,149
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2013T4,146
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2014T1,143
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2014T2,157
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2014T3,156
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2014T4,159
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2015T1,154
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2015T2,164
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2015T3,171
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2015T4,167
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2016T1,173
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2016T2,184
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2016T3,183
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2016T4,178
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2017T1,176
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2017T2,193
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2017T3,191
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2017T4,180
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2018T1,180
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2018T2,188
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2018T3,190
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2018T4,187
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2019T1,191
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2019T2,198
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2019T3,197
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2019T4,194
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2020T1,189
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2020T2,199
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2020T3,206
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2020T4,199
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2021T1,191
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2021T2,196
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2021T3,196
55 Servicios de alojamiento,Régimen especial de trabajadores autónomos,2021T4,192
55 Servicios de alojamiento,Otros Régimenes,2011T2,
55 Servicios de alojamiento,Otros Régimenes,2011T3,
55 Servicios de alojamiento,Otros Régimenes,2011T4,
55 Servicios de alojamiento,Otros Régimenes,2012T1,
55 Servicios de alojamiento,Otros Régimenes,2012T2,
55 Servicios de alojamiento,Otros Régimenes,2012T3,
55 Servicios de alojamiento,Otros Régimenes,2012T4,
55 Servicios de alojamiento,Otros Régimenes,2013T1,
55 Servicios de alojamiento,Otros Régimenes,2013T2,
55 Servicios de alojamiento,Otros Régimenes,2013T3,
55 Servicios de alojamiento,Otros Régimenes,2013T4,
55 Servicios de alojamiento,Otros Régimenes,2014T1,
55 Servicios de alojamiento,Otros Régimenes,2014T2,
55 Servicios de alojamiento,Otros Régimenes,2014T3,
55 Servicios de alojamiento,Otros Régimenes,2014T4,
55 Servicios de alojamiento,Otros Régimenes,2015T1,
55 Servicios de alojamiento,Otros Régimenes,2015T2,
55 Servicios de alojamiento,Otros Régimenes,2015T3,
55 Servicios de alojamiento,Otros Régimenes,2015T4,
55 Servicios de alojamiento,Otros Régimenes,2016T1,
55 Servicios de alojamiento,Otros Régimenes,2016T2,
55 Servicios de alojamiento,Otros Régimenes,2016T3,
55 Servicios de alojamiento,Otros Régimenes,2016T4,
55 Servicios de alojamiento,Otros Régimenes,2017T1,
55 Servicios de alojamiento,Otros Régimenes,2017T2,
55 Servicios de alojamiento,Otros Régimenes,2017T3,
55 Servicios de alojamiento,Otros Régimenes,2017T4,
55 Servicios de alojamiento,Otros Régimenes,2018T1,
55 Servicios de alojamiento,Otros Régimenes,2018T2,
55 Servicios de alojamiento,Otros Régimenes,2018T3,
55 Servicios de alojamiento,Otros Régimenes,2018T4,
55 Servicios de alojamiento,Otros Régimenes,2019T1,
55 Servicios de alojamiento,Otros Régimenes,2019T2,
55 Servicios de alojamiento,Otros Régimenes,2019T3,
55 Servicios de alojamiento,Otros Régimenes,2019T4,
55 Servicios de alojamiento,Otros Régimenes,2020T1,
55 Servicios de alojamiento,Otros Régimenes,2020T2,
55 Servicios de alojamiento,Otros Régimenes,2020T3,
55 Servicios de alojamiento,Otros Régimenes,2020T4,
55 Servicios de alojamiento,Otros Régimenes,2021T1,
55 Servicios de alojamiento,Otros Régimenes,2021T2,
55 Servicios de alojamiento,Otros Régimenes,2021T3,
55 Servicios de alojamiento,Otros Régimenes,2021T4,
56 Servicios de comidas y bebidas,TOTAL,2011T2,7413
56 Servicios de comidas y bebidas,TOTAL,2011T3,7619
56 Servicios de comidas y bebidas,TOTAL,2011T4,7523
56 Servicios de comidas y bebidas,TOTAL,2012T1,7399
56 Servicios de comidas y bebidas,TOTAL,2012T2,7524
56 Servicios de comidas y bebidas,TOTAL,2012T3,7679
56 Servicios de comidas y bebidas,TOTAL,2012T4,7429
56 Servicios de comidas y bebidas,TOTAL,2013T1,7322
56 Servicios de comidas y bebidas,TOTAL,2013T2,8258
56 Servicios de comidas y bebidas,TOTAL,2013T3,7531
56 Servicios de comidas y bebidas,TOTAL,2013T4,7407
56 Servicios de comidas y bebidas,TOTAL,2014T1,7431
56 Servicios de comidas y bebidas,TOTAL,2014T2,7704
56 Servicios de comidas y bebidas,TOTAL,2014T3,7868
56 Servicios de comidas y bebidas,TOTAL,2014T4,7824
56 Servicios de comidas y bebidas,TOTAL,2015T1,7834
56 Servicios de comidas y bebidas,TOTAL,2015T2,7970
56 Servicios de comidas y bebidas,TOTAL,2015T3,8042
56 Servicios de comidas y bebidas,TOTAL,2015T4,8001
56 Servicios de comidas y bebidas,TOTAL,2016T1,8012
56 Servicios de comidas y bebidas,TOTAL,2016T2,8088
56 Servicios de comidas y bebidas,TOTAL,2016T3,8347
56 Servicios de comidas y bebidas,TOTAL,2016T4,8278
56 Servicios de comidas y bebidas,TOTAL,2017T1,8250
56 Servicios de comidas y bebidas,TOTAL,2017T2,8321
56 Servicios de comidas y bebidas,TOTAL,2017T3,8537
56 Servicios de comidas y bebidas,TOTAL,2017T4,8412
56 Servicios de comidas y bebidas,TOTAL,2018T1,8592
56 Servicios de comidas y bebidas,TOTAL,2018T2,8700
56 Servicios de comidas y bebidas,TOTAL,2018T3,8812
56 Servicios de comidas y bebidas,TOTAL,2018T4,8576
56 Servicios de comidas y bebidas,TOTAL,2019T1,8757
56 Servicios de comidas y bebidas,TOTAL,2019T2,8984
56 Servicios de comidas y bebidas,TOTAL,2019T3,8987
56 Servicios de comidas y bebidas,TOTAL,2019T4,8786
56 Servicios de comidas y bebidas,TOTAL,2020T1,7750
56 Servicios de comidas y bebidas,TOTAL,2020T2,7660
56 Servicios de comidas y bebidas,TOTAL,2020T3,7753
56 Servicios de comidas y bebidas,TOTAL,2020T4,7272
56 Servicios de comidas y bebidas,TOTAL,2021T1,7272
56 Servicios de comidas y bebidas,TOTAL,2021T2,7547
56 Servicios de comidas y bebidas,TOTAL,2021T3,7986
56 Servicios de comidas y bebidas,TOTAL,2021T4,8071
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2011T2,4905
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2011T3,5100
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2011T4,5006
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2012T1,4881
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2012T2,4983
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2012T3,5110
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2012T4,4882
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2013T1,4779
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2013T2,4857
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2013T3,4967
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2013T4,4861
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2014T1,4873
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2014T2,5099
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2014T3,5274
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2014T4,5289
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2015T1,5326
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2015T2,5405
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2015T3,5493
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2015T4,5485
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2016T1,5496
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2016T2,5520
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2016T3,5811
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2016T4,5765
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2017T1,5763
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2017T2,5802
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2017T3,6035
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2017T4,5956
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2018T1,6087
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2018T2,6172
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2018T3,6313
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2018T4,6118
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2019T1,6302
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2019T2,6491
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2019T3,6525
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2019T4,6348
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2020T1,5389
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2020T2,5287
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2020T3,5404
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2020T4,4967
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2021T1,4965
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2021T2,5215
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2021T3,5660
56 Servicios de comidas y bebidas,REGIMEN GENERAL,2021T4,5768
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2011T2,2508
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2011T3,2519
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2011T4,2517
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2012T1,2518
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2012T2,2541
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2012T3,2569
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2012T4,2547
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2013T1,2543
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2013T2,3401
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2013T3,2564
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2013T4,2546
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2014T1,2558
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2014T2,2605
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2014T3,2594
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2014T4,2535
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2015T1,2508
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2015T2,2565
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2015T3,2549
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2015T4,2516
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2016T1,2516
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2016T2,2568
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2016T3,2536
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2016T4,2513
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2017T1,2487
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2017T2,2519
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2017T3,2502
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2017T4,2456
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2018T1,2505
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2018T2,2528
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2018T3,2499
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2018T4,2458
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2019T1,2455
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2019T2,2493
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2019T3,2462
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2019T4,2438
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2020T1,2361
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2020T2,2373
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2020T3,2349
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2020T4,2305
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2021T1,2307
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2021T2,2332
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2021T3,2326
56 Servicios de comidas y bebidas,REGIMEN ESPECIAL,2021T4,2303
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2011T2,2508
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2011T3,2519
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2011T4,2517
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2012T1,2518
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2012T2,2541
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2012T3,2569
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2012T4,2547
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2013T1,2543
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2013T2,3401
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2013T3,2564
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2013T4,2546
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2014T1,2558
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2014T2,2605
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2014T3,2594
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2014T4,2535
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2015T1,2508
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2015T2,2565
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2015T3,2549
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2015T4,2516
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2016T1,2516
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2016T2,2568
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2016T3,2536
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2016T4,2513
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2017T1,2487
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2017T2,2519
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2017T3,2502
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2017T4,2456
56 Servicios de comidas y bebidas,Régimen especial de trabajadores autónomos,2018T1,2505
