Grupo actividad sector turístico,Tipo de contrato,Periodo,DATA
RESTO DE SECTOR SERVICIOS,Temporal,2019T1,17653
RESTO DE SECTOR SERVICIOS,Temporal,2019T2,18134
RESTO DE SECTOR SERVICIOS,Temporal,2019T3,17315
RESTO DE SECTOR SERVICIOS,Temporal,2019T4,17125
RESTO DE SECTOR SERVICIOS,Temporal,2020T1,16489
RESTO DE SECTOR SERVICIOS,Temporal,2020T2,15863
RESTO DE SECTOR SERVICIOS,Temporal,2020T3,17460
RESTO DE SECTOR SERVICIOS,Temporal,2020T4,17406
RESTO DE SECTOR SERVICIOS,Temporal,2021T1,16811
RESTO DE SECTOR SERVICIOS,Temporal,2021T2,17486
RESTO DE SECTOR SERVICIOS,Temporal,2021T3,17826
RESTO DE SECTOR SERVICIOS,Temporal,2021T4,18354
RESTO DE SECTOR SERVICIOS,Sin especificar,2011T2,21894
RESTO DE SECTOR SERVICIOS,Sin especificar,2011T3,21832
RESTO DE SECTOR SERVICIOS,Sin especificar,2011T4,22115
RESTO DE SECTOR SERVICIOS,Sin especificar,2012T1,21422
RESTO DE SECTOR SERVICIOS,Sin especificar,2012T2,20953
RESTO DE SECTOR SERVICIOS,Sin especificar,2012T3,20220
RESTO DE SECTOR SERVICIOS,Sin especificar,2012T4,20306
RESTO DE SECTOR SERVICIOS,Sin especificar,2013T1,20275
RESTO DE SECTOR SERVICIOS,Sin especificar,2013T2,24215
RESTO DE SECTOR SERVICIOS,Sin especificar,2013T3,20315
RESTO DE SECTOR SERVICIOS,Sin especificar,2013T4,20565
RESTO DE SECTOR SERVICIOS,Sin especificar,2014T1,20585
RESTO DE SECTOR SERVICIOS,Sin especificar,2014T2,20590
RESTO DE SECTOR SERVICIOS,Sin especificar,2014T3,20474
RESTO DE SECTOR SERVICIOS,Sin especificar,2014T4,20647
RESTO DE SECTOR SERVICIOS,Sin especificar,2015T1,20702
RESTO DE SECTOR SERVICIOS,Sin especificar,2015T2,20547
RESTO DE SECTOR SERVICIOS,Sin especificar,2015T3,20485
RESTO DE SECTOR SERVICIOS,Sin especificar,2015T4,20692
RESTO DE SECTOR SERVICIOS,Sin especificar,2016T1,20655
RESTO DE SECTOR SERVICIOS,Sin especificar,2016T2,20528
RESTO DE SECTOR SERVICIOS,Sin especificar,2016T3,20414
RESTO DE SECTOR SERVICIOS,Sin especificar,2016T4,20710
RESTO DE SECTOR SERVICIOS,Sin especificar,2017T1,20615
RESTO DE SECTOR SERVICIOS,Sin especificar,2017T2,20476
RESTO DE SECTOR SERVICIOS,Sin especificar,2017T3,20341
RESTO DE SECTOR SERVICIOS,Sin especificar,2017T4,20461
RESTO DE SECTOR SERVICIOS,Sin especificar,2018T1,20604
RESTO DE SECTOR SERVICIOS,Sin especificar,2018T2,20548
RESTO DE SECTOR SERVICIOS,Sin especificar,2018T3,20408
RESTO DE SECTOR SERVICIOS,Sin especificar,2018T4,20581
RESTO DE SECTOR SERVICIOS,Sin especificar,2019T1,20568
RESTO DE SECTOR SERVICIOS,Sin especificar,2019T2,20409
RESTO DE SECTOR SERVICIOS,Sin especificar,2019T3,20520
RESTO DE SECTOR SERVICIOS,Sin especificar,2019T4,20713
RESTO DE SECTOR SERVICIOS,Sin especificar,2020T1,20510
RESTO DE SECTOR SERVICIOS,Sin especificar,2020T2,20435
RESTO DE SECTOR SERVICIOS,Sin especificar,2020T3,20460
RESTO DE SECTOR SERVICIOS,Sin especificar,2020T4,20471
RESTO DE SECTOR SERVICIOS,Sin especificar,2021T1,20712
RESTO DE SECTOR SERVICIOS,Sin especificar,2021T2,20534
RESTO DE SECTOR SERVICIOS,Sin especificar,2021T3,20662
RESTO DE SECTOR SERVICIOS,Sin especificar,2021T4,20754
