Grupo actividad sector turístico,Tipo de contrato,Periodo,DATA
55 Servicios de alojamiento,Temporal,2020T3,147
55 Servicios de alojamiento,Temporal,2020T4,94
55 Servicios de alojamiento,Temporal,2021T1,75
55 Servicios de alojamiento,Temporal,2021T2,171
55 Servicios de alojamiento,Temporal,2021T3,208
55 Servicios de alojamiento,Temporal,2021T4,247
55 Servicios de alojamiento,Sin especificar,2011T2,151
55 Servicios de alojamiento,Sin especificar,2011T3,152
55 Servicios de alojamiento,Sin especificar,2011T4,147
55 Servicios de alojamiento,Sin especificar,2012T1,148
55 Servicios de alojamiento,Sin especificar,2012T2,152
55 Servicios de alojamiento,Sin especificar,2012T3,148
55 Servicios de alojamiento,Sin especificar,2012T4,140
55 Servicios de alojamiento,Sin especificar,2013T1,143
55 Servicios de alojamiento,Sin especificar,2013T2,198
55 Servicios de alojamiento,Sin especificar,2013T3,151
55 Servicios de alojamiento,Sin especificar,2013T4,147
55 Servicios de alojamiento,Sin especificar,2014T1,144
55 Servicios de alojamiento,Sin especificar,2014T2,158
55 Servicios de alojamiento,Sin especificar,2014T3,157
55 Servicios de alojamiento,Sin especificar,2014T4,160
55 Servicios de alojamiento,Sin especificar,2015T1,155
55 Servicios de alojamiento,Sin especificar,2015T2,166
55 Servicios de alojamiento,Sin especificar,2015T3,173
55 Servicios de alojamiento,Sin especificar,2015T4,169
55 Servicios de alojamiento,Sin especificar,2016T1,176
55 Servicios de alojamiento,Sin especificar,2016T2,189
55 Servicios de alojamiento,Sin especificar,2016T3,188
55 Servicios de alojamiento,Sin especificar,2016T4,182
55 Servicios de alojamiento,Sin especificar,2017T1,179
55 Servicios de alojamiento,Sin especificar,2017T2,196
55 Servicios de alojamiento,Sin especificar,2017T3,194
55 Servicios de alojamiento,Sin especificar,2017T4,183
55 Servicios de alojamiento,Sin especificar,2018T1,183
55 Servicios de alojamiento,Sin especificar,2018T2,191
55 Servicios de alojamiento,Sin especificar,2018T3,194
55 Servicios de alojamiento,Sin especificar,2018T4,190
55 Servicios de alojamiento,Sin especificar,2019T1,196
55 Servicios de alojamiento,Sin especificar,2019T2,204
55 Servicios de alojamiento,Sin especificar,2019T3,204
55 Servicios de alojamiento,Sin especificar,2019T4,201
55 Servicios de alojamiento,Sin especificar,2020T1,193
55 Servicios de alojamiento,Sin especificar,2020T2,202
55 Servicios de alojamiento,Sin especificar,2020T3,209
55 Servicios de alojamiento,Sin especificar,2020T4,202
55 Servicios de alojamiento,Sin especificar,2021T1,193
55 Servicios de alojamiento,Sin especificar,2021T2,198
55 Servicios de alojamiento,Sin especificar,2021T3,198
55 Servicios de alojamiento,Sin especificar,2021T4,194
56 Servicios de comidas y bebidas,TOTAL,2011T2,7413
56 Servicios de comidas y bebidas,TOTAL,2011T3,7619
56 Servicios de comidas y bebidas,TOTAL,2011T4,7523
56 Servicios de comidas y bebidas,TOTAL,2012T1,7399
56 Servicios de comidas y bebidas,TOTAL,2012T2,7524
56 Servicios de comidas y bebidas,TOTAL,2012T3,7679
56 Servicios de comidas y bebidas,TOTAL,2012T4,7429
56 Servicios de comidas y bebidas,TOTAL,2013T1,7322
56 Servicios de comidas y bebidas,TOTAL,2013T2,8258
56 Servicios de comidas y bebidas,TOTAL,2013T3,7531
56 Servicios de comidas y bebidas,TOTAL,2013T4,7407
56 Servicios de comidas y bebidas,TOTAL,2014T1,7431
56 Servicios de comidas y bebidas,TOTAL,2014T2,7704
56 Servicios de comidas y bebidas,TOTAL,2014T3,7868
56 Servicios de comidas y bebidas,TOTAL,2014T4,7824
56 Servicios de comidas y bebidas,TOTAL,2015T1,7834
56 Servicios de comidas y bebidas,TOTAL,2015T2,7970
56 Servicios de comidas y bebidas,TOTAL,2015T3,8042
56 Servicios de comidas y bebidas,TOTAL,2015T4,8001
56 Servicios de comidas y bebidas,TOTAL,2016T1,8012
56 Servicios de comidas y bebidas,TOTAL,2016T2,8088
56 Servicios de comidas y bebidas,TOTAL,2016T3,8347
56 Servicios de comidas y bebidas,TOTAL,2016T4,8278
56 Servicios de comidas y bebidas,TOTAL,2017T1,8250
56 Servicios de comidas y bebidas,TOTAL,2017T2,8321
56 Servicios de comidas y bebidas,TOTAL,2017T3,8537
56 Servicios de comidas y bebidas,TOTAL,2017T4,8412
56 Servicios de comidas y bebidas,TOTAL,2018T1,8592
56 Servicios de comidas y bebidas,TOTAL,2018T2,8700
56 Servicios de comidas y bebidas,TOTAL,2018T3,8812
56 Servicios de comidas y bebidas,TOTAL,2018T4,8576
56 Servicios de comidas y bebidas,TOTAL,2019T1,8757
56 Servicios de comidas y bebidas,TOTAL,2019T2,8984
56 Servicios de comidas y bebidas,TOTAL,2019T3,8987
56 Servicios de comidas y bebidas,TOTAL,2019T4,8786
56 Servicios de comidas y bebidas,TOTAL,2020T1,7750
56 Servicios de comidas y bebidas,TOTAL,2020T2,7660
56 Servicios de comidas y bebidas,TOTAL,2020T3,7753
56 Servicios de comidas y bebidas,TOTAL,2020T4,7272
56 Servicios de comidas y bebidas,TOTAL,2021T1,7272
56 Servicios de comidas y bebidas,TOTAL,2021T2,7547
56 Servicios de comidas y bebidas,TOTAL,2021T3,7986
56 Servicios de comidas y bebidas,TOTAL,2021T4,8071
56 Servicios de comidas y bebidas,Indefinido,2011T2,3204
56 Servicios de comidas y bebidas,Indefinido,2011T3,3479
56 Servicios de comidas y bebidas,Indefinido,2011T4,3478
56 Servicios de comidas y bebidas,Indefinido,2012T1,3428
56 Servicios de comidas y bebidas,Indefinido,2012T2,3167
56 Servicios de comidas y bebidas,Indefinido,2012T3,3325
56 Servicios de comidas y bebidas,Indefinido,2012T4,3397
56 Servicios de comidas y bebidas,Indefinido,2013T1,3407
56 Servicios de comidas y bebidas,Indefinido,2013T2,3182
56 Servicios de comidas y bebidas,Indefinido,2013T3,3218
56 Servicios de comidas y bebidas,Indefinido,2013T4,3286
56 Servicios de comidas y bebidas,Indefinido,2014T1,3390
56 Servicios de comidas y bebidas,Indefinido,2014T2,3154
56 Servicios de comidas y bebidas,Indefinido,2014T3,3396
56 Servicios de comidas y bebidas,Indefinido,2014T4,3535
56 Servicios de comidas y bebidas,Indefinido,2015T1,3567
56 Servicios de comidas y bebidas,Indefinido,2015T2,3376
56 Servicios de comidas y bebidas,Indefinido,2015T3,3535
56 Servicios de comidas y bebidas,Indefinido,2015T4,3611
56 Servicios de comidas y bebidas,Indefinido,2016T1,3666
56 Servicios de comidas y bebidas,Indefinido,2016T2,3486
56 Servicios de comidas y bebidas,Indefinido,2016T3,3712
56 Servicios de comidas y bebidas,Indefinido,2016T4,3829
56 Servicios de comidas y bebidas,Indefinido,2017T1,3826
56 Servicios de comidas y bebidas,Indefinido,2017T2,3630
56 Servicios de comidas y bebidas,Indefinido,2017T3,3835
56 Servicios de comidas y bebidas,Indefinido,2017T4,3979
56 Servicios de comidas y bebidas,Indefinido,2018T1,4136
56 Servicios de comidas y bebidas,Indefinido,2018T2,3910
56 Servicios de comidas y bebidas,Indefinido,2018T3,4192
56 Servicios de comidas y bebidas,Indefinido,2018T4,4244
56 Servicios de comidas y bebidas,Indefinido,2019T1,4270
56 Servicios de comidas y bebidas,Indefinido,2019T2,3997
56 Servicios de comidas y bebidas,Indefinido,2019T3,4217
56 Servicios de comidas y bebidas,Indefinido,2019T4,4309
56 Servicios de comidas y bebidas,Indefinido,2020T1,4060
56 Servicios de comidas y bebidas,Indefinido,2020T2,3823
56 Servicios de comidas y bebidas,Indefinido,2020T3,3951
56 Servicios de comidas y bebidas,Indefinido,2020T4,3872
56 Servicios de comidas y bebidas,Indefinido,2021T1,3795
56 Servicios de comidas y bebidas,Indefinido,2021T2,3581
56 Servicios de comidas y bebidas,Indefinido,2021T3,3766
56 Servicios de comidas y bebidas,Indefinido,2021T4,3990
56 Servicios de comidas y bebidas,Temporal,2011T2,1678
56 Servicios de comidas y bebidas,Temporal,2011T3,1598
56 Servicios de comidas y bebidas,Temporal,2011T4,1509
56 Servicios de comidas y bebidas,Temporal,2012T1,1431
56 Servicios de comidas y bebidas,Temporal,2012T2,1795
56 Servicios de comidas y bebidas,Temporal,2012T3,1764
56 Servicios de comidas y bebidas,Temporal,2012T4,1467
56 Servicios de comidas y bebidas,Temporal,2013T1,1355
56 Servicios de comidas y bebidas,Temporal,2013T2,1659
56 Servicios de comidas y bebidas,Temporal,2013T3,1734
56 Servicios de comidas y bebidas,Temporal,2013T4,1560
56 Servicios de comidas y bebidas,Temporal,2014T1,1468
56 Servicios de comidas y bebidas,Temporal,2014T2,1931
56 Servicios de comidas y bebidas,Temporal,2014T3,1864
56 Servicios de comidas y bebidas,Temporal,2014T4,1740
56 Servicios de comidas y bebidas,Temporal,2015T1,1747
56 Servicios de comidas y bebidas,Temporal,2015T2,2018
56 Servicios de comidas y bebidas,Temporal,2015T3,1945
56 Servicios de comidas y bebidas,Temporal,2015T4,1861
56 Servicios de comidas y bebidas,Temporal,2016T1,1818
56 Servicios de comidas y bebidas,Temporal,2016T2,2026
56 Servicios de comidas y bebidas,Temporal,2016T3,2092
56 Servicios de comidas y bebidas,Temporal,2016T4,1929
56 Servicios de comidas y bebidas,Temporal,2017T1,1930
56 Servicios de comidas y bebidas,Temporal,2017T2,2165
56 Servicios de comidas y bebidas,Temporal,2017T3,2194
56 Servicios de comidas y bebidas,Temporal,2017T4,1969
56 Servicios de comidas y bebidas,Temporal,2018T1,1942
56 Servicios de comidas y bebidas,Temporal,2018T2,2255
56 Servicios de comidas y bebidas,Temporal,2018T3,2115
56 Servicios de comidas y bebidas,Temporal,2018T4,1868
56 Servicios de comidas y bebidas,Temporal,2019T1,2027
56 Servicios de comidas y bebidas,Temporal,2019T2,2490
56 Servicios de comidas y bebidas,Temporal,2019T3,2304
56 Servicios de comidas y bebidas,Temporal,2019T4,2035
56 Servicios de comidas y bebidas,Temporal,2020T1,1326
56 Servicios de comidas y bebidas,Temporal,2020T2,1459
56 Servicios de comidas y bebidas,Temporal,2020T3,1449
56 Servicios de comidas y bebidas,Temporal,2020T4,1092
56 Servicios de comidas y bebidas,Temporal,2021T1,1166
56 Servicios de comidas y bebidas,Temporal,2021T2,1626
56 Servicios de comidas y bebidas,Temporal,2021T3,1888
56 Servicios de comidas y bebidas,Temporal,2021T4,1772
56 Servicios de comidas y bebidas,Sin especificar,2011T2,2531
56 Servicios de comidas y bebidas,Sin especificar,2011T3,2542
56 Servicios de comidas y bebidas,Sin especificar,2011T4,2536
56 Servicios de comidas y bebidas,Sin especificar,2012T1,2540
56 Servicios de comidas y bebidas,Sin especificar,2012T2,2562
56 Servicios de comidas y bebidas,Sin especificar,2012T3,2590
56 Servicios de comidas y bebidas,Sin especificar,2012T4,2565
56 Servicios de comidas y bebidas,Sin especificar,2013T1,2560
56 Servicios de comidas y bebidas,Sin especificar,2013T2,3417
56 Servicios de comidas y bebidas,Sin especificar,2013T3,2579
56 Servicios de comidas y bebidas,Sin especificar,2013T4,2561
56 Servicios de comidas y bebidas,Sin especificar,2014T1,2573
56 Servicios de comidas y bebidas,Sin especificar,2014T2,2619
56 Servicios de comidas y bebidas,Sin especificar,2014T3,2608
56 Servicios de comidas y bebidas,Sin especificar,2014T4,2549
56 Servicios de comidas y bebidas,Sin especificar,2015T1,2520
56 Servicios de comidas y bebidas,Sin especificar,2015T2,2576
56 Servicios de comidas y bebidas,Sin especificar,2015T3,2562
56 Servicios de comidas y bebidas,Sin especificar,2015T4,2529
56 Servicios de comidas y bebidas,Sin especificar,2016T1,2528
56 Servicios de comidas y bebidas,Sin especificar,2016T2,2576
56 Servicios de comidas y bebidas,Sin especificar,2016T3,2543
56 Servicios de comidas y bebidas,Sin especificar,2016T4,2520
56 Servicios de comidas y bebidas,Sin especificar,2017T1,2494
56 Servicios de comidas y bebidas,Sin especificar,2017T2,2526
56 Servicios de comidas y bebidas,Sin especificar,2017T3,2508
56 Servicios de comidas y bebidas,Sin especificar,2017T4,2464
56 Servicios de comidas y bebidas,Sin especificar,2018T1,2514
56 Servicios de comidas y bebidas,Sin especificar,2018T2,2535
56 Servicios de comidas y bebidas,Sin especificar,2018T3,2505
56 Servicios de comidas y bebidas,Sin especificar,2018T4,2464
56 Servicios de comidas y bebidas,Sin especificar,2019T1,2460
56 Servicios de comidas y bebidas,Sin especificar,2019T2,2497
56 Servicios de comidas y bebidas,Sin especificar,2019T3,2466
56 Servicios de comidas y bebidas,Sin especificar,2019T4,2442
56 Servicios de comidas y bebidas,Sin especificar,2020T1,2364
56 Servicios de comidas y bebidas,Sin especificar,2020T2,2378
56 Servicios de comidas y bebidas,Sin especificar,2020T3,2353
56 Servicios de comidas y bebidas,Sin especificar,2020T4,2308
56 Servicios de comidas y bebidas,Sin especificar,2021T1,2311
56 Servicios de comidas y bebidas,Sin especificar,2021T2,2340
56 Servicios de comidas y bebidas,Sin especificar,2021T3,2332
56 Servicios de comidas y bebidas,Sin especificar,2021T4,2309
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2011T2,1009
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2011T3,1089
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2011T4,1076
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2012T1,1139
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2012T2,1079
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2012T3,1154
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2012T4,1135
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2013T1,1063
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2013T2,1067
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2013T3,1058
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2013T4,1032
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2014T1,1051
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2014T2,980
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2014T3,1052
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2014T4,1046
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2015T1,1070
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2015T2,1011
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2015T3,1075
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2015T4,1068
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2016T1,1098
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2016T2,1042
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2016T3,1150
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2016T4,1148
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2017T1,1167
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2017T2,1127
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2017T3,1198
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2017T4,1182
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2018T1,1186
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2018T2,1127
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2018T3,1216
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2018T4,1174
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2019T1,1192
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2019T2,1141
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2019T3,1225
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2019T4,1204
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2020T1,1152
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2020T2,1083
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2020T3,1176
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2020T4,1156
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2021T1,1117
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2021T2,1097
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2021T3,1154
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",TOTAL,2021T4,1131
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2011T2,574
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2011T3,582
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2011T4,572
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2012T1,639
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2012T2,637
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2012T3,633
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2012T4,626
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2013T1,561
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2013T2,550
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2013T3,554
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2013T4,526
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2014T1,531
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2014T2,525
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2014T3,529
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2014T4,524
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2015T1,540
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2015T2,543
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2015T3,541
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2015T4,541
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2016T1,552
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2016T2,546
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2016T3,550
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2016T4,548
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2017T1,571
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2017T2,625
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2017T3,636
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2017T4,637
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2018T1,607
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2018T2,623
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2018T3,640
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2018T4,620
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2019T1,613
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2019T2,619
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2019T3,649
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2019T4,686
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2020T1,676
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2020T2,672
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2020T3,690
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2020T4,673
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2021T1,694
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2021T2,720
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2021T3,723
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Indefinido,2021T4,735
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2011T2,239
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2011T3,311
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2011T4,307
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2012T1,300
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2012T2,244
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2012T3,325
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2012T4,310
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2013T1,304
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2013T2,273
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2013T3,310
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2013T4,311
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2014T1,326
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2014T2,261
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2014T3,334
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2014T4,326
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2015T1,331
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2015T2,272
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2015T3,340
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2015T4,330
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2016T1,348
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2016T2,297
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2016T3,403
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2016T4,404
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2017T1,400
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2017T2,306
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2017T3,365
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2017T4,344
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2018T1,376
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2018T2,304
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2018T3,378
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2018T4,354
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2019T1,382
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2019T2,324
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2019T3,379
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2019T4,318
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2020T1,279
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2020T2,215
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2020T3,286
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2020T4,282
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2021T1,223
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2021T2,178
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2021T3,232
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Temporal,2021T4,197
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2011T2,196
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2011T3,196
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2011T4,197
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2012T1,200
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2012T2,198
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2012T3,196
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2012T4,199
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2013T1,198
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2013T2,244
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2013T3,194
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2013T4,195
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2014T1,194
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2014T2,194
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2014T3,189
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2014T4,196
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2015T1,199
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2015T2,196
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2015T3,194
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2015T4,197
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2016T1,198
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2016T2,199
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2016T3,197
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2016T4,196
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2017T1,196
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2017T2,196
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2017T3,197
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2017T4,201
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2018T1,203
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2018T2,200
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2018T3,198
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2018T4,200
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2019T1,197
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2019T2,198
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2019T3,197
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2019T4,200
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2020T1,197
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2020T2,196
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2020T3,200
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2020T4,201
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2021T1,200
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2021T2,199
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2021T3,199
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Sin especificar,2021T4,199
"Otras actividades turísticas: Agencias de viaje, alquiler de vehículos, actividades culturales, actividades deportivas",TOTAL,2011T2,1649
