Periodo,CCAA de residencia,Medida,DATA
2016M12,"Madrid, Comunidad de",Viajeros,750.79
2016M12,"Madrid, Comunidad de",Pernoctaciones,1848.89
2016M12,"Murcia, Región de",Viajeros,
2016M12,"Murcia, Región de",Pernoctaciones,
2016M12,"Navarra, Comunidad Foral de",Viajeros,122.58
2016M12,"Navarra, Comunidad Foral de",Pernoctaciones,293.68
2016M12,País Vasco,Viajeros,768.67
2016M12,País Vasco,Pernoctaciones,1675.24
2016M12,"Rioja, La",Viajeros,490.31
2016M12,"Rioja, La",Pernoctaciones,978.07
2016M12,Canarias,Viajeros,
2016M12,Canarias,Pernoctaciones,
2016M12,Ceuta,Viajeros,
2016M12,Ceuta,Pernoctaciones,
2016M12,Melilla,Viajeros,
2016M12,Melilla,Pernoctaciones,
2017M01,TOTAL,Viajeros,1057.09
2017M01,TOTAL,Pernoctaciones,1955.73
2017M01,NO RESIDENTE EN ESPAŃA,Viajeros,39.61
2017M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,59.41
2017M01,RESIDENTES EN ESPAŃA,Viajeros,1017.48
2017M01,RESIDENTES EN ESPAŃA,Pernoctaciones,1896.32
2017M01,Andalucía,Viajeros,9.9
2017M01,Andalucía,Pernoctaciones,39.61
2017M01,Aragón,Viajeros,4.95
2017M01,Aragón,Pernoctaciones,39.61
2017M01,"Asturias, Principado de",Viajeros,
2017M01,"Asturias, Principado de",Pernoctaciones,
2017M01,"Balears, Illes",Viajeros,
2017M01,"Balears, Illes",Pernoctaciones,
2017M01,Cantabria,Viajeros,9.9
2017M01,Cantabria,Pernoctaciones,14.85
2017M01,Castilla y León,Viajeros,32.18
2017M01,Castilla y León,Pernoctaciones,84.17
2017M01,Castilla - La Mancha,Viajeros,19.8
2017M01,Castilla - La Mancha,Pernoctaciones,39.61
2017M01,Cataluńa,Viajeros,76.74
2017M01,Cataluńa,Pernoctaciones,160.91
2017M01,Comunitat Valenciana,Viajeros,34.66
2017M01,Comunitat Valenciana,Pernoctaciones,74.27
2017M01,Extremadura,Viajeros,
2017M01,Extremadura,Pernoctaciones,
2017M01,Galicia,Viajeros,9.9
2017M01,Galicia,Pernoctaciones,9.9
2017M01,"Madrid, Comunidad de",Viajeros,274.79
2017M01,"Madrid, Comunidad de",Pernoctaciones,485.22
2017M01,"Murcia, Región de",Viajeros,4.95
2017M01,"Murcia, Región de",Pernoctaciones,9.9
2017M01,"Navarra, Comunidad Foral de",Viajeros,111.4
2017M01,"Navarra, Comunidad Foral de",Pernoctaciones,203
2017M01,País Vasco,Viajeros,207.95
2017M01,País Vasco,Pernoctaciones,311.93
2017M01,"Rioja, La",Viajeros,220.33
2017M01,"Rioja, La",Pernoctaciones,423.33
2017M01,Canarias,Viajeros,
2017M01,Canarias,Pernoctaciones,
2017M01,Ceuta,Viajeros,
2017M01,Ceuta,Pernoctaciones,
2017M01,Melilla,Viajeros,
2017M01,Melilla,Pernoctaciones,
2017M02,TOTAL,Viajeros,2257.63
2017M02,TOTAL,Pernoctaciones,4056.76
2017M02,NO RESIDENTE EN ESPAŃA,Viajeros,54.82
2017M02,NO RESIDENTE EN ESPAŃA,Pernoctaciones,64.79
2017M02,RESIDENTES EN ESPAŃA,Viajeros,2202.81
2017M02,RESIDENTES EN ESPAŃA,Pernoctaciones,3991.98
2017M02,Andalucía,Viajeros,44.85
2017M02,Andalucía,Pernoctaciones,169.45
2017M02,Aragón,Viajeros,119.61
2017M02,Aragón,Pernoctaciones,244.2
2017M02,"Asturias, Principado de",Viajeros,9.97
2017M02,"Asturias, Principado de",Pernoctaciones,19.93
2017M02,"Balears, Illes",Viajeros,4.98
2017M02,"Balears, Illes",Pernoctaciones,4.98
2017M02,Cantabria,Viajeros,67.28
2017M02,Cantabria,Pernoctaciones,109.64
2017M02,Castilla y León,Viajeros,201.84
2017M02,Castilla y León,Pernoctaciones,408.67
2017M02,Castilla - La Mancha,Viajeros,27.41
2017M02,Castilla - La Mancha,Pernoctaciones,49.84
2017M02,Cataluńa,Viajeros,147.02
2017M02,Cataluńa,Pernoctaciones,266.63
2017M02,Comunitat Valenciana,Viajeros,39.87
2017M02,Comunitat Valenciana,Pernoctaciones,52.33
2017M02,Extremadura,Viajeros,
2017M02,Extremadura,Pernoctaciones,
2017M02,Galicia,Viajeros,79.74
2017M02,Galicia,Pernoctaciones,79.74
2017M02,"Madrid, Comunidad de",Viajeros,441.06
2017M02,"Madrid, Comunidad de",Pernoctaciones,834.78
2017M02,"Murcia, Región de",Viajeros,
2017M02,"Murcia, Región de",Pernoctaciones,
2017M02,"Navarra, Comunidad Foral de",Viajeros,264.14
2017M02,"Navarra, Comunidad Foral de",Pernoctaciones,508.34
2017M02,País Vasco,Viajeros,540.74
2017M02,País Vasco,Pernoctaciones,887.11
2017M02,"Rioja, La",Viajeros,204.33
2017M02,"Rioja, La",Pernoctaciones,331.42
2017M02,Canarias,Viajeros,9.97
2017M02,Canarias,Pernoctaciones,24.92
2017M02,Ceuta,Viajeros,
2017M02,Ceuta,Pernoctaciones,
2017M02,Melilla,Viajeros,
2017M02,Melilla,Pernoctaciones,
2017M03,TOTAL,Viajeros,3040.04
2017M03,TOTAL,Pernoctaciones,5502.73
2017M03,NO RESIDENTE EN ESPAŃA,Viajeros,71.53
2017M03,NO RESIDENTE EN ESPAŃA,Pernoctaciones,112.4
2017M03,RESIDENTES EN ESPAŃA,Viajeros,2968.51
2017M03,RESIDENTES EN ESPAŃA,Pernoctaciones,5390.32
2017M03,Andalucía,Viajeros,58.76
2017M03,Andalucía,Pernoctaciones,176.27
2017M03,Aragón,Viajeros,189.04
2017M03,Aragón,Pernoctaciones,327
2017M03,"Asturias, Principado de",Viajeros,20.44
2017M03,"Asturias, Principado de",Pernoctaciones,45.98
2017M03,"Balears, Illes",Viajeros,10.22
2017M03,"Balears, Illes",Pernoctaciones,40.87
2017M03,Cantabria,Viajeros,40.87
2017M03,Cantabria,Pernoctaciones,112.4
2017M03,Castilla y León,Viajeros,265.68
2017M03,Castilla y León,Pernoctaciones,503.27
2017M03,Castilla - La Mancha,Viajeros,25.55
2017M03,Castilla - La Mancha,Pernoctaciones,66.42
2017M03,Cataluńa,Viajeros,158.39
2017M03,Cataluńa,Pernoctaciones,321.89
2017M03,Comunitat Valenciana,Viajeros,76.64
2017M03,Comunitat Valenciana,Pernoctaciones,173.72
2017M03,Extremadura,Viajeros,
2017M03,Extremadura,Pernoctaciones,
2017M03,Galicia,Viajeros,5.11
2017M03,Galicia,Pernoctaciones,5.11
2017M03,"Madrid, Comunidad de",Viajeros,899.24
2017M03,"Madrid, Comunidad de",Pernoctaciones,1675.85
2017M03,"Murcia, Región de",Viajeros,
2017M03,"Murcia, Región de",Pernoctaciones,
2017M03,"Navarra, Comunidad Foral de",Viajeros,421.52
2017M03,"Navarra, Comunidad Foral de",Pernoctaciones,679.54
2017M03,País Vasco,Viajeros,633.55
2017M03,País Vasco,Pernoctaciones,993.76
2017M03,"Rioja, La",Viajeros,163.5
2017M03,"Rioja, La",Pernoctaciones,268.24
2017M03,Canarias,Viajeros,
2017M03,Canarias,Pernoctaciones,
2017M03,Ceuta,Viajeros,
2017M03,Ceuta,Pernoctaciones,
2017M03,Melilla,Viajeros,
2017M03,Melilla,Pernoctaciones,
2017M04,TOTAL,Viajeros,4283.76
2017M04,TOTAL,Pernoctaciones,11433.42
2017M04,NO RESIDENTE EN ESPAŃA,Viajeros,246.37
2017M04,NO RESIDENTE EN ESPAŃA,Pernoctaciones,593.29
2017M04,RESIDENTES EN ESPAŃA,Viajeros,4037.39
2017M04,RESIDENTES EN ESPAŃA,Pernoctaciones,10840.13
2017M04,Andalucía,Viajeros,25.14
2017M04,Andalucía,Pernoctaciones,70.39
2017M04,Aragón,Viajeros,356.98
2017M04,Aragón,Pernoctaciones,990.49
2017M04,"Asturias, Principado de",Viajeros,70.39
2017M04,"Asturias, Principado de",Pernoctaciones,226.25
2017M04,"Balears, Illes",Viajeros,40.22
2017M04,"Balears, Illes",Pernoctaciones,170.95
2017M04,Cantabria,Viajeros,40.22
2017M04,Cantabria,Pernoctaciones,103.07
2017M04,Castilla y León,Viajeros,236.31
2017M04,Castilla y León,Pernoctaciones,595.8
2017M04,Castilla - La Mancha,Viajeros,65.36
2017M04,Castilla - La Mancha,Pernoctaciones,135.75
2017M04,Cataluńa,Viajeros,407.26
2017M04,Cataluńa,Pernoctaciones,1136.3
2017M04,Comunitat Valenciana,Viajeros,160.89
2017M04,Comunitat Valenciana,Pernoctaciones,475.14
2017M04,Extremadura,Viajeros,30.17
2017M04,Extremadura,Pernoctaciones,105.59
2017M04,Galicia,Viajeros,95.53
2017M04,Galicia,Pernoctaciones,150.84
2017M04,"Madrid, Comunidad de",Viajeros,1194.12
2017M04,"Madrid, Comunidad de",Pernoctaciones,3632.65
2017M04,"Murcia, Región de",Viajeros,30.17
2017M04,"Murcia, Región de",Pernoctaciones,90.5
2017M04,"Navarra, Comunidad Foral de",Viajeros,196.09
2017M04,"Navarra, Comunidad Foral de",Pernoctaciones,527.93
2017M04,País Vasco,Viajeros,882.39
2017M04,País Vasco,Pernoctaciones,2046.35
2017M04,"Rioja, La",Viajeros,206.14
2017M04,"Rioja, La",Pernoctaciones,382.12
2017M04,Canarias,Viajeros,
2017M04,Canarias,Pernoctaciones,
2017M04,Ceuta,Viajeros,
2017M04,Ceuta,Pernoctaciones,
2017M04,Melilla,Viajeros,
2017M04,Melilla,Pernoctaciones,
2017M05,TOTAL,Viajeros,3091.85
2017M05,TOTAL,Pernoctaciones,6262.38
2017M05,NO RESIDENTE EN ESPAŃA,Viajeros,307.15
2017M05,NO RESIDENTE EN ESPAŃA,Pernoctaciones,695.54
2017M05,RESIDENTES EN ESPAŃA,Viajeros,2784.69
2017M05,RESIDENTES EN ESPAŃA,Pernoctaciones,5566.85
2017M05,Andalucía,Viajeros,5.08
2017M05,Andalucía,Pernoctaciones,5.08
2017M05,Aragón,Viajeros,126.92
2017M05,Aragón,Pernoctaciones,274.15
2017M05,"Asturias, Principado de",Viajeros,20.31
2017M05,"Asturias, Principado de",Pernoctaciones,50.77
2017M05,"Balears, Illes",Viajeros,5.08
2017M05,"Balears, Illes",Pernoctaciones,15.23
2017M05,Cantabria,Viajeros,66
2017M05,Cantabria,Pernoctaciones,159.92
2017M05,Castilla y León,Viajeros,109.15
2017M05,Castilla y León,Pernoctaciones,248.77
2017M05,Castilla - La Mancha,Viajeros,60.92
2017M05,Castilla - La Mancha,Pernoctaciones,152.31
2017M05,Cataluńa,Viajeros,276.69
2017M05,Cataluńa,Pernoctaciones,517.85
2017M05,Comunitat Valenciana,Viajeros,25.38
2017M05,Comunitat Valenciana,Pernoctaciones,55.85
2017M05,Extremadura,Viajeros,2.54
2017M05,Extremadura,Pernoctaciones,55.85
2017M05,Galicia,Viajeros,25.38
2017M05,Galicia,Pernoctaciones,81.23
2017M05,"Madrid, Comunidad de",Viajeros,710.77
2017M05,"Madrid, Comunidad de",Pernoctaciones,1520.54
2017M05,"Murcia, Región de",Viajeros,
2017M05,"Murcia, Región de",Pernoctaciones,
2017M05,"Navarra, Comunidad Foral de",Viajeros,264
2017M05,"Navarra, Comunidad Foral de",Pernoctaciones,479.77
2017M05,País Vasco,Viajeros,743.77
2017M05,País Vasco,Pernoctaciones,1363.15
2017M05,"Rioja, La",Viajeros,342.69
2017M05,"Rioja, La",Pernoctaciones,586.38
2017M05,Canarias,Viajeros,
2017M05,Canarias,Pernoctaciones,
2017M05,Ceuta,Viajeros,
2017M05,Ceuta,Pernoctaciones,
2017M05,Melilla,Viajeros,
2017M05,Melilla,Pernoctaciones,
2017M06,TOTAL,Viajeros,3361.28
2017M06,TOTAL,Pernoctaciones,6460.2
2017M06,NO RESIDENTE EN ESPAŃA,Viajeros,329.89
2017M06,NO RESIDENTE EN ESPAŃA,Pernoctaciones,602.64
2017M06,RESIDENTES EN ESPAŃA,Viajeros,3031.38
2017M06,RESIDENTES EN ESPAŃA,Pernoctaciones,5857.56
2017M06,Andalucía,Viajeros,36.37
2017M06,Andalucía,Pernoctaciones,83.12
2017M06,Aragón,Viajeros,155.86
2017M06,Aragón,Pernoctaciones,311.71
2017M06,"Asturias, Principado de",Viajeros,12.99
2017M06,"Asturias, Principado de",Pernoctaciones,31.17
2017M06,"Balears, Illes",Viajeros,5.2
2017M06,"Balears, Illes",Pernoctaciones,10.39
2017M06,Cantabria,Viajeros,111.7
2017M06,Cantabria,Pernoctaciones,225.99
2017M06,Castilla y León,Viajeros,233.78
2017M06,Castilla y León,Pernoctaciones,462.37
2017M06,Castilla - La Mancha,Viajeros,59.74
2017M06,Castilla - La Mancha,Pernoctaciones,101.31
2017M06,Cataluńa,Viajeros,303.92
2017M06,Cataluńa,Pernoctaciones,727.32
2017M06,Comunitat Valenciana,Viajeros,46.76
2017M06,Comunitat Valenciana,Pernoctaciones,98.71
2017M06,Extremadura,Viajeros,
2017M06,Extremadura,Pernoctaciones,
2017M06,Galicia,Viajeros,7.79
2017M06,Galicia,Pernoctaciones,67.54
2017M06,"Madrid, Comunidad de",Viajeros,516.92
2017M06,"Madrid, Comunidad de",Pernoctaciones,1093.58
2017M06,"Murcia, Región de",Viajeros,10.39
2017M06,"Murcia, Región de",Pernoctaciones,20.78
2017M06,"Navarra, Comunidad Foral de",Viajeros,135.07
2017M06,"Navarra, Comunidad Foral de",Pernoctaciones,270.15
2017M06,País Vasco,Viajeros,1026.05
2017M06,País Vasco,Pernoctaciones,1771.55
2017M06,"Rioja, La",Viajeros,327.3
2017M06,"Rioja, La",Pernoctaciones,509.13
2017M06,Canarias,Viajeros,41.56
2017M06,Canarias,Pernoctaciones,72.73
2017M06,Ceuta,Viajeros,
2017M06,Ceuta,Pernoctaciones,
2017M06,Melilla,Viajeros,
2017M06,Melilla,Pernoctaciones,
2017M07,TOTAL,Viajeros,3875.52
2017M07,TOTAL,Pernoctaciones,8412.89
2017M07,NO RESIDENTE EN ESPAŃA,Viajeros,307.02
2017M07,NO RESIDENTE EN ESPAŃA,Pernoctaciones,674.44
2017M07,RESIDENTES EN ESPAŃA,Viajeros,3568.5
2017M07,RESIDENTES EN ESPAŃA,Pernoctaciones,7738.45
2017M07,Andalucía,Viajeros,135.89
2017M07,Andalucía,Pernoctaciones,249.14
2017M07,Aragón,Viajeros,186.23
2017M07,Aragón,Pernoctaciones,377.49
2017M07,"Asturias, Principado de",Viajeros,35.23
2017M07,"Asturias, Principado de",Pernoctaciones,95.63
2017M07,"Balears, Illes",Viajeros,25.17
2017M07,"Balears, Illes",Pernoctaciones,65.43
2017M07,Cantabria,Viajeros,62.91
2017M07,Cantabria,Pernoctaciones,171.13
2017M07,Castilla y León,Viajeros,55.36
2017M07,Castilla y León,Pernoctaciones,95.63
2017M07,Castilla - La Mancha,Viajeros,15.1
2017M07,Castilla - La Mancha,Pernoctaciones,20.13
2017M07,Cataluńa,Viajeros,329.67
2017M07,Cataluńa,Pernoctaciones,800.27
2017M07,Comunitat Valenciana,Viajeros,78.01
2017M07,Comunitat Valenciana,Pernoctaciones,412.72
2017M07,Extremadura,Viajeros,5.03
2017M07,Extremadura,Pernoctaciones,5.03
2017M07,Galicia,Viajeros,27.68
2017M07,Galicia,Pernoctaciones,80.53
2017M07,"Madrid, Comunidad de",Viajeros,800.27
2017M07,"Madrid, Comunidad de",Pernoctaciones,1915.11
2017M07,"Murcia, Región de",Viajeros,27.68
2017M07,"Murcia, Región de",Pernoctaciones,100.66
2017M07,"Navarra, Comunidad Foral de",Viajeros,294.44
2017M07,"Navarra, Comunidad Foral de",Pernoctaciones,583.84
2017M07,País Vasco,Viajeros,1280.93
2017M07,País Vasco,Pernoctaciones,2370.61
2017M07,"Rioja, La",Viajeros,208.88
2017M07,"Rioja, La",Pernoctaciones,395.1
2017M07,Canarias,Viajeros,
2017M07,Canarias,Pernoctaciones,
2017M07,Ceuta,Viajeros,
2017M07,Ceuta,Pernoctaciones,
2017M07,Melilla,Viajeros,
2017M07,Melilla,Pernoctaciones,
2017M08,TOTAL,Viajeros,5370.25
2017M08,TOTAL,Pernoctaciones,14796.85
2017M08,NO RESIDENTE EN ESPAŃA,Viajeros,399.78
2017M08,NO RESIDENTE EN ESPAŃA,Pernoctaciones,873.4
2017M08,RESIDENTES EN ESPAŃA,Viajeros,4970.48
2017M08,RESIDENTES EN ESPAŃA,Pernoctaciones,13923.45
2017M08,Andalucía,Viajeros,315.75
2017M08,Andalucía,Pernoctaciones,1688.23
2017M08,Aragón,Viajeros,196.07
2017M08,Aragón,Pernoctaciones,634.04
2017M08,"Asturias, Principado de",Viajeros,96.76
2017M08,"Asturias, Principado de",Pernoctaciones,239.36
2017M08,"Balears, Illes",Viajeros,35.65
2017M08,"Balears, Illes",Pernoctaciones,86.58
2017M08,Cantabria,Viajeros,183.34
2017M08,Cantabria,Pernoctaciones,384.5
2017M08,Castilla y León,Viajeros,134.96
2017M08,Castilla y León,Pernoctaciones,341.21
2017M08,Castilla - La Mancha,Viajeros,99.31
2017M08,Castilla - La Mancha,Pernoctaciones,183.34
2017M08,Cataluńa,Viajeros,868.31
2017M08,Cataluńa,Pernoctaciones,2222.96
2017M08,Comunitat Valenciana,Viajeros,374.31
2017M08,Comunitat Valenciana,Pernoctaciones,1079.65
2017M08,Extremadura,Viajeros,56.02
2017M08,Extremadura,Pernoctaciones,157.87
2017M08,Galicia,Viajeros,61.11
2017M08,Galicia,Pernoctaciones,106.95
2017M08,"Madrid, Comunidad de",Viajeros,972.71
2017M08,"Madrid, Comunidad de",Pernoctaciones,2469.96
2017M08,"Murcia, Región de",Viajeros,112.04
2017M08,"Murcia, Región de",Pernoctaciones,366.67
2017M08,"Navarra, Comunidad Foral de",Viajeros,168.06
2017M08,"Navarra, Comunidad Foral de",Pernoctaciones,761.36
2017M08,País Vasco,Viajeros,1097.48
2017M08,País Vasco,Pernoctaciones,2755.15
2017M08,"Rioja, La",Viajeros,188.43
2017M08,"Rioja, La",Pernoctaciones,425.24
2017M08,Canarias,Viajeros,10.19
2017M08,Canarias,Pernoctaciones,20.37
2017M08,Ceuta,Viajeros,
2017M08,Ceuta,Pernoctaciones,
2017M08,Melilla,Viajeros,
2017M08,Melilla,Pernoctaciones,
2017M09,TOTAL,Viajeros,3818.03
2017M09,TOTAL,Pernoctaciones,8020.61
2017M09,NO RESIDENTE EN ESPAŃA,Viajeros,339.6
2017M09,NO RESIDENTE EN ESPAŃA,Pernoctaciones,644.25
2017M09,RESIDENTES EN ESPAŃA,Viajeros,3478.43
2017M09,RESIDENTES EN ESPAŃA,Pernoctaciones,7376.36
2017M09,Andalucía,Viajeros,109.87
2017M09,Andalucía,Pernoctaciones,194.77
2017M09,Aragón,Viajeros,222.24
2017M09,Aragón,Pernoctaciones,429.5
2017M09,"Asturias, Principado de",Viajeros,42.45
2017M09,"Asturias, Principado de",Pernoctaciones,97.39
2017M09,"Balears, Illes",Viajeros,34.96
2017M09,"Balears, Illes",Pernoctaciones,59.93
2017M09,Cantabria,Viajeros,49.94
2017M09,Cantabria,Pernoctaciones,109.87
2017M09,Castilla y León,Viajeros,207.26
2017M09,Castilla y León,Pernoctaciones,414.51
2017M09,Castilla - La Mancha,Viajeros,4.99
2017M09,Castilla - La Mancha,Pernoctaciones,9.99
2017M09,Cataluńa,Viajeros,349.59
2017M09,Cataluńa,Pernoctaciones,766.6
2017M09,Comunitat Valenciana,Viajeros,172.3
2017M09,Comunitat Valenciana,Pernoctaciones,387.05
2017M09,Extremadura,Viajeros,4.99
2017M09,Extremadura,Pernoctaciones,14.98
2017M09,Galicia,Viajeros,49.94
2017M09,Galicia,Pernoctaciones,97.39
2017M09,"Madrid, Comunidad de",Viajeros,731.64
2017M09,"Madrid, Comunidad de",Pernoctaciones,1480.77
2017M09,"Murcia, Región de",Viajeros,
2017M09,"Murcia, Región de",Pernoctaciones,
2017M09,"Navarra, Comunidad Foral de",Viajeros,147.33
2017M09,"Navarra, Comunidad Foral de",Pernoctaciones,302.15
2017M09,País Vasco,Viajeros,1143.66
2017M09,País Vasco,Pernoctaciones,2219.9
2017M09,"Rioja, La",Viajeros,189.78
2017M09,"Rioja, La",Pernoctaciones,739.13
2017M09,Canarias,Viajeros,17.48
2017M09,Canarias,Pernoctaciones,52.44
2017M09,Ceuta,Viajeros,
2017M09,Ceuta,Pernoctaciones,
2017M09,Melilla,Viajeros,
2017M09,Melilla,Pernoctaciones,
2017M10,TOTAL,Viajeros,4064.12
2017M10,TOTAL,Pernoctaciones,8857.9
2017M10,NO RESIDENTE EN ESPAŃA,Viajeros,139.46
2017M10,NO RESIDENTE EN ESPAŃA,Pernoctaciones,244.05
2017M10,RESIDENTES EN ESPAŃA,Viajeros,3924.67
2017M10,RESIDENTES EN ESPAŃA,Pernoctaciones,8613.85
2017M10,Andalucía,Viajeros,87.16
2017M10,Andalucía,Pernoctaciones,283.89
2017M10,Aragón,Viajeros,293.85
2017M10,Aragón,Pernoctaciones,682.33
2017M10,"Asturias, Principado de",Viajeros,44.82
2017M10,"Asturias, Principado de",Pernoctaciones,89.65
2017M10,"Balears, Illes",Viajeros,9.96
2017M10,"Balears, Illes",Pernoctaciones,39.84
2017M10,Cantabria,Viajeros,171.83
2017M10,Cantabria,Pernoctaciones,366.07
2017M10,Castilla y León,Viajeros,214.16
2017M10,Castilla y León,Pernoctaciones,483.11
2017M10,Castilla - La Mancha,Viajeros,24.9
2017M10,Castilla - La Mancha,Pernoctaciones,59.77
2017M10,Cataluńa,Viajeros,308.79
2017M10,Cataluńa,Pernoctaciones,719.69
2017M10,Comunitat Valenciana,Viajeros,176.81
2017M10,Comunitat Valenciana,Pernoctaciones,390.97
2017M10,Extremadura,Viajeros,4.98
2017M10,Extremadura,Pernoctaciones,9.96
2017M10,Galicia,Viajeros,27.39
2017M10,Galicia,Pernoctaciones,54.79
2017M10,"Madrid, Comunidad de",Viajeros,948.79
2017M10,"Madrid, Comunidad de",Pernoctaciones,2034.55
2017M10,"Murcia, Región de",Viajeros,7.47
2017M10,"Murcia, Región de",Pernoctaciones,17.43
2017M10,"Navarra, Comunidad Foral de",Viajeros,97.12
2017M10,"Navarra, Comunidad Foral de",Pernoctaciones,189.26
2017M10,País Vasco,Viajeros,1242.65
2017M10,País Vasco,Pernoctaciones,2540.08
2017M10,"Rioja, La",Viajeros,263.97
2017M10,"Rioja, La",Pernoctaciones,652.45
2017M10,Canarias,Viajeros,
2017M10,Canarias,Pernoctaciones,
2017M10,Ceuta,Viajeros,
2017M10,Ceuta,Pernoctaciones,
2017M10,Melilla,Viajeros,
2017M10,Melilla,Pernoctaciones,
2017M11,TOTAL,Viajeros,2838.91
2017M11,TOTAL,Pernoctaciones,5354.09
2017M11,NO RESIDENTE EN ESPAŃA,Viajeros,29.88
2017M11,NO RESIDENTE EN ESPAŃA,Pernoctaciones,39.84
2017M11,RESIDENTES EN ESPAŃA,Viajeros,2809.03
2017M11,RESIDENTES EN ESPAŃA,Pernoctaciones,5314.24
2017M11,Andalucía,Viajeros,14.94
2017M11,Andalucía,Pernoctaciones,42.33
2017M11,Aragón,Viajeros,189.26
2017M11,Aragón,Pernoctaciones,378.52
2017M11,"Asturias, Principado de",Viajeros,39.84
2017M11,"Asturias, Principado de",Pernoctaciones,79.69
2017M11,"Balears, Illes",Viajeros,4.98
2017M11,"Balears, Illes",Pernoctaciones,9.96
2017M11,Cantabria,Viajeros,44.82
2017M11,Cantabria,Pernoctaciones,54.79
2017M11,Castilla y León,Viajeros,134.47
2017M11,Castilla y León,Pernoctaciones,263.97
2017M11,Castilla - La Mancha,Viajeros,4.98
2017M11,Castilla - La Mancha,Pernoctaciones,19.92
2017M11,Cataluńa,Viajeros,114.55
2017M11,Cataluńa,Pernoctaciones,204.2
2017M11,Comunitat Valenciana,Viajeros,94.63
2017M11,Comunitat Valenciana,Pernoctaciones,174.32
2017M11,Extremadura,Viajeros,
2017M11,Extremadura,Pernoctaciones,
2017M11,Galicia,Viajeros,19.92
2017M11,Galicia,Pernoctaciones,39.84
2017M11,"Madrid, Comunidad de",Viajeros,582.72
2017M11,"Madrid, Comunidad de",Pernoctaciones,1140.54
2017M11,"Murcia, Región de",Viajeros,
2017M11,"Murcia, Región de",Pernoctaciones,
2017M11,"Navarra, Comunidad Foral de",Viajeros,286.38
2017M11,"Navarra, Comunidad Foral de",Pernoctaciones,510.51
2017M11,País Vasco,Viajeros,866.61
2017M11,País Vasco,Pernoctaciones,1593.77
2017M11,"Rioja, La",Viajeros,410.89
2017M11,"Rioja, La",Pernoctaciones,801.87
2017M11,Canarias,Viajeros,
2017M11,Canarias,Pernoctaciones,
2017M11,Ceuta,Viajeros,
2017M11,Ceuta,Pernoctaciones,
2017M11,Melilla,Viajeros,
2017M11,Melilla,Pernoctaciones,
2017M12,TOTAL,Viajeros,3095.48
2017M12,TOTAL,Pernoctaciones,8044.34
2017M12,NO RESIDENTE EN ESPAŃA,Viajeros,34.23
2017M12,NO RESIDENTE EN ESPAŃA,Pernoctaciones,73.35
2017M12,RESIDENTES EN ESPAŃA,Viajeros,3061.25
2017M12,RESIDENTES EN ESPAŃA,Pernoctaciones,7970.98
2017M12,Andalucía,Viajeros,66.02
2017M12,Andalucía,Pernoctaciones,286.08
2017M12,Aragón,Viajeros,132.03
2017M12,Aragón,Pernoctaciones,320.31
2017M12,"Asturias, Principado de",Viajeros,29.34
2017M12,"Asturias, Principado de",Pernoctaciones,68.46
2017M12,"Balears, Illes",Viajeros,
2017M12,"Balears, Illes",Pernoctaciones,
2017M12,Cantabria,Viajeros,61.13
2017M12,Cantabria,Pernoctaciones,141.82
2017M12,Castilla y León,Viajeros,154.04
2017M12,Castilla y León,Pernoctaciones,391.21
2017M12,Castilla - La Mancha,Viajeros,63.57
2017M12,Castilla - La Mancha,Pernoctaciones,234.73
2017M12,Cataluńa,Viajeros,315.42
2017M12,Cataluńa,Pernoctaciones,885.12
2017M12,Comunitat Valenciana,Viajeros,156.49
2017M12,Comunitat Valenciana,Pernoctaciones,452.34
2017M12,Extremadura,Viajeros,
2017M12,Extremadura,Pernoctaciones,
2017M12,Galicia,Viajeros,17.12
2017M12,Galicia,Pernoctaciones,68.46
2017M12,"Madrid, Comunidad de",Viajeros,533.03
2017M12,"Madrid, Comunidad de",Pernoctaciones,1430.38
2017M12,"Murcia, Región de",Viajeros,2.45
2017M12,"Murcia, Región de",Pernoctaciones,2.45
2017M12,"Navarra, Comunidad Foral de",Viajeros,264.07
2017M12,"Navarra, Comunidad Foral de",Pernoctaciones,579.49
2017M12,País Vasco,Viajeros,858.23
2017M12,País Vasco,Pernoctaciones,2095.44
2017M12,"Rioja, La",Viajeros,408.33
2017M12,"Rioja, La",Pernoctaciones,1014.71
2017M12,Canarias,Viajeros,
2017M12,Canarias,Pernoctaciones,
2017M12,Ceuta,Viajeros,
2017M12,Ceuta,Pernoctaciones,
2017M12,Melilla,Viajeros,
2017M12,Melilla,Pernoctaciones,
2018M01,TOTAL,Viajeros,1195.1
2018M01,TOTAL,Pernoctaciones,2257.97
2018M01,NO RESIDENTE EN ESPAŃA,Viajeros,24.95
2018M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,34.93
2018M01,RESIDENTES EN ESPAŃA,Viajeros,1170.15
2018M01,RESIDENTES EN ESPAŃA,Pernoctaciones,2223.04
2018M01,Andalucía,Viajeros,
2018M01,Andalucía,Pernoctaciones,
2018M01,Aragón,Viajeros,157.18
2018M01,Aragón,Pernoctaciones,294.41
2018M01,"Asturias, Principado de",Viajeros,7.48
2018M01,"Asturias, Principado de",Pernoctaciones,19.96
2018M01,"Balears, Illes",Viajeros,
2018M01,"Balears, Illes",Pernoctaciones,
2018M01,Cantabria,Viajeros,32.43
