Periodo,Categoría,Residencia viajero,DATA
2017M11,TOTAL,Residentes en Espańa,37446.9
2017M11,TOTAL,No residentes en Espańa,4829.42
2017M11,4 y 5 estrellas,TOTAL,13077
2017M11,4 y 5 estrellas,Residentes en Espańa,11290.06
2017M11,4 y 5 estrellas,No residentes en Espańa,1786.94
2017M11,3 estrellas,TOTAL,22260
2017M11,3 estrellas,Residentes en Espańa,19682.08
2017M11,3 estrellas,No residentes en Espańa,2577.92
2017M11,1 y 2 estrellas,TOTAL,1722.86
2017M11,1 y 2 estrellas,Residentes en Espańa,1560
2017M11,1 y 2 estrellas,No residentes en Espańa,162.86
2017M11,Hostales y pensiones,TOTAL,5216.46
2017M11,Hostales y pensiones,Residentes en Espańa,4914.75
2017M11,Hostales y pensiones,No residentes en Espańa,301.71
2017M12,TOTAL,TOTAL,36720.4
2017M12,TOTAL,Residentes en Espańa,33903.49
2017M12,TOTAL,No residentes en Espańa,2816.91
2017M12,4 y 5 estrellas,TOTAL,12133
2017M12,4 y 5 estrellas,Residentes en Espańa,11255.71
2017M12,4 y 5 estrellas,No residentes en Espańa,877.29
2017M12,3 estrellas,TOTAL,17818.19
2017M12,3 estrellas,Residentes en Espańa,16133.78
2017M12,3 estrellas,No residentes en Espańa,1684.41
2017M12,1 y 2 estrellas,TOTAL,854.71
2017M12,1 y 2 estrellas,Residentes en Espańa,748.43
2017M12,1 y 2 estrellas,No residentes en Espańa,106.29
2017M12,Hostales y pensiones,TOTAL,5914.49
2017M12,Hostales y pensiones,Residentes en Espańa,5765.57
2017M12,Hostales y pensiones,No residentes en Espańa,148.92
2018M01,TOTAL,TOTAL,26342.24
2018M01,TOTAL,Residentes en Espańa,23312.83
2018M01,TOTAL,No residentes en Espańa,3029.41
2018M01,4 y 5 estrellas,TOTAL,8749
2018M01,4 y 5 estrellas,Residentes en Espańa,7752.01
2018M01,4 y 5 estrellas,No residentes en Espańa,996.99
2018M01,3 estrellas,TOTAL,14527
2018M01,3 estrellas,Residentes en Espańa,12659.86
2018M01,3 estrellas,No residentes en Espańa,1867.14
2018M01,1 y 2 estrellas,TOTAL,992
2018M01,1 y 2 estrellas,Residentes en Espańa,921.14
2018M01,1 y 2 estrellas,No residentes en Espańa,70.86
2018M01,Hostales y pensiones,TOTAL,2074.24
2018M01,Hostales y pensiones,Residentes en Espańa,1979.82
2018M01,Hostales y pensiones,No residentes en Espańa,94.42
2018M02,TOTAL,TOTAL,31006.18
2018M02,TOTAL,Residentes en Espańa,27875.22
2018M02,TOTAL,No residentes en Espańa,3130.96
2018M02,4 y 5 estrellas,TOTAL,8956
2018M02,4 y 5 estrellas,Residentes en Espańa,8059.45
2018M02,4 y 5 estrellas,No residentes en Espańa,896.55
2018M02,3 estrellas,TOTAL,16814
2018M02,3 estrellas,Residentes en Espańa,15002.9
2018M02,3 estrellas,No residentes en Espańa,1811.1
2018M02,1 y 2 estrellas,TOTAL,1488
2018M02,1 y 2 estrellas,Residentes en Espańa,1368
2018M02,1 y 2 estrellas,No residentes en Espańa,120
2018M02,Hostales y pensiones,TOTAL,3748.18
2018M02,Hostales y pensiones,Residentes en Espańa,3444.87
2018M02,Hostales y pensiones,No residentes en Espańa,303.31
2018M03,TOTAL,TOTAL,41655.1
2018M03,TOTAL,Residentes en Espańa,36308.45
2018M03,TOTAL,No residentes en Espańa,5346.65
2018M03,4 y 5 estrellas,TOTAL,12633
2018M03,4 y 5 estrellas,Residentes en Espańa,10832.22
2018M03,4 y 5 estrellas,No residentes en Espańa,1800.78
2018M03,3 estrellas,TOTAL,22320
2018M03,3 estrellas,Residentes en Espańa,19515.24
2018M03,3 estrellas,No residentes en Espańa,2804.76
2018M03,1 y 2 estrellas,TOTAL,2001.71
2018M03,1 y 2 estrellas,Residentes en Espańa,1775.86
2018M03,1 y 2 estrellas,No residentes en Espańa,225.86
2018M03,Hostales y pensiones,TOTAL,4700.39
2018M03,Hostales y pensiones,Residentes en Espańa,4185.13
2018M03,Hostales y pensiones,No residentes en Espańa,515.26
2018M04,TOTAL,TOTAL,47528.11
2018M04,TOTAL,Residentes en Espańa,37602.9
2018M04,TOTAL,No residentes en Espańa,9925.21
2018M04,4 y 5 estrellas,TOTAL,14085
2018M04,4 y 5 estrellas,Residentes en Espańa,11510.3
2018M04,4 y 5 estrellas,No residentes en Espańa,2574.7
2018M04,3 estrellas,TOTAL,24277
2018M04,3 estrellas,Residentes en Espańa,19254.58
2018M04,3 estrellas,No residentes en Espańa,5022.42
2018M04,1 y 2 estrellas,TOTAL,2811.43
2018M04,1 y 2 estrellas,Residentes en Espańa,2447.14
2018M04,1 y 2 estrellas,No residentes en Espańa,364.29
2018M04,Hostales y pensiones,TOTAL,6354.69
2018M04,Hostales y pensiones,Residentes en Espańa,4390.88
2018M04,Hostales y pensiones,No residentes en Espańa,1963.81
2018M05,TOTAL,TOTAL,53467.12
2018M05,TOTAL,Residentes en Espańa,36384.18
2018M05,TOTAL,No residentes en Espańa,17082.95
2018M05,4 y 5 estrellas,TOTAL,15125
2018M05,4 y 5 estrellas,Residentes en Espańa,10493.08
2018M05,4 y 5 estrellas,No residentes en Espańa,4631.92
2018M05,3 estrellas,TOTAL,26944
2018M05,3 estrellas,Residentes en Espańa,19160.95
2018M05,3 estrellas,No residentes en Espańa,7783.05
2018M05,1 y 2 estrellas,TOTAL,2573
2018M05,1 y 2 estrellas,Residentes en Espańa,1944.14
2018M05,1 y 2 estrellas,No residentes en Espańa,628.86
2018M05,Hostales y pensiones,TOTAL,8825.12
2018M05,Hostales y pensiones,Residentes en Espańa,4786.01
2018M05,Hostales y pensiones,No residentes en Espańa,4039.12
2018M06,TOTAL,TOTAL,50879.68
2018M06,TOTAL,Residentes en Espańa,37220.43
2018M06,TOTAL,No residentes en Espańa,13659.25
2018M06,4 y 5 estrellas,TOTAL,15759
2018M06,4 y 5 estrellas,Residentes en Espańa,11538.33
2018M06,4 y 5 estrellas,No residentes en Espańa,4220.67
2018M06,3 estrellas,TOTAL,26186
2018M06,3 estrellas,Residentes en Espańa,19073.98
2018M06,3 estrellas,No residentes en Espańa,7112.02
2018M06,1 y 2 estrellas,TOTAL,2764.29
2018M06,1 y 2 estrellas,Residentes en Espańa,2305.71
2018M06,1 y 2 estrellas,No residentes en Espańa,458.57
2018M06,Hostales y pensiones,TOTAL,6170.39
2018M06,Hostales y pensiones,Residentes en Espańa,4302.41
2018M06,Hostales y pensiones,No residentes en Espańa,1867.98
2018M07,TOTAL,TOTAL,52271.86
2018M07,TOTAL,Residentes en Espańa,41473.61
2018M07,TOTAL,No residentes en Espańa,10798.24
2018M07,4 y 5 estrellas,TOTAL,15616
2018M07,4 y 5 estrellas,Residentes en Espańa,12364.97
2018M07,4 y 5 estrellas,No residentes en Espańa,3251.03
2018M07,3 estrellas,TOTAL,26064
2018M07,3 estrellas,Residentes en Espańa,20626.26
2018M07,3 estrellas,No residentes en Espańa,5437.74
2018M07,1 y 2 estrellas,TOTAL,2302.86
2018M07,1 y 2 estrellas,Residentes en Espańa,1891
2018M07,1 y 2 estrellas,No residentes en Espańa,411.86
2018M07,Hostales y pensiones,TOTAL,8289
2018M07,Hostales y pensiones,Residentes en Espańa,6591.39
2018M07,Hostales y pensiones,No residentes en Espańa,1697.61
2018M08,TOTAL,TOTAL,67491.54
2018M08,TOTAL,Residentes en Espańa,55599.57
2018M08,TOTAL,No residentes en Espańa,11891.97
2018M08,4 y 5 estrellas,TOTAL,19453
2018M08,4 y 5 estrellas,Residentes en Espańa,16180.97
2018M08,4 y 5 estrellas,No residentes en Espańa,3272.03
2018M08,3 estrellas,TOTAL,34610
2018M08,3 estrellas,Residentes en Espańa,28472.62
2018M08,3 estrellas,No residentes en Espańa,6137.38
2018M08,1 y 2 estrellas,TOTAL,4273.57
2018M08,1 y 2 estrellas,Residentes en Espańa,3680.14
2018M08,1 y 2 estrellas,No residentes en Espańa,593.43
2018M08,Hostales y pensiones,TOTAL,9154.97
2018M08,Hostales y pensiones,Residentes en Espańa,7265.84
2018M08,Hostales y pensiones,No residentes en Espańa,1889.13
2018M09,TOTAL,TOTAL,61660.38
2018M09,TOTAL,Residentes en Espańa,41113.51
2018M09,TOTAL,No residentes en Espańa,20546.88
2018M09,4 y 5 estrellas,TOTAL,17501
2018M09,4 y 5 estrellas,Residentes en Espańa,11908.85
2018M09,4 y 5 estrellas,No residentes en Espańa,5592.15
2018M09,3 estrellas,TOTAL,30646
2018M09,3 estrellas,Residentes en Espańa,20229.15
2018M09,3 estrellas,No residentes en Espańa,10416.85
2018M09,1 y 2 estrellas,TOTAL,3510
2018M09,1 y 2 estrellas,Residentes en Espańa,2631.43
2018M09,1 y 2 estrellas,No residentes en Espańa,878.57
2018M09,Hostales y pensiones,TOTAL,10003.38
2018M09,Hostales y pensiones,Residentes en Espańa,6344.08
2018M09,Hostales y pensiones,No residentes en Espańa,3659.3
2018M10,TOTAL,TOTAL,54386.21
2018M10,TOTAL,Residentes en Espańa,42903.95
2018M10,TOTAL,No residentes en Espańa,11482.25
2018M10,4 y 5 estrellas,TOTAL,16248
2018M10,4 y 5 estrellas,Residentes en Espańa,12988.18
2018M10,4 y 5 estrellas,No residentes en Espańa,3259.82
2018M10,3 estrellas,TOTAL,26411
2018M10,3 estrellas,Residentes en Espańa,20704.79
2018M10,3 estrellas,No residentes en Espańa,5706.21
2018M10,1 y 2 estrellas,TOTAL,3011.43
2018M10,1 y 2 estrellas,Residentes en Espańa,2550.86
2018M10,1 y 2 estrellas,No residentes en Espańa,460.57
2018M10,Hostales y pensiones,TOTAL,8715.78
2018M10,Hostales y pensiones,Residentes en Espańa,6660.13
2018M10,Hostales y pensiones,No residentes en Espańa,2055.65
2018M11,TOTAL,TOTAL,44438.91
2018M11,TOTAL,Residentes en Espańa,39729.53
2018M11,TOTAL,No residentes en Espańa,4709.38
2018M11,4 y 5 estrellas,TOTAL,14314
2018M11,4 y 5 estrellas,Residentes en Espańa,12876.48
2018M11,4 y 5 estrellas,No residentes en Espańa,1437.52
2018M11,3 estrellas,TOTAL,21955
2018M11,3 estrellas,Residentes en Espańa,19479.31
2018M11,3 estrellas,No residentes en Espańa,2475.69
2018M11,1 y 2 estrellas,TOTAL,2336.57
2018M11,1 y 2 estrellas,Residentes en Espańa,2083.86
2018M11,1 y 2 estrellas,No residentes en Espańa,252.71
2018M11,Hostales y pensiones,TOTAL,5833.34
2018M11,Hostales y pensiones,Residentes en Espańa,5289.89
2018M11,Hostales y pensiones,No residentes en Espańa,543.45
2018M12,TOTAL,TOTAL,35436.5
2018M12,TOTAL,Residentes en Espańa,32401.96
2018M12,TOTAL,No residentes en Espańa,3034.54
2018M12,4 y 5 estrellas,TOTAL,12714
2018M12,4 y 5 estrellas,Residentes en Espańa,11542.39
2018M12,4 y 5 estrellas,No residentes en Espańa,1171.61
2018M12,3 estrellas,TOTAL,17036
2018M12,3 estrellas,Residentes en Espańa,15506.31
2018M12,3 estrellas,No residentes en Espańa,1529.69
2018M12,1 y 2 estrellas,TOTAL,1183.76
2018M12,1 y 2 estrellas,Residentes en Espańa,1050.07
2018M12,1 y 2 estrellas,No residentes en Espańa,133.7
2018M12,Hostales y pensiones,TOTAL,4502.74
2018M12,Hostales y pensiones,Residentes en Espańa,4303.19
2018M12,Hostales y pensiones,No residentes en Espańa,199.55
2019M01,TOTAL,TOTAL,25821.24
2019M01,TOTAL,Residentes en Espańa,22917.32
2019M01,TOTAL,No residentes en Espańa,2903.91
2019M01,4 y 5 estrellas,TOTAL,9081
2019M01,4 y 5 estrellas,Residentes en Espańa,8255.43
2019M01,4 y 5 estrellas,No residentes en Espańa,825.57
2019M01,3 estrellas,TOTAL,13137
2019M01,3 estrellas,Residentes en Espańa,11508.11
2019M01,3 estrellas,No residentes en Espańa,1628.89
2019M01,1 y 2 estrellas,TOTAL,1222.29
2019M01,1 y 2 estrellas,Residentes en Espańa,1116
2019M01,1 y 2 estrellas,No residentes en Espańa,106.29
2019M01,Hostales y pensiones,TOTAL,2380.95
2019M01,Hostales y pensiones,Residentes en Espańa,2037.79
2019M01,Hostales y pensiones,No residentes en Espańa,343.16
2019M02,TOTAL,TOTAL,30963.95
2019M02,TOTAL,Residentes en Espańa,27686.52
2019M02,TOTAL,No residentes en Espańa,3277.43
2019M02,4 y 5 estrellas,TOTAL,10286
2019M02,4 y 5 estrellas,Residentes en Espańa,9234.05
2019M02,4 y 5 estrellas,No residentes en Espańa,1051.95
2019M02,3 estrellas,TOTAL,15442
2019M02,3 estrellas,Residentes en Espańa,13803.93
2019M02,3 estrellas,No residentes en Espańa,1638.07
2019M02,1 y 2 estrellas,TOTAL,1584
2019M02,1 y 2 estrellas,Residentes en Espańa,1484
2019M02,1 y 2 estrellas,No residentes en Espańa,100
2019M02,Hostales y pensiones,TOTAL,3651.95
2019M02,Hostales y pensiones,Residentes en Espańa,3164.54
2019M02,Hostales y pensiones,No residentes en Espańa,487.4
2019M03,TOTAL,TOTAL,40741.25
2019M03,TOTAL,Residentes en Espańa,35932.51
2019M03,TOTAL,No residentes en Espańa,4808.74
2019M03,4 y 5 estrellas,TOTAL,13233
2019M03,4 y 5 estrellas,Residentes en Espańa,11638.43
2019M03,4 y 5 estrellas,No residentes en Espańa,1594.57
2019M03,3 estrellas,TOTAL,19929
2019M03,3 estrellas,Residentes en Espańa,17643.63
2019M03,3 estrellas,No residentes en Espańa,2285.37
2019M03,1 y 2 estrellas,TOTAL,2186.43
2019M03,1 y 2 estrellas,Residentes en Espańa,2047.57
2019M03,1 y 2 estrellas,No residentes en Espańa,138.86
2019M03,Hostales y pensiones,TOTAL,5392.82
2019M03,Hostales y pensiones,Residentes en Espańa,4602.87
2019M03,Hostales y pensiones,No residentes en Espańa,789.95
2019M04,TOTAL,TOTAL,49628.55
2019M04,TOTAL,Residentes en Espańa,38068.41
2019M04,TOTAL,No residentes en Espańa,11560.14
2019M04,4 y 5 estrellas,TOTAL,15050
2019M04,4 y 5 estrellas,Residentes en Espańa,11880.82
2019M04,4 y 5 estrellas,No residentes en Espańa,3169.18
2019M04,3 estrellas,TOTAL,21775
2019M04,3 estrellas,Residentes en Espańa,16981.1
2019M04,3 estrellas,No residentes en Espańa,4793.9
2019M04,1 y 2 estrellas,TOTAL,3454
2019M04,1 y 2 estrellas,Residentes en Espańa,3125.86
2019M04,1 y 2 estrellas,No residentes en Espańa,328.14
2019M04,Hostales y pensiones,TOTAL,9349.55
2019M04,Hostales y pensiones,Residentes en Espańa,6080.63
2019M04,Hostales y pensiones,No residentes en Espańa,3268.92
2019M05,TOTAL,TOTAL,56887.82
2019M05,TOTAL,Residentes en Espańa,37497.7
2019M05,TOTAL,No residentes en Espańa,19390.12
2019M05,4 y 5 estrellas,TOTAL,18014
2019M05,4 y 5 estrellas,Residentes en Espańa,12159.9
2019M05,4 y 5 estrellas,No residentes en Espańa,5854.1
2019M05,3 estrellas,TOTAL,25018
2019M05,3 estrellas,Residentes en Espańa,17830.39
2019M05,3 estrellas,No residentes en Espańa,7187.61
2019M05,1 y 2 estrellas,TOTAL,2885.71
2019M05,1 y 2 estrellas,Residentes en Espańa,2255.29
2019M05,1 y 2 estrellas,No residentes en Espańa,630.43
2019M05,Hostales y pensiones,TOTAL,10970.11
2019M05,Hostales y pensiones,Residentes en Espańa,5252.13
2019M05,Hostales y pensiones,No residentes en Espańa,5717.98
2019M06,TOTAL,TOTAL,51598.76
2019M06,TOTAL,Residentes en Espańa,37572.01
2019M06,TOTAL,No residentes en Espańa,14026.75
2019M06,4 y 5 estrellas,TOTAL,16124
2019M06,4 y 5 estrellas,Residentes en Espańa,11184.93
2019M06,4 y 5 estrellas,No residentes en Espańa,4939.07
2019M06,3 estrellas,TOTAL,23834.83
2019M06,3 estrellas,Residentes en Espańa,17920.37
2019M06,3 estrellas,No residentes en Espańa,5914.46
2019M06,1 y 2 estrellas,TOTAL,2975.57
2019M06,1 y 2 estrellas,Residentes en Espańa,2542.43
2019M06,1 y 2 estrellas,No residentes en Espańa,433.14
2019M06,Hostales y pensiones,TOTAL,8664.35
2019M06,Hostales y pensiones,Residentes en Espańa,5924.28
2019M06,Hostales y pensiones,No residentes en Espańa,2740.07
2019M07,TOTAL,TOTAL,51506.3
2019M07,TOTAL,Residentes en Espańa,39729.03
2019M07,TOTAL,No residentes en Espańa,11777.27
2019M07,4 y 5 estrellas,TOTAL,16906
2019M07,4 y 5 estrellas,Residentes en Espańa,12650.93
2019M07,4 y 5 estrellas,No residentes en Espańa,4255.07
2019M07,3 estrellas,TOTAL,22967
2019M07,3 estrellas,Residentes en Espańa,18587.37
2019M07,3 estrellas,No residentes en Espańa,4379.63
2019M07,1 y 2 estrellas,TOTAL,2896.29
2019M07,1 y 2 estrellas,Residentes en Espańa,2601
2019M07,1 y 2 estrellas,No residentes en Espańa,295.29
2019M07,Hostales y pensiones,TOTAL,8737.02
2019M07,Hostales y pensiones,Residentes en Espańa,5889.73
2019M07,Hostales y pensiones,No residentes en Espańa,2847.29
2019M08,TOTAL,TOTAL,71292.49
2019M08,TOTAL,Residentes en Espańa,58565.51
2019M08,TOTAL,No residentes en Espańa,12726.99
2019M08,4 y 5 estrellas,TOTAL,21376
2019M08,4 y 5 estrellas,Residentes en Espańa,17242.65
2019M08,4 y 5 estrellas,No residentes en Espańa,4133.35
2019M08,3 estrellas,TOTAL,34219
2019M08,3 estrellas,Residentes en Espańa,29068.69
2019M08,3 estrellas,No residentes en Espańa,5150.31
2019M08,1 y 2 estrellas,TOTAL,4050.71
2019M08,1 y 2 estrellas,Residentes en Espańa,3425.29
2019M08,1 y 2 estrellas,No residentes en Espańa,625.43
2019M08,Hostales y pensiones,TOTAL,11646.78
2019M08,Hostales y pensiones,Residentes en Espańa,8828.88
2019M08,Hostales y pensiones,No residentes en Espańa,2817.9
2019M09,TOTAL,TOTAL,61014.29
2019M09,TOTAL,Residentes en Espańa,39831.24
2019M09,TOTAL,No residentes en Espańa,21183.05
2019M09,4 y 5 estrellas,TOTAL,19711
2019M09,4 y 5 estrellas,Residentes en Espańa,13265.85
2019M09,4 y 5 estrellas,No residentes en Espańa,6445.15
2019M09,3 estrellas,TOTAL,26296
2019M09,3 estrellas,Residentes en Espańa,17703.38
2019M09,3 estrellas,No residentes en Espańa,8592.62
2019M09,1 y 2 estrellas,TOTAL,3633.43
2019M09,1 y 2 estrellas,Residentes en Espańa,2740.14
2019M09,1 y 2 estrellas,No residentes en Espańa,893.29
2019M09,Hostales y pensiones,TOTAL,11373.86
2019M09,Hostales y pensiones,Residentes en Espańa,6121.86
2019M09,Hostales y pensiones,No residentes en Espańa,5252
2019M10,TOTAL,TOTAL,56157.68
2019M10,TOTAL,Residentes en Espańa,42248.5
2019M10,TOTAL,No residentes en Espańa,13909.17
2019M10,4 y 5 estrellas,TOTAL,18435
2019M10,4 y 5 estrellas,Residentes en Espańa,13413.71
2019M10,4 y 5 estrellas,No residentes en Espańa,5021.29
2019M10,3 estrellas,TOTAL,25646.03
2019M10,3 estrellas,Residentes en Espańa,19472.6
2019M10,3 estrellas,No residentes en Espańa,6173.43
2019M10,1 y 2 estrellas,TOTAL,2787.29
2019M10,1 y 2 estrellas,Residentes en Espańa,2424
2019M10,1 y 2 estrellas,No residentes en Espańa,363.29
2019M10,Hostales y pensiones,TOTAL,9289.36
2019M10,Hostales y pensiones,Residentes en Espańa,6938.19
2019M10,Hostales y pensiones,No residentes en Espańa,2351.17
2019M11,TOTAL,TOTAL,43310.68
2019M11,TOTAL,Residentes en Espańa,37431.38
2019M11,TOTAL,No residentes en Espańa,5879.3
2019M11,4 y 5 estrellas,TOTAL,14857
2019M11,4 y 5 estrellas,Residentes en Espańa,12932.43
2019M11,4 y 5 estrellas,No residentes en Espańa,1924.57
2019M11,3 estrellas,TOTAL,19688.51
2019M11,3 estrellas,Residentes en Espańa,16820.37
2019M11,3 estrellas,No residentes en Espańa,2868.15
2019M11,1 y 2 estrellas,TOTAL,1864.29
2019M11,1 y 2 estrellas,Residentes en Espańa,1624.29
2019M11,1 y 2 estrellas,No residentes en Espańa,240
2019M11,Hostales y pensiones,TOTAL,6900.88
2019M11,Hostales y pensiones,Residentes en Espańa,6054.3
2019M11,Hostales y pensiones,No residentes en Espańa,846.58
2019M12,TOTAL,TOTAL,33872.86
2019M12,TOTAL,Residentes en Espańa,30577.76
2019M12,TOTAL,No residentes en Espańa,3295.1
2019M12,4 y 5 estrellas,TOTAL,12585
2019M12,4 y 5 estrellas,Residentes en Espańa,11425.96
2019M12,4 y 5 estrellas,No residentes en Espańa,1159.04
2019M12,3 estrellas,TOTAL,15781.41
2019M12,3 estrellas,Residentes en Espańa,14312.25
2019M12,3 estrellas,No residentes en Espańa,1469.16
2019M12,1 y 2 estrellas,TOTAL,695.89
2019M12,1 y 2 estrellas,Residentes en Espańa,649.72
2019M12,1 y 2 estrellas,No residentes en Espańa,46.16
2019M12,Hostales y pensiones,TOTAL,4810.57
2019M12,Hostales y pensiones,Residentes en Espańa,4189.83
2019M12,Hostales y pensiones,No residentes en Espańa,620.74
2020M01,TOTAL,TOTAL,28395.35
2020M01,TOTAL,Residentes en Espańa,25064.47
2020M01,TOTAL,No residentes en Espańa,3330.88
2020M01,4 y 5 estrellas,TOTAL,9835
2020M01,4 y 5 estrellas,Residentes en Espańa,8954.21
2020M01,4 y 5 estrellas,No residentes en Espańa,880.79
2020M01,3 estrellas,TOTAL,14332.25
2020M01,3 estrellas,Residentes en Espańa,12558.21
2020M01,3 estrellas,No residentes en Espańa,1774.04
2020M01,1 y 2 estrellas,TOTAL,903.43
2020M01,1 y 2 estrellas,Residentes en Espańa,832.57
2020M01,1 y 2 estrellas,No residentes en Espańa,70.86
2020M01,Hostales y pensiones,TOTAL,3324.67
2020M01,Hostales y pensiones,Residentes en Espańa,2719.48
2020M01,Hostales y pensiones,No residentes en Espańa,605.19
2020M02,TOTAL,TOTAL,37497.54
2020M02,TOTAL,Residentes en Espańa,33296.72
2020M02,TOTAL,No residentes en Espańa,4200.82
2020M02,4 y 5 estrellas,TOTAL,12567
2020M02,4 y 5 estrellas,Residentes en Espańa,10977.21
2020M02,4 y 5 estrellas,No residentes en Espańa,1589.79
2020M02,3 estrellas,TOTAL,18214.35
2020M02,3 estrellas,Residentes en Espańa,16398.56
2020M02,3 estrellas,No residentes en Espańa,1815.79
2020M02,1 y 2 estrellas,TOTAL,1781.71
2020M02,1 y 2 estrellas,Residentes en Espańa,1670.71
2020M02,1 y 2 estrellas,No residentes en Espańa,111
2020M02,Hostales y pensiones,TOTAL,4934.47
2020M02,Hostales y pensiones,Residentes en Espańa,4250.23
2020M02,Hostales y pensiones,No residentes en Espańa,684.23
2020M03,TOTAL,TOTAL,9299.31
2020M03,TOTAL,Residentes en Espańa,7992.1
2020M03,TOTAL,No residentes en Espańa,1307.22
2020M03,4 y 5 estrellas,TOTAL,3218.83
2020M03,4 y 5 estrellas,Residentes en Espańa,2942
2020M03,4 y 5 estrellas,No residentes en Espańa,276.83
2020M03,3 estrellas,TOTAL,5047.86
2020M03,3 estrellas,Residentes en Espańa,4138.25
2020M03,3 estrellas,No residentes en Espańa,909.61
2020M03,1 y 2 estrellas,TOTAL,291.94
2020M03,1 y 2 estrellas,Residentes en Espańa,249.26
2020M03,1 y 2 estrellas,No residentes en Espańa,42.68
2020M03,Hostales y pensiones,TOTAL,740.68
2020M03,Hostales y pensiones,Residentes en Espańa,662.59
2020M03,Hostales y pensiones,No residentes en Espańa,78.09
2020M05,TOTAL,TOTAL,840.75
2020M05,TOTAL,Residentes en Espańa,807.21
2020M05,TOTAL,No residentes en Espańa,33.54
2020M05,4 y 5 estrellas,TOTAL,25
2020M05,4 y 5 estrellas,Residentes en Espańa,25
2020M05,4 y 5 estrellas,No residentes en Espańa,
2020M05,3 estrellas,TOTAL,509
2020M05,3 estrellas,Residentes en Espańa,501.74
2020M05,3 estrellas,No residentes en Espańa,7.26
2020M05,1 y 2 estrellas,TOTAL,211.57
2020M05,1 y 2 estrellas,Residentes en Espańa,185.29
2020M05,1 y 2 estrellas,No residentes en Espańa,26.29
2020M05,Hostales y pensiones,TOTAL,95.18
2020M05,Hostales y pensiones,Residentes en Espańa,95.18
2020M05,Hostales y pensiones,No residentes en Espańa,
2020M06,TOTAL,TOTAL,5820.59
2020M06,TOTAL,Residentes en Espańa,5184.36
2020M06,TOTAL,No residentes en Espańa,636.24
2020M06,4 y 5 estrellas,TOTAL,2029
2020M06,4 y 5 estrellas,Residentes en Espańa,1783.36
2020M06,4 y 5 estrellas,No residentes en Espańa,245.64
2020M06,3 estrellas,TOTAL,2200.56
2020M06,3 estrellas,Residentes en Espańa,2008.4
2020M06,3 estrellas,No residentes en Espańa,192.16
2020M06,1 y 2 estrellas,TOTAL,461.71
2020M06,1 y 2 estrellas,Residentes en Espańa,424.57
2020M06,1 y 2 estrellas,No residentes en Espańa,37.14
2020M06,Hostales y pensiones,TOTAL,1129.32
2020M06,Hostales y pensiones,Residentes en Espańa,968.03
2020M06,Hostales y pensiones,No residentes en Espańa,161.29
2020M07,TOTAL,TOTAL,28201.76
2020M07,TOTAL,Residentes en Espańa,24751.43
2020M07,TOTAL,No residentes en Espańa,3450.33
2020M07,4 y 5 estrellas,TOTAL,9265
2020M07,4 y 5 estrellas,Residentes en Espańa,8037.15
2020M07,4 y 5 estrellas,No residentes en Espańa,1227.85
2020M07,3 estrellas,TOTAL,13828.43
2020M07,3 estrellas,Residentes en Espańa,12153.99
2020M07,3 estrellas,No residentes en Espańa,1674.44
2020M07,1 y 2 estrellas,TOTAL,1589.86
2020M07,1 y 2 estrellas,Residentes en Espańa,1479.14
2020M07,1 y 2 estrellas,No residentes en Espańa,110.71
2020M07,Hostales y pensiones,TOTAL,3518.48
2020M07,Hostales y pensiones,Residentes en Espańa,3081.15
2020M07,Hostales y pensiones,No residentes en Espańa,437.33
2020M08,TOTAL,TOTAL,37271.4
2020M08,TOTAL,Residentes en Espańa,33906.03
2020M08,TOTAL,No residentes en Espańa,3365.37
2020M08,4 y 5 estrellas,TOTAL,11571
2020M08,4 y 5 estrellas,Residentes en Espańa,10509.76
2020M08,4 y 5 estrellas,No residentes en Espańa,1061.24
2020M08,3 estrellas,TOTAL,18768.6
2020M08,3 estrellas,Residentes en Espańa,17070.26
2020M08,3 estrellas,No residentes en Espańa,1698.34
2020M08,1 y 2 estrellas,TOTAL,2166.44
2020M08,1 y 2 estrellas,Residentes en Espańa,1998.37
2020M08,1 y 2 estrellas,No residentes en Espańa,168.07
2020M08,Hostales y pensiones,TOTAL,4765.37
2020M08,Hostales y pensiones,Residentes en Espańa,4327.65
2020M08,Hostales y pensiones,No residentes en Espańa,437.72
2020M09,TOTAL,TOTAL,22482.3
2020M09,TOTAL,Residentes en Espańa,19896.81
2020M09,TOTAL,No residentes en Espańa,2585.49
2020M09,4 y 5 estrellas,TOTAL,8239.25
2020M09,4 y 5 estrellas,Residentes en Espańa,7250.81
2020M09,4 y 5 estrellas,No residentes en Espańa,988.45
2020M09,3 estrellas,TOTAL,9520.04
2020M09,3 estrellas,Residentes en Espańa,8441.11
2020M09,3 estrellas,No residentes en Espańa,1078.93
2020M09,1 y 2 estrellas,TOTAL,1520.63
2020M09,1 y 2 estrellas,Residentes en Espańa,1347.99
2020M09,1 y 2 estrellas,No residentes en Espańa,172.65
2020M09,Hostales y pensiones,TOTAL,3202.37
2020M09,Hostales y pensiones,Residentes en Espańa,2856.9
2020M09,Hostales y pensiones,No residentes en Espańa,345.47
2020M10,TOTAL,TOTAL,52934.67
2020M10,TOTAL,Residentes en Espańa,46627.37
2020M10,TOTAL,No residentes en Espańa,6307.3
2020M10,4 y 5 estrellas,TOTAL,18638.1
2020M10,4 y 5 estrellas,Residentes en Espańa,15975.3
