Periodo,País de residencia,Medida,DATA,Fecha
2016M05,RESIDENTES EN ESPAŃA,Pernoctaciones,6864241,2016-05-01
2016M05,NO RESIDENTE EN ESPAŃA,Viajeros,1703355,2016-05-01
2016M05,NO RESIDENTE EN ESPAŃA,Pernoctaciones,238051,2016-05-01
2016M05,Alemania,Viajeros,1760,2016-05-01
2016M05,Alemania,Pernoctaciones,2739,2016-05-01
2016M05,Francia,Viajeros,3134,2016-05-01
2016M05,Francia,Pernoctaciones,4100,2016-05-01
2016M05,Italia,Viajeros,1444,2016-05-01
2016M05,Italia,Pernoctaciones,1862,2016-05-01
2016M05,Paises Bajos,Viajeros,483,2016-05-01
2016M05,Paises Bajos,Pernoctaciones,697,2016-05-01
2016M05,Reino Unido,Viajeros,1467,2016-05-01
2016M05,Reino Unido,Pernoctaciones,2298,2016-05-01
2016M05,Paises Nordicos,Viajeros,70369,2016-05-01
2016M05,Paises Nordicos,Pernoctaciones,8753,2016-05-01
2016M05,Resto de UE,Viajeros,23072,2016-05-01
2016M05,Resto de UE,Pernoctaciones,297991,2016-05-01
2016M05,Estados Unidos,Viajeros,2197,2016-05-01
2016M05,Estados Unidos,Pernoctaciones,3122,2016-05-01
2016M05,Resto de America,Viajeros,210053,2016-05-01
2016M05,Resto de America,Pernoctaciones,267818,2016-05-01
2016M05,Resto de no residentes en Espańa,Viajeros,83308,2016-05-01
2016M05,Resto de no residentes en Espańa,Pernoctaciones,160997,2016-05-01
2016M05,Resto de Europa,Viajeros,60406,2016-05-01
2016M05,Resto de Europa,Pernoctaciones,84374,2016-05-01
2016M06,TOTAL,Viajeros,5030705,2016-06-01
2016M06,TOTAL,Pernoctaciones,8214165,2016-06-01
2016M06,RESIDENTES EN ESPAŃA,Viajeros,3658964,2016-06-01
2016M06,RESIDENTES EN ESPAŃA,Pernoctaciones,6012838,2016-06-01
2016M06,NO RESIDENTE EN ESPAŃA,Viajeros,1371741,2016-06-01
2016M06,NO RESIDENTE EN ESPAŃA,Pernoctaciones,2201328,2016-06-01
2016M06,Alemania,Viajeros,1307,2016-06-01
2016M06,Alemania,Pernoctaciones,2131,2016-06-01
2016M06,Francia,Viajeros,2028,2016-06-01
2016M06,Francia,Pernoctaciones,2994,2016-06-01
2016M06,Italia,Viajeros,683,2016-06-01
2016M06,Italia,Pernoctaciones,1125,2016-06-01
2016M06,Paises Bajos,Viajeros,564,2016-06-01
2016M06,Paises Bajos,Pernoctaciones,1007,2016-06-01
2016M06,Reino Unido,Viajeros,1576,2016-06-01
2016M06,Reino Unido,Pernoctaciones,2686,2016-06-01
2016M06,Paises Nordicos,Viajeros,56428,2016-06-01
2016M06,Paises Nordicos,Pernoctaciones,69613,2016-06-01
2016M06,Resto de UE,Viajeros,199817,2016-06-01
2016M06,Resto de UE,Pernoctaciones,289054,2016-06-01
2016M06,Estados Unidos,Viajeros,1813,2016-06-01
2016M06,Estados Unidos,Pernoctaciones,2822,2016-06-01
2016M06,Resto de America,Viajeros,116065,2016-06-01
2016M06,Resto de America,Pernoctaciones,167603,2016-06-01
2016M06,Resto de no residentes en Espańa,Viajeros,141256,2016-06-01
2016M06,Resto de no residentes en Espańa,Pernoctaciones,298164,2016-06-01
2016M06,Resto de Europa,Viajeros,61075,2016-06-01
2016M06,Resto de Europa,Pernoctaciones,100393,2016-06-01
2016M07,TOTAL,Viajeros,5700515,2016-07-01
2016M07,TOTAL,Pernoctaciones,10167917,2016-07-01
2016M07,RESIDENTES EN ESPAŃA,Viajeros,4342105,2016-07-01
2016M07,RESIDENTES EN ESPAŃA,Pernoctaciones,7937559,2016-07-01
2016M07,NO RESIDENTE EN ESPAŃA,Viajeros,135841,2016-07-01
2016M07,NO RESIDENTE EN ESPAŃA,Pernoctaciones,2230358,2016-07-01
2016M07,Alemania,Viajeros,800,2016-07-01
2016M07,Alemania,Pernoctaciones,1631,2016-07-01
2016M07,Francia,Viajeros,2334,2016-07-01
2016M07,Francia,Pernoctaciones,3476,2016-07-01
2016M07,Italia,Viajeros,816,2016-07-01
2016M07,Italia,Pernoctaciones,1327,2016-07-01
2016M07,Paises Bajos,Viajeros,483,2016-07-01
2016M07,Paises Bajos,Pernoctaciones,778,2016-07-01
2016M07,Reino Unido,Viajeros,1832,2016-07-01
2016M07,Reino Unido,Pernoctaciones,3534,2016-07-01
2016M07,Paises Nordicos,Viajeros,78562,2016-07-01
2016M07,Paises Nordicos,Pernoctaciones,107973,2016-07-01
2016M07,Resto de UE,Viajeros,240103,2016-07-01
2016M07,Resto de UE,Pernoctaciones,35939,2016-07-01
2016M07,Estados Unidos,Viajeros,1005,2016-07-01
2016M07,Estados Unidos,Pernoctaciones,1758,2016-07-01
2016M07,Resto de America,Viajeros,87539,2016-07-01
2016M07,Resto de America,Pernoctaciones,152995,2016-07-01
2016M07,Resto de no residentes en Espańa,Viajeros,187859,2016-07-01
2016M07,Resto de no residentes en Espańa,Pernoctaciones,310059,2016-07-01
2016M07,Resto de Europa,Viajeros,37347,2016-07-01
2016M07,Resto de Europa,Pernoctaciones,4954,2016-07-01
2016M08,TOTAL,Viajeros,6832108,2016-08-01
2016M08,TOTAL,Pernoctaciones,12750841,2016-08-01
2016M08,RESIDENTES EN ESPAŃA,Viajeros,5653096,2016-08-01
2016M08,RESIDENTES EN ESPAŃA,Pernoctaciones,1088642,2016-08-01
2016M08,NO RESIDENTE EN ESPAŃA,Viajeros,1179012,2016-08-01
2016M08,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1864421,2016-08-01
2016M08,Alemania,Viajeros,1156,2016-08-01
2016M08,Alemania,Pernoctaciones,2137,2016-08-01
2016M08,Francia,Viajeros,2438,2016-08-01
2016M08,Francia,Pernoctaciones,3552,2016-08-01
2016M08,Italia,Viajeros,1425,2016-08-01
2016M08,Italia,Pernoctaciones,2027,2016-08-01
2016M08,Paises Bajos,Viajeros,656,2016-08-01
2016M08,Paises Bajos,Pernoctaciones,842,2016-08-01
2016M08,Reino Unido,Viajeros,1181,2016-08-01
2016M08,Reino Unido,Pernoctaciones,2031,2016-08-01
2016M08,Paises Nordicos,Viajeros,2479,2016-08-01
2016M08,Paises Nordicos,Pernoctaciones,37185,2016-08-01
2016M08,Resto de UE,Viajeros,158348,2016-08-01
2016M08,Resto de UE,Pernoctaciones,225311,2016-08-01
2016M08,Estados Unidos,Viajeros,620,2016-08-01
2016M08,Estados Unidos,Pernoctaciones,1031,2016-08-01
2016M08,Resto de America,Viajeros,103399,2016-08-01
2016M08,Resto de America,Pernoctaciones,169457,2016-08-01
2016M08,Resto de no residentes en Espańa,Viajeros,107195,2016-08-01
2016M08,Resto de no residentes en Espańa,Pernoctaciones,193023,2016-08-01
2016M08,Resto de Europa,Viajeros,37679,2016-08-01
2016M08,Resto de Europa,Pernoctaciones,77445,2016-08-01
2016M09,TOTAL,Viajeros,6152225,2016-09-01
2016M09,TOTAL,Pernoctaciones,10805569,2016-09-01
2016M09,RESIDENTES EN ESPAŃA,Viajeros,4174425,2016-09-01
2016M09,RESIDENTES EN ESPAŃA,Pernoctaciones,7657897,2016-09-01
2016M09,NO RESIDENTE EN ESPAŃA,Viajeros,19778,2016-09-01
2016M09,NO RESIDENTE EN ESPAŃA,Pernoctaciones,3147672,2016-09-01
2016M09,Alemania,Viajeros,1889,2016-09-01
2016M09,Alemania,Pernoctaciones,3319,2016-09-01
2016M09,Francia,Viajeros,3477,2016-09-01
2016M09,Francia,Pernoctaciones,4722,2016-09-01
2016M09,Italia,Viajeros,860,2016-09-01
2016M09,Italia,Pernoctaciones,1284,2016-09-01
2016M09,Paises Bajos,Viajeros,516,2016-09-01
2016M09,Paises Bajos,Pernoctaciones,863,2016-09-01
2016M09,Reino Unido,Viajeros,2492,2016-09-01
2016M09,Reino Unido,Pernoctaciones,4498,2016-09-01
2016M09,Paises Nordicos,Viajeros,76225,2016-09-01
2016M09,Paises Nordicos,Pernoctaciones,107196,2016-09-01
2016M09,Resto de UE,Viajeros,233894,2016-09-01
2016M09,Resto de UE,Pernoctaciones,361891,2016-09-01
2016M09,Estados Unidos,Viajeros,2138,2016-09-01
2016M09,Estados Unidos,Pernoctaciones,3409,2016-09-01
2016M09,Resto de America,Viajeros,2373,2016-09-01
2016M09,Resto de America,Pernoctaciones,357481,2016-09-01
2016M09,Resto de no residentes en Espańa,Viajeros,219825,2016-09-01
2016M09,Resto de no residentes en Espańa,Pernoctaciones,335784,2016-09-01
2016M09,Resto de Europa,Viajeros,73357,2016-09-01
2016M09,Resto de Europa,Pernoctaciones,175821,2016-09-01
2016M10,TOTAL,Viajeros,569521,2016-10-01
2016M10,TOTAL,Pernoctaciones,10733611,2016-10-01
2016M10,RESIDENTES EN ESPAŃA,Viajeros,4538833,2016-10-01
2016M10,RESIDENTES EN ESPAŃA,Pernoctaciones,8277735,2016-10-01
2016M10,NO RESIDENTE EN ESPAŃA,Viajeros,1156376,2016-10-01
2016M10,NO RESIDENTE EN ESPAŃA,Pernoctaciones,2455876,2016-10-01
2016M10,Alemania,Viajeros,1244,2016-10-01
2016M10,Alemania,Pernoctaciones,2436,2016-10-01
2016M10,Francia,Viajeros,2044,2016-10-01
2016M10,Francia,Pernoctaciones,3888,2016-10-01
2016M10,Italia,Viajeros,436,2016-10-01
2016M10,Italia,Pernoctaciones,1255,2016-10-01
2016M10,Paises Bajos,Viajeros,425,2016-10-01
2016M10,Paises Bajos,Pernoctaciones,750,2016-10-01
2016M10,Reino Unido,Viajeros,1189,2016-10-01
2016M10,Reino Unido,Pernoctaciones,2590,2016-10-01
2016M10,Paises Nordicos,Viajeros,74573,2016-10-01
2016M10,Paises Nordicos,Pernoctaciones,133709,2016-10-01
2016M10,Resto de UE,Viajeros,13571,2016-10-01
2016M10,Resto de UE,Pernoctaciones,290253,2016-10-01
2016M10,Estados Unidos,Viajeros,1321,2016-10-01
2016M10,Estados Unidos,Pernoctaciones,3415,2016-10-01
2016M10,Resto de America,Viajeros,116155,2016-10-01
2016M10,Resto de America,Pernoctaciones,285395,2016-10-01
2016M10,Resto de no residentes en Espańa,Viajeros,126327,2016-10-01
2016M10,Resto de no residentes en Espańa,Pernoctaciones,242502,2016-10-01
2016M10,Resto de Europa,Viajeros,37711,2016-10-01
2016M10,Resto de Europa,Pernoctaciones,70617,2016-10-01
2016M11,TOTAL,Viajeros,4032282,2016-11-01
2016M11,TOTAL,Pernoctaciones,697349,2016-11-01
2016M11,RESIDENTES EN ESPAŃA,Viajeros,357398,2016-11-01
2016M11,RESIDENTES EN ESPAŃA,Pernoctaciones,6123292,2016-11-01
2016M11,NO RESIDENTE EN ESPAŃA,Viajeros,458302,2016-11-01
2016M11,NO RESIDENTE EN ESPAŃA,Pernoctaciones,850198,2016-11-01
2016M11,Alemania,Viajeros,310,2016-11-01
2016M11,Alemania,Pernoctaciones,730,2016-11-01
2016M11,Francia,Viajeros,851,2016-11-01
2016M11,Francia,Pernoctaciones,1383,2016-11-01
2016M11,Italia,Viajeros,340,2016-11-01
2016M11,Italia,Pernoctaciones,801,2016-11-01
2016M11,Paises Bajos,Viajeros,137,2016-11-01
2016M11,Paises Bajos,Pernoctaciones,231,2016-11-01
2016M11,Reino Unido,Viajeros,405,2016-11-01
2016M11,Reino Unido,Pernoctaciones,608,2016-11-01
2016M11,Paises Nordicos,Viajeros,1429,2016-11-01
2016M11,Paises Nordicos,Pernoctaciones,21759,2016-11-01
2016M11,Resto de UE,Viajeros,76593,2016-11-01
2016M11,Resto de UE,Pernoctaciones,121253,2016-11-01
2016M11,Estados Unidos,Viajeros,471,2016-11-01
2016M11,Estados Unidos,Pernoctaciones,750,2016-11-01
2016M11,Resto de America,Viajeros,40384,2016-11-01
2016M11,Resto de America,Pernoctaciones,76167,2016-11-01
2016M11,Resto de no residentes en Espańa,Viajeros,49458,2016-11-01
2016M11,Resto de no residentes en Espańa,Pernoctaciones,132486,2016-11-01
2016M11,Resto de Europa,Viajeros,26176,2016-11-01
2016M11,Resto de Europa,Pernoctaciones,48233,2016-11-01
2016M12,TOTAL,Viajeros,3804951,2016-12-01
2016M12,TOTAL,Pernoctaciones,6899618,2016-12-01
2016M12,RESIDENTES EN ESPAŃA,Viajeros,3508548,2016-12-01
2016M12,RESIDENTES EN ESPAŃA,Pernoctaciones,6303406,2016-12-01
2016M12,NO RESIDENTE EN ESPAŃA,Viajeros,296403,2016-12-01
2016M12,NO RESIDENTE EN ESPAŃA,Pernoctaciones,596212,2016-12-01
2016M12,Alemania,Viajeros,98,2016-12-01
2016M12,Alemania,Pernoctaciones,342,2016-12-01
2016M12,Francia,Viajeros,675,2016-12-01
2016M12,Francia,Pernoctaciones,1137,2016-12-01
2016M12,Italia,Viajeros,187,2016-12-01
2016M12,Italia,Pernoctaciones,578,2016-12-01
2016M12,Paises Bajos,Viajeros,69,2016-12-01
2016M12,Paises Bajos,Pernoctaciones,88,2016-12-01
2016M12,Reino Unido,Viajeros,182,2016-12-01
2016M12,Reino Unido,Pernoctaciones,353,2016-12-01
2016M12,Paises Nordicos,Viajeros,3425,2016-12-01
2016M12,Paises Nordicos,Pernoctaciones,6059,2016-12-01
2016M12,Resto de UE,Viajeros,4822,2016-12-01
2016M12,Resto de UE,Pernoctaciones,82767,2016-12-01
2016M12,Estados Unidos,Viajeros,181,2016-12-01
2016M12,Estados Unidos,Pernoctaciones,361,2016-12-01
2016M12,Resto de America,Viajeros,43679,2016-12-01
2016M12,Resto de America,Pernoctaciones,68118,2016-12-01
2016M12,Resto de no residentes en Espańa,Viajeros,49635,2016-12-01
2016M12,Resto de no residentes en Espańa,Pernoctaciones,136347,2016-12-01
2016M12,Resto de Europa,Viajeros,12244,2016-12-01
2016M12,Resto de Europa,Pernoctaciones,17021,2016-12-01
2017M01,TOTAL,Viajeros,2721276,2017-01-01
2017M01,TOTAL,Pernoctaciones,4701781,2017-01-01
2017M01,RESIDENTES EN ESPAŃA,Viajeros,2436836,2017-01-01
2017M01,RESIDENTES EN ESPAŃA,Pernoctaciones,4101633,2017-01-01
2017M01,NO RESIDENTE EN ESPAŃA,Viajeros,28444,2017-01-01
2017M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,600148,2017-01-01
2017M01,Alemania,Viajeros,177,2017-01-01
2017M01,Alemania,Pernoctaciones,389,2017-01-01
2017M01,Francia,Viajeros,767,2017-01-01
2017M01,Francia,Pernoctaciones,1239,2017-01-01
2017M01,Italia,Viajeros,263,2017-01-01
2017M01,Italia,Pernoctaciones,700,2017-01-01
2017M01,Paises Bajos,Viajeros,55,2017-01-01
2017M01,Paises Bajos,Pernoctaciones,94,2017-01-01
2017M01,Reino Unido,Viajeros,360,2017-01-01
2017M01,Reino Unido,Pernoctaciones,749,2017-01-01
2017M01,Paises Nordicos,Viajeros,5881,2017-01-01
2017M01,Paises Nordicos,Pernoctaciones,8336,2017-01-01
2017M01,Resto de UE,Viajeros,4651,2017-01-01
2017M01,Resto de UE,Pernoctaciones,108262,2017-01-01
2017M01,Estados Unidos,Viajeros,124,2017-01-01
2017M01,Estados Unidos,Pernoctaciones,295,2017-01-01
2017M01,Resto de America,Viajeros,35857,2017-01-01
2017M01,Resto de America,Pernoctaciones,67038,2017-01-01
2017M01,Resto de no residentes en Espańa,Viajeros,9124,2017-01-01
2017M01,Resto de no residentes en Espańa,Pernoctaciones,42208,2017-01-01
2017M01,Resto de Europa,Viajeros,12468,2017-01-01
2017M01,Resto de Europa,Pernoctaciones,27705,2017-01-01
2017M02,TOTAL,Viajeros,3338854,2017-02-01
2017M02,TOTAL,Pernoctaciones,5540512,2017-02-01
2017M02,RESIDENTES EN ESPAŃA,Viajeros,3048099,2017-02-01
2017M02,RESIDENTES EN ESPAŃA,Pernoctaciones,497685,2017-02-01
2017M02,NO RESIDENTE EN ESPAŃA,Viajeros,290755,2017-02-01
2017M02,NO RESIDENTE EN ESPAŃA,Pernoctaciones,563663,2017-02-01
2017M02,Alemania,Viajeros,243,2017-02-01
2017M02,Alemania,Pernoctaciones,580,2017-02-01
2017M02,Francia,Viajeros,631,2017-02-01
2017M02,Francia,Pernoctaciones,1036,2017-02-01
2017M02,Italia,Viajeros,224,2017-02-01
2017M02,Italia,Pernoctaciones,355,2017-02-01
2017M02,Paises Bajos,Viajeros,95,2017-02-01
2017M02,Paises Bajos,Pernoctaciones,130,2017-02-01
2017M02,Reino Unido,Viajeros,276,2017-02-01
2017M02,Reino Unido,Pernoctaciones,564,2017-02-01
2017M02,Paises Nordicos,Viajeros,3621,2017-02-01
2017M02,Paises Nordicos,Pernoctaciones,8059,2017-02-01
2017M02,Resto de UE,Viajeros,53085,2017-02-01
2017M02,Resto de UE,Pernoctaciones,96951,2017-02-01
2017M02,Estados Unidos,Viajeros,187,2017-02-01
2017M02,Estados Unidos,Pernoctaciones,341,2017-02-01
2017M02,Resto de America,Viajeros,20517,2017-02-01
2017M02,Resto de America,Pernoctaciones,36615,2017-02-01
2017M02,Resto de no residentes en Espańa,Viajeros,32712,2017-02-01
2017M02,Resto de no residentes en Espańa,Pernoctaciones,91255,2017-02-01
2017M02,Resto de Europa,Viajeros,1522,2017-02-01
2017M02,Resto de Europa,Pernoctaciones,30182,2017-02-01
2017M03,TOTAL,Viajeros,4040773,2017-03-01
2017M03,TOTAL,Pernoctaciones,7151182,2017-03-01
2017M03,RESIDENTES EN ESPAŃA,Viajeros,3555579,2017-03-01
2017M03,RESIDENTES EN ESPAŃA,Pernoctaciones,6325436,2017-03-01
2017M03,NO RESIDENTE EN ESPAŃA,Viajeros,485195,2017-03-01
2017M03,NO RESIDENTE EN ESPAŃA,Pernoctaciones,825746,2017-03-01
2017M03,Alemania,Viajeros,371,2017-03-01
2017M03,Alemania,Pernoctaciones,742,2017-03-01
2017M03,Francia,Viajeros,903,2017-03-01
2017M03,Francia,Pernoctaciones,1347,2017-03-01
2017M03,Italia,Viajeros,324,2017-03-01
2017M03,Italia,Pernoctaciones,744,2017-03-01
2017M03,Paises Bajos,Viajeros,106,2017-03-01
2017M03,Paises Bajos,Pernoctaciones,146,2017-03-01
2017M03,Reino Unido,Viajeros,590,2017-03-01
2017M03,Reino Unido,Pernoctaciones,881,2017-03-01
2017M03,Paises Nordicos,Viajeros,5328,2017-03-01
2017M03,Paises Nordicos,Pernoctaciones,17523,2017-03-01
2017M03,Resto de UE,Viajeros,84887,2017-03-01
2017M03,Resto de UE,Pernoctaciones,124001,2017-03-01
2017M03,Estados Unidos,Viajeros,444,2017-03-01
2017M03,Estados Unidos,Pernoctaciones,752,2017-03-01
2017M03,Resto de America,Viajeros,58423,2017-03-01
2017M03,Resto de America,Pernoctaciones,90362,2017-03-01
2017M03,Resto de no residentes en Espańa,Viajeros,36073,2017-03-01
2017M03,Resto de no residentes en Espańa,Pernoctaciones,95563,2017-03-01
2017M03,Resto de Europa,Viajeros,26684,2017-03-01
2017M03,Resto de Europa,Pernoctaciones,37098,2017-03-01
2017M04,TOTAL,Viajeros,5592444,2017-04-01
2017M04,TOTAL,Pernoctaciones,9806087,2017-04-01
2017M04,RESIDENTES EN ESPAŃA,Viajeros,4514983,2017-04-01
2017M04,RESIDENTES EN ESPAŃA,Pernoctaciones,8158944,2017-04-01
2017M04,NO RESIDENTE EN ESPAŃA,Viajeros,1077461,2017-04-01
2017M04,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1647143,2017-04-01
2017M04,Alemania,Viajeros,856,2017-04-01
2017M04,Alemania,Pernoctaciones,1505,2017-04-01
2017M04,Francia,Viajeros,1976,2017-04-01
2017M04,Francia,Pernoctaciones,3101,2017-04-01
2017M04,Italia,Viajeros,432,2017-04-01
2017M04,Italia,Pernoctaciones,686,2017-04-01
2017M04,Paises Bajos,Viajeros,309,2017-04-01
2017M04,Paises Bajos,Pernoctaciones,473,2017-04-01
2017M04,Reino Unido,Viajeros,1324,2017-04-01
2017M04,Reino Unido,Pernoctaciones,1876,2017-04-01
2017M04,Paises Nordicos,Viajeros,22982,2017-04-01
2017M04,Paises Nordicos,Pernoctaciones,30454,2017-04-01
2017M04,Resto de UE,Viajeros,199045,2017-04-01
2017M04,Resto de UE,Pernoctaciones,303329,2017-04-01
2017M04,Estados Unidos,Viajeros,1186,2017-04-01
2017M04,Estados Unidos,Pernoctaciones,1678,2017-04-01
2017M04,Resto de America,Viajeros,91387,2017-04-01
2017M04,Resto de America,Pernoctaciones,14261,2017-04-01
2017M04,Resto de no residentes en Espańa,Viajeros,113993,2017-04-01
2017M04,Resto de no residentes en Espańa,Pernoctaciones,174263,2017-04-01
2017M04,Resto de Europa,Viajeros,41754,2017-04-01
2017M04,Resto de Europa,Pernoctaciones,64587,2017-04-01
2017M05,TOTAL,Viajeros,5381531,2017-05-01
2017M05,TOTAL,Pernoctaciones,9158602,2017-05-01
2017M05,RESIDENTES EN ESPAŃA,Viajeros,371323,2017-05-01
2017M05,RESIDENTES EN ESPAŃA,Pernoctaciones,6369945,2017-05-01
2017M05,NO RESIDENTE EN ESPAŃA,Viajeros,1668302,2017-05-01
2017M05,NO RESIDENTE EN ESPAŃA,Pernoctaciones,2788657,2017-05-01
2017M05,Alemania,Viajeros,1888,2017-05-01
2017M05,Alemania,Pernoctaciones,3502,2017-05-01
2017M05,Francia,Viajeros,2404,2017-05-01
2017M05,Francia,Pernoctaciones,3233,2017-05-01
2017M05,Italia,Viajeros,850,2017-05-01
2017M05,Italia,Pernoctaciones,1215,2017-05-01
2017M05,Paises Bajos,Viajeros,390,2017-05-01
2017M05,Paises Bajos,Pernoctaciones,650,2017-05-01
2017M05,Reino Unido,Viajeros,1854,2017-05-01
2017M05,Reino Unido,Pernoctaciones,4129,2017-05-01
2017M05,Paises Nordicos,Viajeros,55687,2017-05-01
2017M05,Paises Nordicos,Pernoctaciones,86326,2017-05-01
2017M05,Resto de UE,Viajeros,164923,2017-05-01
2017M05,Resto de UE,Pernoctaciones,266109,2017-05-01
2017M05,Estados Unidos,Viajeros,2238,2017-05-01
2017M05,Estados Unidos,Pernoctaciones,4056,2017-05-01
2017M05,Resto de America,Viajeros,204863,2017-05-01
2017M05,Resto de America,Pernoctaciones,339969,2017-05-01
2017M05,Resto de no residentes en Espańa,Viajeros,220584,2017-05-01
2017M05,Resto de no residentes en Espańa,Pernoctaciones,312596,2017-05-01
2017M05,Resto de Europa,Viajeros,59845,2017-05-01
2017M05,Resto de Europa,Pernoctaciones,105156,2017-05-01
2017M06,TOTAL,Viajeros,5195929,2017-06-01
2017M06,TOTAL,Pernoctaciones,9431014,2017-06-01
2017M06,RESIDENTES EN ESPAŃA,Viajeros,3803359,2017-06-01
2017M06,RESIDENTES EN ESPAŃA,Pernoctaciones,7094351,2017-06-01
2017M06,NO RESIDENTE EN ESPAŃA,Viajeros,139257,2017-06-01
2017M06,NO RESIDENTE EN ESPAŃA,Pernoctaciones,2336663,2017-06-01
2017M06,Alemania,Viajeros,1795,2017-06-01
2017M06,Alemania,Pernoctaciones,2605,2017-06-01
2017M06,Francia,Viajeros,2400,2017-06-01
2017M06,Francia,Pernoctaciones,3708,2017-06-01
2017M06,Italia,Viajeros,589,2017-06-01
2017M06,Italia,Pernoctaciones,968,2017-06-01
2017M06,Paises Bajos,Viajeros,765,2017-06-01
2017M06,Paises Bajos,Pernoctaciones,1203,2017-06-01
2017M06,Reino Unido,Viajeros,1854,2017-06-01
2017M06,Reino Unido,Pernoctaciones,3334,2017-06-01
2017M06,Paises Nordicos,Viajeros,36469,2017-06-01
2017M06,Paises Nordicos,Pernoctaciones,56781,2017-06-01
2017M06,Resto de UE,Viajeros,171348,2017-06-01
2017M06,Resto de UE,Pernoctaciones,372472,2017-06-01
2017M06,Estados Unidos,Viajeros,1678,2017-06-01
2017M06,Estados Unidos,Pernoctaciones,2854,2017-06-01
2017M06,Resto de America,Viajeros,108456,2017-06-01
2017M06,Resto de America,Pernoctaciones,173806,2017-06-01
2017M06,Resto de no residentes en Espańa,Viajeros,126174,2017-06-01
2017M06,Resto de no residentes en Espańa,Pernoctaciones,203346,2017-06-01
2017M06,Resto de Europa,Viajeros,42024,2017-06-01
2017M06,Resto de Europa,Pernoctaciones,63059,2017-06-01
2017M07,TOTAL,Viajeros,5607462,2017-07-01
2017M07,TOTAL,Pernoctaciones,9929396,2017-07-01
2017M07,RESIDENTES EN ESPAŃA,Viajeros,4480647,2017-07-01
2017M07,RESIDENTES EN ESPAŃA,Pernoctaciones,8038558,2017-07-01
2017M07,NO RESIDENTE EN ESPAŃA,Viajeros,1126814,2017-07-01
2017M07,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1890839,2017-07-01
2017M07,Alemania,Viajeros,841,2017-07-01
2017M07,Alemania,Pernoctaciones,1580,2017-07-01
2017M07,Francia,Viajeros,1591,2017-07-01
2017M07,Francia,Pernoctaciones,2452,2017-07-01
2017M07,Italia,Viajeros,788,2017-07-01
2017M07,Italia,Pernoctaciones,1147,2017-07-01
2017M07,Paises Bajos,Viajeros,716,2017-07-01
2017M07,Paises Bajos,Pernoctaciones,1016,2017-07-01
2017M07,Reino Unido,Viajeros,1471,2017-07-01
2017M07,Reino Unido,Pernoctaciones,2458,2017-07-01
2017M07,Paises Nordicos,Viajeros,77933,2017-07-01
2017M07,Paises Nordicos,Pernoctaciones,87694,2017-07-01
2017M07,Resto de UE,Viajeros,17229,2017-07-01
2017M07,Resto de UE,Pernoctaciones,359754,2017-07-01
2017M07,Estados Unidos,Viajeros,1207,2017-07-01
2017M07,Estados Unidos,Pernoctaciones,2028,2017-07-01
2017M07,Resto de America,Viajeros,115191,2017-07-01
2017M07,Resto de America,Pernoctaciones,227605,2017-07-01
2017M07,Resto de no residentes en Espańa,Viajeros,61863,2017-07-01
2017M07,Resto de no residentes en Espańa,Pernoctaciones,93052,2017-07-01
2017M07,Resto de Europa,Viajeros,38138,2017-07-01
2017M07,Resto de Europa,Pernoctaciones,54633,2017-07-01
2017M08,TOTAL,Viajeros,7081617,2017-08-01
2017M08,TOTAL,Pernoctaciones,13178935,2017-08-01
2017M08,RESIDENTES EN ESPAŃA,Viajeros,5951688,2017-08-01
2017M08,RESIDENTES EN ESPAŃA,Pernoctaciones,11351502,2017-08-01
2017M08,NO RESIDENTE EN ESPAŃA,Viajeros,1129929,2017-08-01
2017M08,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1827433,2017-08-01
2017M08,Alemania,Viajeros,964,2017-08-01
2017M08,Alemania,Pernoctaciones,1988,2017-08-01
2017M08,Francia,Viajeros,2494,2017-08-01
2017M08,Francia,Pernoctaciones,3476,2017-08-01
2017M08,Italia,Viajeros,1119,2017-08-01
2017M08,Italia,Pernoctaciones,1562,2017-08-01
2017M08,Paises Bajos,Viajeros,503,2017-08-01
2017M08,Paises Bajos,Pernoctaciones,924,2017-08-01
2017M08,Reino Unido,Viajeros,1207,2017-08-01
2017M08,Reino Unido,Pernoctaciones,2171,2017-08-01
2017M08,Paises Nordicos,Viajeros,22478,2017-08-01
2017M08,Paises Nordicos,Pernoctaciones,34983,2017-08-01
2017M08,Resto de UE,Viajeros,165386,2017-08-01
2017M08,Resto de UE,Pernoctaciones,259255,2017-08-01
2017M08,Estados Unidos,Viajeros,747,2017-08-01
2017M08,Estados Unidos,Pernoctaciones,1133,2017-08-01
2017M08,Resto de America,Viajeros,81821,2017-08-01
2017M08,Resto de America,Pernoctaciones,143192,2017-08-01
2017M08,Resto de no residentes en Espańa,Viajeros,93081,2017-08-01
2017M08,Resto de no residentes en Espańa,Pernoctaciones,164053,2017-08-01
2017M08,Resto de Europa,Viajeros,63763,2017-08-01
2017M08,Resto de Europa,Pernoctaciones,10055,2017-08-01
2017M09,TOTAL,Viajeros,6394473,2017-09-01
2017M09,TOTAL,Pernoctaciones,11419012,2017-09-01
2017M09,RESIDENTES EN ESPAŃA,Viajeros,4515463,2017-09-01
