Periodo,País de residencia,Medida,DATA,Fecha
2017M09,RESIDENTES EN ESPAŃA,Pernoctaciones,8337986,2017-09-01
2017M09,NO RESIDENTE EN ESPAŃA,Viajeros,187901,2017-09-01
2017M09,NO RESIDENTE EN ESPAŃA,Pernoctaciones,3081026,2017-09-01
2017M09,Alemania,Viajeros,1659,2017-09-01
2017M09,Alemania,Pernoctaciones,3149,2017-09-01
2017M09,Francia,Viajeros,3134,2017-09-01
2017M09,Francia,Pernoctaciones,5092,2017-09-01
2017M09,Italia,Viajeros,709,2017-09-01
2017M09,Italia,Pernoctaciones,999,2017-09-01
2017M09,Paises Bajos,Viajeros,645,2017-09-01
2017M09,Paises Bajos,Pernoctaciones,955,2017-09-01
2017M09,Reino Unido,Viajeros,2476,2017-09-01
2017M09,Reino Unido,Pernoctaciones,4691,2017-09-01
2017M09,Paises Nordicos,Viajeros,87769,2017-09-01
2017M09,Paises Nordicos,Pernoctaciones,142702,2017-09-01
2017M09,Resto de UE,Viajeros,23164,2017-09-01
2017M09,Resto de UE,Pernoctaciones,384395,2017-09-01
2017M09,Estados Unidos,Viajeros,2478,2017-09-01
2017M09,Estados Unidos,Pernoctaciones,3699,2017-09-01
2017M09,Resto de America,Viajeros,183027,2017-09-01
2017M09,Resto de America,Pernoctaciones,307296,2017-09-01
2017M09,Resto de no residentes en Espańa,Viajeros,204302,2017-09-01
2017M09,Resto de no residentes en Espańa,Pernoctaciones,291408,2017-09-01
2017M09,Resto de Europa,Viajeros,62171,2017-09-01
2017M09,Resto de Europa,Pernoctaciones,96726,2017-09-01
2017M10,TOTAL,Viajeros,5378823,2017-10-01
2017M10,TOTAL,Pernoctaciones,9729209,2017-10-01
2017M10,RESIDENTES EN ESPAŃA,Viajeros,4354992,2017-10-01
2017M10,RESIDENTES EN ESPAŃA,Pernoctaciones,7969528,2017-10-01
2017M10,NO RESIDENTE EN ESPAŃA,Viajeros,1023831,2017-10-01
2017M10,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1759682,2017-10-01
2017M10,Alemania,Viajeros,826,2017-10-01
2017M10,Alemania,Pernoctaciones,1443,2017-10-01
2017M10,Francia,Viajeros,1515,2017-10-01
2017M10,Francia,Pernoctaciones,2242,2017-10-01
2017M10,Italia,Viajeros,376,2017-10-01
2017M10,Italia,Pernoctaciones,725,2017-10-01
2017M10,Paises Bajos,Viajeros,191,2017-10-01
2017M10,Paises Bajos,Pernoctaciones,275,2017-10-01
2017M10,Reino Unido,Viajeros,1251,2017-10-01
2017M10,Reino Unido,Pernoctaciones,2523,2017-10-01
2017M10,Paises Nordicos,Viajeros,30505,2017-10-01
2017M10,Paises Nordicos,Pernoctaciones,64461,2017-10-01
2017M10,Resto de UE,Viajeros,143599,2017-10-01
2017M10,Resto de UE,Pernoctaciones,286801,2017-10-01
2017M10,Estados Unidos,Viajeros,1252,2017-10-01
2017M10,Estados Unidos,Pernoctaciones,2133,2017-10-01
2017M10,Resto de America,Viajeros,12592,2017-10-01
2017M10,Resto de America,Pernoctaciones,206579,2017-10-01
2017M10,Resto de no residentes en Espańa,Viajeros,133855,2017-10-01
2017M10,Resto de no residentes en Espańa,Pernoctaciones,195535,2017-10-01
2017M10,Resto de Europa,Viajeros,48853,2017-10-01
2017M10,Resto de Europa,Pernoctaciones,72207,2017-10-01
2017M11,TOTAL,Viajeros,4227631,2017-11-01
2017M11,TOTAL,Pernoctaciones,7512776,2017-11-01
2017M11,RESIDENTES EN ESPAŃA,Viajeros,374469,2017-11-01
2017M11,RESIDENTES EN ESPAŃA,Pernoctaciones,664207,2017-11-01
2017M11,NO RESIDENTE EN ESPAŃA,Viajeros,482942,2017-11-01
2017M11,NO RESIDENTE EN ESPAŃA,Pernoctaciones,870706,2017-11-01
2017M11,Alemania,Viajeros,274,2017-11-01
2017M11,Alemania,Pernoctaciones,563,2017-11-01
2017M11,Francia,Viajeros,837,2017-11-01
2017M11,Francia,Pernoctaciones,1223,2017-11-01
2017M11,Italia,Viajeros,266,2017-11-01
2017M11,Italia,Pernoctaciones,521,2017-11-01
2017M11,Paises Bajos,Viajeros,138,2017-11-01
2017M11,Paises Bajos,Pernoctaciones,433,2017-11-01
2017M11,Reino Unido,Viajeros,652,2017-11-01
2017M11,Reino Unido,Pernoctaciones,1098,2017-11-01
2017M11,Paises Nordicos,Viajeros,17407,2017-11-01
2017M11,Paises Nordicos,Pernoctaciones,27421,2017-11-01
2017M11,Resto de UE,Viajeros,9088,2017-11-01
2017M11,Resto de UE,Pernoctaciones,153908,2017-11-01
2017M11,Estados Unidos,Viajeros,433,2017-11-01
2017M11,Estados Unidos,Pernoctaciones,796,2017-11-01
2017M11,Resto de America,Viajeros,52772,2017-11-01
2017M11,Resto de America,Pernoctaciones,96866,2017-11-01
2017M11,Resto de no residentes en Espańa,Viajeros,29482,2017-11-01
2017M11,Resto de no residentes en Espańa,Pernoctaciones,78304,2017-11-01
2017M11,Resto de Europa,Viajeros,324,2017-11-01
2017M11,Resto de Europa,Pernoctaciones,50807,2017-11-01
2017M12,TOTAL,Viajeros,367204,2017-12-01
2017M12,TOTAL,Pernoctaciones,6612901,2017-12-01
2017M12,RESIDENTES EN ESPAŃA,Viajeros,3390349,2017-12-01
2017M12,RESIDENTES EN ESPAŃA,Pernoctaciones,6089693,2017-12-01
2017M12,NO RESIDENTE EN ESPAŃA,Viajeros,281691,2017-12-01
2017M12,NO RESIDENTE EN ESPAŃA,Pernoctaciones,523208,2017-12-01
2017M12,Alemania,Viajeros,130,2017-12-01
2017M12,Alemania,Pernoctaciones,311,2017-12-01
2017M12,Francia,Viajeros,696,2017-12-01
2017M12,Francia,Pernoctaciones,1357,2017-12-01
2017M12,Italia,Viajeros,218,2017-12-01
2017M12,Italia,Pernoctaciones,485,2017-12-01
2017M12,Paises Bajos,Viajeros,48,2017-12-01
2017M12,Paises Bajos,Pernoctaciones,71,2017-12-01
2017M12,Reino Unido,Viajeros,255,2017-12-01
2017M12,Reino Unido,Pernoctaciones,464,2017-12-01
2017M12,Paises Nordicos,Viajeros,4143,2017-12-01
2017M12,Paises Nordicos,Pernoctaciones,6797,2017-12-01
2017M12,Resto de UE,Viajeros,47503,2017-12-01
2017M12,Resto de UE,Pernoctaciones,70255,2017-12-01
2017M12,Estados Unidos,Viajeros,215,2017-12-01
2017M12,Estados Unidos,Pernoctaciones,344,2017-12-01
2017M12,Resto de America,Viajeros,22756,2017-12-01
2017M12,Resto de America,Pernoctaciones,37657,2017-12-01
2017M12,Resto de no residentes en Espańa,Viajeros,35069,2017-12-01
2017M12,Resto de no residentes en Espańa,Pernoctaciones,84355,2017-12-01
2017M12,Resto de Europa,Viajeros,1602,2017-12-01
2017M12,Resto de Europa,Pernoctaciones,20943,2017-12-01
2018M01,TOTAL,Viajeros,2634224,2018-01-01
2018M01,TOTAL,Pernoctaciones,4357701,2018-01-01
2018M01,RESIDENTES EN ESPAŃA,Viajeros,2331283,2018-01-01
2018M01,RESIDENTES EN ESPAŃA,Pernoctaciones,3709096,2018-01-01
2018M01,NO RESIDENTE EN ESPAŃA,Viajeros,302941,2018-01-01
2018M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,648605,2018-01-01
2018M01,Alemania,Viajeros,15451,2018-01-01
2018M01,Alemania,Pernoctaciones,37167,2018-01-01
2018M01,Francia,Viajeros,50596,2018-01-01
2018M01,Francia,Pernoctaciones,87735,2018-01-01
2018M01,Italia,Viajeros,28628,2018-01-01
2018M01,Italia,Pernoctaciones,160454,2018-01-01
2018M01,Paises Bajos,Viajeros,4361,2018-01-01
2018M01,Paises Bajos,Pernoctaciones,8048,2018-01-01
2018M01,Reino Unido,Viajeros,32023,2018-01-01
2018M01,Reino Unido,Pernoctaciones,52689,2018-01-01
2018M01,Paises Nordicos,Viajeros,8162,2018-01-01
2018M01,Paises Nordicos,Pernoctaciones,12418,2018-01-01
2018M01,Resto de UE,Viajeros,45605,2018-01-01
2018M01,Resto de UE,Pernoctaciones,62893,2018-01-01
2018M01,Estados Unidos,Viajeros,17226,2018-01-01
2018M01,Estados Unidos,Pernoctaciones,43059,2018-01-01
2018M01,Resto de America,Viajeros,34764,2018-01-01
2018M01,Resto de America,Pernoctaciones,67089,2018-01-01
2018M01,Resto de no residentes en Espańa,Viajeros,40231,2018-01-01
2018M01,Resto de no residentes en Espańa,Pernoctaciones,77063,2018-01-01
2018M01,Resto de Europa,Viajeros,25894,2018-01-01
2018M01,Resto de Europa,Pernoctaciones,3999,2018-01-01
2018M02,TOTAL,Viajeros,3100618,2018-02-01
2018M02,TOTAL,Pernoctaciones,5288735,2018-02-01
2018M02,RESIDENTES EN ESPAŃA,Viajeros,2787522,2018-02-01
2018M02,RESIDENTES EN ESPAŃA,Pernoctaciones,469252,2018-02-01
2018M02,NO RESIDENTE EN ESPAŃA,Viajeros,313096,2018-02-01
2018M02,NO RESIDENTE EN ESPAŃA,Pernoctaciones,596216,2018-02-01
2018M02,Alemania,Viajeros,12921,2018-02-01
2018M02,Alemania,Pernoctaciones,32486,2018-02-01
2018M02,Francia,Viajeros,38762,2018-02-01
2018M02,Francia,Pernoctaciones,57837,2018-02-01
2018M02,Italia,Viajeros,27649,2018-02-01
2018M02,Italia,Pernoctaciones,65752,2018-02-01
2018M02,Paises Bajos,Viajeros,9058,2018-02-01
2018M02,Paises Bajos,Pernoctaciones,30659,2018-02-01
2018M02,Reino Unido,Viajeros,39154,2018-02-01
2018M02,Reino Unido,Pernoctaciones,94642,2018-02-01
2018M02,Paises Nordicos,Viajeros,5873,2018-02-01
2018M02,Paises Nordicos,Pernoctaciones,10328,2018-02-01
2018M02,Resto de UE,Viajeros,83404,2018-02-01
2018M02,Resto de UE,Pernoctaciones,149094,2018-02-01
2018M02,Estados Unidos,Viajeros,1527,2018-02-01
2018M02,Estados Unidos,Pernoctaciones,27792,2018-02-01
2018M02,Resto de America,Viajeros,34956,2018-02-01
2018M02,Resto de America,Pernoctaciones,58173,2018-02-01
2018M02,Resto de no residentes en Espańa,Viajeros,20528,2018-02-01
2018M02,Resto de no residentes en Espańa,Pernoctaciones,29831,2018-02-01
2018M02,Resto de Europa,Viajeros,25521,2018-02-01
2018M02,Resto de Europa,Pernoctaciones,39623,2018-02-01
2018M03,TOTAL,Viajeros,416551,2018-03-01
2018M03,TOTAL,Pernoctaciones,7638374,2018-03-01
2018M03,RESIDENTES EN ESPAŃA,Viajeros,3630845,2018-03-01
2018M03,RESIDENTES EN ESPAŃA,Pernoctaciones,6563608,2018-03-01
2018M03,NO RESIDENTE EN ESPAŃA,Viajeros,534665,2018-03-01
2018M03,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1074766,2018-03-01
2018M03,Alemania,Viajeros,55616,2018-03-01
2018M03,Alemania,Pernoctaciones,110595,2018-03-01
2018M03,Francia,Viajeros,78325,2018-03-01
2018M03,Francia,Pernoctaciones,141468,2018-03-01
2018M03,Italia,Viajeros,39935,2018-03-01
2018M03,Italia,Pernoctaciones,119844,2018-03-01
2018M03,Paises Bajos,Viajeros,17867,2018-03-01
2018M03,Paises Bajos,Pernoctaciones,40859,2018-03-01
2018M03,Reino Unido,Viajeros,58535,2018-03-01
2018M03,Reino Unido,Pernoctaciones,124477,2018-03-01
2018M03,Paises Nordicos,Viajeros,13589,2018-03-01
2018M03,Paises Nordicos,Pernoctaciones,21243,2018-03-01
2018M03,Resto de UE,Viajeros,104291,2018-03-01
2018M03,Resto de UE,Pernoctaciones,240795,2018-03-01
2018M03,Estados Unidos,Viajeros,46361,2018-03-01
2018M03,Estados Unidos,Pernoctaciones,79731,2018-03-01
2018M03,Resto de America,Viajeros,60483,2018-03-01
2018M03,Resto de America,Pernoctaciones,101022,2018-03-01
2018M03,Resto de no residentes en Espańa,Viajeros,4003,2018-03-01
2018M03,Resto de no residentes en Espańa,Pernoctaciones,58335,2018-03-01
2018M03,Resto de Europa,Viajeros,19632,2018-03-01
2018M03,Resto de Europa,Pernoctaciones,36398,2018-03-01
2018M04,TOTAL,Viajeros,4752811,2018-04-01
2018M04,TOTAL,Pernoctaciones,8444822,2018-04-01
2018M04,RESIDENTES EN ESPAŃA,Viajeros,376029,2018-04-01
2018M04,RESIDENTES EN ESPAŃA,Pernoctaciones,6651692,2018-04-01
2018M04,NO RESIDENTE EN ESPAŃA,Viajeros,992521,2018-04-01
2018M04,NO RESIDENTE EN ESPAŃA,Pernoctaciones,179313,2018-04-01
2018M04,Alemania,Viajeros,110833,2018-04-01
2018M04,Alemania,Pernoctaciones,195112,2018-04-01
2018M04,Francia,Viajeros,177263,2018-04-01
2018M04,Francia,Pernoctaciones,338558,2018-04-01
2018M04,Italia,Viajeros,47119,2018-04-01
2018M04,Italia,Pernoctaciones,132164,2018-04-01
2018M04,Paises Bajos,Viajeros,14445,2018-04-01
2018M04,Paises Bajos,Pernoctaciones,24064,2018-04-01
2018M04,Reino Unido,Viajeros,107248,2018-04-01
2018M04,Reino Unido,Pernoctaciones,254539,2018-04-01
2018M04,Paises Nordicos,Viajeros,40178,2018-04-01
2018M04,Paises Nordicos,Pernoctaciones,63469,2018-04-01
2018M04,Resto de UE,Viajeros,159914,2018-04-01
2018M04,Resto de UE,Pernoctaciones,266942,2018-04-01
2018M04,Estados Unidos,Viajeros,123607,2018-04-01
2018M04,Estados Unidos,Pernoctaciones,210847,2018-04-01
2018M04,Resto de America,Viajeros,82353,2018-04-01
2018M04,Resto de America,Pernoctaciones,119329,2018-04-01
2018M04,Resto de no residentes en Espańa,Viajeros,95639,2018-04-01
2018M04,Resto de no residentes en Espańa,Pernoctaciones,135759,2018-04-01
2018M04,Resto de Europa,Viajeros,33923,2018-04-01
2018M04,Resto de Europa,Pernoctaciones,52346,2018-04-01
2018M05,TOTAL,Viajeros,5346712,2018-05-01
2018M05,TOTAL,Pernoctaciones,9096496,2018-05-01
2018M05,RESIDENTES EN ESPAŃA,Viajeros,3638418,2018-05-01
2018M05,RESIDENTES EN ESPAŃA,Pernoctaciones,6350106,2018-05-01
2018M05,NO RESIDENTE EN ESPAŃA,Viajeros,1708295,2018-05-01
2018M05,NO RESIDENTE EN ESPAŃA,Pernoctaciones,274639,2018-05-01
2018M05,Alemania,Viajeros,181376,2018-05-01
2018M05,Alemania,Pernoctaciones,28347,2018-05-01
2018M05,Francia,Viajeros,340576,2018-05-01
2018M05,Francia,Pernoctaciones,476313,2018-05-01
2018M05,Italia,Viajeros,86276,2018-05-01
2018M05,Italia,Pernoctaciones,125374,2018-05-01
2018M05,Paises Bajos,Viajeros,61883,2018-05-01
2018M05,Paises Bajos,Pernoctaciones,110269,2018-05-01
2018M05,Reino Unido,Viajeros,158792,2018-05-01
2018M05,Reino Unido,Pernoctaciones,360962,2018-05-01
2018M05,Paises Nordicos,Viajeros,55519,2018-05-01
2018M05,Paises Nordicos,Pernoctaciones,76233,2018-05-01
2018M05,Resto de UE,Viajeros,208894,2018-05-01
2018M05,Resto de UE,Pernoctaciones,306796,2018-05-01
2018M05,Estados Unidos,Viajeros,217097,2018-05-01
2018M05,Estados Unidos,Pernoctaciones,377296,2018-05-01
2018M05,Resto de America,Viajeros,170851,2018-05-01
2018M05,Resto de America,Pernoctaciones,302111,2018-05-01
2018M05,Resto de no residentes en Espańa,Viajeros,152978,2018-05-01
2018M05,Resto de no residentes en Espańa,Pernoctaciones,205132,2018-05-01
2018M05,Resto de Europa,Viajeros,74054,2018-05-01
2018M05,Resto de Europa,Pernoctaciones,122434,2018-05-01
2018M06,TOTAL,Viajeros,5087968,2018-06-01
2018M06,TOTAL,Pernoctaciones,9013238,2018-06-01
2018M06,RESIDENTES EN ESPAŃA,Viajeros,3722043,2018-06-01
2018M06,RESIDENTES EN ESPAŃA,Pernoctaciones,6738086,2018-06-01
2018M06,NO RESIDENTE EN ESPAŃA,Viajeros,1365925,2018-06-01
2018M06,NO RESIDENTE EN ESPAŃA,Pernoctaciones,2275153,2018-06-01
2018M06,Alemania,Viajeros,92548,2018-06-01
2018M06,Alemania,Pernoctaciones,167592,2018-06-01
2018M06,Francia,Viajeros,186996,2018-06-01
2018M06,Francia,Pernoctaciones,263017,2018-06-01
2018M06,Italia,Viajeros,84475,2018-06-01
2018M06,Italia,Pernoctaciones,160416,2018-06-01
2018M06,Paises Bajos,Viajeros,4745,2018-06-01
2018M06,Paises Bajos,Pernoctaciones,78461,2018-06-01
2018M06,Reino Unido,Viajeros,183925,2018-06-01
2018M06,Reino Unido,Pernoctaciones,369031,2018-06-01
2018M06,Paises Nordicos,Viajeros,69667,2018-06-01
2018M06,Paises Nordicos,Pernoctaciones,9117,2018-06-01
2018M06,Resto de UE,Viajeros,186118,2018-06-01
2018M06,Resto de UE,Pernoctaciones,298839,2018-06-01
2018M06,Estados Unidos,Viajeros,145595,2018-06-01
2018M06,Estados Unidos,Pernoctaciones,266516,2018-06-01
2018M06,Resto de America,Viajeros,145447,2018-06-01
2018M06,Resto de America,Pernoctaciones,243944,2018-06-01
2018M06,Resto de no residentes en Espańa,Viajeros,15714,2018-06-01
2018M06,Resto de no residentes en Espańa,Pernoctaciones,227281,2018-06-01
2018M06,Resto de Europa,Viajeros,66561,2018-06-01
2018M06,Resto de Europa,Pernoctaciones,108884,2018-06-01
2018M07,TOTAL,Viajeros,5227186,2018-07-01
2018M07,TOTAL,Pernoctaciones,9377271,2018-07-01
2018M07,RESIDENTES EN ESPAŃA,Viajeros,4147361,2018-07-01
2018M07,RESIDENTES EN ESPAŃA,Pernoctaciones,7547047,2018-07-01
2018M07,NO RESIDENTE EN ESPAŃA,Viajeros,1079824,2018-07-01
2018M07,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1830224,2018-07-01
2018M07,Alemania,Viajeros,77968,2018-07-01
2018M07,Alemania,Pernoctaciones,156242,2018-07-01
2018M07,Francia,Viajeros,138144,2018-07-01
2018M07,Francia,Pernoctaciones,250177,2018-07-01
2018M07,Italia,Viajeros,84672,2018-07-01
2018M07,Italia,Pernoctaciones,103663,2018-07-01
2018M07,Paises Bajos,Viajeros,32755,2018-07-01
2018M07,Paises Bajos,Pernoctaciones,63195,2018-07-01
2018M07,Reino Unido,Viajeros,124081,2018-07-01
2018M07,Reino Unido,Pernoctaciones,239635,2018-07-01
2018M07,Paises Nordicos,Viajeros,61771,2018-07-01
2018M07,Paises Nordicos,Pernoctaciones,8052,2018-07-01
2018M07,Resto de UE,Viajeros,146426,2018-07-01
2018M07,Resto de UE,Pernoctaciones,231402,2018-07-01
2018M07,Estados Unidos,Viajeros,12917,2018-07-01
2018M07,Estados Unidos,Pernoctaciones,233057,2018-07-01
2018M07,Resto de America,Viajeros,126531,2018-07-01
2018M07,Resto de America,Pernoctaciones,233518,2018-07-01
2018M07,Resto de no residentes en Espańa,Viajeros,110503,2018-07-01
2018M07,Resto de no residentes en Espańa,Pernoctaciones,162269,2018-07-01
2018M07,Resto de Europa,Viajeros,47802,2018-07-01
2018M07,Resto de Europa,Pernoctaciones,76545,2018-07-01
2018M08,TOTAL,Viajeros,6749154,2018-08-01
2018M08,TOTAL,Pernoctaciones,12316817,2018-08-01
2018M08,RESIDENTES EN ESPAŃA,Viajeros,5559957,2018-08-01
2018M08,RESIDENTES EN ESPAŃA,Pernoctaciones,10323325,2018-08-01
2018M08,NO RESIDENTE EN ESPAŃA,Viajeros,1189197,2018-08-01
2018M08,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1993492,2018-08-01
2018M08,Alemania,Viajeros,65709,2018-08-01
2018M08,Alemania,Pernoctaciones,127193,2018-08-01
2018M08,Francia,Viajeros,296838,2018-08-01
2018M08,Francia,Pernoctaciones,423421,2018-08-01
2018M08,Italia,Viajeros,110065,2018-08-01
2018M08,Italia,Pernoctaciones,224894,2018-08-01
2018M08,Paises Bajos,Viajeros,3764,2018-08-01
2018M08,Paises Bajos,Pernoctaciones,60939,2018-08-01
2018M08,Reino Unido,Viajeros,108885,2018-08-01
2018M08,Reino Unido,Pernoctaciones,204731,2018-08-01
2018M08,Paises Nordicos,Viajeros,40211,2018-08-01
2018M08,Paises Nordicos,Pernoctaciones,5716,2018-08-01
2018M08,Resto de UE,Viajeros,202016,2018-08-01
2018M08,Resto de UE,Pernoctaciones,298511,2018-08-01
2018M08,Estados Unidos,Viajeros,90045,2018-08-01
2018M08,Estados Unidos,Pernoctaciones,175622,2018-08-01
2018M08,Resto de America,Viajeros,109471,2018-08-01
2018M08,Resto de America,Pernoctaciones,21204,2018-08-01
2018M08,Resto de no residentes en Espańa,Viajeros,8453,2018-08-01
2018M08,Resto de no residentes en Espańa,Pernoctaciones,148243,2018-08-01
2018M08,Resto de Europa,Viajeros,43787,2018-08-01
2018M08,Resto de Europa,Pernoctaciones,60738,2018-08-01
2018M09,TOTAL,Viajeros,6166038,2018-09-01
2018M09,TOTAL,Pernoctaciones,10923197,2018-09-01
2018M09,RESIDENTES EN ESPAŃA,Viajeros,4111351,2018-09-01
2018M09,RESIDENTES EN ESPAŃA,Pernoctaciones,7615917,2018-09-01
2018M09,NO RESIDENTE EN ESPAŃA,Viajeros,2054688,2018-09-01
2018M09,NO RESIDENTE EN ESPAŃA,Pernoctaciones,330728,2018-09-01
2018M09,Alemania,Viajeros,161159,2018-09-01
2018M09,Alemania,Pernoctaciones,241536,2018-09-01
2018M09,Francia,Viajeros,359287,2018-09-01
2018M09,Francia,Pernoctaciones,535525,2018-09-01
2018M09,Italia,Viajeros,95919,2018-09-01
2018M09,Italia,Pernoctaciones,209822,2018-09-01
2018M09,Paises Bajos,Viajeros,77983,2018-09-01
2018M09,Paises Bajos,Pernoctaciones,112301,2018-09-01
2018M09,Reino Unido,Viajeros,196516,2018-09-01
2018M09,Reino Unido,Pernoctaciones,376732,2018-09-01
2018M09,Paises Nordicos,Viajeros,105662,2018-09-01
2018M09,Paises Nordicos,Pernoctaciones,155199,2018-09-01
2018M09,Resto de UE,Viajeros,24599,2018-09-01
2018M09,Resto de UE,Pernoctaciones,330122,2018-09-01
2018M09,Estados Unidos,Viajeros,282128,2018-09-01
2018M09,Estados Unidos,Pernoctaciones,460439,2018-09-01
2018M09,Resto de America,Viajeros,243316,2018-09-01
2018M09,Resto de America,Pernoctaciones,422241,2018-09-01
2018M09,Resto de no residentes en Espańa,Viajeros,220758,2018-09-01
2018M09,Resto de no residentes en Espańa,Pernoctaciones,326075,2018-09-01
2018M09,Resto de Europa,Viajeros,6597,2018-09-01
2018M09,Resto de Europa,Pernoctaciones,137288,2018-09-01
2018M10,TOTAL,Viajeros,5438621,2018-10-01
2018M10,TOTAL,Pernoctaciones,9899624,2018-10-01
2018M10,RESIDENTES EN ESPAŃA,Viajeros,4290395,2018-10-01
2018M10,RESIDENTES EN ESPAŃA,Pernoctaciones,8020673,2018-10-01
2018M10,NO RESIDENTE EN ESPAŃA,Viajeros,1148225,2018-10-01
2018M10,NO RESIDENTE EN ESPAŃA,Pernoctaciones,187895,2018-10-01
2018M10,Alemania,Viajeros,80718,2018-10-01
2018M10,Alemania,Pernoctaciones,161334,2018-10-01
2018M10,Francia,Viajeros,157002,2018-10-01
2018M10,Francia,Pernoctaciones,247142,2018-10-01
2018M10,Italia,Viajeros,4971,2018-10-01
2018M10,Italia,Pernoctaciones,75708,2018-10-01
2018M10,Paises Bajos,Viajeros,34137,2018-10-01
2018M10,Paises Bajos,Pernoctaciones,43964,2018-10-01
2018M10,Reino Unido,Viajeros,17189,2018-10-01
2018M10,Reino Unido,Pernoctaciones,264286,2018-10-01
2018M10,Paises Nordicos,Viajeros,65054,2018-10-01
2018M10,Paises Nordicos,Pernoctaciones,90035,2018-10-01
2018M10,Resto de UE,Viajeros,16273,2018-10-01
2018M10,Resto de UE,Pernoctaciones,238297,2018-10-01
2018M10,Estados Unidos,Viajeros,128735,2018-10-01
2018M10,Estados Unidos,Pernoctaciones,243968,2018-10-01
2018M10,Resto de America,Viajeros,126716,2018-10-01
2018M10,Resto de America,Pernoctaciones,255105,2018-10-01
2018M10,Resto de no residentes en Espańa,Viajeros,139801,2018-10-01
2018M10,Resto de no residentes en Espańa,Pernoctaciones,202955,2018-10-01
2018M10,Resto de Europa,Viajeros,31732,2018-10-01
2018M10,Resto de Europa,Pernoctaciones,56156,2018-10-01
2018M11,TOTAL,Viajeros,4443891,2018-11-01
2018M11,TOTAL,Pernoctaciones,8138848,2018-11-01
2018M11,RESIDENTES EN ESPAŃA,Viajeros,3972953,2018-11-01
2018M11,RESIDENTES EN ESPAŃA,Pernoctaciones,7266855,2018-11-01
2018M11,NO RESIDENTE EN ESPAŃA,Viajeros,470938,2018-11-01
2018M11,NO RESIDENTE EN ESPAŃA,Pernoctaciones,871992,2018-11-01
2018M11,Alemania,Viajeros,28049,2018-11-01
2018M11,Alemania,Pernoctaciones,51256,2018-11-01
2018M11,Francia,Viajeros,78934,2018-11-01
2018M11,Francia,Pernoctaciones,149076,2018-11-01
2018M11,Italia,Viajeros,45931,2018-11-01
2018M11,Italia,Pernoctaciones,12369,2018-11-01
2018M11,Paises Bajos,Viajeros,11985,2018-11-01
2018M11,Paises Bajos,Pernoctaciones,21666,2018-11-01
2018M11,Reino Unido,Viajeros,60316,2018-11-01
2018M11,Reino Unido,Pernoctaciones,87136,2018-11-01
2018M11,Paises Nordicos,Viajeros,9019,2018-11-01
2018M11,Paises Nordicos,Pernoctaciones,13998,2018-11-01
2018M11,Resto de UE,Viajeros,92771,2018-11-01
2018M11,Resto de UE,Pernoctaciones,141535,2018-11-01
2018M11,Estados Unidos,Viajeros,37051,2018-11-01
2018M11,Estados Unidos,Pernoctaciones,63301,2018-11-01
2018M11,Resto de America,Viajeros,52238,2018-11-01
2018M11,Resto de America,Pernoctaciones,102952,2018-11-01
2018M11,Resto de no residentes en Espańa,Viajeros,33088,2018-11-01
2018M11,Resto de no residentes en Espańa,Pernoctaciones,7548,2018-11-01
2018M11,Resto de Europa,Viajeros,21556,2018-11-01
2018M11,Resto de Europa,Pernoctaciones,41903,2018-11-01
2018M12,TOTAL,Viajeros,354365,2018-12-01
2018M12,TOTAL,Pernoctaciones,6285432,2018-12-01
2018M12,RESIDENTES EN ESPAŃA,Viajeros,3240196,2018-12-01
2018M12,RESIDENTES EN ESPAŃA,Pernoctaciones,5742158,2018-12-01
2018M12,NO RESIDENTE EN ESPAŃA,Viajeros,303454,2018-12-01
2018M12,NO RESIDENTE EN ESPAŃA,Pernoctaciones,543274,2018-12-01
2018M12,Alemania,Viajeros,13753,2018-12-01
2018M12,Alemania,Pernoctaciones,2965,2018-12-01
2018M12,Francia,Viajeros,52201,2018-12-01
2018M12,Francia,Pernoctaciones,82396,2018-12-01
2018M12,Italia,Viajeros,1854,2018-12-01
2018M12,Italia,Pernoctaciones,41877,2018-12-01
2018M12,Paises Bajos,Viajeros,547,2018-12-01
2018M12,Paises Bajos,Pernoctaciones,7792,2018-12-01
2018M12,Reino Unido,Viajeros,19977,2018-12-01
2018M12,Reino Unido,Pernoctaciones,33037,2018-12-01
2018M12,Paises Nordicos,Viajeros,2553,2018-12-01
2018M12,Paises Nordicos,Pernoctaciones,4781,2018-12-01
2018M12,Resto de UE,Viajeros,61062,2018-12-01
2018M12,Resto de UE,Pernoctaciones,85781,2018-12-01
2018M12,Estados Unidos,Viajeros,26058,2018-12-01
2018M12,Estados Unidos,Pernoctaciones,59385,2018-12-01
2018M12,Resto de America,Viajeros,60031,2018-12-01
2018M12,Resto de America,Pernoctaciones,112845,2018-12-01
2018M12,Resto de no residentes en Espańa,Viajeros,2331,2018-12-01
2018M12,Resto de no residentes en Espańa,Pernoctaciones,50767,2018-12-01
2018M12,Resto de Europa,Viajeros,205,2018-12-01
2018M12,Resto de Europa,Pernoctaciones,34962,2018-12-01
2019M01,TOTAL,Viajeros,2582124,2019-01-01
