Periodo,Tipo de establecimiento,Indicador,CCAA,Residencia,DATA
2007M02,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,264708
2007M02,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,57196
2007M02,Apartamentos,Viajeros,La Rioja,TOTAL,570
2007M02,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,570
2007M02,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,
2007M02,Apartamentos,Viajeros,Espańa,TOTAL,506393
2007M02,Apartamentos,Viajeros,Espańa,Residentes en Espańa,111092
2007M02,Apartamentos,Viajeros,Espańa,No residentes en Espańa,395301
2007M02,Apartamentos,Pernoctaciones,La Rioja,TOTAL,1368
2007M02,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,1172
2007M02,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,196
2007M02,Apartamentos,Pernoctaciones,Espańa,TOTAL,4266664
2007M02,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,519271
2007M02,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3747393
2007M02,Albergues,Viajeros,La Rioja,TOTAL,
2007M02,Albergues,Viajeros,La Rioja,Residentes en Espańa,
2007M02,Albergues,Viajeros,La Rioja,No residentes en Espańa,
2007M02,Albergues,Viajeros,Espańa,TOTAL,
2007M02,Albergues,Viajeros,Espańa,Residentes en Espańa,
2007M02,Albergues,Viajeros,Espańa,No residentes en Espańa,
2007M02,Albergues,Pernoctaciones,La Rioja,TOTAL,
2007M02,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,
2007M02,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,
2007M02,Albergues,Pernoctaciones,Espańa,TOTAL,
2007M02,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,
2007M02,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,
2007M03,TOTAL,Viajeros,La Rioja,TOTAL,45107
2007M03,TOTAL,Viajeros,La Rioja,Residentes en Espańa,40469
2007M03,TOTAL,Viajeros,La Rioja,No residentes en Espańa,4638
2007M03,TOTAL,Viajeros,Espańa,TOTAL,7139889
2007M03,TOTAL,Viajeros,Espańa,Residentes en Espańa,4228810
2007M03,TOTAL,Viajeros,Espańa,No residentes en Espańa,2911079
2007M03,TOTAL,Pernoctaciones,La Rioja,TOTAL,82142
2007M03,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,72915
2007M03,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,9227
2007M03,TOTAL,Pernoctaciones,Espańa,TOTAL,23713254
2007M03,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,9474515
2007M03,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,14238739
2007M03,HOTELES,Viajeros,La Rioja,TOTAL,38369
2007M03,HOTELES,Viajeros,La Rioja,Residentes en Espańa,34218
2007M03,HOTELES,Viajeros,La Rioja,No residentes en Espańa,4151
2007M03,HOTELES,Viajeros,Espańa,TOTAL,6151952
2007M03,HOTELES,Viajeros,Espańa,Residentes en Espańa,3769341
2007M03,HOTELES,Viajeros,Espańa,No residentes en Espańa,2382611
2007M03,HOTELES,Pernoctaciones,La Rioja,TOTAL,65841
2007M03,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,57864
2007M03,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,7977
2007M03,HOTELES,Pernoctaciones,Espańa,TOTAL,17428802
2007M03,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,8140429
2007M03,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,9288373
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,6738
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,6251
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,487
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,987937
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,459469
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,528468
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,16301
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,15051
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,1250
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,6284452
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1334086
2007M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4950366
2007M03,Camping,Viajeros,La Rioja,TOTAL,4250
2007M03,Camping,Viajeros,La Rioja,Residentes en Espańa,3815
2007M03,Camping,Viajeros,La Rioja,No residentes en Espańa,435
2007M03,Camping,Viajeros,Espańa,TOTAL,222568
2007M03,Camping,Viajeros,Espańa,Residentes en Espańa,157941
2007M03,Camping,Viajeros,Espańa,No residentes en Espańa,64627
2007M03,Camping,Pernoctaciones,La Rioja,TOTAL,10612
2007M03,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,9759
2007M03,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,853
2007M03,Camping,Pernoctaciones,Espańa,TOTAL,1048252
2007M03,Camping,Pernoctaciones,Espańa,Residentes en Espańa,374890
2007M03,Camping,Pernoctaciones,Espańa,No residentes en Espańa,673362
2007M03,Turismo Rural,Viajeros,La Rioja,TOTAL,1898
2007M03,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1858
2007M03,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,40
2007M03,Turismo Rural,Viajeros,Espańa,TOTAL,185667
2007M03,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,169901
2007M03,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,15766
2007M03,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,4215
2007M03,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,4080
2007M03,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,135
2007M03,Turismo Rural,Pernoctaciones,Espańa,TOTAL,423106
2007M03,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,340154
2007M03,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,82952
2007M03,Apartamentos,Viajeros,La Rioja,TOTAL,590
2007M03,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,578
2007M03,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,12
2007M03,Apartamentos,Viajeros,Espańa,TOTAL,579702
2007M03,Apartamentos,Viajeros,Espańa,Residentes en Espańa,131627
2007M03,Apartamentos,Viajeros,Espańa,No residentes en Espańa,448075
2007M03,Apartamentos,Pernoctaciones,La Rioja,TOTAL,1474
2007M03,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,1212
2007M03,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,262
2007M03,Apartamentos,Pernoctaciones,Espańa,TOTAL,4813094
2007M03,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,619042
2007M03,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,4194052
2007M03,Albergues,Viajeros,La Rioja,TOTAL,
2007M03,Albergues,Viajeros,La Rioja,Residentes en Espańa,
2007M03,Albergues,Viajeros,La Rioja,No residentes en Espańa,
2007M03,Albergues,Viajeros,Espańa,TOTAL,
2007M03,Albergues,Viajeros,Espańa,Residentes en Espańa,
2007M03,Albergues,Viajeros,Espańa,No residentes en Espańa,
2007M03,Albergues,Pernoctaciones,La Rioja,TOTAL,
2007M03,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,
2007M03,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,
2007M03,Albergues,Pernoctaciones,Espańa,TOTAL,
2007M03,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,
2007M03,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,
2007M04,TOTAL,Viajeros,La Rioja,TOTAL,60334
2007M04,TOTAL,Viajeros,La Rioja,Residentes en Espańa,52659
2007M04,TOTAL,Viajeros,La Rioja,No residentes en Espańa,7675
2007M04,TOTAL,Viajeros,Espańa,TOTAL,8866792
2007M04,TOTAL,Viajeros,Espańa,Residentes en Espańa,5391496
2007M04,TOTAL,Viajeros,Espańa,No residentes en Espańa,3475296
2007M04,TOTAL,Pernoctaciones,La Rioja,TOTAL,121882
2007M04,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,109348
2007M04,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,12534
2007M04,TOTAL,Pernoctaciones,Espańa,TOTAL,29201905
2007M04,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,14003440
2007M04,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,15198465
2007M04,HOTELES,Viajeros,La Rioja,TOTAL,46988
2007M04,HOTELES,Viajeros,La Rioja,Residentes en Espańa,39950
2007M04,HOTELES,Viajeros,La Rioja,No residentes en Espańa,7038
2007M04,HOTELES,Viajeros,Espańa,TOTAL,7394418
2007M04,HOTELES,Viajeros,Espańa,Residentes en Espańa,4450863
2007M04,HOTELES,Viajeros,Espańa,No residentes en Espańa,2943555
2007M04,HOTELES,Pernoctaciones,La Rioja,TOTAL,84432
2007M04,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,73011
2007M04,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,11421
2007M04,HOTELES,Pernoctaciones,Espańa,TOTAL,21690170
2007M04,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,10676929
2007M04,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,11013241
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,13346
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,12709
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,637
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1472374
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,940633
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,531741
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,37450
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,36337
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,1113
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,7511735
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,3326511
2007M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4185224
2007M04,Camping,Viajeros,La Rioja,TOTAL,9133
2007M04,Camping,Viajeros,La Rioja,Residentes en Espańa,8619
2007M04,Camping,Viajeros,La Rioja,No residentes en Espańa,514
2007M04,Camping,Viajeros,Espańa,TOTAL,523729
2007M04,Camping,Viajeros,Espańa,Residentes en Espańa,412865
2007M04,Camping,Viajeros,Espańa,No residentes en Espańa,110864
2007M04,Camping,Pernoctaciones,La Rioja,TOTAL,25764
2007M04,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,25041
2007M04,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,723
2007M04,Camping,Pernoctaciones,Espańa,TOTAL,2019608
2007M04,Camping,Pernoctaciones,Espańa,Residentes en Espańa,1361822
2007M04,Camping,Pernoctaciones,Espańa,No residentes en Espańa,657786
2007M04,Turismo Rural,Viajeros,La Rioja,TOTAL,3143
2007M04,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,3026
2007M04,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,117
2007M04,Turismo Rural,Viajeros,Espańa,TOTAL,293189
2007M04,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,269813
2007M04,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,23376
2007M04,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,9104
2007M04,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,8870
2007M04,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,234
2007M04,Turismo Rural,Pernoctaciones,Espańa,TOTAL,889476
2007M04,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,780927
2007M04,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,108549
2007M04,Apartamentos,Viajeros,La Rioja,TOTAL,1070
2007M04,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,1064
2007M04,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,6
2007M04,Apartamentos,Viajeros,Espańa,TOTAL,655456
2007M04,Apartamentos,Viajeros,Espańa,Residentes en Espańa,257955
2007M04,Apartamentos,Viajeros,Espańa,No residentes en Espańa,397501
2007M04,Apartamentos,Pernoctaciones,La Rioja,TOTAL,2582
2007M04,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,2426
2007M04,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,156
2007M04,Apartamentos,Pernoctaciones,Espańa,TOTAL,4602651
2007M04,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,1183762
2007M04,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3418889
2007M04,Albergues,Viajeros,La Rioja,TOTAL,
2007M04,Albergues,Viajeros,La Rioja,Residentes en Espańa,
2007M04,Albergues,Viajeros,La Rioja,No residentes en Espańa,
2007M04,Albergues,Viajeros,Espańa,TOTAL,
2007M04,Albergues,Viajeros,Espańa,Residentes en Espańa,
2007M04,Albergues,Viajeros,Espańa,No residentes en Espańa,
2007M04,Albergues,Pernoctaciones,La Rioja,TOTAL,
2007M04,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,
2007M04,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,
2007M04,Albergues,Pernoctaciones,Espańa,TOTAL,
2007M04,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,
2007M04,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,
2007M05,TOTAL,Viajeros,La Rioja,TOTAL,59876
2007M05,TOTAL,Viajeros,La Rioja,Residentes en Espańa,45665
2007M05,TOTAL,Viajeros,La Rioja,No residentes en Espańa,14211
2007M05,TOTAL,Viajeros,Espańa,TOTAL,8906779
2007M05,TOTAL,Viajeros,Espańa,Residentes en Espańa,4634068
2007M05,TOTAL,Viajeros,Espańa,No residentes en Espańa,4272711
2007M05,TOTAL,Pernoctaciones,La Rioja,TOTAL,102472
2007M05,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,80240
2007M05,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,22232
2007M05,TOTAL,Pernoctaciones,Espańa,TOTAL,30415204
2007M05,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,10933678
2007M05,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,19481526
2007M05,HOTELES,Viajeros,La Rioja,TOTAL,50835
2007M05,HOTELES,Viajeros,La Rioja,Residentes en Espańa,37986
2007M05,HOTELES,Viajeros,La Rioja,No residentes en Espańa,12849
2007M05,HOTELES,Viajeros,Espańa,TOTAL,7639348
2007M05,HOTELES,Viajeros,Espańa,Residentes en Espańa,4015617
2007M05,HOTELES,Viajeros,Espańa,No residentes en Espańa,3623731
2007M05,HOTELES,Pernoctaciones,La Rioja,TOTAL,82903
2007M05,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,63713
2007M05,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,19190
2007M05,HOTELES,Pernoctaciones,Espańa,TOTAL,23486608
2007M05,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,8856229
2007M05,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,14630379
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,9041
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,7679
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,1362
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1267431
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,618451
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,648980
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,19569
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,16527
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,3042
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,6928596
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,2077449
2007M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4851147
2007M05,Camping,Viajeros,La Rioja,TOTAL,6298
2007M05,Camping,Viajeros,La Rioja,Residentes en Espańa,5144
2007M05,Camping,Viajeros,La Rioja,No residentes en Espańa,1154
2007M05,Camping,Viajeros,Espańa,TOTAL,433816
2007M05,Camping,Viajeros,Espańa,Residentes en Espańa,278516
2007M05,Camping,Viajeros,Espańa,No residentes en Espańa,155300
2007M05,Camping,Pernoctaciones,La Rioja,TOTAL,13346
2007M05,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,10918
2007M05,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,2428
2007M05,Camping,Pernoctaciones,Espańa,TOTAL,1741122
2007M05,Camping,Pernoctaciones,Espańa,Residentes en Espańa,836150
2007M05,Camping,Pernoctaciones,Espańa,No residentes en Espańa,904972
2007M05,Turismo Rural,Viajeros,La Rioja,TOTAL,2320
2007M05,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2132
2007M05,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,188
2007M05,Turismo Rural,Viajeros,Espańa,TOTAL,195204
2007M05,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,165399
2007M05,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,29805
2007M05,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,4990
2007M05,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,4492
2007M05,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,498
2007M05,Turismo Rural,Pernoctaciones,Espańa,TOTAL,469856
2007M05,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,352389
2007M05,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,117467
2007M05,Apartamentos,Viajeros,La Rioja,TOTAL,423
2007M05,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,403
2007M05,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,20
2007M05,Apartamentos,Viajeros,Espańa,TOTAL,638411
2007M05,Apartamentos,Viajeros,Espańa,Residentes en Espańa,174536
2007M05,Apartamentos,Viajeros,Espańa,No residentes en Espańa,463875
2007M05,Apartamentos,Pernoctaciones,La Rioja,TOTAL,1233
2007M05,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,1117
2007M05,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,116
2007M05,Apartamentos,Pernoctaciones,Espańa,TOTAL,4717618
2007M05,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,888910
2007M05,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3828708
2007M05,Albergues,Viajeros,La Rioja,TOTAL,
2007M05,Albergues,Viajeros,La Rioja,Residentes en Espańa,
2007M05,Albergues,Viajeros,La Rioja,No residentes en Espańa,
2007M05,Albergues,Viajeros,Espańa,TOTAL,
2007M05,Albergues,Viajeros,Espańa,Residentes en Espańa,
2007M05,Albergues,Viajeros,Espańa,No residentes en Espańa,
2007M05,Albergues,Pernoctaciones,La Rioja,TOTAL,
2007M05,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,
2007M05,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,
2007M05,Albergues,Pernoctaciones,Espańa,TOTAL,
2007M05,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,
2007M05,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,
2007M06,TOTAL,Viajeros,La Rioja,TOTAL,58035
2007M06,TOTAL,Viajeros,La Rioja,Residentes en Espańa,48549
2007M06,TOTAL,Viajeros,La Rioja,No residentes en Espańa,9486
2007M06,TOTAL,Viajeros,Espańa,TOTAL,10366504
2007M06,TOTAL,Viajeros,Espańa,Residentes en Espańa,5671892
2007M06,TOTAL,Viajeros,Espańa,No residentes en Espańa,4694612
2007M06,TOTAL,Pernoctaciones,La Rioja,TOTAL,110357
2007M06,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,93670
2007M06,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,16687
2007M06,TOTAL,Pernoctaciones,Espańa,TOTAL,38205859
2007M06,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,14383759
2007M06,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,23822100
2007M06,HOTELES,Viajeros,La Rioja,TOTAL,45938
2007M06,HOTELES,Viajeros,La Rioja,Residentes en Espańa,37804
2007M06,HOTELES,Viajeros,La Rioja,No residentes en Espańa,8134
2007M06,HOTELES,Viajeros,Espańa,TOTAL,8555535
2007M06,HOTELES,Viajeros,Espańa,Residentes en Espańa,4658070
2007M06,HOTELES,Viajeros,Espańa,No residentes en Espańa,3897465
2007M06,HOTELES,Pernoctaciones,La Rioja,TOTAL,81641
2007M06,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,67546
2007M06,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,14095
2007M06,HOTELES,Pernoctaciones,Espańa,TOTAL,28459008
2007M06,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,10850954
2007M06,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,17608054
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,12097
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,10745
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,1352
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1810969
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,1013822
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,797147
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,28716
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,26124
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,2592
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,9746851
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,3532805
2007M06,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,6214046
2007M06,Camping,Viajeros,La Rioja,TOTAL,10034
2007M06,Camping,Viajeros,La Rioja,Residentes en Espańa,8703
2007M06,Camping,Viajeros,La Rioja,No residentes en Espańa,1331
2007M06,Camping,Viajeros,Espańa,TOTAL,728090
2007M06,Camping,Viajeros,Espańa,Residentes en Espańa,522511
2007M06,Camping,Viajeros,Espańa,No residentes en Espańa,205579
2007M06,Camping,Pernoctaciones,La Rioja,TOTAL,23869
2007M06,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,21406
2007M06,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,2463
2007M06,Camping,Pernoctaciones,Espańa,TOTAL,2767090
2007M06,Camping,Pernoctaciones,Espańa,Residentes en Espańa,1530707
2007M06,Camping,Pernoctaciones,Espańa,No residentes en Espańa,1236383
2007M06,Turismo Rural,Viajeros,La Rioja,TOTAL,1367
2007M06,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1354
2007M06,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,13
2007M06,Turismo Rural,Viajeros,Espańa,TOTAL,218557
2007M06,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,191722
2007M06,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,26835
2007M06,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,3515
2007M06,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,3482
2007M06,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,33
2007M06,Turismo Rural,Pernoctaciones,Espańa,TOTAL,523882
2007M06,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,408773
2007M06,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,115109
2007M06,Apartamentos,Viajeros,La Rioja,TOTAL,696
2007M06,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,688
2007M06,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,8
2007M06,Apartamentos,Viajeros,Espańa,TOTAL,864322
2007M06,Apartamentos,Viajeros,Espańa,Residentes en Espańa,299589
2007M06,Apartamentos,Viajeros,Espańa,No residentes en Espańa,564733
2007M06,Apartamentos,Pernoctaciones,La Rioja,TOTAL,1332
2007M06,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,1236
2007M06,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,96
2007M06,Apartamentos,Pernoctaciones,Espańa,TOTAL,6455879
2007M06,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,1593325
2007M06,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,4862554
2007M06,Albergues,Viajeros,La Rioja,TOTAL,
2007M06,Albergues,Viajeros,La Rioja,Residentes en Espańa,
2007M06,Albergues,Viajeros,La Rioja,No residentes en Espańa,
2007M06,Albergues,Viajeros,Espańa,TOTAL,
2007M06,Albergues,Viajeros,Espańa,Residentes en Espańa,
2007M06,Albergues,Viajeros,Espańa,No residentes en Espańa,
2007M06,Albergues,Pernoctaciones,La Rioja,TOTAL,
2007M06,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,
2007M06,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,
2007M06,Albergues,Pernoctaciones,Espańa,TOTAL,
2007M06,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,
2007M06,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,
2007M07,TOTAL,Viajeros,La Rioja,TOTAL,63822
2007M07,TOTAL,Viajeros,La Rioja,Residentes en Espańa,54339
2007M07,TOTAL,Viajeros,La Rioja,No residentes en Espańa,9483
