Periodo,Tipo de establecimiento,Indicador,CCAA,Residencia,DATA
2005M09,HOTELES,Viajeros,Espańa,TOTAL,7442750.0
2005M09,HOTELES,Viajeros,Espańa,Residentes en Espańa,4038043.0
2005M09,HOTELES,Viajeros,Espańa,No residentes en Espańa,3404707.0
2005M09,HOTELES,Pernoctaciones,La Rioja,TOTAL,82497.0
2005M09,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,65296.0
2005M09,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,17201.0
2005M09,HOTELES,Pernoctaciones,Espańa,TOTAL,28313666.0
2005M09,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,11027323.0
2005M09,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,17286343.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,11016.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,9951.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,1065.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1609349.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,780900.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,828449.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,29663.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,27415.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,2248.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,10230760.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,3597754.0
2005M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,6633006.0
2005M09,Camping,Viajeros,La Rioja,TOTAL,8690.0
2005M09,Camping,Viajeros,La Rioja,Residentes en Espańa,7691.0
2005M09,Camping,Viajeros,La Rioja,No residentes en Espańa,999.0
2005M09,Camping,Viajeros,Espańa,TOTAL,561031.0
2005M09,Camping,Viajeros,Espańa,Residentes en Espańa,373759.0
2005M09,Camping,Viajeros,Espańa,No residentes en Espańa,187272.0
2005M09,Camping,Pernoctaciones,La Rioja,TOTAL,24571.0
2005M09,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,22482.0
2005M09,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,2089.0
2005M09,Camping,Pernoctaciones,Espańa,TOTAL,2459804.0
2005M09,Camping,Pernoctaciones,Espańa,Residentes en Espańa,1369992.0
2005M09,Camping,Pernoctaciones,Espańa,No residentes en Espańa,1089812.0
2005M09,Turismo Rural,Viajeros,La Rioja,TOTAL,1886.0
2005M09,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1830.0
2005M09,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,56.0
2005M09,Turismo Rural,Viajeros,Espańa,TOTAL,176158.0
2005M09,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,150769.0
2005M09,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,25389.0
2005M09,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,4208.0
2005M09,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,4067.0
2005M09,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,141.0
2005M09,Turismo Rural,Pernoctaciones,Espańa,TOTAL,534053.0
2005M09,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,401429.0
2005M09,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,132624.0
2005M09,Apartamentos,Viajeros,La Rioja,TOTAL,440.0
2005M09,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,430.0
2005M09,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,10.0
2005M09,Apartamentos,Viajeros,Espańa,TOTAL,872160.0
2005M09,Apartamentos,Viajeros,Espańa,Residentes en Espańa,256372.0
2005M09,Apartamentos,Viajeros,Espańa,No residentes en Espańa,615788.0
2005M09,Apartamentos,Pernoctaciones,La Rioja,TOTAL,884.0
2005M09,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,866.0
2005M09,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,18.0
2005M09,Apartamentos,Pernoctaciones,Espańa,TOTAL,7236903.0
2005M09,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,1826333.0
2005M09,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,5410570.0
2005M10,TOTAL,Viajeros,La Rioja,TOTAL,58666.0
2005M10,TOTAL,Viajeros,La Rioja,Residentes en Espańa,50142.0
2005M10,TOTAL,Viajeros,La Rioja,No residentes en Espańa,8524.0
2005M10,TOTAL,Viajeros,Espańa,TOTAL,7527746.0
2005M10,TOTAL,Viajeros,Espańa,Residentes en Espańa,4100546.0
2005M10,TOTAL,Viajeros,Espańa,No residentes en Espańa,3427200.0
2005M10,TOTAL,Pernoctaciones,La Rioja,TOTAL,109215.0
2005M10,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,93906.0
2005M10,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,15309.0
2005M10,TOTAL,Pernoctaciones,Espańa,TOTAL,29230403.0
2005M10,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,10094626.0
2005M10,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,19135777.0
2005M10,HOTELES,Viajeros,La Rioja,TOTAL,49935.0
2005M10,HOTELES,Viajeros,La Rioja,Residentes en Espańa,42114.0
2005M10,HOTELES,Viajeros,La Rioja,No residentes en Espańa,7821.0
2005M10,HOTELES,Viajeros,Espańa,TOTAL,6414668.0
2005M10,HOTELES,Viajeros,Espańa,Residentes en Espańa,3628419.0
2005M10,HOTELES,Viajeros,Espańa,No residentes en Espańa,2786249.0
2005M10,HOTELES,Pernoctaciones,La Rioja,TOTAL,87428.0
2005M10,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,73915.0
2005M10,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,13513.0
2005M10,HOTELES,Pernoctaciones,Espańa,TOTAL,22163277.0
2005M10,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,8569218.0
2005M10,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,13594059.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,8731.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,8028.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,703.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1113078.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,472127.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,640951.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,21787.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,19991.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,1796.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,7067126.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1525408.0
2005M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,5541718.0
2005M10,Camping,Viajeros,La Rioja,TOTAL,5548.0
2005M10,Camping,Viajeros,La Rioja,Residentes en Espańa,5070.0
2005M10,Camping,Viajeros,La Rioja,No residentes en Espańa,478.0
2005M10,Camping,Viajeros,Espańa,TOTAL,235984.0
2005M10,Camping,Viajeros,Espańa,Residentes en Espańa,171122.0
2005M10,Camping,Viajeros,Espańa,No residentes en Espańa,64862.0
2005M10,Camping,Pernoctaciones,La Rioja,TOTAL,14760.0
2005M10,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,13465.0
2005M10,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,1295.0
2005M10,Camping,Pernoctaciones,Espańa,TOTAL,1036814.0
2005M10,Camping,Pernoctaciones,Espańa,Residentes en Espańa,426853.0
2005M10,Camping,Pernoctaciones,Espańa,No residentes en Espańa,609961.0
2005M10,Turismo Rural,Viajeros,La Rioja,TOTAL,2573.0
2005M10,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2374.0
2005M10,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,199.0
2005M10,Turismo Rural,Viajeros,Espańa,TOTAL,181908.0
2005M10,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,162694.0
2005M10,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,19214.0
2005M10,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,5527.0
2005M10,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,5177.0
2005M10,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,350.0
2005M10,Turismo Rural,Pernoctaciones,Espańa,TOTAL,494517.0
2005M10,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,378027.0
2005M10,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,116490.0
2005M10,Apartamentos,Viajeros,La Rioja,TOTAL,610.0
2005M10,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,584.0
2005M10,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,26.0
2005M10,Apartamentos,Viajeros,Espańa,TOTAL,695186.0
2005M10,Apartamentos,Viajeros,Espańa,Residentes en Espańa,138311.0
2005M10,Apartamentos,Viajeros,Espańa,No residentes en Espańa,556875.0
2005M10,Apartamentos,Pernoctaciones,La Rioja,TOTAL,1500.0
2005M10,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,1349.0
2005M10,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,151.0
2005M10,Apartamentos,Pernoctaciones,Espańa,TOTAL,5535795.0
2005M10,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,720528.0
2005M10,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,4815267.0
2005M11,TOTAL,Viajeros,La Rioja,TOTAL,38920.0
2005M11,TOTAL,Viajeros,La Rioja,Residentes en Espańa,35271.0
2005M11,TOTAL,Viajeros,La Rioja,No residentes en Espańa,3649.0
2005M11,TOTAL,Viajeros,Espańa,TOTAL,5268457.0
2005M11,TOTAL,Viajeros,Espańa,Residentes en Espańa,3200249.0
2005M11,TOTAL,Viajeros,Espańa,No residentes en Espańa,2068208.0
2005M11,TOTAL,Pernoctaciones,La Rioja,TOTAL,69990.0
2005M11,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,62038.0
2005M11,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,7952.0
2005M11,TOTAL,Pernoctaciones,Espańa,TOTAL,18358390.0
2005M11,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,7340127.0
2005M11,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,11018263.0
2005M11,HOTELES,Viajeros,La Rioja,TOTAL,34276.0
2005M11,HOTELES,Viajeros,La Rioja,Residentes en Espańa,30897.0
2005M11,HOTELES,Viajeros,La Rioja,No residentes en Espańa,3379.0
2005M11,HOTELES,Viajeros,Espańa,TOTAL,4511989.0
2005M11,HOTELES,Viajeros,Espańa,Residentes en Espańa,2898398.0
2005M11,HOTELES,Viajeros,Espańa,No residentes en Espańa,1613591.0
2005M11,HOTELES,Pernoctaciones,La Rioja,TOTAL,58963.0
2005M11,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,51663.0
2005M11,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,7300.0
2005M11,HOTELES,Pernoctaciones,Espańa,TOTAL,13162420.0
2005M11,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6405258.0
2005M11,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,6757162.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,4644.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,4374.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,270.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,756468.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,301851.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,454617.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,11027.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,10375.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,652.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5195970.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,934869.0
2005M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4261101.0
2005M11,Camping,Viajeros,La Rioja,TOTAL,2702.0
2005M11,Camping,Viajeros,La Rioja,Residentes en Espańa,2461.0
2005M11,Camping,Viajeros,La Rioja,No residentes en Espańa,241.0
2005M11,Camping,Viajeros,Espańa,TOTAL,119246.0
2005M11,Camping,Viajeros,Espańa,Residentes en Espańa,88926.0
2005M11,Camping,Viajeros,Espańa,No residentes en Espańa,30320.0
2005M11,Camping,Pernoctaciones,La Rioja,TOTAL,6996.0
2005M11,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,6591.0
2005M11,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,405.0
2005M11,Camping,Pernoctaciones,Espańa,TOTAL,705068.0
2005M11,Camping,Pernoctaciones,Espańa,Residentes en Espańa,202303.0
2005M11,Camping,Pernoctaciones,Espańa,No residentes en Espańa,502765.0
2005M11,Turismo Rural,Viajeros,La Rioja,TOTAL,1474.0
2005M11,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1457.0
2005M11,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,17.0
2005M11,Turismo Rural,Viajeros,Espańa,TOTAL,132961.0
2005M11,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,124608.0
2005M11,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,8353.0
2005M11,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,3039.0
2005M11,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,2876.0
2005M11,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,163.0
2005M11,Turismo Rural,Pernoctaciones,Espańa,TOTAL,309213.0
2005M11,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,257787.0
2005M11,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,51426.0
2005M11,Apartamentos,Viajeros,La Rioja,TOTAL,468.0
2005M11,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,456.0
2005M11,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,12.0
2005M11,Apartamentos,Viajeros,Espańa,TOTAL,504261.0
2005M11,Apartamentos,Viajeros,Espańa,Residentes en Espańa,88317.0
2005M11,Apartamentos,Viajeros,Espańa,No residentes en Espańa,415944.0
2005M11,Apartamentos,Pernoctaciones,La Rioja,TOTAL,992.0
2005M11,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,908.0
2005M11,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,84.0
2005M11,Apartamentos,Pernoctaciones,Espańa,TOTAL,4181689.0
2005M11,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,474779.0
2005M11,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3706910.0
2005M12,TOTAL,Viajeros,La Rioja,TOTAL,33069.0
2005M12,TOTAL,Viajeros,La Rioja,Residentes en Espańa,31216.0
2005M12,TOTAL,Viajeros,La Rioja,No residentes en Espańa,1853.0
2005M12,TOTAL,Viajeros,Espańa,TOTAL,4834173.0
2005M12,TOTAL,Viajeros,Espańa,Residentes en Espańa,3076963.0
2005M12,TOTAL,Viajeros,Espańa,No residentes en Espańa,1757210.0
2005M12,TOTAL,Pernoctaciones,La Rioja,TOTAL,68864.0
2005M12,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,65062.0
2005M12,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,3802.0
2005M12,TOTAL,Pernoctaciones,Espańa,TOTAL,16919645.0
2005M12,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,7329227.0
2005M12,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,9590418.0
2005M12,HOTELES,Viajeros,La Rioja,TOTAL,27453.0
2005M12,HOTELES,Viajeros,La Rioja,Residentes en Espańa,25621.0
2005M12,HOTELES,Viajeros,La Rioja,No residentes en Espańa,1832.0
2005M12,HOTELES,Viajeros,Espańa,TOTAL,4030202.0
2005M12,HOTELES,Viajeros,Espańa,Residentes en Espańa,2702235.0
2005M12,HOTELES,Viajeros,Espańa,No residentes en Espańa,1327967.0
2005M12,HOTELES,Pernoctaciones,La Rioja,TOTAL,51681.0
2005M12,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,48035.0
2005M12,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,3646.0
2005M12,HOTELES,Pernoctaciones,Espańa,TOTAL,11572418.0
2005M12,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6050803.0
2005M12,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,5521615.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,5616.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,5595.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,21.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,803971.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,374728.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,429243.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,17183.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,17027.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,156.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5347227.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1278424.0
2005M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4068803.0
2005M12,Camping,Viajeros,La Rioja,TOTAL,2890.0
2005M12,Camping,Viajeros,La Rioja,Residentes en Espańa,2890.0
2005M12,Camping,Viajeros,Espańa,TOTAL,112671.0
2005M12,Camping,Viajeros,Espańa,Residentes en Espańa,88972.0
2005M12,Camping,Viajeros,Espańa,No residentes en Espańa,23699.0
2005M12,Camping,Pernoctaciones,La Rioja,TOTAL,10433.0
2005M12,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,10433.0
2005M12,Camping,Pernoctaciones,Espańa,TOTAL,776901.0
2005M12,Camping,Pernoctaciones,Espańa,Residentes en Espańa,256378.0
2005M12,Camping,Pernoctaciones,Espańa,No residentes en Espańa,520523.0
2005M12,Turismo Rural,Viajeros,La Rioja,TOTAL,2192.0
2005M12,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2183.0
2005M12,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,9.0
2005M12,Turismo Rural,Viajeros,Espańa,TOTAL,177485.0
2005M12,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,169426.0
2005M12,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,8059.0
2005M12,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,5111.0
2005M12,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,4978.0
2005M12,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,133.0
2005M12,Turismo Rural,Pernoctaciones,Espańa,TOTAL,482609.0
2005M12,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,431592.0
2005M12,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,51017.0
2005M12,Apartamentos,Viajeros,La Rioja,TOTAL,534.0
2005M12,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,522.0
2005M12,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,12.0
2005M12,Apartamentos,Viajeros,Espańa,TOTAL,513815.0
2005M12,Apartamentos,Viajeros,Espańa,Residentes en Espańa,116330.0
2005M12,Apartamentos,Viajeros,Espańa,No residentes en Espańa,397485.0
2005M12,Apartamentos,Pernoctaciones,La Rioja,TOTAL,1639.0
2005M12,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,1616.0
2005M12,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,23.0
2005M12,Apartamentos,Pernoctaciones,Espańa,TOTAL,4087717.0
2005M12,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,590454.0
2005M12,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3497263.0
2006M01,TOTAL,Viajeros,La Rioja,TOTAL,26820.0
2006M01,TOTAL,Viajeros,La Rioja,Residentes en Espańa,24573.0
2006M01,TOTAL,Viajeros,La Rioja,No residentes en Espańa,2247.0
2006M01,TOTAL,Viajeros,Espańa,TOTAL,4675703.0
2006M01,TOTAL,Viajeros,Espańa,Residentes en Espańa,2796080.0
2006M01,TOTAL,Viajeros,Espańa,No residentes en Espańa,1879623.0
2006M01,TOTAL,Pernoctaciones,La Rioja,TOTAL,48809.0
2006M01,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,44131.0
2006M01,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,4678.0
2006M01,TOTAL,Pernoctaciones,Espańa,TOTAL,17383716.0
2006M01,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,6424664.0
2006M01,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,10959052.0
2006M01,HOTELES,Viajeros,La Rioja,TOTAL,23663.0
2006M01,HOTELES,Viajeros,La Rioja,Residentes en Espańa,21480.0
2006M01,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2183.0
2006M01,HOTELES,Viajeros,Espańa,TOTAL,4004676.0
2006M01,HOTELES,Viajeros,Espańa,Residentes en Espańa,2551856.0
2006M01,HOTELES,Viajeros,Espańa,No residentes en Espańa,1452820.0
2006M01,HOTELES,Pernoctaciones,La Rioja,TOTAL,40619.0
2006M01,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,36068.0
2006M01,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,4551.0
2006M01,HOTELES,Pernoctaciones,Espańa,TOTAL,12075662.0
2006M01,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,5543720.0
2006M01,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,6531942.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,3157.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,3093.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,64.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,671027.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,244224.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,426803.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,8190.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,8063.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,127.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5308054.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,880944.0
2006M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4427110.0
2006M01,Camping,Viajeros,La Rioja,TOTAL,1682.0
2006M01,Camping,Viajeros,La Rioja,Residentes en Espańa,1639.0
2006M01,Camping,Viajeros,La Rioja,No residentes en Espańa,43.0
2006M01,Camping,Viajeros,Espańa,TOTAL,92771.0
2006M01,Camping,Viajeros,Espańa,Residentes en Espańa,65346.0
2006M01,Camping,Viajeros,Espańa,No residentes en Espańa,27425.0
2006M01,Camping,Pernoctaciones,La Rioja,TOTAL,4486.0
2006M01,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,4401.0
2006M01,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,85.0
2006M01,Camping,Pernoctaciones,Espańa,TOTAL,756542.0
2006M01,Camping,Pernoctaciones,Espańa,Residentes en Espańa,168169.0
2006M01,Camping,Pernoctaciones,Espańa,No residentes en Espańa,588373.0
2006M01,Turismo Rural,Viajeros,La Rioja,TOTAL,1018.0
2006M01,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,997.0
2006M01,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,21.0
2006M01,Turismo Rural,Viajeros,Espańa,TOTAL,97041.0
2006M01,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,91538.0
2006M01,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,5503.0
2006M01,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,2603.0
2006M01,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,2561.0
2006M01,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,42.0
2006M01,Turismo Rural,Pernoctaciones,Espańa,TOTAL,259528.0
2006M01,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,214552.0
2006M01,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,44976.0
2006M01,Apartamentos,Viajeros,La Rioja,TOTAL,457.0
2006M01,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,457.0
2006M01,Apartamentos,Viajeros,Espańa,TOTAL,481215.0
2006M01,Apartamentos,Viajeros,Espańa,Residentes en Espańa,87340.0
