Periodo,Tipo de establecimiento,Indicador,CCAA,Residencia,DATA
2011M11,TOTAL,Pernoctaciones,La Rioja,TOTAL,78254.0
2011M11,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,70866.0
2011M11,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,7388.0
2011M11,TOTAL,Pernoctaciones,Espańa,TOTAL,19427921.0
2011M11,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,7326466.0
2011M11,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,12101455.0
2011M11,HOTELES,Viajeros,La Rioja,TOTAL,35766.0
2011M11,HOTELES,Viajeros,La Rioja,Residentes en Espańa,32288.0
2011M11,HOTELES,Viajeros,La Rioja,No residentes en Espańa,3478.0
2011M11,HOTELES,Viajeros,Espańa,TOTAL,4902196.0
2011M11,HOTELES,Viajeros,Espańa,Residentes en Espańa,2891744.0
2011M11,HOTELES,Viajeros,Espańa,No residentes en Espańa,2010452.0
2011M11,HOTELES,Pernoctaciones,La Rioja,TOTAL,63345.0
2011M11,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,56873.0
2011M11,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,6472.0
2011M11,HOTELES,Pernoctaciones,Espańa,TOTAL,14674921.0
2011M11,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6287934.0
2011M11,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,8386987.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,7454.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,6923.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,531.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,733270.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,343477.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,389793.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,14909.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,13993.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,916.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,4753000.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1038532.0
2011M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,3714468.0
2011M11,Camping,Viajeros,La Rioja,TOTAL,4136.0
2011M11,Camping,Viajeros,La Rioja,Residentes en Espańa,3617.0
2011M11,Camping,Viajeros,La Rioja,No residentes en Espańa,519.0
2011M11,Camping,Viajeros,Espańa,TOTAL,113638.0
2011M11,Camping,Viajeros,Espańa,Residentes en Espańa,84670.0
2011M11,Camping,Viajeros,Espańa,No residentes en Espańa,28968.0
2011M11,Camping,Pernoctaciones,La Rioja,TOTAL,7539.0
2011M11,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,6663.0
2011M11,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,876.0
2011M11,Camping,Pernoctaciones,Espańa,TOTAL,745304.0
2011M11,Camping,Pernoctaciones,Espańa,Residentes en Espańa,222568.0
2011M11,Camping,Pernoctaciones,Espańa,No residentes en Espańa,522736.0
2011M11,Turismo Rural,Viajeros,La Rioja,TOTAL,2134.0
2011M11,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2134.0
2011M11,Turismo Rural,Viajeros,Espańa,TOTAL,165673.0
2011M11,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,154702.0
2011M11,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,10971.0
2011M11,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,5150.0
2011M11,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,5150.0
2011M11,Turismo Rural,Pernoctaciones,Espańa,TOTAL,371914.0
2011M11,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,314614.0
2011M11,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,57300.0
2011M11,Apartamentos,Viajeros,La Rioja,TOTAL,1184.0
2011M11,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,1172.0
2011M11,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,12.0
2011M11,Apartamentos,Viajeros,Espańa,TOTAL,453959.0
2011M11,Apartamentos,Viajeros,Espańa,Residentes en Espańa,104105.0
2011M11,Apartamentos,Viajeros,Espańa,No residentes en Espańa,349854.0
2011M11,Apartamentos,Pernoctaciones,La Rioja,TOTAL,2220.0
2011M11,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,2180.0
2011M11,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,40.0
2011M11,Apartamentos,Pernoctaciones,Espańa,TOTAL,3635782.0
2011M11,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,501350.0
2011M11,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3134432.0
2011M12,TOTAL,Viajeros,La Rioja,TOTAL,41325.0
2011M12,TOTAL,Viajeros,La Rioja,Residentes en Espańa,39150.0
2011M12,TOTAL,Viajeros,La Rioja,No residentes en Espańa,2175.0
2011M12,TOTAL,Viajeros,Espańa,TOTAL,5414007.0
2011M12,TOTAL,Viajeros,Espańa,Residentes en Espańa,3332923.0
2011M12,TOTAL,Viajeros,Espańa,No residentes en Espańa,2081084.0
2011M12,TOTAL,Pernoctaciones,La Rioja,TOTAL,79899.0
2011M12,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,76558.0
2011M12,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,3341.0
2011M12,TOTAL,Pernoctaciones,Espańa,TOTAL,17994257.0
2011M12,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,7458191.0
2011M12,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,10536066.0
2011M12,HOTELES,Viajeros,La Rioja,TOTAL,33511.0
2011M12,HOTELES,Viajeros,La Rioja,Residentes en Espańa,31365.0
2011M12,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2146.0
2011M12,HOTELES,Viajeros,Espańa,TOTAL,4594592.0
2011M12,HOTELES,Viajeros,Espańa,Residentes en Espańa,2893004.0
2011M12,HOTELES,Viajeros,Espańa,No residentes en Espańa,1701588.0
2011M12,HOTELES,Pernoctaciones,La Rioja,TOTAL,59675.0
2011M12,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,56401.0
2011M12,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,3274.0
2011M12,HOTELES,Pernoctaciones,Espańa,TOTAL,13044798.0
2011M12,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6081180.0
2011M12,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,6963618.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,7814.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,7785.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,29.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,819415.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,439919.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,379496.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,20224.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,20157.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,67.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,4949459.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1377011.0
2011M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,3572448.0
2011M12,Camping,Viajeros,La Rioja,TOTAL,3759.0
2011M12,Camping,Viajeros,La Rioja,Residentes en Espańa,3759.0
2011M12,Camping,Viajeros,Espańa,TOTAL,106091.0
2011M12,Camping,Viajeros,Espańa,Residentes en Espańa,83158.0
2011M12,Camping,Viajeros,Espańa,No residentes en Espańa,22933.0
2011M12,Camping,Pernoctaciones,La Rioja,TOTAL,9560.0
2011M12,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,9560.0
2011M12,Camping,Pernoctaciones,Espańa,TOTAL,797319.0
2011M12,Camping,Pernoctaciones,Espańa,Residentes en Espańa,263062.0
2011M12,Camping,Pernoctaciones,Espańa,No residentes en Espańa,534257.0
2011M12,Turismo Rural,Viajeros,La Rioja,TOTAL,2212.0
2011M12,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2193.0
2011M12,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,19.0
2011M12,Turismo Rural,Viajeros,Espańa,TOTAL,222880.0
2011M12,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,212325.0
2011M12,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,10555.0
2011M12,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,5825.0
2011M12,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,5806.0
2011M12,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,19.0
2011M12,Turismo Rural,Pernoctaciones,Espańa,TOTAL,549791.0
2011M12,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,496378.0
2011M12,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,53413.0
2011M12,Apartamentos,Viajeros,La Rioja,TOTAL,1843.0
2011M12,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,1833.0
2011M12,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,10.0
2011M12,Apartamentos,Viajeros,Espańa,TOTAL,490444.0
2011M12,Apartamentos,Viajeros,Espańa,Residentes en Espańa,144436.0
2011M12,Apartamentos,Viajeros,Espańa,No residentes en Espańa,346008.0
2011M12,Apartamentos,Pernoctaciones,La Rioja,TOTAL,4839.0
2011M12,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,4791.0
2011M12,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,48.0
2011M12,Apartamentos,Pernoctaciones,Espańa,TOTAL,3602349.0
2011M12,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,617571.0
2011M12,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,2984778.0
2012M01,TOTAL,Viajeros,La Rioja,TOTAL,28569.0
2012M01,TOTAL,Viajeros,La Rioja,Residentes en Espańa,26264.0
2012M01,TOTAL,Viajeros,La Rioja,No residentes en Espańa,2305.0
2012M01,TOTAL,Viajeros,Espańa,TOTAL,4652643.0
2012M01,TOTAL,Viajeros,Espańa,Residentes en Espańa,2641152.0
2012M01,TOTAL,Viajeros,Espańa,No residentes en Espańa,2011491.0
2012M01,TOTAL,Pernoctaciones,La Rioja,TOTAL,49055.0
2012M01,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,44697.0
2012M01,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,4358.0
2012M01,TOTAL,Pernoctaciones,Espańa,TOTAL,17377536.0
2012M01,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,5943180.0
2012M01,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,11434356.0
2012M01,HOTELES,Viajeros,La Rioja,TOTAL,24573.0
2012M01,HOTELES,Viajeros,La Rioja,Residentes en Espańa,22317.0
2012M01,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2256.0
2012M01,HOTELES,Viajeros,Espańa,TOTAL,4034869.0
2012M01,HOTELES,Viajeros,Espańa,Residentes en Espańa,2390674.0
2012M01,HOTELES,Viajeros,Espańa,No residentes en Espańa,1644195.0
2012M01,HOTELES,Pernoctaciones,La Rioja,TOTAL,40493.0
2012M01,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,36228.0
2012M01,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,4265.0
2012M01,HOTELES,Pernoctaciones,Espańa,TOTAL,12600202.0
2012M01,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,5075907.0
2012M01,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,7524295.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,3996.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,3947.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,49.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,617774.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,250478.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,367296.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,8562.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,8469.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,93.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,4777334.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,867273.0
2012M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,3910061.0
2012M01,Camping,Viajeros,La Rioja,TOTAL,1435.0
2012M01,Camping,Viajeros,La Rioja,Residentes en Espańa,1390.0
2012M01,Camping,Viajeros,La Rioja,No residentes en Espańa,45.0
2012M01,Camping,Viajeros,Espańa,TOTAL,89644.0
2012M01,Camping,Viajeros,Espańa,Residentes en Espańa,57018.0
2012M01,Camping,Viajeros,Espańa,No residentes en Espańa,32626.0
2012M01,Camping,Pernoctaciones,La Rioja,TOTAL,2507.0
2012M01,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,2422.0
2012M01,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,85.0
2012M01,Camping,Pernoctaciones,Espańa,TOTAL,825316.0
2012M01,Camping,Pernoctaciones,Espańa,Residentes en Espańa,171046.0
2012M01,Camping,Pernoctaciones,Espańa,No residentes en Espańa,654270.0
2012M01,Turismo Rural,Viajeros,La Rioja,TOTAL,1422.0
2012M01,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1422.0
2012M01,Turismo Rural,Viajeros,Espańa,TOTAL,100339.0
2012M01,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,93046.0
2012M01,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,7293.0
2012M01,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,3720.0
2012M01,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,3720.0
2012M01,Turismo Rural,Pernoctaciones,Espańa,TOTAL,259689.0
2012M01,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,211579.0
2012M01,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,48110.0
2012M01,Apartamentos,Viajeros,La Rioja,TOTAL,1139.0
2012M01,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,1135.0
2012M01,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,4.0
2012M01,Apartamentos,Viajeros,Espańa,TOTAL,427791.0
2012M01,Apartamentos,Viajeros,Espańa,Residentes en Espańa,100414.0
2012M01,Apartamentos,Viajeros,Espańa,No residentes en Espańa,327377.0
2012M01,Apartamentos,Pernoctaciones,La Rioja,TOTAL,2335.0
2012M01,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,2327.0
2012M01,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,8.0
2012M01,Apartamentos,Pernoctaciones,Espańa,TOTAL,3692329.0
2012M01,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,484648.0
2012M01,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3207681.0
2012M02,TOTAL,Viajeros,La Rioja,TOTAL,32233.0
2012M02,TOTAL,Viajeros,La Rioja,Residentes en Espańa,29699.0
2012M02,TOTAL,Viajeros,La Rioja,No residentes en Espańa,2534.0
2012M02,TOTAL,Viajeros,Espańa,TOTAL,5455593.0
2012M02,TOTAL,Viajeros,Espańa,Residentes en Espańa,3208355.0
2012M02,TOTAL,Viajeros,Espańa,No residentes en Espańa,2247238.0
2012M02,TOTAL,Pernoctaciones,La Rioja,TOTAL,54982.0
2012M02,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,50480.0
2012M02,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,4502.0
2012M02,TOTAL,Pernoctaciones,Espańa,TOTAL,19006446.0
2012M02,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,7112534.0
2012M02,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,11893912.0
2012M02,HOTELES,Viajeros,La Rioja,TOTAL,26635.0
2012M02,HOTELES,Viajeros,La Rioja,Residentes en Espańa,24437.0
2012M02,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2198.0
2012M02,HOTELES,Viajeros,Espańa,TOTAL,4762348.0
2012M02,HOTELES,Viajeros,Espańa,Residentes en Espańa,2898921.0
2012M02,HOTELES,Viajeros,Espańa,No residentes en Espańa,1863427.0
2012M02,HOTELES,Pernoctaciones,La Rioja,TOTAL,44336.0
2012M02,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,40315.0
2012M02,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,4021.0
2012M02,HOTELES,Pernoctaciones,Espańa,TOTAL,14163458.0
2012M02,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6183754.0
2012M02,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,7979704.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,5598.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,5262.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,336.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,693245.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,309434.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,383811.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,10646.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,10165.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,481.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,4842988.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,928780.0
2012M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,3914208.0
2012M02,Camping,Viajeros,La Rioja,TOTAL,1891.0
2012M02,Camping,Viajeros,La Rioja,Residentes en Espańa,1622.0
2012M02,Camping,Viajeros,La Rioja,No residentes en Espańa,269.0
2012M02,Camping,Viajeros,Espańa,TOTAL,102064.0
2012M02,Camping,Viajeros,Espańa,Residentes en Espańa,69250.0
2012M02,Camping,Viajeros,Espańa,No residentes en Espańa,32814.0
2012M02,Camping,Pernoctaciones,La Rioja,TOTAL,3596.0
2012M02,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,3188.0
2012M02,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,408.0
2012M02,Camping,Pernoctaciones,Espańa,TOTAL,856494.0
2012M02,Camping,Pernoctaciones,Espańa,Residentes en Espańa,188555.0
2012M02,Camping,Pernoctaciones,Espańa,No residentes en Espańa,667939.0
2012M02,Turismo Rural,Viajeros,La Rioja,TOTAL,1384.0
2012M02,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1384.0
2012M02,Turismo Rural,Viajeros,Espańa,TOTAL,132956.0
2012M02,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,121177.0
2012M02,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,11779.0
2012M02,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,2719.0
2012M02,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,2719.0
2012M02,Turismo Rural,Pernoctaciones,Espańa,TOTAL,309619.0
2012M02,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,242716.0
2012M02,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,66903.0
2012M02,Apartamentos,Viajeros,La Rioja,TOTAL,2323.0
2012M02,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,2256.0
2012M02,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,67.0
2012M02,Apartamentos,Viajeros,Espańa,TOTAL,458225.0
2012M02,Apartamentos,Viajeros,Espańa,Residentes en Espańa,119007.0
2012M02,Apartamentos,Viajeros,Espańa,No residentes en Espańa,339218.0
2012M02,Apartamentos,Pernoctaciones,La Rioja,TOTAL,4331.0
2012M02,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,4258.0
2012M02,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,73.0
2012M02,Apartamentos,Pernoctaciones,Espańa,TOTAL,3676875.0
2012M02,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,497509.0
2012M02,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3179366.0
2012M03,TOTAL,Viajeros,La Rioja,TOTAL,48103.0
2012M03,TOTAL,Viajeros,La Rioja,Residentes en Espańa,43623.0
2012M03,TOTAL,Viajeros,La Rioja,No residentes en Espańa,4480.0
2012M03,TOTAL,Viajeros,Espańa,TOTAL,6692736.0
2012M03,TOTAL,Viajeros,Espańa,Residentes en Espańa,3803945.0
2012M03,TOTAL,Viajeros,Espańa,No residentes en Espańa,2888791.0
2012M03,TOTAL,Pernoctaciones,La Rioja,TOTAL,86560.0
2012M03,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,79351.0
2012M03,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,7209.0
2012M03,TOTAL,Pernoctaciones,Espańa,TOTAL,22804233.0
2012M03,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,8837981.0
2012M03,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,13966252.0
2012M03,HOTELES,Viajeros,La Rioja,TOTAL,38066.0
2012M03,HOTELES,Viajeros,La Rioja,Residentes en Espańa,34468.0
2012M03,HOTELES,Viajeros,La Rioja,No residentes en Espańa,3598.0
2012M03,HOTELES,Viajeros,Espańa,TOTAL,5771561.0
2012M03,HOTELES,Viajeros,Espańa,Residentes en Espańa,3344772.0
2012M03,HOTELES,Viajeros,Espańa,No residentes en Espańa,2426789.0
2012M03,HOTELES,Pernoctaciones,La Rioja,TOTAL,66950.0
2012M03,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,61145.0
2012M03,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,5805.0
2012M03,HOTELES,Pernoctaciones,Espańa,TOTAL,17393498.0
2012M03,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,7541920.0
2012M03,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,9851578.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,10037.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,9155.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,882.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,921175.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,459173.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,462002.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,19610.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,18206.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,1404.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5410735.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1296061.0
2012M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4114674.0
2012M03,Camping,Viajeros,La Rioja,TOTAL,5700.0
2012M03,Camping,Viajeros,La Rioja,Residentes en Espańa,4871.0
2012M03,Camping,Viajeros,La Rioja,No residentes en Espańa,829.0
2012M03,Camping,Viajeros,Espańa,TOTAL,193058.0
2012M03,Camping,Viajeros,Espańa,Residentes en Espańa,136667.0
2012M03,Camping,Viajeros,Espańa,No residentes en Espańa,56391.0
2012M03,Camping,Pernoctaciones,La Rioja,TOTAL,10462.0
2012M03,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,9159.0
2012M03,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,1303.0
2012M03,Camping,Pernoctaciones,Espańa,TOTAL,1011814.0
2012M03,Camping,Pernoctaciones,Espańa,Residentes en Espańa,365137.0
2012M03,Camping,Pernoctaciones,Espańa,No residentes en Espańa,646677.0
2012M03,Turismo Rural,Viajeros,La Rioja,TOTAL,2207.0
2012M03,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2207.0
2012M03,Turismo Rural,Viajeros,Espańa,TOTAL,181837.0
2012M03,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,164296.0
2012M03,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,17541.0
2012M03,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,4794.0
2012M03,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,4794.0
2012M03,Turismo Rural,Pernoctaciones,Espańa,TOTAL,401156.0
2012M03,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,315116.0
2012M03,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,86040.0
2012M03,Apartamentos,Viajeros,La Rioja,TOTAL,2130.0
2012M03,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,2077.0
2012M03,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,53.0
