Periodo,Tipo de establecimiento,Indicador,CCAA,Residencia,DATA,Fecha
1999M07,TOTAL,Viajeros,La Rioja,Residentes en Espańa,42178,1999-07-01
1999M07,TOTAL,Viajeros,La Rioja,No residentes en Espańa,9773,1999-07-01
1999M07,TOTAL,Viajeros,Espańa,TOTAL,7716448,1999-07-01
1999M07,TOTAL,Viajeros,Espańa,Residentes en Espańa,4092295,1999-07-01
1999M07,TOTAL,Viajeros,Espańa,No residentes en Espańa,3624153,1999-07-01
1999M07,TOTAL,Pernoctaciones,La Rioja,TOTAL,109950,1999-07-01
1999M07,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,96968,1999-07-01
1999M07,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,12982,1999-07-01
1999M07,TOTAL,Pernoctaciones,Espańa,TOTAL,35320910,1999-07-01
1999M07,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,12897590,1999-07-01
1999M07,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,22423320,1999-07-01
1999M07,HOTELES,Viajeros,La Rioja,TOTAL,36880,1999-07-01
1999M07,HOTELES,Viajeros,La Rioja,Residentes en Espańa,29565,1999-07-01
1999M07,HOTELES,Viajeros,La Rioja,No residentes en Espańa,7315,1999-07-01
1999M07,HOTELES,Viajeros,Espańa,TOTAL,6415298,1999-07-01
1999M07,HOTELES,Viajeros,Espańa,Residentes en Espańa,3300631,1999-07-01
1999M07,HOTELES,Viajeros,Espańa,No residentes en Espańa,3114667,1999-07-01
1999M07,HOTELES,Pernoctaciones,La Rioja,TOTAL,65150,1999-07-01
1999M07,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,55906,1999-07-01
1999M07,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,9244,1999-07-01
1999M07,HOTELES,Pernoctaciones,Espańa,TOTAL,28531433,1999-07-01
1999M07,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,9484027,1999-07-01
1999M07,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,19047406,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,15071,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,12613,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,2458,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1301150,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,791664,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,509486,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,44800,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,41062,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,3738,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,6789477,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,3413563,1999-07-01
1999M07,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,3375914,1999-07-01
1999M07,Camping,Viajeros,La Rioja,TOTAL,15071,1999-07-01
1999M07,Camping,Viajeros,La Rioja,Residentes en Espańa,12613,1999-07-01
1999M07,Camping,Viajeros,La Rioja,No residentes en Espańa,2458,1999-07-01
1999M07,Camping,Viajeros,Espańa,TOTAL,1301150,1999-07-01
1999M07,Camping,Viajeros,Espańa,Residentes en Espańa,791664,1999-07-01
1999M07,Camping,Viajeros,Espańa,No residentes en Espańa,509486,1999-07-01
1999M07,Camping,Pernoctaciones,La Rioja,TOTAL,44800,1999-07-01
1999M07,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,41062,1999-07-01
1999M07,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,3738,1999-07-01
1999M07,Camping,Pernoctaciones,Espańa,TOTAL,6789477,1999-07-01
1999M07,Camping,Pernoctaciones,Espańa,Residentes en Espańa,3413563,1999-07-01
1999M07,Camping,Pernoctaciones,Espańa,No residentes en Espańa,3375914,1999-07-01
1999M08,TOTAL,Viajeros,La Rioja,TOTAL,60545,1999-08-01
1999M08,TOTAL,Viajeros,La Rioja,Residentes en Espańa,50667,1999-08-01
1999M08,TOTAL,Viajeros,La Rioja,No residentes en Espańa,9878,1999-08-01
1999M08,TOTAL,Viajeros,Espańa,TOTAL,8668407,1999-08-01
1999M08,TOTAL,Viajeros,Espańa,Residentes en Espańa,4880911,1999-08-01
1999M08,TOTAL,Viajeros,Espańa,No residentes en Espańa,3787496,1999-08-01
1999M08,TOTAL,Pernoctaciones,La Rioja,TOTAL,202836,1999-08-01
1999M08,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,187397,1999-08-01
1999M08,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,15439,1999-08-01
1999M08,TOTAL,Pernoctaciones,Espańa,TOTAL,41398869,1999-08-01
1999M08,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,18096532,1999-08-01
1999M08,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,23302337,1999-08-01
1999M08,HOTELES,Viajeros,La Rioja,TOTAL,46794,1999-08-01
1999M08,HOTELES,Viajeros,La Rioja,Residentes en Espańa,39662,1999-08-01
1999M08,HOTELES,Viajeros,La Rioja,No residentes en Espańa,7132,1999-08-01
1999M08,HOTELES,Viajeros,Espańa,TOTAL,6986211,1999-08-01
1999M08,HOTELES,Viajeros,Espańa,Residentes en Espańa,3753975,1999-08-01
1999M08,HOTELES,Viajeros,Espańa,No residentes en Espańa,3232236,1999-08-01
1999M08,HOTELES,Pernoctaciones,La Rioja,TOTAL,89208,1999-08-01
1999M08,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,79203,1999-08-01
1999M08,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,10005,1999-08-01
1999M08,HOTELES,Pernoctaciones,Espańa,TOTAL,31967269,1999-08-01
1999M08,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,12066309,1999-08-01
1999M08,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,19900960,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,13751,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,11005,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,2746,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1682196,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,1126936,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,555260,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,113628,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,108194,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,5434,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,9431600,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,6030223,1999-08-01
1999M08,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,3401377,1999-08-01
1999M08,Camping,Viajeros,La Rioja,TOTAL,13751,1999-08-01
1999M08,Camping,Viajeros,La Rioja,Residentes en Espańa,11005,1999-08-01
1999M08,Camping,Viajeros,La Rioja,No residentes en Espańa,2746,1999-08-01
1999M08,Camping,Viajeros,Espańa,TOTAL,1682196,1999-08-01
1999M08,Camping,Viajeros,Espańa,Residentes en Espańa,1126936,1999-08-01
1999M08,Camping,Viajeros,Espańa,No residentes en Espańa,555260,1999-08-01
1999M08,Camping,Pernoctaciones,La Rioja,TOTAL,113628,1999-08-01
1999M08,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,108194,1999-08-01
1999M08,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,5434,1999-08-01
1999M08,Camping,Pernoctaciones,Espańa,TOTAL,9431600,1999-08-01
1999M08,Camping,Pernoctaciones,Espańa,Residentes en Espańa,6030223,1999-08-01
1999M08,Camping,Pernoctaciones,Espańa,No residentes en Espańa,3401377,1999-08-01
1999M09,TOTAL,Viajeros,La Rioja,TOTAL,46619,1999-09-01
1999M09,TOTAL,Viajeros,La Rioja,Residentes en Espańa,37134,1999-09-01
1999M09,TOTAL,Viajeros,La Rioja,No residentes en Espańa,9485,1999-09-01
1999M09,TOTAL,Viajeros,Espańa,TOTAL,6772757,1999-09-01
1999M09,TOTAL,Viajeros,Espańa,Residentes en Espańa,3498622,1999-09-01
1999M09,TOTAL,Viajeros,Espańa,No residentes en Espańa,3274135,1999-09-01
1999M09,TOTAL,Pernoctaciones,La Rioja,TOTAL,89872,1999-09-01
1999M09,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,74927,1999-09-01
1999M09,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,14945,1999-09-01
1999M09,TOTAL,Pernoctaciones,Espańa,TOTAL,28586924,1999-09-01
1999M09,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,9717514,1999-09-01
1999M09,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,18869410,1999-09-01
1999M09,HOTELES,Viajeros,La Rioja,TOTAL,39672,1999-09-01
1999M09,HOTELES,Viajeros,La Rioja,Residentes en Espańa,30933,1999-09-01
1999M09,HOTELES,Viajeros,La Rioja,No residentes en Espańa,8739,1999-09-01
1999M09,HOTELES,Viajeros,Espańa,TOTAL,6349504,1999-09-01
1999M09,HOTELES,Viajeros,Espańa,Residentes en Espańa,3220763,1999-09-01
1999M09,HOTELES,Viajeros,Espańa,No residentes en Espańa,3128741,1999-09-01
1999M09,HOTELES,Pernoctaciones,La Rioja,TOTAL,72553,1999-09-01
1999M09,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,59177,1999-09-01
1999M09,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,13376,1999-09-01
1999M09,HOTELES,Pernoctaciones,Espańa,TOTAL,26750511,1999-09-01
1999M09,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,8670328,1999-09-01
1999M09,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,18080183,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,6947,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,6201,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,746,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,423253,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,277859,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,145394,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,17319,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,15750,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,1569,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,1836413,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1047186,1999-09-01
1999M09,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,789227,1999-09-01
1999M09,Camping,Viajeros,La Rioja,TOTAL,6947,1999-09-01
1999M09,Camping,Viajeros,La Rioja,Residentes en Espańa,6201,1999-09-01
1999M09,Camping,Viajeros,La Rioja,No residentes en Espańa,746,1999-09-01
1999M09,Camping,Viajeros,Espańa,TOTAL,423253,1999-09-01
1999M09,Camping,Viajeros,Espańa,Residentes en Espańa,277859,1999-09-01
1999M09,Camping,Viajeros,Espańa,No residentes en Espańa,145394,1999-09-01
1999M09,Camping,Pernoctaciones,La Rioja,TOTAL,17319,1999-09-01
1999M09,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,15750,1999-09-01
1999M09,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,1569,1999-09-01
1999M09,Camping,Pernoctaciones,Espańa,TOTAL,1836413,1999-09-01
1999M09,Camping,Pernoctaciones,Espańa,Residentes en Espańa,1047186,1999-09-01
1999M09,Camping,Pernoctaciones,Espańa,No residentes en Espańa,789227,1999-09-01
1999M10,TOTAL,Viajeros,La Rioja,TOTAL,44391,1999-10-01
1999M10,TOTAL,Viajeros,La Rioja,Residentes en Espańa,37002,1999-10-01
1999M10,TOTAL,Viajeros,La Rioja,No residentes en Espańa,7389,1999-10-01
1999M10,TOTAL,Viajeros,Espańa,TOTAL,5624120,1999-10-01
1999M10,TOTAL,Viajeros,Espańa,Residentes en Espańa,2969449,1999-10-01
1999M10,TOTAL,Viajeros,Espańa,No residentes en Espańa,2654671,1999-10-01
1999M10,TOTAL,Pernoctaciones,La Rioja,TOTAL,82395,1999-10-01
1999M10,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,71306,1999-10-01
1999M10,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,11089,1999-10-01
1999M10,TOTAL,Pernoctaciones,Espańa,TOTAL,22137279,1999-10-01
1999M10,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,7140247,1999-10-01
1999M10,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,14997032,1999-10-01
1999M10,HOTELES,Viajeros,La Rioja,TOTAL,39529,1999-10-01
1999M10,HOTELES,Viajeros,La Rioja,Residentes en Espańa,32432,1999-10-01
1999M10,HOTELES,Viajeros,La Rioja,No residentes en Espańa,7097,1999-10-01
1999M10,HOTELES,Viajeros,Espańa,TOTAL,5447891,1999-10-01
1999M10,HOTELES,Viajeros,Espańa,Residentes en Espańa,2844631,1999-10-01
1999M10,HOTELES,Viajeros,Espańa,No residentes en Espańa,2603260,1999-10-01
1999M10,HOTELES,Pernoctaciones,La Rioja,TOTAL,71031,1999-10-01
1999M10,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,60429,1999-10-01
1999M10,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,10602,1999-10-01
1999M10,HOTELES,Pernoctaciones,Espańa,TOTAL,21402806,1999-10-01
1999M10,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6799252,1999-10-01
1999M10,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,14603554,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,4862,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,4570,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,292,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,176229,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,124818,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,51411,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,11364,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,10877,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,487,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,734473,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,340995,1999-10-01
1999M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,393478,1999-10-01
1999M10,Camping,Viajeros,La Rioja,TOTAL,4862,1999-10-01
1999M10,Camping,Viajeros,La Rioja,Residentes en Espańa,4570,1999-10-01
1999M10,Camping,Viajeros,La Rioja,No residentes en Espańa,292,1999-10-01
1999M10,Camping,Viajeros,Espańa,TOTAL,176229,1999-10-01
1999M10,Camping,Viajeros,Espańa,Residentes en Espańa,124818,1999-10-01
1999M10,Camping,Viajeros,Espańa,No residentes en Espańa,51411,1999-10-01
1999M10,Camping,Pernoctaciones,La Rioja,TOTAL,11364,1999-10-01
1999M10,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,10877,1999-10-01
1999M10,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,487,1999-10-01
1999M10,Camping,Pernoctaciones,Espańa,TOTAL,734473,1999-10-01
1999M10,Camping,Pernoctaciones,Espańa,Residentes en Espańa,340995,1999-10-01
1999M10,Camping,Pernoctaciones,Espańa,No residentes en Espańa,393478,1999-10-01
1999M11,TOTAL,Viajeros,La Rioja,TOTAL,27171,1999-11-01
1999M11,TOTAL,Viajeros,La Rioja,Residentes en Espańa,24534,1999-11-01
1999M11,TOTAL,Viajeros,La Rioja,No residentes en Espańa,2637,1999-11-01
1999M11,TOTAL,Viajeros,Espańa,TOTAL,3645790,1999-11-01
1999M11,TOTAL,Viajeros,Espańa,Residentes en Espańa,2187888,1999-11-01
1999M11,TOTAL,Viajeros,Espańa,No residentes en Espańa,1457902,1999-11-01
1999M11,TOTAL,Pernoctaciones,La Rioja,TOTAL,52441,1999-11-01
1999M11,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,46810,1999-11-01
1999M11,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,5631,1999-11-01
1999M11,TOTAL,Pernoctaciones,Espańa,TOTAL,12298008,1999-11-01
1999M11,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,5020474,1999-11-01
1999M11,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,7277534,1999-11-01
1999M11,HOTELES,Viajeros,La Rioja,TOTAL,25298,1999-11-01
1999M11,HOTELES,Viajeros,La Rioja,Residentes en Espańa,22738,1999-11-01
1999M11,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2560,1999-11-01
1999M11,HOTELES,Viajeros,Espańa,TOTAL,3570715,1999-11-01
1999M11,HOTELES,Viajeros,Espańa,Residentes en Espańa,2132074,1999-11-01
1999M11,HOTELES,Viajeros,Espańa,No residentes en Espańa,1438641,1999-11-01
1999M11,HOTELES,Pernoctaciones,La Rioja,TOTAL,49313,1999-11-01
1999M11,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,43819,1999-11-01
1999M11,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,5494,1999-11-01
1999M11,HOTELES,Pernoctaciones,Espańa,TOTAL,11875758,1999-11-01
1999M11,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,4881831,1999-11-01
1999M11,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,6993927,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,1873,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,1796,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,77,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,75075,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,55814,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,19261,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,3128,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,2991,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,137,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,422250,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,138643,1999-11-01
1999M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,283607,1999-11-01
1999M11,Camping,Viajeros,La Rioja,TOTAL,1873,1999-11-01
1999M11,Camping,Viajeros,La Rioja,Residentes en Espańa,1796,1999-11-01
1999M11,Camping,Viajeros,La Rioja,No residentes en Espańa,77,1999-11-01
1999M11,Camping,Viajeros,Espańa,TOTAL,75075,1999-11-01
1999M11,Camping,Viajeros,Espańa,Residentes en Espańa,55814,1999-11-01
1999M11,Camping,Viajeros,Espańa,No residentes en Espańa,19261,1999-11-01
1999M11,Camping,Pernoctaciones,La Rioja,TOTAL,3128,1999-11-01
1999M11,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,2991,1999-11-01
1999M11,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,137,1999-11-01
1999M11,Camping,Pernoctaciones,Espańa,TOTAL,422250,1999-11-01
1999M11,Camping,Pernoctaciones,Espańa,Residentes en Espańa,138643,1999-11-01
1999M11,Camping,Pernoctaciones,Espańa,No residentes en Espańa,283607,1999-11-01
1999M12,TOTAL,Viajeros,La Rioja,TOTAL,26854,1999-12-01
1999M12,TOTAL,Viajeros,La Rioja,Residentes en Espańa,25542,1999-12-01
1999M12,TOTAL,Viajeros,La Rioja,No residentes en Espańa,1312,1999-12-01
1999M12,TOTAL,Viajeros,Espańa,TOTAL,3276250,1999-12-01
1999M12,TOTAL,Viajeros,Espańa,Residentes en Espańa,2186034,1999-12-01
1999M12,TOTAL,Viajeros,Espańa,No residentes en Espańa,1090216,1999-12-01
1999M12,TOTAL,Pernoctaciones,La Rioja,TOTAL,57212,1999-12-01
1999M12,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,54727,1999-12-01
1999M12,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,2485,1999-12-01
1999M12,TOTAL,Pernoctaciones,Espańa,TOTAL,10659087,1999-12-01
1999M12,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,5035305,1999-12-01
1999M12,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,5623782,1999-12-01
1999M12,HOTELES,Viajeros,La Rioja,TOTAL,22744,1999-12-01
1999M12,HOTELES,Viajeros,La Rioja,Residentes en Espańa,21432,1999-12-01
1999M12,HOTELES,Viajeros,La Rioja,No residentes en Espańa,1312,1999-12-01
1999M12,HOTELES,Viajeros,Espańa,TOTAL,3204082,1999-12-01
1999M12,HOTELES,Viajeros,Espańa,Residentes en Espańa,2130796,1999-12-01
1999M12,HOTELES,Viajeros,Espańa,No residentes en Espańa,1073286,1999-12-01
1999M12,HOTELES,Pernoctaciones,La Rioja,TOTAL,42491,1999-12-01
1999M12,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,40006,1999-12-01
1999M12,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,2485,1999-12-01
1999M12,HOTELES,Pernoctaciones,Espańa,TOTAL,10189931,1999-12-01
1999M12,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,4873442,1999-12-01
1999M12,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,5316489,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,4110,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,4110,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,72168,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,55238,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,16930,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,14721,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,14721,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,469156,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,161863,1999-12-01
1999M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,307293,1999-12-01
1999M12,Camping,Viajeros,La Rioja,TOTAL,4110,1999-12-01
1999M12,Camping,Viajeros,La Rioja,Residentes en Espańa,4110,1999-12-01
1999M12,Camping,Viajeros,Espańa,TOTAL,72168,1999-12-01
1999M12,Camping,Viajeros,Espańa,Residentes en Espańa,55238,1999-12-01
1999M12,Camping,Viajeros,Espańa,No residentes en Espańa,16930,1999-12-01
1999M12,Camping,Pernoctaciones,La Rioja,TOTAL,14721,1999-12-01
1999M12,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,14721,1999-12-01
1999M12,Camping,Pernoctaciones,Espańa,TOTAL,469156,1999-12-01
1999M12,Camping,Pernoctaciones,Espańa,Residentes en Espańa,161863,1999-12-01
1999M12,Camping,Pernoctaciones,Espańa,No residentes en Espańa,307293,1999-12-01
2000M01,TOTAL,Viajeros,La Rioja,TOTAL,20587,2000-01-01
2000M01,TOTAL,Viajeros,La Rioja,Residentes en Espańa,18690,2000-01-01
2000M01,TOTAL,Viajeros,La Rioja,No residentes en Espańa,1897,2000-01-01
2000M01,TOTAL,Viajeros,Espańa,TOTAL,3446751,2000-01-01
2000M01,TOTAL,Viajeros,Espańa,Residentes en Espańa,1842885,2000-01-01
2000M01,TOTAL,Viajeros,Espańa,No residentes en Espańa,1603866,2000-01-01
2000M01,TOTAL,Pernoctaciones,La Rioja,TOTAL,38288,2000-01-01
2000M01,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,35122,2000-01-01
2000M01,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,3166,2000-01-01
