Periodo,Tipo de establecimiento,CCAA,DATA,Fecha
2010M06,Apartamentos,Espańa,65.10,2010-06-01
2010M07,Hoteles,La Rioja,17.30,2010-07-01
2010M07,Hoteles,Espańa,37.10,2010-07-01
2010M07,Camping,La Rioja,31.70,2010-07-01
2010M07,Camping,Espańa,49.50,2010-07-01
2010M07,Turismo Rural,La Rioja,23.90,2010-07-01
2010M07,Turismo Rural,Espańa,33.90,2010-07-01
2010M07,Apartamentos,La Rioja,30.60,2010-07-01
2010M07,Apartamentos,Espańa,75.40,2010-07-01
2010M08,Hoteles,La Rioja,18.30,2010-08-01
2010M08,Hoteles,Espańa,3.90,2010-08-01
2010M08,Camping,La Rioja,4.60,2010-08-01
2010M08,Camping,Espańa,54.10,2010-08-01
2010M08,Turismo Rural,La Rioja,41.90,2010-08-01
2010M08,Turismo Rural,Espańa,45.90,2010-08-01
2010M08,Apartamentos,La Rioja,45.20,2010-08-01
2010M08,Apartamentos,Espańa,82.10,2010-08-01
2010M09,Hoteles,La Rioja,1.70,2010-09-01
2010M09,Hoteles,Espańa,35.40,2010-09-01
2010M09,Camping,La Rioja,19.60,2010-09-01
2010M09,Camping,Espańa,46.60,2010-09-01
2010M09,Turismo Rural,La Rioja,21.50,2010-09-01
2010M09,Turismo Rural,Espańa,26.20,2010-09-01
2010M09,Apartamentos,La Rioja,24.90,2010-09-01
2010M09,Apartamentos,Espańa,73.40,2010-09-01
2010M10,Hoteles,La Rioja,18.50,2010-10-01
2010M10,Hoteles,Espańa,31.20,2010-10-01
2010M10,Camping,La Rioja,22.80,2010-10-01
2010M10,Camping,Espańa,48.30,2010-10-01
2010M10,Turismo Rural,La Rioja,24.40,2010-10-01
2010M10,Turismo Rural,Espańa,24.80,2010-10-01
2010M10,Apartamentos,La Rioja,25.40,2010-10-01
2010M10,Apartamentos,Espańa,67.30,2010-10-01
2010M11,Hoteles,La Rioja,17.70,2010-11-01
2010M11,Hoteles,Espańa,28.90,2010-11-01
2010M11,Camping,La Rioja,1.80,2010-11-01
2010M11,Camping,Espańa,71.80,2010-11-01
2010M11,Turismo Rural,La Rioja,21.90,2010-11-01
2010M11,Turismo Rural,Espańa,22.10,2010-11-01
2010M11,Apartamentos,La Rioja,23.10,2010-11-01
2010M11,Apartamentos,Espańa,78.60,2010-11-01
2010M12,Hoteles,La Rioja,18.50,2010-12-01
2010M12,Hoteles,Espańa,27.50,2010-12-01
2010M12,Camping,La Rioja,25.10,2010-12-01
2010M12,Camping,Espańa,74.60,2010-12-01
2010M12,Turismo Rural,La Rioja,33.90,2010-12-01
2010M12,Turismo Rural,Espańa,28.10,2010-12-01
2010M12,Apartamentos,La Rioja,2.70,2010-12-01
2010M12,Apartamentos,Espańa,71.10,2010-12-01
2011M01,Hoteles,La Rioja,16.80,2011-01-01
2011M01,Hoteles,Espańa,3.10,2011-01-01
2011M01,Camping,La Rioja,0.20,2011-01-01
2011M01,Camping,Espańa,88.90,2011-01-01
2011M01,Turismo Rural,La Rioja,22.50,2011-01-01
2011M01,Turismo Rural,Espańa,2.60,2011-01-01
2011M01,Apartamentos,La Rioja,2.80,2011-01-01
2011M01,Apartamentos,Espańa,8.50,2011-01-01
2011M02,Hoteles,La Rioja,16.10,2011-02-01
2011M02,Hoteles,Espańa,29.50,2011-02-01
2011M02,Camping,La Rioja,20.70,2011-02-01
2011M02,Camping,Espańa,74.20,2011-02-01
2011M02,Turismo Rural,La Rioja,1.90,2011-02-01
2011M02,Turismo Rural,Espańa,22.80,2011-02-01
2011M02,Apartamentos,La Rioja,22.20,2011-02-01
2011M02,Apartamentos,Espańa,77.40,2011-02-01
2011M03,Hoteles,La Rioja,17.70,2011-03-01
2011M03,Hoteles,Espańa,3.10,2011-03-01
2011M03,Camping,La Rioja,19.10,2011-03-01
2011M03,Camping,Espańa,55.30,2011-03-01
2011M03,Turismo Rural,La Rioja,20.20,2011-03-01
2011M03,Turismo Rural,Espańa,23.30,2011-03-01
2011M03,Apartamentos,La Rioja,22.60,2011-03-01
2011M03,Apartamentos,Espańa,77.10,2011-03-01
2011M04,Hoteles,La Rioja,17.90,2011-04-01
2011M04,Hoteles,Espańa,30.50,2011-04-01
2011M04,Camping,La Rioja,29.70,2011-04-01
2011M04,Camping,Espańa,39.90,2011-04-01
2011M04,Turismo Rural,La Rioja,27.20,2011-04-01
2011M04,Turismo Rural,Espańa,26.60,2011-04-01
2011M04,Apartamentos,La Rioja,26.40,2011-04-01
2011M04,Apartamentos,Espańa,61.50,2011-04-01
2011M05,Hoteles,La Rioja,16.80,2011-05-01
2011M05,Hoteles,Espańa,31.60,2011-05-01
2011M05,Camping,La Rioja,19.90,2011-05-01
2011M05,Camping,Espańa,43.70,2011-05-01
2011M05,Turismo Rural,La Rioja,21.70,2011-05-01
2011M05,Turismo Rural,Espańa,22.80,2011-05-01
2011M05,Apartamentos,La Rioja,24.10,2011-05-01
2011M05,Apartamentos,Espańa,61.70,2011-05-01
2011M06,Hoteles,La Rioja,1.70,2011-06-01
2011M06,Hoteles,Espańa,34.90,2011-06-01
2011M06,Camping,La Rioja,22.10,2011-06-01
2011M06,Camping,Espańa,43.40,2011-06-01
2011M06,Turismo Rural,La Rioja,19.90,2011-06-01
2011M06,Turismo Rural,Espańa,24.20,2011-06-01
2011M06,Apartamentos,La Rioja,24.80,2011-06-01
2011M06,Apartamentos,Espańa,63.90,2011-06-01
2011M07,Hoteles,La Rioja,1.80,2011-07-01
2011M07,Hoteles,Espańa,37.80,2011-07-01
2011M07,Camping,La Rioja,35.30,2011-07-01
2011M07,Camping,Espańa,50.30,2011-07-01
2011M07,Turismo Rural,La Rioja,27.60,2011-07-01
2011M07,Turismo Rural,Espańa,34.10,2011-07-01
2011M07,Apartamentos,La Rioja,33.20,2011-07-01
2011M07,Apartamentos,Espańa,73.10,2011-07-01
2011M08,Hoteles,La Rioja,18.70,2011-08-01
2011M08,Hoteles,Espańa,39.30,2011-08-01
2011M08,Camping,La Rioja,44.60,2011-08-01
2011M08,Camping,Espańa,56.30,2011-08-01
2011M08,Turismo Rural,La Rioja,45.90,2011-08-01
2011M08,Turismo Rural,Espańa,44.30,2011-08-01
2011M08,Apartamentos,La Rioja,0.50,2011-08-01
2011M08,Apartamentos,Espańa,78.60,2011-08-01
2011M09,Hoteles,La Rioja,16.70,2011-09-01
2011M09,Hoteles,Espańa,3.60,2011-09-01
2011M09,Camping,La Rioja,18.80,2011-09-01
2011M09,Camping,Espańa,47.70,2011-09-01
2011M09,Turismo Rural,La Rioja,21.90,2011-09-01
2011M09,Turismo Rural,Espańa,25.80,2011-09-01
2011M09,Apartamentos,La Rioja,22.90,2011-09-01
2011M09,Apartamentos,Espańa,69.90,2011-09-01
2011M10,Hoteles,La Rioja,18.10,2011-10-01
2011M10,Hoteles,Espańa,32.30,2011-10-01
2011M10,Camping,La Rioja,2.20,2011-10-01
2011M10,Camping,Espańa,49.10,2011-10-01
2011M10,Turismo Rural,La Rioja,22.70,2011-10-01
2011M10,Turismo Rural,Espańa,24.20,2011-10-01
2011M10,Apartamentos,La Rioja,25.70,2011-10-01
2011M10,Apartamentos,Espańa,69.10,2011-10-01
2011M11,Hoteles,La Rioja,17.70,2011-11-01
2011M11,Hoteles,Espańa,29.90,2011-11-01
2011M11,Camping,La Rioja,18.20,2011-11-01
2011M11,Camping,Espańa,65.60,2011-11-01
2011M11,Turismo Rural,La Rioja,24.10,2011-11-01
2011M11,Turismo Rural,Espańa,22.40,2011-11-01
2011M11,Apartamentos,La Rioja,18.80,2011-11-01
2011M11,Apartamentos,Espańa,80.10,2011-11-01
2011M12,Hoteles,La Rioja,17.80,2011-12-01
2011M12,Hoteles,Espańa,28.40,2011-12-01
2011M12,Camping,La Rioja,25.40,2011-12-01
2011M12,Camping,Espańa,75.20,2011-12-01
2011M12,Turismo Rural,La Rioja,26.30,2011-12-01
2011M12,Turismo Rural,Espańa,24.70,2011-12-01
2011M12,Apartamentos,La Rioja,26.30,2011-12-01
2011M12,Apartamentos,Espańa,73.50,2011-12-01
2012M01,Hoteles,La Rioja,16.50,2012-01-01
2012M01,Hoteles,Espańa,31.20,2012-01-01
2012M01,Camping,La Rioja,17.50,2012-01-01
2012M01,Camping,Espańa,92.10,2012-01-01
2012M01,Turismo Rural,La Rioja,26.20,2012-01-01
2012M01,Turismo Rural,Espańa,25.90,2012-01-01
2012M01,Apartamentos,La Rioja,20.50,2012-01-01
2012M01,Apartamentos,Espańa,86.30,2012-01-01
2012M02,Hoteles,La Rioja,16.60,2012-02-01
2012M02,Hoteles,Espańa,29.70,2012-02-01
2012M02,Camping,La Rioja,1.90,2012-02-01
2012M02,Camping,Espańa,83.90,2012-02-01
2012M02,Turismo Rural,La Rioja,19.60,2012-02-01
2012M02,Turismo Rural,Espańa,23.30,2012-02-01
2012M02,Apartamentos,La Rioja,18.60,2012-02-01
2012M02,Apartamentos,Espańa,80.20,2012-02-01
2012M03,Hoteles,La Rioja,17.60,2012-03-01
2012M03,Hoteles,Espańa,30.10,2012-03-01
2012M03,Camping,La Rioja,18.40,2012-03-01
2012M03,Camping,Espańa,52.40,2012-03-01
2012M03,Turismo Rural,La Rioja,21.70,2012-03-01
2012M03,Turismo Rural,Espańa,22.10,2012-03-01
2012M03,Apartamentos,La Rioja,20.40,2012-03-01
2012M03,Apartamentos,Espańa,73.20,2012-03-01
2012M04,Hoteles,La Rioja,17.60,2012-04-01
2012M04,Hoteles,Espańa,30.20,2012-04-01
2012M04,Camping,La Rioja,30.40,2012-04-01
2012M04,Camping,Espańa,41.10,2012-04-01
2012M04,Turismo Rural,La Rioja,31.30,2012-04-01
2012M04,Turismo Rural,Espańa,28.10,2012-04-01
2012M04,Apartamentos,La Rioja,30.30,2012-04-01
2012M04,Apartamentos,Espańa,61.40,2012-04-01
2012M05,Hoteles,La Rioja,16.60,2012-05-01
2012M05,Hoteles,Espańa,31.90,2012-05-01
2012M05,Camping,La Rioja,19.80,2012-05-01
2012M05,Camping,Espańa,43.60,2012-05-01
2012M05,Turismo Rural,La Rioja,18.60,2012-05-01
2012M05,Turismo Rural,Espańa,23.10,2012-05-01
2012M05,Apartamentos,La Rioja,2.50,2012-05-01
2012M05,Apartamentos,Espańa,59.80,2012-05-01
2012M06,Hoteles,La Rioja,17.30,2012-06-01
2012M06,Hoteles,Espańa,35.20,2012-06-01
2012M06,Camping,La Rioja,21.30,2012-06-01
2012M06,Camping,Espańa,42.20,2012-06-01
2012M06,Turismo Rural,La Rioja,18.10,2012-06-01
2012M06,Turismo Rural,Espańa,2.40,2012-06-01
2012M06,Apartamentos,La Rioja,20.90,2012-06-01
2012M06,Apartamentos,Espańa,60.90,2012-06-01
2012M07,Hoteles,La Rioja,17.70,2012-07-01
2012M07,Hoteles,Espańa,38.90,2012-07-01
2012M07,Camping,La Rioja,36.80,2012-07-01
2012M07,Camping,Espańa,54.10,2012-07-01
2012M07,Turismo Rural,La Rioja,23.60,2012-07-01
2012M07,Turismo Rural,Espańa,33.50,2012-07-01
2012M07,Apartamentos,La Rioja,32.60,2012-07-01
2012M07,Apartamentos,Espańa,73.20,2012-07-01
2012M08,Hoteles,La Rioja,18.50,2012-08-01
2012M08,Hoteles,Espańa,39.60,2012-08-01
2012M08,Camping,La Rioja,44.20,2012-08-01
2012M08,Camping,Espańa,57.40,2012-08-01
2012M08,Turismo Rural,La Rioja,28.80,2012-08-01
2012M08,Turismo Rural,Espańa,4.20,2012-08-01
2012M08,Apartamentos,La Rioja,41.40,2012-08-01
2012M08,Apartamentos,Espańa,76.80,2012-08-01
2012M09,Hoteles,La Rioja,17.30,2012-09-01
2012M09,Hoteles,Espańa,36.60,2012-09-01
2012M09,Camping,La Rioja,18.50,2012-09-01
2012M09,Camping,Espańa,48.70,2012-09-01
2012M09,Turismo Rural,La Rioja,19.20,2012-09-01
2012M09,Turismo Rural,Espańa,26.50,2012-09-01
2012M09,Apartamentos,La Rioja,25.10,2012-09-01
2012M09,Apartamentos,Espańa,69.20,2012-09-01
2012M10,Hoteles,La Rioja,17.90,2012-10-01
2012M10,Hoteles,Espańa,32.90,2012-10-01
2012M10,Camping,La Rioja,22.10,2012-10-01
2012M10,Camping,Espańa,52.10,2012-10-01
2012M10,Turismo Rural,La Rioja,24.10,2012-10-01
2012M10,Turismo Rural,Espańa,24.20,2012-10-01
2012M10,Apartamentos,La Rioja,21.40,2012-10-01
2012M10,Apartamentos,Espańa,70.30,2012-10-01
2012M11,Hoteles,La Rioja,18.20,2012-11-01
2012M11,Hoteles,Espańa,2.90,2012-11-01
2012M11,Camping,La Rioja,19.80,2012-11-01
2012M11,Camping,Espańa,66.20,2012-11-01
2012M11,Turismo Rural,La Rioja,25.20,2012-11-01
2012M11,Turismo Rural,Espańa,24.50,2012-11-01
2012M11,Apartamentos,La Rioja,22.40,2012-11-01
2012M11,Apartamentos,Espańa,78.10,2012-11-01
2012M12,Hoteles,La Rioja,17.70,2012-12-01
2012M12,Hoteles,Espańa,28.60,2012-12-01
2012M12,Camping,La Rioja,22.90,2012-12-01
2012M12,Camping,Espańa,77.30,2012-12-01
2012M12,Turismo Rural,La Rioja,24.90,2012-12-01
2012M12,Turismo Rural,Espańa,24.80,2012-12-01
2012M12,Apartamentos,La Rioja,27.70,2012-12-01
2012M12,Apartamentos,Espańa,73.20,2012-12-01
2013M01,Hoteles,La Rioja,16.40,2013-01-01
2013M01,Hoteles,Espańa,32.20,2013-01-01
2013M01,Camping,La Rioja,19.10,2013-01-01
2013M01,Camping,Espańa,95.70,2013-01-01
2013M01,Turismo Rural,La Rioja,21.30,2013-01-01
2013M01,Turismo Rural,Espańa,25.40,2013-01-01
2013M01,Apartamentos,La Rioja,23.80,2013-01-01
2013M01,Apartamentos,Espańa,87.20,2013-01-01
2013M02,Hoteles,La Rioja,17.40,2013-02-01
2013M02,Hoteles,Espańa,30.10,2013-02-01
2013M02,Camping,La Rioja,19.40,2013-02-01
2013M02,Camping,Espańa,8.20,2013-02-01
2013M02,Turismo Rural,La Rioja,19.50,2013-02-01
2013M02,Turismo Rural,Espańa,22.10,2013-02-01
2013M02,Apartamentos,La Rioja,20.40,2013-02-01
2013M02,Apartamentos,Espańa,77.20,2013-02-01
2013M03,Hoteles,La Rioja,17.70,2013-03-01
2013M03,Hoteles,Espańa,30.50,2013-03-01
2013M03,Camping,La Rioja,22.90,2013-03-01
2013M03,Camping,Espańa,46.70,2013-03-01
2013M03,Turismo Rural,La Rioja,2.70,2013-03-01
2013M03,Turismo Rural,Espańa,26.80,2013-03-01
2013M03,Apartamentos,La Rioja,28.40,2013-03-01
2013M03,Apartamentos,Espańa,66.70,2013-03-01
2013M04,Hoteles,La Rioja,18.30,2013-04-01
2013M04,Hoteles,Espańa,30.50,2013-04-01
2013M04,Camping,La Rioja,20.50,2013-04-01
2013M04,Camping,Espańa,41.30,2013-04-01
2013M04,Turismo Rural,La Rioja,22.10,2013-04-01
2013M04,Turismo Rural,Espańa,23.80,2013-04-01
2013M04,Apartamentos,La Rioja,22.70,2013-04-01
2013M04,Apartamentos,Espańa,64.60,2013-04-01
2013M05,Hoteles,La Rioja,1.70,2013-05-01
2013M05,Hoteles,Espańa,32.50,2013-05-01
2013M05,Camping,La Rioja,19.10,2013-05-01
2013M05,Camping,Espańa,42.50,2013-05-01
2013M05,Turismo Rural,La Rioja,20.50,2013-05-01
2013M05,Turismo Rural,Espańa,24.10,2013-05-01
2013M05,Apartamentos,La Rioja,22.60,2013-05-01
2013M05,Apartamentos,Espańa,60.10,2013-05-01
2013M06,Hoteles,La Rioja,17.20,2013-06-01
2013M06,Hoteles,Espańa,35.30,2013-06-01
2013M06,Camping,La Rioja,21.80,2013-06-01
2013M06,Camping,Espańa,4.20,2013-06-01
2013M06,Turismo Rural,La Rioja,22.80,2013-06-01
2013M06,Turismo Rural,Espańa,23.90,2013-06-01
2013M06,Apartamentos,La Rioja,21.20,2013-06-01
2013M06,Apartamentos,Espańa,61.70,2013-06-01
2013M07,Hoteles,La Rioja,17.30,2013-07-01
2013M07,Hoteles,Espańa,39.10,2013-07-01
2013M07,Camping,La Rioja,37.40,2013-07-01
2013M07,Camping,Espańa,53.50,2013-07-01
2013M07,Turismo Rural,La Rioja,24.60,2013-07-01
2013M07,Turismo Rural,Espańa,33.80,2013-07-01
2013M07,Apartamentos,La Rioja,29.20,2013-07-01
2013M07,Apartamentos,Espańa,71.30,2013-07-01
2013M08,Hoteles,La Rioja,17.60,2013-08-01
2013M08,Hoteles,Espańa,39.10,2013-08-01
2013M08,Camping,La Rioja,4.20,2013-08-01
2013M08,Camping,Espańa,55.10,2013-08-01
2013M08,Turismo Rural,La Rioja,33.50,2013-08-01
2013M08,Turismo Rural,Espańa,40.10,2013-08-01
2013M08,Apartamentos,La Rioja,43.20,2013-08-01
2013M08,Apartamentos,Espańa,73.50,2013-08-01
2013M09,Hoteles,La Rioja,17.30,2013-09-01
2013M09,Hoteles,Espańa,36.70,2013-09-01
2013M09,Camping,La Rioja,18.90,2013-09-01
2013M09,Camping,Espańa,48.60,2013-09-01
2013M09,Turismo Rural,La Rioja,20.40,2013-09-01
2013M09,Turismo Rural,Espańa,25.80,2013-09-01
2013M09,Apartamentos,La Rioja,24.90,2013-09-01
2013M09,Apartamentos,Espańa,69.40,2013-09-01
2013M10,Hoteles,La Rioja,17.90,2013-10-01
2013M10,Hoteles,Espańa,33.50,2013-10-01
2013M10,Camping,La Rioja,20.30,2013-10-01
2013M10,Camping,Espańa,4.90,2013-10-01
2013M10,Turismo Rural,La Rioja,1.90,2013-10-01
2013M10,Turismo Rural,Espańa,22.50,2013-10-01
2013M10,Apartamentos,La Rioja,20.80,2013-10-01
2013M10,Apartamentos,Espańa,68.60,2013-10-01
2013M11,Hoteles,La Rioja,17.30,2013-11-01
2013M11,Hoteles,Espańa,29.50,2013-11-01
2013M11,Camping,La Rioja,19.30,2013-11-01
2013M11,Camping,Espańa,62.30,2013-11-01
2013M11,Turismo Rural,La Rioja,20.40,2013-11-01
2013M11,Turismo Rural,Espańa,21.70,2013-11-01
2013M11,Apartamentos,La Rioja,21.60,2013-11-01
2013M11,Apartamentos,Espańa,7.50,2013-11-01
2013M12,Hoteles,La Rioja,17.30,2013-12-01
2013M12,Hoteles,Espańa,29.20,2013-12-01
2013M12,Camping,La Rioja,19.30,2013-12-01
2013M12,Camping,Espańa,75.90,2013-12-01
2013M12,Turismo Rural,La Rioja,28.60,2013-12-01
2013M12,Turismo Rural,Espańa,2.50,2013-12-01
2013M12,Apartamentos,La Rioja,26.30,2013-12-01
2013M12,Apartamentos,Espańa,72.60,2013-12-01
2014M01,Hoteles,La Rioja,15.80,2014-01-01
2014M01,Hoteles,Espańa,32.50,2014-01-01
2014M01,Camping,La Rioja,20.60,2014-01-01
2014M01,Camping,Espańa,93.80,2014-01-01
2014M01,Turismo Rural,La Rioja,21.90,2014-01-01
2014M01,Turismo Rural,Espańa,24.50,2014-01-01
2014M01,Apartamentos,La Rioja,21.40,2014-01-01
2014M01,Apartamentos,Espańa,87.40,2014-01-01
2014M01,Albergues,La Rioja,16.70,2014-01-01
2014M01,Albergues,Espańa,25.40,2014-01-01
2014M02,Hoteles,La Rioja,17.50,2014-02-01
2014M02,Hoteles,Espańa,29.80,2014-02-01
2014M02,Camping,La Rioja,18.70,2014-02-01
2014M02,Camping,Espańa,78.90,2014-02-01
2014M02,Turismo Rural,La Rioja,18.30,2014-02-01
2014M02,Turismo Rural,Espańa,21.70,2014-02-01
2014M02,Apartamentos,La Rioja,18.40,2014-02-01
2014M02,Apartamentos,Espańa,78.50,2014-02-01
2014M02,Albergues,La Rioja,1.40,2014-02-01
2014M02,Albergues,Espańa,22.50,2014-02-01
2014M03,Hoteles,La Rioja,17.60,2014-03-01
2014M03,Hoteles,Espańa,31.40,2014-03-01
2014M03,Camping,La Rioja,19.40,2014-03-01
2014M03,Camping,Espańa,54.40,2014-03-01
2014M03,Turismo Rural,La Rioja,18.60,2014-03-01
2014M03,Turismo Rural,Espańa,22.60,2014-03-01
2014M03,Apartamentos,La Rioja,21.10,2014-03-01
2014M03,Apartamentos,Espańa,74.20,2014-03-01
2014M03,Albergues,La Rioja,18.20,2014-03-01
2014M03,Albergues,Espańa,20.60,2014-03-01
2014M04,Hoteles,La Rioja,1.80,2014-04-01
2014M04,Hoteles,Espańa,30.50,2014-04-01
2014M04,Camping,La Rioja,25.60,2014-04-01
2014M04,Camping,Espańa,39.90,2014-04-01
2014M04,Turismo Rural,La Rioja,25.80,2014-04-01
2014M04,Turismo Rural,Espańa,27.50,2014-04-01
2014M04,Apartamentos,La Rioja,25.60,2014-04-01
2014M04,Apartamentos,Espańa,59.60,2014-04-01
2014M04,Albergues,La Rioja,12.90,2014-04-01
2014M04,Albergues,Espańa,21.70,2014-04-01
2014M05,Hoteles,La Rioja,17.40,2014-05-01
2014M05,Hoteles,Espańa,31.30,2014-05-01
2014M05,Camping,La Rioja,21.10,2014-05-01
2014M05,Camping,Espańa,40.50,2014-05-01
2014M05,Turismo Rural,La Rioja,22.50,2014-05-01
2014M05,Turismo Rural,Espańa,23.40,2014-05-01
2014M05,Apartamentos,La Rioja,21.80,2014-05-01
2014M05,Apartamentos,Espańa,5.70,2014-05-01
2014M05,Albergues,La Rioja,18.10,2014-05-01
2014M05,Albergues,Espańa,19.50,2014-05-01
2014M06,Hoteles,La Rioja,16.60,2014-06-01
2014M06,Hoteles,Espańa,34.90,2014-06-01
2014M06,Camping,La Rioja,22.60,2014-06-01
2014M06,Camping,Espańa,42.40,2014-06-01
2014M06,Turismo Rural,La Rioja,20.50,2014-06-01
2014M06,Turismo Rural,Espańa,25.10,2014-06-01
2014M06,Apartamentos,La Rioja,22.20,2014-06-01
2014M06,Apartamentos,Espańa,62.40,2014-06-01
2014M06,Albergues,La Rioja,18.60,2014-06-01
2014M06,Albergues,Espańa,21.40,2014-06-01
2014M07,Hoteles,La Rioja,17.10,2014-07-01
2014M07,Hoteles,Espańa,38.10,2014-07-01
2014M07,Camping,La Rioja,28.90,2014-07-01
2014M07,Camping,Espańa,52.10,2014-07-01
2014M07,Turismo Rural,La Rioja,2.50,2014-07-01
2014M07,Turismo Rural,Espańa,3.30,2014-07-01
2014M07,Apartamentos,La Rioja,26.20,2014-07-01
2014M07,Apartamentos,Espańa,69.90,2014-07-01
2014M07,Albergues,La Rioja,123.80,2014-07-01
2014M07,Albergues,Espańa,40.20,2014-07-01
2014M08,Hoteles,La Rioja,17.80,2014-08-01
2014M08,Hoteles,Espańa,38.30,2014-08-01
2014M08,Camping,La Rioja,46.70,2014-08-01
2014M08,Camping,Espańa,5.40,2014-08-01
2014M08,Turismo Rural,La Rioja,3.30,2014-08-01
2014M08,Turismo Rural,Espańa,38.40,2014-08-01
2014M08,Apartamentos,La Rioja,38.90,2014-08-01
2014M08,Apartamentos,Espańa,73.20,2014-08-01
2014M08,Albergues,La Rioja,50.20,2014-08-01
2014M08,Albergues,Espańa,30.60,2014-08-01
2014M09,Hoteles,La Rioja,17.50,2014-09-01
2014M09,Hoteles,Espańa,36.20,2014-09-01
2014M09,Camping,La Rioja,20.70,2014-09-01
2014M09,Camping,Espańa,49.80,2014-09-01
2014M09,Turismo Rural,La Rioja,19.60,2014-09-01
2014M09,Turismo Rural,Espańa,26.20,2014-09-01
2014M09,Apartamentos,La Rioja,23.60,2014-09-01
2014M09,Apartamentos,Espańa,65.90,2014-09-01
2014M09,Albergues,La Rioja,16.50,2014-09-01
2014M09,Albergues,Espańa,22.90,2014-09-01
2014M10,Hoteles,La Rioja,18.10,2014-10-01
2014M10,Hoteles,Espańa,32.90,2014-10-01
2014M10,Camping,La Rioja,0.20,2014-10-01
2014M10,Camping,Espańa,50.20,2014-10-01
2014M10,Turismo Rural,La Rioja,19.50,2014-10-01
2014M10,Turismo Rural,Espańa,22.50,2014-10-01
2014M10,Apartamentos,La Rioja,21.60,2014-10-01
2014M10,Apartamentos,Espańa,65.90,2014-10-01
2014M10,Albergues,La Rioja,13.40,2014-10-01
2014M10,Albergues,Espańa,20.70,2014-10-01
2014M11,Hoteles,La Rioja,17.90,2014-11-01
2014M11,Hoteles,Espańa,29.40,2014-11-01
2014M11,Camping,La Rioja,17.80,2014-11-01
2014M11,Camping,Espańa,61.20,2014-11-01
2014M11,Turismo Rural,La Rioja,24.60,2014-11-01
2014M11,Turismo Rural,Espańa,21.80,2014-11-01
2014M11,Apartamentos,La Rioja,20.90,2014-11-01
2014M11,Apartamentos,Espańa,72.60,2014-11-01
2014M11,Albergues,La Rioja,17.80,2014-11-01
2014M11,Albergues,Espańa,20.40,2014-11-01
2014M12,Hoteles,La Rioja,17.20,2014-12-01
2014M12,Hoteles,Espańa,28.10,2014-12-01
2014M12,Camping,La Rioja,18.60,2014-12-01
2014M12,Camping,Espańa,6.80,2014-12-01
2014M12,Turismo Rural,La Rioja,24.50,2014-12-01
2014M12,Turismo Rural,Espańa,24.90,2014-12-01
2014M12,Apartamentos,La Rioja,25.50,2014-12-01
2014M12,Apartamentos,Espańa,0.70,2014-12-01
2014M12,Albergues,La Rioja,21.80,2014-12-01
2014M12,Albergues,Espańa,21.30,2014-12-01
2015M01,Hoteles,La Rioja,16.50,2015-01-01
2015M01,Hoteles,Espańa,31.40,2015-01-01
2015M01,Camping,La Rioja,0.20,2015-01-01
2015M01,Camping,Espańa,8.60,2015-01-01
2015M01,Turismo Rural,La Rioja,27.20,2015-01-01
2015M01,Turismo Rural,Espańa,25.20,2015-01-01
2015M01,Apartamentos,La Rioja,21.30,2015-01-01
2015M01,Apartamentos,Espańa,79.70,2015-01-01
2015M01,Albergues,La Rioja,1.20,2015-01-01
2015M01,Albergues,Espańa,25.30,2015-01-01
2015M02,Hoteles,La Rioja,16.40,2015-02-01
2015M02,Hoteles,Espańa,29.40,2015-02-01
2015M02,Camping,La Rioja,18.90,2015-02-01
2015M02,Camping,Espańa,79.50,2015-02-01
2015M02,Turismo Rural,La Rioja,17.90,2015-02-01
2015M02,Turismo Rural,Espańa,22.20,2015-02-01
2015M02,Apartamentos,La Rioja,20.40,2015-02-01
2015M02,Apartamentos,Espańa,72.90,2015-02-01
2015M02,Albergues,La Rioja,17.80,2015-02-01
2015M02,Albergues,Espańa,22.30,2015-02-01
2015M03,Hoteles,La Rioja,16.20,2015-03-01
2015M03,Hoteles,Espańa,30.30,2015-03-01
2015M03,Camping,La Rioja,21.30,2015-03-01
2015M03,Camping,Espańa,51.60,2015-03-01
2015M03,Turismo Rural,La Rioja,20.20,2015-03-01
2015M03,Turismo Rural,Espańa,22.70,2015-03-01
2015M03,Apartamentos,La Rioja,21.20,2015-03-01
2015M03,Apartamentos,Espańa,70.50,2015-03-01
2015M03,Albergues,La Rioja,13.10,2015-03-01
2015M03,Albergues,Espańa,21.50,2015-03-01
2015M04,Hoteles,La Rioja,17.10,2015-04-01
2015M04,Hoteles,Espańa,30.10,2015-04-01
2015M04,Camping,La Rioja,24.60,2015-04-01
2015M04,Camping,Espańa,41.40,2015-04-01
2015M04,Turismo Rural,La Rioja,25.40,2015-04-01
2015M04,Turismo Rural,Espańa,25.40,2015-04-01
2015M04,Apartamentos,La Rioja,23.60,2015-04-01
2015M04,Apartamentos,Espańa,57.10,2015-04-01
2015M04,Albergues,La Rioja,22.80,2015-04-01
2015M04,Albergues,Espańa,21.20,2015-04-01
2015M05,Hoteles,La Rioja,16.50,2015-05-01
2015M05,Hoteles,Espańa,30.90,2015-05-01
2015M05,Camping,La Rioja,20.80,2015-05-01
2015M05,Camping,Espańa,41.20,2015-05-01
2015M05,Turismo Rural,La Rioja,20.70,2015-05-01
2015M05,Turismo Rural,Espańa,22.80,2015-05-01
2015M05,Apartamentos,La Rioja,23.30,2015-05-01
