Periodo,Tipo de establecimiento,CCAA,DATA,Fecha
2005M04,Hoteles,La Rioja,17.20,2005-04-01
2005M04,Hoteles,Espańa,29.90,2005-04-01
2005M04,Camping,La Rioja,25.70,2005-04-01
2005M04,Camping,Espańa,34.10,2005-04-01
2005M04,Turismo Rural,La Rioja,18.90,2005-04-01
2005M04,Turismo Rural,Espańa,22.60,2005-04-01
2005M04,Apartamentos,La Rioja,15.90,2005-04-01
2005M04,Apartamentos,Espańa,73.60,2005-04-01
2005M05,Hoteles,La Rioja,16.90,2005-05-01
2005M05,Hoteles,Espańa,33.10,2005-05-01
2005M05,Camping,La Rioja,25.60,2005-05-01
2005M05,Camping,Espańa,36.60,2005-05-01
2005M05,Turismo Rural,La Rioja,22.70,2005-05-01
2005M05,Turismo Rural,Espańa,26.30,2005-05-01
2005M05,Apartamentos,La Rioja,17.40,2005-05-01
2005M05,Apartamentos,Espańa,76.10,2005-05-01
2005M06,Hoteles,La Rioja,16.20,2005-06-01
2005M06,Hoteles,Espańa,35.90,2005-06-01
2005M06,Camping,La Rioja,23.90,2005-06-01
2005M06,Camping,Espańa,38.50,2005-06-01
2005M06,Turismo Rural,La Rioja,22.70,2005-06-01
2005M06,Turismo Rural,Espańa,26.60,2005-06-01
2005M06,Apartamentos,La Rioja,26.60,2005-06-01
2005M06,Apartamentos,Espańa,78.40,2005-06-01
2005M07,Hoteles,La Rioja,1.70,2005-07-01
2005M07,Hoteles,Espańa,39.80,2005-07-01
2005M07,Camping,La Rioja,32.40,2005-07-01
2005M07,Camping,Espańa,47.80,2005-07-01
2005M07,Turismo Rural,La Rioja,28.80,2005-07-01
2005M07,Turismo Rural,Espańa,38.90,2005-07-01
2005M07,Apartamentos,La Rioja,39.10,2005-07-01
2005M07,Apartamentos,Espańa,85.50,2005-07-01
2005M08,Hoteles,La Rioja,18.30,2005-08-01
2005M08,Hoteles,Espańa,41.90,2005-08-01
2005M08,Camping,La Rioja,36.80,2005-08-01
2005M08,Camping,Espańa,52.30,2005-08-01
2005M08,Turismo Rural,La Rioja,39.40,2005-08-01
2005M08,Turismo Rural,Espańa,51.20,2005-08-01
2005M08,Apartamentos,La Rioja,62.10,2005-08-01
2005M08,Apartamentos,Espańa,9.50,2005-08-01
2005M09,Hoteles,La Rioja,16.40,2005-09-01
2005M09,Hoteles,Espańa,3.80,2005-09-01
2005M09,Camping,La Rioja,28.30,2005-09-01
2005M09,Camping,Espańa,43.80,2005-09-01
2005M09,Turismo Rural,La Rioja,22.30,2005-09-01
2005M09,Turismo Rural,Espańa,30.30,2005-09-01
2005M09,Apartamentos,La Rioja,20.10,2005-09-01
2005M09,Apartamentos,Espańa,8.30,2005-09-01
2005M10,Hoteles,La Rioja,17.50,2005-10-01
2005M10,Hoteles,Espańa,34.60,2005-10-01
2005M10,Camping,La Rioja,26.60,2005-10-01
2005M10,Camping,Espańa,43.90,2005-10-01
2005M10,Turismo Rural,La Rioja,21.50,2005-10-01
2005M10,Turismo Rural,Espańa,27.20,2005-10-01
2005M10,Apartamentos,La Rioja,24.60,2005-10-01
2005M10,Apartamentos,Espańa,79.60,2005-10-01
2005M11,Hoteles,La Rioja,17.20,2005-11-01
2005M11,Hoteles,Espańa,29.20,2005-11-01
2005M11,Camping,La Rioja,25.90,2005-11-01
2005M11,Camping,Espańa,59.10,2005-11-01
2005M11,Turismo Rural,La Rioja,20.60,2005-11-01
2005M11,Turismo Rural,Espańa,23.30,2005-11-01
2005M11,Apartamentos,La Rioja,21.20,2005-11-01
2005M11,Apartamentos,Espańa,82.90,2005-11-01
2005M12,Hoteles,La Rioja,18.80,2005-12-01
2005M12,Hoteles,Espańa,28.70,2005-12-01
2005M12,Camping,La Rioja,36.10,2005-12-01
2005M12,Camping,Espańa,6.90,2005-12-01
2005M12,Turismo Rural,La Rioja,23.30,2005-12-01
2005M12,Turismo Rural,Espańa,27.20,2005-12-01
2005M12,Apartamentos,La Rioja,30.70,2005-12-01
2005M12,Apartamentos,Espańa,79.60,2005-12-01
2006M01,Hoteles,La Rioja,17.20,2006-01-01
2006M01,Hoteles,Espańa,30.20,2006-01-01
2006M01,Camping,La Rioja,26.70,2006-01-01
2006M01,Camping,Espańa,81.60,2006-01-01
2006M01,Turismo Rural,La Rioja,25.60,2006-01-01
2006M01,Turismo Rural,Espańa,26.70,2006-01-01
2006M01,Apartamentos,La Rioja,24.10,2006-01-01
2006M01,Apartamentos,Espańa,89.20,2006-01-01
2006M02,Hoteles,La Rioja,17.90,2006-02-01
2006M02,Hoteles,Espańa,28.10,2006-02-01
2006M02,Camping,La Rioja,22.50,2006-02-01
2006M02,Camping,Espańa,67.90,2006-02-01
2006M02,Turismo Rural,La Rioja,21.40,2006-02-01
2006M02,Turismo Rural,Espańa,2.40,2006-02-01
2006M02,Apartamentos,La Rioja,2.20,2006-02-01
2006M02,Apartamentos,Espańa,80.30,2006-02-01
2006M03,Hoteles,La Rioja,17.50,2006-03-01
2006M03,Hoteles,Espańa,28.40,2006-03-01
2006M03,Camping,La Rioja,24.40,2006-03-01
2006M03,Camping,Espańa,0.50,2006-03-01
2006M03,Turismo Rural,La Rioja,21.40,2006-03-01
2006M03,Turismo Rural,Espańa,24.10,2006-03-01
2006M03,Apartamentos,La Rioja,2.40,2006-03-01
2006M03,Apartamentos,Espańa,84.30,2006-03-01
2006M04,Hoteles,La Rioja,18.30,2006-04-01
2006M04,Hoteles,Espańa,2.90,2006-04-01
2006M04,Camping,La Rioja,27.30,2006-04-01
2006M04,Camping,Espańa,36.20,2006-04-01
2006M04,Turismo Rural,La Rioja,29.40,2006-04-01
2006M04,Turismo Rural,Espańa,29.40,2006-04-01
2006M04,Apartamentos,La Rioja,25.10,2006-04-01
2006M04,Apartamentos,Espańa,67.50,2006-04-01
2006M05,Hoteles,La Rioja,16.70,2006-05-01
2006M05,Hoteles,Espańa,31.30,2006-05-01
2006M05,Camping,La Rioja,25.10,2006-05-01
2006M05,Camping,Espańa,39.20,2006-05-01
2006M05,Turismo Rural,La Rioja,22.60,2006-05-01
2006M05,Turismo Rural,Espańa,2.50,2006-05-01
2006M05,Apartamentos,La Rioja,19.60,2006-05-01
2006M05,Apartamentos,Espańa,72.50,2006-05-01
2006M06,Hoteles,La Rioja,18.40,2006-06-01
2006M06,Hoteles,Espańa,34.30,2006-06-01
2006M06,Camping,La Rioja,2.60,2006-06-01
2006M06,Camping,Espańa,38.20,2006-06-01
2006M06,Turismo Rural,La Rioja,22.50,2006-06-01
2006M06,Turismo Rural,Espańa,2.50,2006-06-01
2006M06,Apartamentos,La Rioja,0.20,2006-06-01
2006M06,Apartamentos,Espańa,76.80,2006-06-01
2006M07,Hoteles,La Rioja,18.10,2006-07-01
2006M07,Hoteles,Espańa,37.70,2006-07-01
2006M07,Camping,La Rioja,23.70,2006-07-01
2006M07,Camping,Espańa,48.30,2006-07-01
2006M07,Turismo Rural,La Rioja,29.60,2006-07-01
2006M07,Turismo Rural,Espańa,36.70,2006-07-01
2006M07,Apartamentos,La Rioja,28.50,2006-07-01
2006M07,Apartamentos,Espańa,88.20,2006-07-01
2006M08,Hoteles,La Rioja,19.60,2006-08-01
2006M08,Hoteles,Espańa,38.70,2006-08-01
2006M08,Camping,La Rioja,26.90,2006-08-01
2006M08,Camping,Espańa,55.20,2006-08-01
2006M08,Turismo Rural,La Rioja,43.40,2006-08-01
2006M08,Turismo Rural,Espańa,49.40,2006-08-01
2006M08,Apartamentos,La Rioja,48.90,2006-08-01
2006M08,Apartamentos,Espańa,91.90,2006-08-01
2006M09,Hoteles,La Rioja,17.60,2006-09-01
2006M09,Hoteles,Espańa,35.50,2006-09-01
2006M09,Camping,La Rioja,22.60,2006-09-01
2006M09,Camping,Espańa,44.10,2006-09-01
2006M09,Turismo Rural,La Rioja,0.20,2006-09-01
2006M09,Turismo Rural,Espańa,2.90,2006-09-01
2006M09,Apartamentos,La Rioja,22.20,2006-09-01
2006M09,Apartamentos,Espańa,77.40,2006-09-01
2006M10,Hoteles,La Rioja,17.40,2006-10-01
2006M10,Hoteles,Espańa,31.80,2006-10-01
2006M10,Camping,La Rioja,26.80,2006-10-01
2006M10,Camping,Espańa,4.60,2006-10-01
2006M10,Turismo Rural,La Rioja,28.50,2006-10-01
2006M10,Turismo Rural,Espańa,26.90,2006-10-01
2006M10,Apartamentos,La Rioja,22.20,2006-10-01
2006M10,Apartamentos,Espańa,76.50,2006-10-01
2006M11,Hoteles,La Rioja,17.70,2006-11-01
2006M11,Hoteles,Espańa,27.90,2006-11-01
2006M11,Camping,La Rioja,26.50,2006-11-01
2006M11,Camping,Espańa,5.60,2006-11-01
2006M11,Turismo Rural,La Rioja,22.80,2006-11-01
2006M11,Turismo Rural,Espańa,22.80,2006-11-01
2006M11,Apartamentos,La Rioja,2.10,2006-11-01
2006M11,Apartamentos,Espańa,82.10,2006-11-01
2006M12,Hoteles,La Rioja,18.60,2006-12-01
2006M12,Hoteles,Espańa,28.10,2006-12-01
2006M12,Camping,La Rioja,24.20,2006-12-01
2006M12,Camping,Espańa,58.60,2006-12-01
2006M12,Turismo Rural,La Rioja,22.80,2006-12-01
2006M12,Turismo Rural,Espańa,27.90,2006-12-01
2006M12,Apartamentos,La Rioja,27.10,2006-12-01
2006M12,Apartamentos,Espańa,78.20,2006-12-01
2007M01,Hoteles,La Rioja,16.90,2007-01-01
2007M01,Hoteles,Espańa,29.70,2007-01-01
2007M01,Camping,La Rioja,27.30,2007-01-01
2007M01,Camping,Espańa,82.80,2007-01-01
2007M01,Turismo Rural,La Rioja,21.20,2007-01-01
2007M01,Turismo Rural,Espańa,25.80,2007-01-01
2007M01,Apartamentos,La Rioja,23.60,2007-01-01
2007M01,Apartamentos,Espańa,93.30,2007-01-01
2007M02,Hoteles,La Rioja,17.20,2007-02-01
2007M02,Hoteles,Espańa,27.90,2007-02-01
2007M02,Camping,La Rioja,21.70,2007-02-01
2007M02,Camping,Espańa,0.70,2007-02-01
2007M02,Turismo Rural,La Rioja,20.80,2007-02-01
2007M02,Turismo Rural,Espańa,23.30,2007-02-01
2007M02,Apartamentos,La Rioja,2.40,2007-02-01
2007M02,Apartamentos,Espańa,84.30,2007-02-01
2007M03,Hoteles,La Rioja,17.20,2007-03-01
2007M03,Hoteles,Espańa,28.30,2007-03-01
2007M03,Camping,La Rioja,2.50,2007-03-01
2007M03,Camping,Espańa,47.10,2007-03-01
2007M03,Turismo Rural,La Rioja,22.20,2007-03-01
2007M03,Turismo Rural,Espańa,22.80,2007-03-01
2007M03,Apartamentos,La Rioja,2.50,2007-03-01
2007M03,Apartamentos,Espańa,8.30,2007-03-01
2007M04,Hoteles,La Rioja,1.80,2007-04-01
2007M04,Hoteles,Espańa,29.30,2007-04-01
2007M04,Camping,La Rioja,28.20,2007-04-01
2007M04,Camping,Espańa,38.60,2007-04-01
2007M04,Turismo Rural,La Rioja,2.90,2007-04-01
2007M04,Turismo Rural,Espańa,30.30,2007-04-01
2007M04,Apartamentos,La Rioja,24.10,2007-04-01
2007M04,Apartamentos,Espańa,70.20,2007-04-01
2007M05,Hoteles,La Rioja,16.30,2007-05-01
2007M05,Hoteles,Espańa,30.70,2007-05-01
2007M05,Camping,La Rioja,21.20,2007-05-01
2007M05,Camping,Espańa,40.10,2007-05-01
2007M05,Turismo Rural,La Rioja,21.50,2007-05-01
2007M05,Turismo Rural,Espańa,24.10,2007-05-01
2007M05,Apartamentos,La Rioja,29.10,2007-05-01
2007M05,Apartamentos,Espańa,73.90,2007-05-01
2007M06,Hoteles,La Rioja,17.80,2007-06-01
2007M06,Hoteles,Espańa,33.30,2007-06-01
2007M06,Camping,La Rioja,23.80,2007-06-01
2007M06,Camping,Espańa,3.80,2007-06-01
2007M06,Turismo Rural,La Rioja,25.70,2007-06-01
2007M06,Turismo Rural,Espańa,2.40,2007-06-01
2007M06,Apartamentos,La Rioja,19.10,2007-06-01
2007M06,Apartamentos,Espańa,74.70,2007-06-01
2007M07,Hoteles,La Rioja,18.60,2007-07-01
2007M07,Hoteles,Espańa,37.40,2007-07-01
2007M07,Camping,La Rioja,34.40,2007-07-01
2007M07,Camping,Espańa,50.10,2007-07-01
2007M07,Turismo Rural,La Rioja,28.80,2007-07-01
2007M07,Turismo Rural,Espańa,36.40,2007-07-01
2007M07,Apartamentos,La Rioja,3.60,2007-07-01
2007M07,Apartamentos,Espańa,88.60,2007-07-01
2007M08,Hoteles,La Rioja,20.10,2007-08-01
2007M08,Hoteles,Espańa,3.80,2007-08-01
2007M08,Camping,La Rioja,48.70,2007-08-01
2007M08,Camping,Espańa,53.30,2007-08-01
2007M08,Turismo Rural,La Rioja,0.40,2007-08-01
2007M08,Turismo Rural,Espańa,45.80,2007-08-01
2007M08,Apartamentos,La Rioja,59.50,2007-08-01
2007M08,Apartamentos,Espańa,92.90,2007-08-01
2007M09,Hoteles,La Rioja,16.80,2007-09-01
2007M09,Hoteles,Espańa,3.50,2007-09-01
2007M09,Camping,La Rioja,22.40,2007-09-01
2007M09,Camping,Espańa,44.40,2007-09-01
2007M09,Turismo Rural,La Rioja,23.30,2007-09-01
2007M09,Turismo Rural,Espańa,28.50,2007-09-01
2007M09,Apartamentos,La Rioja,24.90,2007-09-01
2007M09,Apartamentos,Espańa,79.70,2007-09-01
2007M10,Hoteles,La Rioja,1.70,2007-10-01
2007M10,Hoteles,Espańa,31.10,2007-10-01
2007M10,Camping,La Rioja,24.20,2007-10-01
2007M10,Camping,Espańa,4.60,2007-10-01
2007M10,Turismo Rural,La Rioja,22.80,2007-10-01
2007M10,Turismo Rural,Espańa,25.80,2007-10-01
2007M10,Apartamentos,La Rioja,24.90,2007-10-01
2007M10,Apartamentos,Espańa,77.30,2007-10-01
2007M11,Hoteles,La Rioja,18.20,2007-11-01
2007M11,Hoteles,Espańa,27.60,2007-11-01
2007M11,Camping,La Rioja,26.80,2007-11-01
2007M11,Camping,Espańa,53.80,2007-11-01
2007M11,Turismo Rural,La Rioja,26.80,2007-11-01
2007M11,Turismo Rural,Espańa,26.30,2007-11-01
2007M11,Apartamentos,La Rioja,2.60,2007-11-01
2007M11,Apartamentos,Espańa,0.80,2007-11-01
2007M12,Hoteles,La Rioja,19.50,2007-12-01
2007M12,Hoteles,Espańa,2.80,2007-12-01
2007M12,Camping,La Rioja,27.50,2007-12-01
2007M12,Camping,Espańa,65.90,2007-12-01
2007M12,Turismo Rural,La Rioja,29.10,2007-12-01
2007M12,Turismo Rural,Espańa,28.50,2007-12-01
2007M12,Apartamentos,La Rioja,35.20,2007-12-01
2007M12,Apartamentos,Espańa,79.40,2007-12-01
2008M01,Hoteles,La Rioja,17.20,2008-01-01
2008M01,Hoteles,Espańa,29.40,2008-01-01
2008M01,Camping,La Rioja,24.90,2008-01-01
2008M01,Camping,Espańa,81.60,2008-01-01
2008M01,Turismo Rural,La Rioja,21.30,2008-01-01
2008M01,Turismo Rural,Espańa,26.40,2008-01-01
2008M01,Apartamentos,La Rioja,31.60,2008-01-01
2008M01,Apartamentos,Espańa,92.90,2008-01-01
2008M02,Hoteles,La Rioja,16.50,2008-02-01
2008M02,Hoteles,Espańa,28.30,2008-02-01
2008M02,Camping,La Rioja,21.10,2008-02-01
2008M02,Camping,Espańa,66.30,2008-02-01
2008M02,Turismo Rural,La Rioja,17.50,2008-02-01
2008M02,Turismo Rural,Espańa,22.60,2008-02-01
2008M02,Apartamentos,La Rioja,23.90,2008-02-01
2008M02,Apartamentos,Espańa,84.90,2008-02-01
2008M03,Hoteles,La Rioja,1.90,2008-03-01
2008M03,Hoteles,Espańa,29.10,2008-03-01
2008M03,Camping,La Rioja,30.90,2008-03-01
2008M03,Camping,Espańa,46.60,2008-03-01
2008M03,Turismo Rural,La Rioja,3.10,2008-03-01
2008M03,Turismo Rural,Espańa,31.40,2008-03-01
2008M03,Apartamentos,La Rioja,30.70,2008-03-01
2008M03,Apartamentos,Espańa,79.70,2008-03-01
2008M04,Hoteles,La Rioja,16.60,2008-04-01
2008M04,Hoteles,Espańa,2.90,2008-04-01
2008M04,Camping,La Rioja,19.60,2008-04-01
2008M04,Camping,Espańa,40.40,2008-04-01
2008M04,Turismo Rural,La Rioja,18.50,2008-04-01
2008M04,Turismo Rural,Espańa,23.20,2008-04-01
2008M04,Apartamentos,La Rioja,20.80,2008-04-01
2008M04,Apartamentos,Espańa,74.10,2008-04-01
2008M05,Hoteles,La Rioja,16.40,2008-05-01
2008M05,Hoteles,Espańa,30.90,2008-05-01
2008M05,Camping,La Rioja,23.40,2008-05-01
2008M05,Camping,Espańa,41.40,2008-05-01
2008M05,Turismo Rural,La Rioja,31.10,2008-05-01
2008M05,Turismo Rural,Espańa,27.70,2008-05-01
2008M05,Apartamentos,La Rioja,26.70,2008-05-01
2008M05,Apartamentos,Espańa,70.20,2008-05-01
2008M06,Hoteles,La Rioja,16.70,2008-06-01
2008M06,Hoteles,Espańa,33.50,2008-06-01
2008M06,Camping,La Rioja,23.50,2008-06-01
2008M06,Camping,Espańa,39.60,2008-06-01
2008M06,Turismo Rural,La Rioja,22.60,2008-06-01
2008M06,Turismo Rural,Espańa,25.50,2008-06-01
2008M06,Apartamentos,La Rioja,25.50,2008-06-01
2008M06,Apartamentos,Espańa,7.70,2008-06-01
2008M07,Hoteles,La Rioja,18.20,2008-07-01
2008M07,Hoteles,Espańa,37.50,2008-07-01
2008M07,Camping,La Rioja,28.50,2008-07-01
2008M07,Camping,Espańa,51.20,2008-07-01
2008M07,Turismo Rural,La Rioja,25.10,2008-07-01
2008M07,Turismo Rural,Espańa,3.60,2008-07-01
2008M07,Apartamentos,La Rioja,3.40,2008-07-01
2008M07,Apartamentos,Espańa,8.90,2008-07-01
2008M08,Hoteles,La Rioja,18.10,2008-08-01
2008M08,Hoteles,Espańa,38.10,2008-08-01
2008M08,Camping,La Rioja,44.50,2008-08-01
2008M08,Camping,Espańa,52.60,2008-08-01
2008M08,Turismo Rural,La Rioja,4.40,2008-08-01
2008M08,Turismo Rural,Espańa,47.30,2008-08-01
2008M08,Apartamentos,La Rioja,54.20,2008-08-01
2008M08,Apartamentos,Espańa,90.30,2008-08-01
2008M09,Hoteles,La Rioja,17.20,2008-09-01
2008M09,Hoteles,Espańa,35.10,2008-09-01
2008M09,Camping,La Rioja,21.80,2008-09-01
2008M09,Camping,Espańa,46.20,2008-09-01
2008M09,Turismo Rural,La Rioja,23.90,2008-09-01
2008M09,Turismo Rural,Espańa,28.40,2008-09-01
2008M09,Apartamentos,La Rioja,23.40,2008-09-01
2008M09,Apartamentos,Espańa,8.20,2008-09-01
2008M10,Hoteles,La Rioja,17.40,2008-10-01
2008M10,Hoteles,Espańa,31.60,2008-10-01
2008M10,Camping,La Rioja,22.40,2008-10-01
2008M10,Camping,Espańa,49.60,2008-10-01
2008M10,Turismo Rural,La Rioja,21.10,2008-10-01
2008M10,Turismo Rural,Espańa,23.30,2008-10-01
2008M10,Apartamentos,La Rioja,20.80,2008-10-01
2008M10,Apartamentos,Espańa,79.70,2008-10-01
2008M11,Hoteles,La Rioja,17.80,2008-11-01
2008M11,Hoteles,Espańa,28.10,2008-11-01
2008M11,Camping,La Rioja,21.20,2008-11-01
2008M11,Camping,Espańa,60.60,2008-11-01
2008M11,Turismo Rural,La Rioja,2.10,2008-11-01
2008M11,Turismo Rural,Espańa,21.90,2008-11-01
2008M11,Apartamentos,La Rioja,18.70,2008-11-01
2008M11,Apartamentos,Espańa,82.80,2008-11-01
2008M12,Hoteles,La Rioja,17.40,2008-12-01
2008M12,Hoteles,Espańa,27.60,2008-12-01
2008M12,Camping,La Rioja,22.60,2008-12-01
2008M12,Camping,Espańa,68.20,2008-12-01
2008M12,Turismo Rural,La Rioja,29.50,2008-12-01
2008M12,Turismo Rural,Espańa,26.40,2008-12-01
2008M12,Apartamentos,La Rioja,26.50,2008-12-01
2008M12,Apartamentos,Espańa,81.90,2008-12-01
2009M01,Hoteles,La Rioja,16.90,2009-01-01
2009M01,Hoteles,Espańa,30.10,2009-01-01
2009M01,Camping,La Rioja,2.40,2009-01-01
2009M01,Camping,Espańa,85.70,2009-01-01
2009M01,Turismo Rural,La Rioja,31.80,2009-01-01
2009M01,Turismo Rural,Espańa,29.60,2009-01-01
2009M01,Apartamentos,La Rioja,27.10,2009-01-01
2009M01,Apartamentos,Espańa,93.80,2009-01-01
2009M02,Hoteles,La Rioja,16.80,2009-02-01
2009M02,Hoteles,Espańa,28.20,2009-02-01
2009M02,Camping,La Rioja,20.90,2009-02-01
2009M02,Camping,Espańa,72.60,2009-02-01
2009M02,Turismo Rural,La Rioja,20.50,2009-02-01
2009M02,Turismo Rural,Espańa,22.10,2009-02-01
2009M02,Apartamentos,La Rioja,20.20,2009-02-01
2009M02,Apartamentos,Espańa,82.50,2009-02-01
2009M03,Hoteles,La Rioja,17.40,2009-03-01
2009M03,Hoteles,Espańa,29.30,2009-03-01
2009M03,Camping,La Rioja,2.10,2009-03-01
2009M03,Camping,Espańa,52.30,2009-03-01
2009M03,Turismo Rural,La Rioja,22.90,2009-03-01
2009M03,Turismo Rural,Espańa,2.40,2009-03-01
2009M03,Apartamentos,La Rioja,2.10,2009-03-01
2009M03,Apartamentos,Espańa,84.60,2009-03-01
2009M04,Hoteles,La Rioja,18.20,2009-04-01
2009M04,Hoteles,Espańa,29.90,2009-04-01
2009M04,Camping,La Rioja,28.20,2009-04-01
2009M04,Camping,Espańa,3.80,2009-04-01
2009M04,Turismo Rural,La Rioja,28.40,2009-04-01
2009M04,Turismo Rural,Espańa,28.40,2009-04-01
2009M04,Apartamentos,La Rioja,28.20,2009-04-01
2009M04,Apartamentos,Espańa,6.90,2009-04-01
2009M05,Hoteles,La Rioja,16.50,2009-05-01
2009M05,Hoteles,Espańa,30.70,2009-05-01
2009M05,Camping,La Rioja,20.90,2009-05-01
2009M05,Camping,Espańa,39.30,2009-05-01
2009M05,Turismo Rural,La Rioja,20.40,2009-05-01
2009M05,Turismo Rural,Espańa,24.10,2009-05-01
2009M05,Apartamentos,La Rioja,20.40,2009-05-01
2009M05,Apartamentos,Espańa,64.10,2009-05-01
2009M06,Hoteles,La Rioja,17.60,2009-06-01
2009M06,Hoteles,Espańa,34.20,2009-06-01
2009M06,Camping,La Rioja,22.20,2009-06-01
2009M06,Camping,Espańa,40.70,2009-06-01
2009M06,Turismo Rural,La Rioja,21.70,2009-06-01
2009M06,Turismo Rural,Espańa,25.30,2009-06-01
2009M06,Apartamentos,La Rioja,21.90,2009-06-01
2009M06,Apartamentos,Espańa,69.30,2009-06-01
2009M07,Hoteles,La Rioja,18.30,2009-07-01
2009M07,Hoteles,Espańa,37.60,2009-07-01
2009M07,Camping,La Rioja,27.10,2009-07-01
2009M07,Camping,Espańa,4.90,2009-07-01
2009M07,Turismo Rural,La Rioja,2.30,2009-07-01
2009M07,Turismo Rural,Espańa,33.20,2009-07-01
2009M07,Apartamentos,La Rioja,30.90,2009-07-01
2009M07,Apartamentos,Espańa,81.80,2009-07-01
2009M08,Hoteles,La Rioja,19.20,2009-08-01
2009M08,Hoteles,Espańa,38.40,2009-08-01
2009M08,Camping,La Rioja,47.10,2009-08-01
2009M08,Camping,Espańa,53.50,2009-08-01
2009M08,Turismo Rural,La Rioja,36.10,2009-08-01
2009M08,Turismo Rural,Espańa,46.60,2009-08-01
2009M08,Apartamentos,La Rioja,40.80,2009-08-01
2009M08,Apartamentos,Espańa,8.40,2009-08-01
2009M09,Hoteles,La Rioja,18.20,2009-09-01
2009M09,Hoteles,Espańa,3.50,2009-09-01
2009M09,Camping,La Rioja,20.60,2009-09-01
2009M09,Camping,Espańa,4.80,2009-09-01
2009M09,Turismo Rural,La Rioja,22.50,2009-09-01
2009M09,Turismo Rural,Espańa,27.20,2009-09-01
2009M09,Apartamentos,La Rioja,25.80,2009-09-01
2009M09,Apartamentos,Espańa,75.10,2009-09-01
2009M10,Hoteles,La Rioja,18.50,2009-10-01
2009M10,Hoteles,Espańa,3.10,2009-10-01
2009M10,Camping,La Rioja,2.20,2009-10-01
2009M10,Camping,Espańa,45.20,2009-10-01
2009M10,Turismo Rural,La Rioja,23.70,2009-10-01
2009M10,Turismo Rural,Espańa,24.60,2009-10-01
2009M10,Apartamentos,La Rioja,22.80,2009-10-01
2009M10,Apartamentos,Espańa,70.70,2009-10-01
2009M11,Hoteles,La Rioja,18.60,2009-11-01
2009M11,Hoteles,Espańa,28.10,2009-11-01
2009M11,Camping,La Rioja,20.80,2009-11-01
2009M11,Camping,Espańa,64.70,2009-11-01
2009M11,Turismo Rural,La Rioja,20.10,2009-11-01
2009M11,Turismo Rural,Espańa,21.80,2009-11-01
2009M11,Apartamentos,La Rioja,20.20,2009-11-01
2009M11,Apartamentos,Espańa,80.90,2009-11-01
2009M12,Hoteles,La Rioja,18.50,2009-12-01
2009M12,Hoteles,Espańa,27.10,2009-12-01
2009M12,Camping,La Rioja,23.70,2009-12-01
2009M12,Camping,Espańa,74.20,2009-12-01
2009M12,Turismo Rural,La Rioja,27.80,2009-12-01
2009M12,Turismo Rural,Espańa,26.80,2009-12-01
2009M12,Apartamentos,La Rioja,27.20,2009-12-01
2009M12,Apartamentos,Espańa,74.30,2009-12-01
2010M01,Hoteles,La Rioja,16.70,2010-01-01
2010M01,Hoteles,Espańa,0.30,2010-01-01
2010M01,Camping,La Rioja,23.70,2010-01-01
2010M01,Camping,Espańa,89.40,2010-01-01
2010M01,Turismo Rural,La Rioja,24.90,2010-01-01
2010M01,Turismo Rural,Espańa,27.80,2010-01-01
2010M01,Apartamentos,La Rioja,28.70,2010-01-01
2010M01,Apartamentos,Espańa,84.40,2010-01-01
2010M02,Hoteles,La Rioja,16.20,2010-02-01
2010M02,Hoteles,Espańa,28.40,2010-02-01
2010M02,Camping,La Rioja,20.90,2010-02-01
2010M02,Camping,Espańa,79.60,2010-02-01
2010M02,Turismo Rural,La Rioja,19.20,2010-02-01
2010M02,Turismo Rural,Espańa,22.40,2010-02-01
2010M02,Apartamentos,La Rioja,19.90,2010-02-01
2010M02,Apartamentos,Espańa,7.80,2010-02-01
2010M03,Hoteles,La Rioja,17.90,2010-03-01
2010M03,Hoteles,Espańa,29.40,2010-03-01
2010M03,Camping,La Rioja,19.60,2010-03-01
2010M03,Camping,Espańa,50.30,2010-03-01
2010M03,Turismo Rural,La Rioja,20.80,2010-03-01
2010M03,Turismo Rural,Espańa,23.10,2010-03-01
2010M03,Apartamentos,La Rioja,22.30,2010-03-01
2010M03,Apartamentos,Espańa,75.60,2010-03-01
2010M04,Hoteles,La Rioja,17.70,2010-04-01
2010M04,Hoteles,Espańa,29.20,2010-04-01
2010M04,Camping,La Rioja,29.90,2010-04-01
2010M04,Camping,Espańa,40.20,2010-04-01
2010M04,Turismo Rural,La Rioja,28.10,2010-04-01
2010M04,Turismo Rural,Espańa,28.70,2010-04-01
2010M04,Apartamentos,La Rioja,31.80,2010-04-01
2010M04,Apartamentos,Espańa,59.90,2010-04-01
2010M05,Hoteles,La Rioja,16.30,2010-05-01
2010M05,Hoteles,Espańa,30.70,2010-05-01
2010M05,Camping,La Rioja,20.40,2010-05-01
2010M05,Camping,Espańa,40.80,2010-05-01
2010M05,Turismo Rural,La Rioja,21.60,2010-05-01
2010M05,Turismo Rural,Espańa,21.70,2010-05-01
2010M05,Apartamentos,La Rioja,21.40,2010-05-01
2010M05,Apartamentos,Espańa,60.60,2010-05-01
2010M06,Hoteles,La Rioja,17.40,2010-06-01
2010M06,Hoteles,Espańa,33.80,2010-06-01
2010M06,Camping,La Rioja,24.10,2010-06-01
2010M06,Camping,Espańa,42.40,2010-06-01
2010M06,Turismo Rural,La Rioja,19.90,2010-06-01
2010M06,Turismo Rural,Espańa,24.20,2010-06-01
2010M06,Apartamentos,La Rioja,25.90,2010-06-01
