Municipio,Tipo de establecimiento,Indicador,Periodo,DATA
LA RIOJA,Hoteles,Establecimientos,2009,63
LA RIOJA,Hoteles,Establecimientos,2010,63
LA RIOJA,Hoteles,Establecimientos,2011,63
LA RIOJA,Hoteles,Establecimientos,2012,66
LA RIOJA,Hoteles,Establecimientos,2013,70
LA RIOJA,Hoteles,Establecimientos,2014,67
LA RIOJA,Hoteles,Establecimientos,2015,70
LA RIOJA,Hoteles,Establecimientos,2016,73
LA RIOJA,Hoteles,Establecimientos,2017,73
LA RIOJA,Hoteles,Establecimientos,2018,74
LA RIOJA,Hoteles,Establecimientos,2019,76
LA RIOJA,Hoteles,Establecimientos,2020,75
LA RIOJA,Hoteles,Establecimientos,2021,77
LA RIOJA,Hoteles,Establecimientos,2022,83
LA RIOJA,Hoteles,Establecimientos,2023,78
LA RIOJA,Hoteles,Establecimientos,2024,79
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2009,2509
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2010,2505
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2011,2505
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2012,2562
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2013,2549
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2014,2630
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2015,2649
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2016,2693
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2017,2693
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2018,2741
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2019,2783
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2020,2731
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2021,2573
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2022,2912
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2023,2673
LA RIOJA,Hoteles,Habitaciones/Apartamentos,2024,2693
LA RIOJA,Hoteles,Plazas,2009,4613
LA RIOJA,Hoteles,Plazas,2010,4583
LA RIOJA,Hoteles,Plazas,2011,4583
LA RIOJA,Hoteles,Plazas,2012,4706
LA RIOJA,Hoteles,Plazas,2013,4713
LA RIOJA,Hoteles,Plazas,2014,4644
LA RIOJA,Hoteles,Plazas,2015,4706
LA RIOJA,Hoteles,Plazas,2016,4790
LA RIOJA,Hoteles,Plazas,2017,4790
LA RIOJA,Hoteles,Plazas,2018,4885
LA RIOJA,Hoteles,Plazas,2019,4964
LA RIOJA,Hoteles,Plazas,2020,4873
LA RIOJA,Hoteles,Plazas,2021,4784
LA RIOJA,Hoteles,Plazas,2022,5179
LA RIOJA,Hoteles,Plazas,2023,4936
LA RIOJA,Hoteles,Plazas,2024,4998
LA RIOJA,Hostales,Establecimientos,2009,44
LA RIOJA,Hostales,Establecimientos,2010,43
LA RIOJA,Hostales,Establecimientos,2011,43
LA RIOJA,Hostales,Establecimientos,2012,42
LA RIOJA,Hostales,Establecimientos,2013,41
LA RIOJA,Hostales,Establecimientos,2014,40
LA RIOJA,Hostales,Establecimientos,2015,40
LA RIOJA,Hostales,Establecimientos,2016,39
LA RIOJA,Hostales,Establecimientos,2017,40
LA RIOJA,Hostales,Establecimientos,2018,40
LA RIOJA,Hostales,Establecimientos,2019,39
LA RIOJA,Hostales,Establecimientos,2020,39
LA RIOJA,Hostales,Establecimientos,2021,37
LA RIOJA,Hostales,Establecimientos,2022,36
LA RIOJA,Hostales,Establecimientos,2023,35
LA RIOJA,Hostales,Establecimientos,2024,36
LA RIOJA,Hostales,Habitaciones/Apartamentos,2009,612
LA RIOJA,Hostales,Habitaciones/Apartamentos,2010,587
LA RIOJA,Hostales,Habitaciones/Apartamentos,2011,587
LA RIOJA,Hostales,Habitaciones/Apartamentos,2012,572
LA RIOJA,Hostales,Habitaciones/Apartamentos,2013,556
LA RIOJA,Hostales,Habitaciones/Apartamentos,2014,538
LA RIOJA,Hostales,Habitaciones/Apartamentos,2015,537
LA RIOJA,Hostales,Habitaciones/Apartamentos,2016,513
LA RIOJA,Hostales,Habitaciones/Apartamentos,2017,524
LA RIOJA,Hostales,Habitaciones/Apartamentos,2018,529
LA RIOJA,Hostales,Habitaciones/Apartamentos,2019,521
LA RIOJA,Hostales,Habitaciones/Apartamentos,2020,524
LA RIOJA,Hostales,Habitaciones/Apartamentos,2021,505
LA RIOJA,Hostales,Habitaciones/Apartamentos,2022,494
LA RIOJA,Hostales,Habitaciones/Apartamentos,2023,489
LA RIOJA,Hostales,Habitaciones/Apartamentos,2024,508
LA RIOJA,Hostales,Plazas,2009,1078
LA RIOJA,Hostales,Plazas,2010,1031
LA RIOJA,Hostales,Plazas,2011,1031
LA RIOJA,Hostales,Plazas,2012,1007
LA RIOJA,Hostales,Plazas,2013,981
LA RIOJA,Hostales,Plazas,2014,953
LA RIOJA,Hostales,Plazas,2015,954
LA RIOJA,Hostales,Plazas,2016,908
LA RIOJA,Hostales,Plazas,2017,930
LA RIOJA,Hostales,Plazas,2018,939
LA RIOJA,Hostales,Plazas,2019,924
LA RIOJA,Hostales,Plazas,2020,929
LA RIOJA,Hostales,Plazas,2021,893
LA RIOJA,Hostales,Plazas,2022,872
LA RIOJA,Hostales,Plazas,2023,862
LA RIOJA,Hostales,Plazas,2024,896
LA RIOJA,Pensiones,Establecimientos,2009,49
LA RIOJA,Pensiones,Establecimientos,2010,53
LA RIOJA,Pensiones,Establecimientos,2011,53
LA RIOJA,Pensiones,Establecimientos,2012,55
LA RIOJA,Pensiones,Establecimientos,2013,55
LA RIOJA,Pensiones,Establecimientos,2014,53
LA RIOJA,Pensiones,Establecimientos,2015,55
LA RIOJA,Pensiones,Establecimientos,2016,60
LA RIOJA,Pensiones,Establecimientos,2017,62
LA RIOJA,Pensiones,Establecimientos,2018,65
LA RIOJA,Pensiones,Establecimientos,2019,70
LA RIOJA,Pensiones,Establecimientos,2020,70
LA RIOJA,Pensiones,Establecimientos,2021,72
LA RIOJA,Pensiones,Establecimientos,2022,74
LA RIOJA,Pensiones,Establecimientos,2023,73
LA RIOJA,Pensiones,Establecimientos,2024,71
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2009,377
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2010,395
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2011,395
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2012,406
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2013,393
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2014,368
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2015,374
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2016,402
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2017,410
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2018,419
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2019,454
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2020,451
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2021,470
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2022,492
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2023,465
LA RIOJA,Pensiones,Habitaciones/Apartamentos,2024,455
LA RIOJA,Pensiones,Plazas,2009,643
LA RIOJA,Pensiones,Plazas,2010,676
LA RIOJA,Pensiones,Plazas,2011,676
LA RIOJA,Pensiones,Plazas,2012,699
LA RIOJA,Pensiones,Plazas,2013,682
LA RIOJA,Pensiones,Plazas,2014,646
LA RIOJA,Pensiones,Plazas,2015,653
LA RIOJA,Pensiones,Plazas,2016,706
LA RIOJA,Pensiones,Plazas,2017,722
LA RIOJA,Pensiones,Plazas,2018,741
LA RIOJA,Pensiones,Plazas,2019,806
LA RIOJA,Pensiones,Plazas,2020,802
LA RIOJA,Pensiones,Plazas,2021,836
LA RIOJA,Pensiones,Plazas,2022,866
LA RIOJA,Pensiones,Plazas,2023,821
LA RIOJA,Pensiones,Plazas,2024,799
LA RIOJA,Casas rurales,Establecimientos,2009,107
LA RIOJA,Casas rurales,Establecimientos,2010,112
LA RIOJA,Casas rurales,Establecimientos,2011,112
LA RIOJA,Casas rurales,Establecimientos,2012,124
LA RIOJA,Casas rurales,Establecimientos,2013,130
LA RIOJA,Casas rurales,Establecimientos,2014,130
LA RIOJA,Casas rurales,Establecimientos,2015,128
LA RIOJA,Casas rurales,Establecimientos,2016,129
LA RIOJA,Casas rurales,Establecimientos,2017,132
LA RIOJA,Casas rurales,Establecimientos,2018,133
LA RIOJA,Casas rurales,Establecimientos,2019,132
LA RIOJA,Casas rurales,Establecimientos,2020,130
LA RIOJA,Casas rurales,Establecimientos,2021,128
LA RIOJA,Casas rurales,Establecimientos,2022,130
LA RIOJA,Casas rurales,Establecimientos,2023,129
LA RIOJA,Casas rurales,Establecimientos,2024,130
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2009,507
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2010,537
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2011,537
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2012,588
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2013,606
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2014,609
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2015,604
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2016,613
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2017,640
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2018,641
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2019,644
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2020,668
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2021,647
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2022,698
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2023,693
LA RIOJA,Casas rurales,Habitaciones/Apartamentos,2024,697
LA RIOJA,Casas rurales,Plazas,2009,990
LA RIOJA,Casas rurales,Plazas,2010,1047
LA RIOJA,Casas rurales,Plazas,2011,1047
LA RIOJA,Casas rurales,Plazas,2012,1146
LA RIOJA,Casas rurales,Plazas,2013,1181
LA RIOJA,Casas rurales,Plazas,2014,1185
LA RIOJA,Casas rurales,Plazas,2015,1161
LA RIOJA,Casas rurales,Plazas,2016,1172
LA RIOJA,Casas rurales,Plazas,2017,1199
LA RIOJA,Casas rurales,Plazas,2018,1199
LA RIOJA,Casas rurales,Plazas,2019,1192
LA RIOJA,Casas rurales,Plazas,2020,1222
LA RIOJA,Casas rurales,Plazas,2021,1237
LA RIOJA,Casas rurales,Plazas,2022,1223
LA RIOJA,Casas rurales,Plazas,2023,1224
LA RIOJA,Casas rurales,Plazas,2024,1232
LA RIOJA,Apartamentos,Establecimientos,2009,37
LA RIOJA,Apartamentos,Establecimientos,2010,44
LA RIOJA,Apartamentos,Establecimientos,2011,44
LA RIOJA,Apartamentos,Establecimientos,2012,50
LA RIOJA,Apartamentos,Establecimientos,2013,62
LA RIOJA,Apartamentos,Establecimientos,2014,80
LA RIOJA,Apartamentos,Establecimientos,2015,83
LA RIOJA,Apartamentos,Establecimientos,2016,99
LA RIOJA,Apartamentos,Establecimientos,2017,102
LA RIOJA,Apartamentos,Establecimientos,2018,40
LA RIOJA,Apartamentos,Establecimientos,2019,48
LA RIOJA,Apartamentos,Establecimientos,2020,57
LA RIOJA,Apartamentos,Establecimientos,2021,64
LA RIOJA,Apartamentos,Establecimientos,2022,70
LA RIOJA,Apartamentos,Establecimientos,2023,77
LA RIOJA,Apartamentos,Establecimientos,2024,79
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2009,144
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2010,154
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2011,154
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2012,198
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2013,233
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2014,286
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2015,298
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2016,323
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2017,344
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2018,269
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2019,318
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2020,376
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2021,418
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2022,445
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2023,530
LA RIOJA,Apartamentos,Habitaciones/Apartamentos,2024,542
LA RIOJA,Apartamentos,Plazas,2009,637
LA RIOJA,Apartamentos,Plazas,2010,717
LA RIOJA,Apartamentos,Plazas,2011,717
LA RIOJA,Apartamentos,Plazas,2012,885
LA RIOJA,Apartamentos,Plazas,2013,1051
LA RIOJA,Apartamentos,Plazas,2014,1254
LA RIOJA,Apartamentos,Plazas,2015,1309
LA RIOJA,Apartamentos,Plazas,2016,1474
LA RIOJA,Apartamentos,Plazas,2017,1534
LA RIOJA,Apartamentos,Plazas,2018,1085
LA RIOJA,Apartamentos,Plazas,2019,1315
LA RIOJA,Apartamentos,Plazas,2020,1583
LA RIOJA,Apartamentos,Plazas,2021,1761
LA RIOJA,Apartamentos,Plazas,2022,1880
LA RIOJA,Apartamentos,Plazas,2023,2192
LA RIOJA,Apartamentos,Plazas,2024,2268
LA RIOJA,Viviendas de uso turístico,Establecimientos,2009,
LA RIOJA,Viviendas de uso turístico,Establecimientos,2010,
LA RIOJA,Viviendas de uso turístico,Establecimientos,2011,
LA RIOJA,Viviendas de uso turístico,Establecimientos,2012,
LA RIOJA,Viviendas de uso turístico,Establecimientos,2013,
LA RIOJA,Viviendas de uso turístico,Establecimientos,2014,
LA RIOJA,Viviendas de uso turístico,Establecimientos,2015,
LA RIOJA,Viviendas de uso turístico,Establecimientos,2016,
LA RIOJA,Viviendas de uso turístico,Establecimientos,2017,
LA RIOJA,Viviendas de uso turístico,Establecimientos,2018,480
LA RIOJA,Viviendas de uso turístico,Establecimientos,2019,796
LA RIOJA,Viviendas de uso turístico,Establecimientos,2020,1042
LA RIOJA,Viviendas de uso turístico,Establecimientos,2021,1072
LA RIOJA,Viviendas de uso turístico,Establecimientos,2022,1094
LA RIOJA,Viviendas de uso turístico,Establecimientos,2023,1272
LA RIOJA,Viviendas de uso turístico,Establecimientos,2024,1354
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2009,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2010,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2011,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2012,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2013,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2014,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2015,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2016,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2017,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2018,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2019,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2020,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2021,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2022,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2023,
LA RIOJA,Viviendas de uso turístico,Habitaciones/Apartamentos,2024,
LA RIOJA,Viviendas de uso turístico,Plazas,2009,
LA RIOJA,Viviendas de uso turístico,Plazas,2010,
LA RIOJA,Viviendas de uso turístico,Plazas,2011,
LA RIOJA,Viviendas de uso turístico,Plazas,2012,
LA RIOJA,Viviendas de uso turístico,Plazas,2013,
LA RIOJA,Viviendas de uso turístico,Plazas,2014,
LA RIOJA,Viviendas de uso turístico,Plazas,2015,
LA RIOJA,Viviendas de uso turístico,Plazas,2016,
LA RIOJA,Viviendas de uso turístico,Plazas,2017,
LA RIOJA,Viviendas de uso turístico,Plazas,2018,
LA RIOJA,Viviendas de uso turístico,Plazas,2019,
LA RIOJA,Viviendas de uso turístico,Plazas,2020,
LA RIOJA,Viviendas de uso turístico,Plazas,2021,
LA RIOJA,Viviendas de uso turístico,Plazas,2022,
LA RIOJA,Viviendas de uso turístico,Plazas,2023,
LA RIOJA,Viviendas de uso turístico,Plazas,2024,
LA RIOJA,Albergues turísticos,Establecimientos,2009,5
LA RIOJA,Albergues turísticos,Establecimientos,2010,7
LA RIOJA,Albergues turísticos,Establecimientos,2011,7
LA RIOJA,Albergues turísticos,Establecimientos,2012,7
LA RIOJA,Albergues turísticos,Establecimientos,2013,9
LA RIOJA,Albergues turísticos,Establecimientos,2014,10
LA RIOJA,Albergues turísticos,Establecimientos,2015,12
LA RIOJA,Albergues turísticos,Establecimientos,2016,12
LA RIOJA,Albergues turísticos,Establecimientos,2017,13
LA RIOJA,Albergues turísticos,Establecimientos,2018,15
LA RIOJA,Albergues turísticos,Establecimientos,2019,17
LA RIOJA,Albergues turísticos,Establecimientos,2020,22
LA RIOJA,Albergues turísticos,Establecimientos,2021,24
LA RIOJA,Albergues turísticos,Establecimientos,2022,26
LA RIOJA,Albergues turísticos,Establecimientos,2023,29
LA RIOJA,Albergues turísticos,Establecimientos,2024,30
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2009,74
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2010,83
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2011,83
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2012,83
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2013,103
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2014,106
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2015,118
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2016,118
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2017,118
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2018,146
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2019,145
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2020,185
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2021,185
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2022,206
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2023,191
LA RIOJA,Albergues turísticos,Habitaciones/Apartamentos,2024,196
LA RIOJA,Albergues turísticos,Plazas,2009,278
LA RIOJA,Albergues turísticos,Plazas,2010,380
LA RIOJA,Albergues turísticos,Plazas,2011,380
LA RIOJA,Albergues turísticos,Plazas,2012,380
LA RIOJA,Albergues turísticos,Plazas,2013,477
LA RIOJA,Albergues turísticos,Plazas,2014,504
LA RIOJA,Albergues turísticos,Plazas,2015,548
LA RIOJA,Albergues turísticos,Plazas,2016,548
LA RIOJA,Albergues turísticos,Plazas,2017,623
LA RIOJA,Albergues turísticos,Plazas,2018,710
LA RIOJA,Albergues turísticos,Plazas,2019,743
LA RIOJA,Albergues turísticos,Plazas,2020,871
LA RIOJA,Albergues turísticos,Plazas,2021,897
LA RIOJA,Albergues turísticos,Plazas,2022,937
LA RIOJA,Albergues turísticos,Plazas,2023,897
LA RIOJA,Albergues turísticos,Plazas,2024,920
LA RIOJA,Campings,Establecimientos,2009,9
LA RIOJA,Campings,Establecimientos,2010,9
LA RIOJA,Campings,Establecimientos,2011,9
LA RIOJA,Campings,Establecimientos,2012,9
LA RIOJA,Campings,Establecimientos,2013,9
LA RIOJA,Campings,Establecimientos,2014,9
LA RIOJA,Campings,Establecimientos,2015,9
LA RIOJA,Campings,Establecimientos,2016,9
LA RIOJA,Campings,Establecimientos,2017,9
LA RIOJA,Campings,Establecimientos,2018,9
LA RIOJA,Campings,Establecimientos,2019,9
LA RIOJA,Campings,Establecimientos,2020,8
LA RIOJA,Campings,Establecimientos,2021,8
LA RIOJA,Campings,Establecimientos,2022,8
LA RIOJA,Campings,Establecimientos,2023,8
LA RIOJA,Campings,Establecimientos,2024,8
LA RIOJA,Campings,Habitaciones/Apartamentos,2009,
LA RIOJA,Campings,Habitaciones/Apartamentos,2010,
LA RIOJA,Campings,Habitaciones/Apartamentos,2011,
LA RIOJA,Campings,Habitaciones/Apartamentos,2012,
LA RIOJA,Campings,Habitaciones/Apartamentos,2013,
LA RIOJA,Campings,Habitaciones/Apartamentos,2014,
LA RIOJA,Campings,Habitaciones/Apartamentos,2015,
LA RIOJA,Campings,Habitaciones/Apartamentos,2016,
LA RIOJA,Campings,Habitaciones/Apartamentos,2017,
LA RIOJA,Campings,Habitaciones/Apartamentos,2018,
LA RIOJA,Campings,Habitaciones/Apartamentos,2019,
LA RIOJA,Campings,Habitaciones/Apartamentos,2020,
LA RIOJA,Campings,Habitaciones/Apartamentos,2021,
LA RIOJA,Campings,Habitaciones/Apartamentos,2022,
LA RIOJA,Campings,Habitaciones/Apartamentos,2023,
LA RIOJA,Campings,Habitaciones/Apartamentos,2024,
LA RIOJA,Campings,Plazas,2009,6252
LA RIOJA,Campings,Plazas,2010,6252
LA RIOJA,Campings,Plazas,2011,6252
LA RIOJA,Campings,Plazas,2012,6252
LA RIOJA,Campings,Plazas,2013,6252
LA RIOJA,Campings,Plazas,2014,6640
LA RIOJA,Campings,Plazas,2015,6676
LA RIOJA,Campings,Plazas,2016,7980
LA RIOJA,Campings,Plazas,2017,7980
LA RIOJA,Campings,Plazas,2018,7928
LA RIOJA,Campings,Plazas,2019,8087
LA RIOJA,Campings,Plazas,2020,7995
LA RIOJA,Campings,Plazas,2021,7995
LA RIOJA,Campings,Plazas,2022,7995
LA RIOJA,Campings,Plazas,2023,7995
LA RIOJA,Campings,Plazas,2024,7995
Ábalos,Hoteles,Establecimientos,2009,2
Ábalos,Hoteles,Establecimientos,2010,2
Ábalos,Hoteles,Establecimientos,2011,2
Ábalos,Hoteles,Establecimientos,2012,2
Ábalos,Hoteles,Establecimientos,2013,2
Ábalos,Hoteles,Establecimientos,2014,2
Ábalos,Hoteles,Establecimientos,2015,2
Ábalos,Hoteles,Establecimientos,2016,2
Ábalos,Hoteles,Establecimientos,2017,2
Ábalos,Hoteles,Establecimientos,2018,2
Ábalos,Hoteles,Establecimientos,2019,2
Ábalos,Hoteles,Establecimientos,2020,2
Ábalos,Hoteles,Establecimientos,2021,2
Ábalos,Hoteles,Establecimientos,2022,2
Ábalos,Hoteles,Establecimientos,2023,2
Ábalos,Hoteles,Establecimientos,2024,2
Ábalos,Hoteles,Habitaciones/Apartamentos,2009,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2010,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2011,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2012,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2013,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2014,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2015,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2016,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2017,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2018,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2019,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2020,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2021,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2022,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2023,18
Ábalos,Hoteles,Habitaciones/Apartamentos,2024,18
Ábalos,Hoteles,Plazas,2009,35
Ábalos,Hoteles,Plazas,2010,35
Ábalos,Hoteles,Plazas,2011,35
Ábalos,Hoteles,Plazas,2012,35
Ábalos,Hoteles,Plazas,2013,35
Ábalos,Hoteles,Plazas,2014,35
Ábalos,Hoteles,Plazas,2015,35
Ábalos,Hoteles,Plazas,2016,35
Ábalos,Hoteles,Plazas,2017,35
Ábalos,Hoteles,Plazas,2018,35
Ábalos,Hoteles,Plazas,2019,35
Ábalos,Hoteles,Plazas,2020,35
Ábalos,Hoteles,Plazas,2021,35
Ábalos,Hoteles,Plazas,2022,35
Ábalos,Hoteles,Plazas,2023,35
Ábalos,Hoteles,Plazas,2024,35
Ábalos,Hostales,Establecimientos,2009,
Ábalos,Hostales,Establecimientos,2010,1
Ábalos,Hostales,Establecimientos,2011,1
Ábalos,Hostales,Establecimientos,2012,1
Ábalos,Hostales,Establecimientos,2013,1
Ábalos,Hostales,Establecimientos,2014,1
Ábalos,Hostales,Establecimientos,2015,1
Ábalos,Hostales,Establecimientos,2016,1
Ábalos,Hostales,Establecimientos,2017,1
Ábalos,Hostales,Establecimientos,2018,1
Ábalos,Hostales,Establecimientos,2019,1
Ábalos,Hostales,Establecimientos,2020,1
Ábalos,Hostales,Establecimientos,2021,1
Ábalos,Hostales,Establecimientos,2022,1
Ábalos,Hostales,Establecimientos,2023,
Ábalos,Hostales,Establecimientos,2024,
Ábalos,Hostales,Habitaciones/Apartamentos,2009,
Ábalos,Hostales,Habitaciones/Apartamentos,2010,5
Ábalos,Hostales,Habitaciones/Apartamentos,2011,5
Ábalos,Hostales,Habitaciones/Apartamentos,2012,5
Ábalos,Hostales,Habitaciones/Apartamentos,2013,5
Ábalos,Hostales,Habitaciones/Apartamentos,2014,5
Ábalos,Hostales,Habitaciones/Apartamentos,2015,5
Ábalos,Hostales,Habitaciones/Apartamentos,2016,5
Ábalos,Hostales,Habitaciones/Apartamentos,2017,5
Ábalos,Hostales,Habitaciones/Apartamentos,2018,5
Ábalos,Hostales,Habitaciones/Apartamentos,2019,5
Ábalos,Hostales,Habitaciones/Apartamentos,2020,5
Ábalos,Hostales,Habitaciones/Apartamentos,2021,5
Ábalos,Hostales,Habitaciones/Apartamentos,2022,5
Ábalos,Hostales,Habitaciones/Apartamentos,2023,
Ábalos,Hostales,Habitaciones/Apartamentos,2024,
Ábalos,Hostales,Plazas,2009,
Ábalos,Hostales,Plazas,2010,10
Ábalos,Hostales,Plazas,2011,10
Ábalos,Hostales,Plazas,2012,10
Ábalos,Hostales,Plazas,2013,10
Ábalos,Hostales,Plazas,2014,10
Ábalos,Hostales,Plazas,2015,10
Ábalos,Hostales,Plazas,2016,10
Ábalos,Hostales,Plazas,2017,10
Ábalos,Hostales,Plazas,2018,10
Ábalos,Hostales,Plazas,2019,10
Ábalos,Hostales,Plazas,2020,10
Ábalos,Hostales,Plazas,2021,10
Ábalos,Hostales,Plazas,2022,10
Ábalos,Hostales,Plazas,2023,
Ábalos,Hostales,Plazas,2024,
Ábalos,Pensiones,Establecimientos,2009,
Ábalos,Pensiones,Establecimientos,2010,
Ábalos,Pensiones,Establecimientos,2011,
Ábalos,Pensiones,Establecimientos,2012,
Ábalos,Pensiones,Establecimientos,2013,
Ábalos,Pensiones,Establecimientos,2014,
Ábalos,Pensiones,Establecimientos,2015,
Ábalos,Pensiones,Establecimientos,2016,
Ábalos,Pensiones,Establecimientos,2017,
Ábalos,Pensiones,Establecimientos,2018,
Ábalos,Pensiones,Establecimientos,2019,
Ábalos,Pensiones,Establecimientos,2020,
Ábalos,Pensiones,Establecimientos,2021,
Ábalos,Pensiones,Establecimientos,2022,
Ábalos,Pensiones,Establecimientos,2023,
Ábalos,Pensiones,Establecimientos,2024,
Ábalos,Pensiones,Habitaciones/Apartamentos,2009,
Ábalos,Pensiones,Habitaciones/Apartamentos,2010,
Ábalos,Pensiones,Habitaciones/Apartamentos,2011,
Ábalos,Pensiones,Habitaciones/Apartamentos,2012,
Ábalos,Pensiones,Habitaciones/Apartamentos,2013,
