Periodo,Municipio,Indicador,Categoría,DATA
2017-12-01,Haro,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2017-12-01,Haro,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2017-12-01,Haro,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2017-12-01,Haro,Ingreso por habitación disponible (RevPAR),TOTAL,24.55
2017-12-01,Haro,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2017-12-01,Haro,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2017-12-01,Haro,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2017-12-01,Haro,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2017-12-01,Haro,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),TOTAL,74.19
2017-12-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),TOTAL,22.94
2017-12-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2017-12-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-01-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),TOTAL,60.41
2018-01-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,75.39
2018-01-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,55.67
2018-01-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,51.76
2018-01-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,34.81
2018-01-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,36.5
2018-01-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),TOTAL,19.36
2018-01-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,31.81
2018-01-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,21.57
2018-01-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,8.23
2018-01-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,5.37
2018-01-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),1 estrella de plata,5.06
2018-01-01,Calahorra,Facturación media por cada habitación ocupada (ADR),TOTAL,56.43
2018-01-01,Calahorra,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-01-01,Calahorra,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-01-01,Calahorra,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-01-01,Calahorra,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-01-01,Calahorra,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-01-01,Calahorra,Ingreso por habitación disponible (RevPAR),TOTAL,20.03
2018-01-01,Calahorra,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-01-01,Calahorra,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-01-01,Calahorra,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-01-01,Calahorra,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-01-01,Calahorra,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-01-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),TOTAL,92.3
2018-01-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-01-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-01-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-01-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-01-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-01-01,Ezcaray,Ingreso por habitación disponible (RevPAR),TOTAL,15.28
2018-01-01,Ezcaray,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-01-01,Ezcaray,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-01-01,Ezcaray,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-01-01,Ezcaray,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-01-01,Ezcaray,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-01-01,Logrońo,Facturación media por cada habitación ocupada (ADR),TOTAL,53.99
2018-01-01,Logrońo,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,57.56
2018-01-01,Logrońo,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,53.62
2018-01-01,Logrońo,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-01-01,Logrońo,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-01-01,Logrońo,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,31.77
2018-01-01,Logrońo,Ingreso por habitación disponible (RevPAR),TOTAL,22.4
2018-01-01,Logrońo,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,25.89
2018-01-01,Logrońo,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,26.06
2018-01-01,Logrońo,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-01-01,Logrońo,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-01-01,Logrońo,Ingreso por habitación disponible (RevPAR),1 estrella de plata,3.32
2018-01-01,Haro,Facturación media por cada habitación ocupada (ADR),TOTAL,71.41
2018-01-01,Haro,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-01-01,Haro,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-01-01,Haro,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-01-01,Haro,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-01-01,Haro,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-01-01,Haro,Ingreso por habitación disponible (RevPAR),TOTAL,19.17
2018-01-01,Haro,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-01-01,Haro,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-01-01,Haro,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-01-01,Haro,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-01-01,Haro,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),TOTAL,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),TOTAL,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-01-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-02-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),TOTAL,59.66
2018-02-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,79.58
2018-02-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,54.69
2018-02-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,51.5
2018-02-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,38.55
2018-02-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,34.85
2018-02-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),TOTAL,23.85
2018-02-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,38.61
2018-02-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,27.43
2018-02-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,9.4
2018-02-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,3.31
2018-02-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),1 estrella de plata,8.67
2018-02-01,Calahorra,Facturación media por cada habitación ocupada (ADR),TOTAL,55.39
2018-02-01,Calahorra,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-02-01,Calahorra,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-02-01,Calahorra,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-02-01,Calahorra,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-02-01,Calahorra,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-02-01,Calahorra,Ingreso por habitación disponible (RevPAR),TOTAL,23.34
2018-02-01,Calahorra,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-02-01,Calahorra,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-02-01,Calahorra,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-02-01,Calahorra,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-02-01,Calahorra,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-02-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),TOTAL,89.19
2018-02-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-02-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-02-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-02-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-02-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-02-01,Ezcaray,Ingreso por habitación disponible (RevPAR),TOTAL,22.05
2018-02-01,Ezcaray,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-02-01,Ezcaray,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-02-01,Ezcaray,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-02-01,Ezcaray,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-02-01,Ezcaray,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-02-01,Logrońo,Facturación media por cada habitación ocupada (ADR),TOTAL,55.87
2018-02-01,Logrońo,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,61.29
2018-02-01,Logrońo,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,55.8
2018-02-01,Logrońo,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-02-01,Logrońo,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-02-01,Logrońo,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,29.81
2018-02-01,Logrońo,Ingreso por habitación disponible (RevPAR),TOTAL,27.98
2018-02-01,Logrońo,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,31.65
2018-02-01,Logrońo,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,33.36
2018-02-01,Logrońo,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-02-01,Logrońo,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-02-01,Logrońo,Ingreso por habitación disponible (RevPAR),1 estrella de plata,7.33
2018-02-01,Haro,Facturación media por cada habitación ocupada (ADR),TOTAL,61.05
2018-02-01,Haro,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-02-01,Haro,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-02-01,Haro,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-02-01,Haro,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-02-01,Haro,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-02-01,Haro,Ingreso por habitación disponible (RevPAR),TOTAL,25.81
2018-02-01,Haro,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-02-01,Haro,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-02-01,Haro,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-02-01,Haro,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-02-01,Haro,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),TOTAL,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),TOTAL,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-02-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-03-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),TOTAL,65.77
2018-03-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,85.51
2018-03-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,61.32
2018-03-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,58.06
2018-03-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,37.88
2018-03-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,33.18
2018-03-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),TOTAL,30.65
2018-03-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,49.16
2018-03-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,35.51
2018-03-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,14.54
2018-03-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,5.72
2018-03-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),1 estrella de plata,8.35
2018-03-01,Calahorra,Facturación media por cada habitación ocupada (ADR),TOTAL,60.6
2018-03-01,Calahorra,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-03-01,Calahorra,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-03-01,Calahorra,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-03-01,Calahorra,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-03-01,Calahorra,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-03-01,Calahorra,Ingreso por habitación disponible (RevPAR),TOTAL,28.9
2018-03-01,Calahorra,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-03-01,Calahorra,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-03-01,Calahorra,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-03-01,Calahorra,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-03-01,Calahorra,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-03-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),TOTAL,102.03
2018-03-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-03-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-03-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-03-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-03-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-03-01,Ezcaray,Ingreso por habitación disponible (RevPAR),TOTAL,16.58
2018-03-01,Ezcaray,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-03-01,Ezcaray,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-03-01,Ezcaray,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-03-01,Ezcaray,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-03-01,Ezcaray,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-03-01,Logrońo,Facturación media por cada habitación ocupada (ADR),TOTAL,65.1
2018-03-01,Logrońo,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,71.05
2018-03-01,Logrońo,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,65.05
2018-03-01,Logrońo,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-03-01,Logrońo,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.26
2018-03-01,Logrońo,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,33.86
2018-03-01,Logrońo,Ingreso por habitación disponible (RevPAR),TOTAL,38.63
2018-03-01,Logrońo,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,47.83
2018-03-01,Logrońo,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,43.36
2018-03-01,Logrońo,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-03-01,Logrońo,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,7.26
2018-03-01,Logrońo,Ingreso por habitación disponible (RevPAR),1 estrella de plata,10.08
2018-03-01,Haro,Facturación media por cada habitación ocupada (ADR),TOTAL,63.07
2018-03-01,Haro,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-03-01,Haro,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-03-01,Haro,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-03-01,Haro,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-03-01,Haro,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-03-01,Haro,Ingreso por habitación disponible (RevPAR),TOTAL,35.53
2018-03-01,Haro,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-03-01,Haro,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-03-01,Haro,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-03-01,Haro,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-03-01,Haro,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),TOTAL,78.39
2018-03-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),TOTAL,18.84
2018-03-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-03-01,Santo Domingo de la Calzada,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-04-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),TOTAL,64.0
2018-04-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,80.02
2018-04-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,62.33
2018-04-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,55.46
2018-04-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,42.02
2018-04-01,LA RIOJA,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,35.81
2018-04-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),TOTAL,32.95
2018-04-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,46.89
2018-04-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,41.15
2018-04-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,15.99
2018-04-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,13.49
2018-04-01,LA RIOJA,Ingreso por habitación disponible (RevPAR),1 estrella de plata,8.75
2018-04-01,Calahorra,Facturación media por cada habitación ocupada (ADR),TOTAL,61.58
2018-04-01,Calahorra,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-04-01,Calahorra,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-04-01,Calahorra,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-04-01,Calahorra,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-04-01,Calahorra,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-04-01,Calahorra,Ingreso por habitación disponible (RevPAR),TOTAL,33.47
2018-04-01,Calahorra,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-04-01,Calahorra,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-04-01,Calahorra,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-04-01,Calahorra,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-04-01,Calahorra,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-04-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),TOTAL,44.71522456461961
2018-04-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,44.71522456461961
2018-04-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,44.71522456461961
2018-04-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-04-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,44.71522456461961
2018-04-01,Ezcaray,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,44.71522456461961
2018-04-01,Ezcaray,Ingreso por habitación disponible (RevPAR),TOTAL,44.71522456461961
2018-04-01,Ezcaray,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,44.71522456461961
2018-04-01,Ezcaray,Ingreso por habitación disponible (RevPAR),3 estrellas de oro,44.71522456461961
2018-04-01,Ezcaray,Ingreso por habitación disponible (RevPAR),2 estrellas de oro,44.71522456461961
2018-04-01,Ezcaray,Ingreso por habitación disponible (RevPAR),2 estrellas de plata,44.71522456461961
2018-04-01,Ezcaray,Ingreso por habitación disponible (RevPAR),1 estrella de plata,44.71522456461961
2018-04-01,Logrońo,Facturación media por cada habitación ocupada (ADR),TOTAL,64.61
2018-04-01,Logrońo,Facturación media por cada habitación ocupada (ADR),4 estrellas de oro,68.26
2018-04-01,Logrońo,Facturación media por cada habitación ocupada (ADR),3 estrellas de oro,66.97
2018-04-01,Logrońo,Facturación media por cada habitación ocupada (ADR),2 estrellas de oro,44.71522456461961
2018-04-01,Logrońo,Facturación media por cada habitación ocupada (ADR),2 estrellas de plata,40.67
2018-04-01,Logrońo,Facturación media por cada habitación ocupada (ADR),1 estrella de plata,37.43
2018-04-01,Logrońo,Ingreso por habitación disponible (RevPAR),TOTAL,43.3
2018-04-01,Logrońo,Ingreso por habitación disponible (RevPAR),4 estrellas de oro,47.46
