Grupo actividad sector turístico,Indicador,Periodo,DATA
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",VAB a precios básicos,2015,60509.873
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",VAB a precios básicos,2016,60827.309
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",VAB a precios básicos,2017,61195.531
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",VAB a precios básicos,2018,70342.093
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",VAB a precios básicos,2019,70574.398
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",VAB a precios básicos,2020,43854.853
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Excedente bruto de explotación,2015,41992.412
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Excedente bruto de explotación,2016,42841.412
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Excedente bruto de explotación,2017,37966.051
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Excedente bruto de explotación,2018,49617.469
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Excedente bruto de explotación,2019,47258.346
"(491, 493, 501, 503, 511, 522) Transporte de pasajeros",Excedente bruto de explotación,2020,22319.046
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Consumos Intermedios,2015,14345.413
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Consumos Intermedios,2016,15870.653
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Consumos Intermedios,2017,13529.792
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Consumos Intermedios,2018,15631.015
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Consumos Intermedios,2019,22417.324
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Consumos Intermedios,2020,19016.187
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Volumen de negocio,2015,41286.248
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Volumen de negocio,2016,53101.619
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Volumen de negocio,2017,56629.441
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Volumen de negocio,2018,46029.376
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Volumen de negocio,2019,60373.685
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Volumen de negocio,2020,33839.02
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Producción a precios básicos,2015,18557.068
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Producción a precios básicos,2016,23784.88
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Producción a precios básicos,2017,24905.867
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Producción a precios básicos,2018,21782.627
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Producción a precios básicos,2019,35724.125
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Producción a precios básicos,2020,28700.066
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB cifra de negocio,2015,10309.134
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB cifra de negocio,2016,13276.364
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB cifra de negocio,2017,16925.851
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB cifra de negocio,2018,12622.272
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB cifra de negocio,2019,20274.308
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB cifra de negocio,2020,13592.004
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB a precios básicos,2015,4211.655
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB a precios básicos,2016,7914.227
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB a precios básicos,2017,11376.075
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB a precios básicos,2018,6151.612
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB a precios básicos,2019,13306.801
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",VAB a precios básicos,2020,9683.879
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Excedente bruto de explotación,2015,4210.098
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Excedente bruto de explotación,2016,5294.765
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Excedente bruto de explotación,2017,8728.069
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Excedente bruto de explotación,2018,6233.896
