Municipio,Indicador,Periodo,DATA
Casalarreina,Plazas / 1000 habitantes,2020,58.98
Casalarreina,Plazas / 1000 habitantes,2021,59.63
Casalarreina,Plazas / 1000 habitantes,2022,86.59
Casalarreina,Plazas / 1000 habitantes,2023,238.45
Casalarreina,Plazas / 1000 habitantes,2024,60.61
Castańares de Rioja,Plazas Totales,2009,1532.0
Castańares de Rioja,Plazas Totales,2010,1545.0
Castańares de Rioja,Plazas Totales,2011,1545.0
Castańares de Rioja,Plazas Totales,2012,1545.0
Castańares de Rioja,Plazas Totales,2013,1545.0
Castańares de Rioja,Plazas Totales,2014,1933.0
Castańares de Rioja,Plazas Totales,2015,1933.0
Castańares de Rioja,Plazas Totales,2016,1933.0
Castańares de Rioja,Plazas Totales,2017,1933.0
Castańares de Rioja,Plazas Totales,2018,1253.0
Castańares de Rioja,Plazas Totales,2019,1253.0
Castańares de Rioja,Plazas Totales,2020,1277.0
Castańares de Rioja,Plazas Totales,2021,1277.0
Castańares de Rioja,Plazas Totales,2022,1292.0
Castańares de Rioja,Plazas Totales,2023,1292.0
Castańares de Rioja,Plazas Totales,2024,1292.0
Castańares de Rioja,Plazas / 1000 habitantes,2009,3908.16
Castańares de Rioja,Plazas / 1000 habitantes,2010,2898.69
Castańares de Rioja,Plazas / 1000 habitantes,2011,3179.01
Castańares de Rioja,Plazas / 1000 habitantes,2012,3259.49
Castańares de Rioja,Plazas / 1000 habitantes,2013,3344.16
Castańares de Rioja,Plazas / 1000 habitantes,2014,4165.95
Castańares de Rioja,Plazas / 1000 habitantes,2015,4403.19
Castańares de Rioja,Plazas / 1000 habitantes,2016,4314.73
Castańares de Rioja,Plazas / 1000 habitantes,2017,4495.35
Castańares de Rioja,Plazas / 1000 habitantes,2018,2955.19
Castańares de Rioja,Plazas / 1000 habitantes,2019,3019.28
Castańares de Rioja,Plazas / 1000 habitantes,2020,3160.89
Castańares de Rioja,Plazas / 1000 habitantes,2021,3137.59
Castańares de Rioja,Plazas / 1000 habitantes,2022,3270.89
Castańares de Rioja,Plazas / 1000 habitantes,2023,3355.84
Castańares de Rioja,Plazas / 1000 habitantes,2024,60.61
Castroviejo,Plazas Totales,2009,12.0
Castroviejo,Plazas Totales,2010,12.0
Castroviejo,Plazas Totales,2011,12.0
Castroviejo,Plazas Totales,2012,12.0
Castroviejo,Plazas Totales,2013,12.0
Castroviejo,Plazas Totales,2014,12.0
Castroviejo,Plazas Totales,2015,12.0
Castroviejo,Plazas Totales,2016,10.0
Castroviejo,Plazas Totales,2017,10.0
Castroviejo,Plazas Totales,2018,10.0
Castroviejo,Plazas Totales,2019,10.0
Castroviejo,Plazas Totales,2020,10.0
Castroviejo,Plazas Totales,2021,10.0
Castroviejo,Plazas Totales,2022,10.0
Castroviejo,Plazas Totales,2023,10.0
Castroviejo,Plazas Totales,2024,10.0
Castroviejo,Plazas / 1000 habitantes,2009,187.5
Castroviejo,Plazas / 1000 habitantes,2010,210.53
Castroviejo,Plazas / 1000 habitantes,2011,179.1
Castroviejo,Plazas / 1000 habitantes,2012,200.0
Castroviejo,Plazas / 1000 habitantes,2013,206.9
Castroviejo,Plazas / 1000 habitantes,2014,206.9
Castroviejo,Plazas / 1000 habitantes,2015,176.47
Castroviejo,Plazas / 1000 habitantes,2016,169.49
Castroviejo,Plazas / 1000 habitantes,2017,181.82
Castroviejo,Plazas / 1000 habitantes,2018,200.0
Castroviejo,Plazas / 1000 habitantes,2019,185.19
Castroviejo,Plazas / 1000 habitantes,2020,212.77
Castroviejo,Plazas / 1000 habitantes,2021,222.22
Castroviejo,Plazas / 1000 habitantes,2022,208.33
Castroviejo,Plazas / 1000 habitantes,2023,153.85
Castroviejo,Plazas / 1000 habitantes,2024,60.61
Cellorigo,Plazas Totales,2009,60.61
Cellorigo,Plazas Totales,2010,60.61
Cellorigo,Plazas Totales,2011,60.61
Cellorigo,Plazas Totales,2012,60.61
Cellorigo,Plazas Totales,2013,60.61
Cellorigo,Plazas Totales,2014,60.61
Cellorigo,Plazas Totales,2015,60.61
Cellorigo,Plazas Totales,2016,60.61
Cellorigo,Plazas Totales,2017,60.61
Cellorigo,Plazas Totales,2018,60.61
Cellorigo,Plazas Totales,2019,60.61
Cellorigo,Plazas Totales,2020,60.61
Cellorigo,Plazas Totales,2021,60.61
Cellorigo,Plazas Totales,2022,60.61
Cellorigo,Plazas Totales,2023,60.61
Cellorigo,Plazas Totales,2024,60.61
Cellorigo,Plazas / 1000 habitantes,2009,60.61
Cellorigo,Plazas / 1000 habitantes,2010,60.61
Cellorigo,Plazas / 1000 habitantes,2011,60.61
Cellorigo,Plazas / 1000 habitantes,2012,60.61
Cellorigo,Plazas / 1000 habitantes,2013,60.61
Cellorigo,Plazas / 1000 habitantes,2014,60.61
Cellorigo,Plazas / 1000 habitantes,2015,60.61
Cellorigo,Plazas / 1000 habitantes,2016,60.61
Cellorigo,Plazas / 1000 habitantes,2017,60.61
Cellorigo,Plazas / 1000 habitantes,2018,60.61
Cellorigo,Plazas / 1000 habitantes,2019,60.61
Cellorigo,Plazas / 1000 habitantes,2020,60.61
Cellorigo,Plazas / 1000 habitantes,2021,60.61
Cellorigo,Plazas / 1000 habitantes,2022,60.61
Cellorigo,Plazas / 1000 habitantes,2023,60.61
Cellorigo,Plazas / 1000 habitantes,2024,60.61
Cenicero,Plazas Totales,2009,92.0
Cenicero,Plazas Totales,2010,11.0
Cenicero,Plazas Totales,2011,11.0
Cenicero,Plazas Totales,2012,92.0
Cenicero,Plazas Totales,2013,92.0
Cenicero,Plazas Totales,2014,11.0
Cenicero,Plazas Totales,2015,11.0
Cenicero,Plazas Totales,2016,11.0
Cenicero,Plazas Totales,2017,11.0
Cenicero,Plazas Totales,2018,11.0
Cenicero,Plazas Totales,2019,11.0
Cenicero,Plazas Totales,2020,11.0
Cenicero,Plazas Totales,2021,27.0
Cenicero,Plazas Totales,2022,27.0
Cenicero,Plazas Totales,2023,27.0
Cenicero,Plazas Totales,2024,27.0
Cenicero,Plazas / 1000 habitantes,2009,42.07
Cenicero,Plazas / 1000 habitantes,2010,5.19
Cenicero,Plazas / 1000 habitantes,2011,5.29
Cenicero,Plazas / 1000 habitantes,2012,43.98
Cenicero,Plazas / 1000 habitantes,2013,44.88
Cenicero,Plazas / 1000 habitantes,2014,5.36
Cenicero,Plazas / 1000 habitantes,2015,5.42
Cenicero,Plazas / 1000 habitantes,2016,5.46
Cenicero,Plazas / 1000 habitantes,2017,5.46
Cenicero,Plazas / 1000 habitantes,2018,5.4
Cenicero,Plazas / 1000 habitantes,2019,5.3
Cenicero,Plazas / 1000 habitantes,2020,5.27
Cenicero,Plazas / 1000 habitantes,2021,12.82
Cenicero,Plazas / 1000 habitantes,2022,13.02
Cenicero,Plazas / 1000 habitantes,2023,13.01
Cenicero,Plazas / 1000 habitantes,2024,60.61
Cervera del Río Alhama,Plazas Totales,2009,26.0
Cervera del Río Alhama,Plazas Totales,2010,26.0
Cervera del Río Alhama,Plazas Totales,2011,26.0
Cervera del Río Alhama,Plazas Totales,2012,26.0
Cervera del Río Alhama,Plazas Totales,2013,48.0
Cervera del Río Alhama,Plazas Totales,2014,36.0
Cervera del Río Alhama,Plazas Totales,2015,36.0
Cervera del Río Alhama,Plazas Totales,2016,36.0
Cervera del Río Alhama,Plazas Totales,2017,36.0
Cervera del Río Alhama,Plazas Totales,2018,36.0
Cervera del Río Alhama,Plazas Totales,2019,36.0
Cervera del Río Alhama,Plazas Totales,2020,32.0
Cervera del Río Alhama,Plazas Totales,2021,48.0
Cervera del Río Alhama,Plazas Totales,2022,60.0
Cervera del Río Alhama,Plazas Totales,2023,38.0
Cervera del Río Alhama,Plazas Totales,2024,38.0
Cervera del Río Alhama,Plazas / 1000 habitantes,2009,8.89
Cervera del Río Alhama,Plazas / 1000 habitantes,2010,9.2
Cervera del Río Alhama,Plazas / 1000 habitantes,2011,9.62
Cervera del Río Alhama,Plazas / 1000 habitantes,2012,9.86
Cervera del Río Alhama,Plazas / 1000 habitantes,2013,18.53
Cervera del Río Alhama,Plazas / 1000 habitantes,2014,14.34
Cervera del Río Alhama,Plazas / 1000 habitantes,2015,14.83
Cervera del Río Alhama,Plazas / 1000 habitantes,2016,14.96
Cervera del Río Alhama,Plazas / 1000 habitantes,2017,15.35
Cervera del Río Alhama,Plazas / 1000 habitantes,2018,15.67
Cervera del Río Alhama,Plazas / 1000 habitantes,2019,15.69
Cervera del Río Alhama,Plazas / 1000 habitantes,2020,13.86
Cervera del Río Alhama,Plazas / 1000 habitantes,2021,20.75
Cervera del Río Alhama,Plazas / 1000 habitantes,2022,26.4
Cervera del Río Alhama,Plazas / 1000 habitantes,2023,16.67
Cervera del Río Alhama,Plazas / 1000 habitantes,2024,60.61
Cidamón,Plazas Totales,2009,60.61
Cidamón,Plazas Totales,2010,60.61
Cidamón,Plazas Totales,2011,60.61
Cidamón,Plazas Totales,2012,60.61
Cidamón,Plazas Totales,2013,60.61
Cidamón,Plazas Totales,2014,60.61
Cidamón,Plazas Totales,2015,60.61
Cidamón,Plazas Totales,2016,60.61
Cidamón,Plazas Totales,2017,60.61
Cidamón,Plazas Totales,2018,60.61
Cidamón,Plazas Totales,2019,60.61
Cidamón,Plazas Totales,2020,60.61
Cidamón,Plazas Totales,2021,60.61
Cidamón,Plazas Totales,2022,60.61
Cidamón,Plazas Totales,2023,60.61
Cidamón,Plazas Totales,2024,60.61
Cidamón,Plazas / 1000 habitantes,2009,60.61
Cidamón,Plazas / 1000 habitantes,2010,60.61
Cidamón,Plazas / 1000 habitantes,2011,60.61
Cidamón,Plazas / 1000 habitantes,2012,60.61
Cidamón,Plazas / 1000 habitantes,2013,60.61
Cidamón,Plazas / 1000 habitantes,2014,60.61
Cidamón,Plazas / 1000 habitantes,2015,60.61
Cidamón,Plazas / 1000 habitantes,2016,60.61
Cidamón,Plazas / 1000 habitantes,2017,60.61
Cidamón,Plazas / 1000 habitantes,2018,60.61
Cidamón,Plazas / 1000 habitantes,2019,60.61
Cidamón,Plazas / 1000 habitantes,2020,60.61
Cidamón,Plazas / 1000 habitantes,2021,60.61
Cidamón,Plazas / 1000 habitantes,2022,60.61
Cidamón,Plazas / 1000 habitantes,2023,60.61
Cidamón,Plazas / 1000 habitantes,2024,60.61
Cihuri,Plazas Totales,2009,60.61
Cihuri,Plazas Totales,2010,60.61
Cihuri,Plazas Totales,2011,60.61
Cihuri,Plazas Totales,2012,60.61
Cihuri,Plazas Totales,2013,60.61
Cihuri,Plazas Totales,2014,60.61
Cihuri,Plazas Totales,2015,60.61
Cihuri,Plazas Totales,2016,60.61
Cihuri,Plazas Totales,2017,60.61
Cihuri,Plazas Totales,2018,60.61
Cihuri,Plazas Totales,2019,60.61
Cihuri,Plazas Totales,2020,60.61
Cihuri,Plazas Totales,2021,60.61
Cihuri,Plazas Totales,2022,60.61
Cihuri,Plazas Totales,2023,60.61
Cihuri,Plazas Totales,2024,60.61
Cihuri,Plazas / 1000 habitantes,2009,60.61
Cihuri,Plazas / 1000 habitantes,2010,60.61
Cihuri,Plazas / 1000 habitantes,2011,60.61
Cihuri,Plazas / 1000 habitantes,2012,60.61
Cihuri,Plazas / 1000 habitantes,2013,60.61
Cihuri,Plazas / 1000 habitantes,2014,60.61
Cihuri,Plazas / 1000 habitantes,2015,60.61
Cihuri,Plazas / 1000 habitantes,2016,60.61
Cihuri,Plazas / 1000 habitantes,2017,60.61
Cihuri,Plazas / 1000 habitantes,2018,60.61
Cihuri,Plazas / 1000 habitantes,2019,60.61
Cihuri,Plazas / 1000 habitantes,2020,60.61
Cihuri,Plazas / 1000 habitantes,2021,60.61
Cihuri,Plazas / 1000 habitantes,2022,60.61
Cihuri,Plazas / 1000 habitantes,2023,60.61
Cihuri,Plazas / 1000 habitantes,2024,60.61
Cirueńa,Plazas Totales,2009,8.0
Cirueńa,Plazas Totales,2010,23.0
Cirueńa,Plazas Totales,2011,23.0
Cirueńa,Plazas Totales,2012,8.0
Cirueńa,Plazas Totales,2013,16.0
Cirueńa,Plazas Totales,2014,16.0
Cirueńa,Plazas Totales,2015,30.0
Cirueńa,Plazas Totales,2016,37.0
Cirueńa,Plazas Totales,2017,37.0
Cirueńa,Plazas Totales,2018,22.0
Cirueńa,Plazas Totales,2019,22.0
Cirueńa,Plazas Totales,2020,22.0
Cirueńa,Plazas Totales,2021,22.0
Cirueńa,Plazas Totales,2022,22.0
Cirueńa,Plazas Totales,2023,22.0
Cirueńa,Plazas Totales,2024,22.0
Cirueńa,Plazas / 1000 habitantes,2009,60.61
Cirueńa,Plazas / 1000 habitantes,2010,167.88
Cirueńa,Plazas / 1000 habitantes,2011,175.57
Cirueńa,Plazas / 1000 habitantes,2012,62.5
Cirueńa,Plazas / 1000 habitantes,2013,125.0
Cirueńa,Plazas / 1000 habitantes,2014,119.4
Cirueńa,Plazas / 1000 habitantes,2015,230.77
Cirueńa,Plazas / 1000 habitantes,2016,282.44
Cirueńa,Plazas / 1000 habitantes,2017,266.19
Cirueńa,Plazas / 1000 habitantes,2018,154.93
Cirueńa,Plazas / 1000 habitantes,2019,143.79
Cirueńa,Plazas / 1000 habitantes,2020,130.95
Cirueńa,Plazas / 1000 habitantes,2021,122.22
Cirueńa,Plazas / 1000 habitantes,2022,113.4
Cirueńa,Plazas / 1000 habitantes,2023,111.68
Cirueńa,Plazas / 1000 habitantes,2024,60.61
Clavijo,Plazas Totales,2009,12.0
Clavijo,Plazas Totales,2010,12.0
Clavijo,Plazas Totales,2011,12.0
Clavijo,Plazas Totales,2012,14.0
Clavijo,Plazas Totales,2013,22.0
Clavijo,Plazas Totales,2014,31.0
Clavijo,Plazas Totales,2015,31.0
Clavijo,Plazas Totales,2016,41.0
Clavijo,Plazas Totales,2017,49.0
Clavijo,Plazas Totales,2018,33.0
Clavijo,Plazas Totales,2019,33.0
Clavijo,Plazas Totales,2020,46.0
Clavijo,Plazas Totales,2021,46.0
Clavijo,Plazas Totales,2022,46.0
Clavijo,Plazas Totales,2023,46.0
Clavijo,Plazas Totales,2024,46.0
Clavijo,Plazas / 1000 habitantes,2009,43.48
Clavijo,Plazas / 1000 habitantes,2010,42.86
Clavijo,Plazas / 1000 habitantes,2011,38.22
Clavijo,Plazas / 1000 habitantes,2012,46.98
Clavijo,Plazas / 1000 habitantes,2013,76.39
Clavijo,Plazas / 1000 habitantes,2014,109.93
Clavijo,Plazas / 1000 habitantes,2015,100.98
Clavijo,Plazas / 1000 habitantes,2016,139.46
Clavijo,Plazas / 1000 habitantes,2017,174.38
Clavijo,Plazas / 1000 habitantes,2018,120.88
Clavijo,Plazas / 1000 habitantes,2019,126.92
Clavijo,Plazas / 1000 habitantes,2020,171.0
Clavijo,Plazas / 1000 habitantes,2021,158.08
Clavijo,Plazas / 1000 habitantes,2022,153.33
Clavijo,Plazas / 1000 habitantes,2023,154.88
Clavijo,Plazas / 1000 habitantes,2024,60.61
Cordovín,Plazas Totales,2009,60.61
Cordovín,Plazas Totales,2010,10.0
Cordovín,Plazas Totales,2011,10.0
Cordovín,Plazas Totales,2012,10.0
Cordovín,Plazas Totales,2013,10.0
Cordovín,Plazas Totales,2014,10.0
Cordovín,Plazas Totales,2015,10.0
Cordovín,Plazas Totales,2016,10.0
Cordovín,Plazas Totales,2017,10.0
Cordovín,Plazas Totales,2018,10.0
Cordovín,Plazas Totales,2019,10.0
Cordovín,Plazas Totales,2020,10.0
Cordovín,Plazas Totales,2021,10.0
Cordovín,Plazas Totales,2022,10.0
Cordovín,Plazas Totales,2023,10.0
Cordovín,Plazas Totales,2024,10.0
Cordovín,Plazas / 1000 habitantes,2009,60.61
Cordovín,Plazas / 1000 habitantes,2010,52.91
Cordovín,Plazas / 1000 habitantes,2011,52.91
Cordovín,Plazas / 1000 habitantes,2012,54.95
Cordovín,Plazas / 1000 habitantes,2013,56.5
Cordovín,Plazas / 1000 habitantes,2014,57.47
Cordovín,Plazas / 1000 habitantes,2015,59.88
Cordovín,Plazas / 1000 habitantes,2016,61.73
Cordovín,Plazas / 1000 habitantes,2017,64.52
Cordovín,Plazas / 1000 habitantes,2018,63.69
Cordovín,Plazas / 1000 habitantes,2019,64.1
Cordovín,Plazas / 1000 habitantes,2020,65.36
Cordovín,Plazas / 1000 habitantes,2021,63.29
Cordovín,Plazas / 1000 habitantes,2022,65.36
Cordovín,Plazas / 1000 habitantes,2023,64.94
Cordovín,Plazas / 1000 habitantes,2024,60.61
Corera,Plazas Totales,2009,60.61
Corera,Plazas Totales,2010,60.61
Corera,Plazas Totales,2011,60.61
Corera,Plazas Totales,2012,60.61
Corera,Plazas Totales,2013,60.61
Corera,Plazas Totales,2014,60.61
Corera,Plazas Totales,2015,60.61
Corera,Plazas Totales,2016,60.61
Corera,Plazas Totales,2017,60.61
Corera,Plazas Totales,2018,60.61
Corera,Plazas Totales,2019,60.61
Corera,Plazas Totales,2020,60.61
Corera,Plazas Totales,2021,60.61
Corera,Plazas Totales,2022,60.61
Corera,Plazas Totales,2023,60.61
Corera,Plazas Totales,2024,60.61
Corera,Plazas / 1000 habitantes,2009,60.61
Corera,Plazas / 1000 habitantes,2010,60.61
Corera,Plazas / 1000 habitantes,2011,60.61
Corera,Plazas / 1000 habitantes,2012,60.61
Corera,Plazas / 1000 habitantes,2013,60.61
Corera,Plazas / 1000 habitantes,2014,60.61
Corera,Plazas / 1000 habitantes,2015,60.61
Corera,Plazas / 1000 habitantes,2016,60.61
Corera,Plazas / 1000 habitantes,2017,60.61
Corera,Plazas / 1000 habitantes,2018,60.61
Corera,Plazas / 1000 habitantes,2019,60.61
Corera,Plazas / 1000 habitantes,2020,60.61
Corera,Plazas / 1000 habitantes,2021,60.61
Corera,Plazas / 1000 habitantes,2022,60.61
Corera,Plazas / 1000 habitantes,2023,60.61
Corera,Plazas / 1000 habitantes,2024,60.61
Cornago,Plazas Totales,2009,8.0
Cornago,Plazas Totales,2010,8.0
Cornago,Plazas Totales,2011,8.0
Cornago,Plazas Totales,2012,8.0
Cornago,Plazas Totales,2013,8.0
Cornago,Plazas Totales,2014,60.61
Cornago,Plazas Totales,2015,60.61
Cornago,Plazas Totales,2016,60.61
Cornago,Plazas Totales,2017,6.0
Cornago,Plazas Totales,2018,6.0
Cornago,Plazas Totales,2019,60.61
Cornago,Plazas Totales,2020,60.61
Cornago,Plazas Totales,2021,60.61
Cornago,Plazas Totales,2022,60.61
Cornago,Plazas Totales,2023,60.61
Cornago,Plazas Totales,2024,60.61
Cornago,Plazas / 1000 habitantes,2009,17.28
Cornago,Plazas / 1000 habitantes,2010,17.66
Cornago,Plazas / 1000 habitantes,2011,18.78
Cornago,Plazas / 1000 habitantes,2012,19.75
Cornago,Plazas / 1000 habitantes,2013,20.94
Cornago,Plazas / 1000 habitantes,2014,60.61
Cornago,Plazas / 1000 habitantes,2015,60.61
Cornago,Plazas / 1000 habitantes,2016,60.61
Cornago,Plazas / 1000 habitantes,2017,17.8
Cornago,Plazas / 1000 habitantes,2018,18.81
Cornago,Plazas / 1000 habitantes,2019,60.61
Cornago,Plazas / 1000 habitantes,2020,60.61
Cornago,Plazas / 1000 habitantes,2021,60.61
Cornago,Plazas / 1000 habitantes,2022,60.61
Cornago,Plazas / 1000 habitantes,2023,60.61
Cornago,Plazas / 1000 habitantes,2024,60.61
Corporales,Plazas Totales,2009,60.61
Corporales,Plazas Totales,2010,60.61
Corporales,Plazas Totales,2011,60.61
Corporales,Plazas Totales,2012,12.0
Corporales,Plazas Totales,2013,12.0
Corporales,Plazas Totales,2014,12.0
Corporales,Plazas Totales,2015,12.0
Corporales,Plazas Totales,2016,12.0
Corporales,Plazas Totales,2017,12.0
Corporales,Plazas Totales,2018,12.0
Corporales,Plazas Totales,2019,12.0
Corporales,Plazas Totales,2020,12.0
Corporales,Plazas Totales,2021,12.0
Corporales,Plazas Totales,2022,60.61
Corporales,Plazas Totales,2023,60.61
Corporales,Plazas Totales,2024,60.61
Corporales,Plazas / 1000 habitantes,2009,60.61
Corporales,Plazas / 1000 habitantes,2010,60.61
Corporales,Plazas / 1000 habitantes,2011,60.61
Corporales,Plazas / 1000 habitantes,2012,292.68
Corporales,Plazas / 1000 habitantes,2013,279.07
Corporales,Plazas / 1000 habitantes,2014,279.07
Corporales,Plazas / 1000 habitantes,2015,255.32
Corporales,Plazas / 1000 habitantes,2016,279.07
Corporales,Plazas / 1000 habitantes,2017,292.68
Corporales,Plazas / 1000 habitantes,2018,307.69
Corporales,Plazas / 1000 habitantes,2019,292.68
Corporales,Plazas / 1000 habitantes,2020,307.69
Corporales,Plazas / 1000 habitantes,2021,315.79
Corporales,Plazas / 1000 habitantes,2022,60.61
Corporales,Plazas / 1000 habitantes,2023,60.61
Corporales,Plazas / 1000 habitantes,2024,60.61
Cuzcurrita de Río Tirón,Plazas Totales,2009,57.0
Cuzcurrita de Río Tirón,Plazas Totales,2010,76.0
Cuzcurrita de Río Tirón,Plazas Totales,2011,76.0
Cuzcurrita de Río Tirón,Plazas Totales,2012,76.0
Cuzcurrita de Río Tirón,Plazas Totales,2013,79.0
Cuzcurrita de Río Tirón,Plazas Totales,2014,99.0
Cuzcurrita de Río Tirón,Plazas Totales,2015,99.0
Cuzcurrita de Río Tirón,Plazas Totales,2016,123.0
Cuzcurrita de Río Tirón,Plazas Totales,2017,123.0
Cuzcurrita de Río Tirón,Plazas Totales,2018,120.0
Cuzcurrita de Río Tirón,Plazas Totales,2019,160.0
Cuzcurrita de Río Tirón,Plazas Totales,2020,160.0
Cuzcurrita de Río Tirón,Plazas Totales,2021,160.0
Cuzcurrita de Río Tirón,Plazas Totales,2022,184.0
Cuzcurrita de Río Tirón,Plazas Totales,2023,184.0
Cuzcurrita de Río Tirón,Plazas Totales,2024,184.0
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2009,103.45
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2010,137.18
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2011,139.71
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2012,149.02
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2013,157.06
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2014,199.6
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2015,195.27
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2016,243.08
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2017,247.98
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2018,245.9
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2019,324.54
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2020,314.34
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2021,306.51
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2022,349.81
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2023,329.16
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2024,60.61
Daroca de Rioja,Plazas Totales,2009,24.0
Daroca de Rioja,Plazas Totales,2010,24.0
Daroca de Rioja,Plazas Totales,2011,24.0
Daroca de Rioja,Plazas Totales,2012,24.0
Daroca de Rioja,Plazas Totales,2013,24.0
Daroca de Rioja,Plazas Totales,2014,24.0
Daroca de Rioja,Plazas Totales,2015,24.0
Daroca de Rioja,Plazas Totales,2016,24.0
Daroca de Rioja,Plazas Totales,2017,24.0
Daroca de Rioja,Plazas Totales,2018,24.0
Daroca de Rioja,Plazas Totales,2019,24.0
Daroca de Rioja,Plazas Totales,2020,24.0
Daroca de Rioja,Plazas Totales,2021,16.0
Daroca de Rioja,Plazas Totales,2022,16.0
Daroca de Rioja,Plazas Totales,2023,16.0
Daroca de Rioja,Plazas Totales,2024,16.0
Daroca de Rioja,Plazas / 1000 habitantes,2009,545.45
Daroca de Rioja,Plazas / 1000 habitantes,2010,406.78
Daroca de Rioja,Plazas / 1000 habitantes,2011,421.05
Daroca de Rioja,Plazas / 1000 habitantes,2012,406.78
Daroca de Rioja,Plazas / 1000 habitantes,2013,413.79
Daroca de Rioja,Plazas / 1000 habitantes,2014,452.83
Daroca de Rioja,Plazas / 1000 habitantes,2015,444.44
Daroca de Rioja,Plazas / 1000 habitantes,2016,480.0
Daroca de Rioja,Plazas / 1000 habitantes,2017,533.33
Daroca de Rioja,Plazas / 1000 habitantes,2018,510.64
Daroca de Rioja,Plazas / 1000 habitantes,2019,461.54
Daroca de Rioja,Plazas / 1000 habitantes,2020,480.0
Daroca de Rioja,Plazas / 1000 habitantes,2021,258.06
Daroca de Rioja,Plazas / 1000 habitantes,2022,285.71
Daroca de Rioja,Plazas / 1000 habitantes,2023,242.42
Daroca de Rioja,Plazas / 1000 habitantes,2024,60.61
Enciso,Plazas Totales,2009,63.0
Enciso,Plazas Totales,2010,63.0
Enciso,Plazas Totales,2011,63.0
Enciso,Plazas Totales,2012,77.0
Enciso,Plazas Totales,2013,95.0
Enciso,Plazas Totales,2014,96.0
Enciso,Plazas Totales,2015,109.0
Enciso,Plazas Totales,2016,109.0
Enciso,Plazas Totales,2017,109.0
Enciso,Plazas Totales,2018,93.0
Enciso,Plazas Totales,2019,93.0
Enciso,Plazas Totales,2020,93.0
Enciso,Plazas Totales,2021,88.0
Enciso,Plazas Totales,2022,77.0
Enciso,Plazas Totales,2023,77.0
Enciso,Plazas Totales,2024,77.0
Enciso,Plazas / 1000 habitantes,2009,396.23
Enciso,Plazas / 1000 habitantes,2010,388.89
Enciso,Plazas / 1000 habitantes,2011,375.0
Enciso,Plazas / 1000 habitantes,2012,461.08
Enciso,Plazas / 1000 habitantes,2013,552.33
Enciso,Plazas / 1000 habitantes,2014,585.37
Enciso,Plazas / 1000 habitantes,2015,656.63
Enciso,Plazas / 1000 habitantes,2016,612.36
Enciso,Plazas / 1000 habitantes,2017,630.06
Enciso,Plazas / 1000 habitantes,2018,556.89
Enciso,Plazas / 1000 habitantes,2019,581.25
Enciso,Plazas / 1000 habitantes,2020,547.06
Enciso,Plazas / 1000 habitantes,2021,505.75
Enciso,Plazas / 1000 habitantes,2022,447.67
Enciso,Plazas / 1000 habitantes,2023,442.53
Enciso,Plazas / 1000 habitantes,2024,60.61
Entrena,Plazas Totales,2009,60.61
Entrena,Plazas Totales,2010,60.61
Entrena,Plazas Totales,2011,60.61
Entrena,Plazas Totales,2012,28.0
Entrena,Plazas Totales,2013,28.0
Entrena,Plazas Totales,2014,28.0
Entrena,Plazas Totales,2015,28.0
Entrena,Plazas Totales,2016,28.0
Entrena,Plazas Totales,2017,28.0
Entrena,Plazas Totales,2018,28.0
Entrena,Plazas Totales,2019,28.0
Entrena,Plazas Totales,2020,28.0
Entrena,Plazas Totales,2021,28.0
Entrena,Plazas Totales,2022,28.0
Entrena,Plazas Totales,2023,28.0
Entrena,Plazas Totales,2024,28.0
Entrena,Plazas / 1000 habitantes,2009,60.61
Entrena,Plazas / 1000 habitantes,2010,60.61
Entrena,Plazas / 1000 habitantes,2011,60.61
Entrena,Plazas / 1000 habitantes,2012,18.38
Entrena,Plazas / 1000 habitantes,2013,18.12
Entrena,Plazas / 1000 habitantes,2014,18.17
Entrena,Plazas / 1000 habitantes,2015,18.8
Entrena,Plazas / 1000 habitantes,2016,18.65
Entrena,Plazas / 1000 habitantes,2017,18.68
Entrena,Plazas / 1000 habitantes,2018,18.43
Entrena,Plazas / 1000 habitantes,2019,18.23
Entrena,Plazas / 1000 habitantes,2020,18.12
Entrena,Plazas / 1000 habitantes,2021,17.36
Entrena,Plazas / 1000 habitantes,2022,17.16
Entrena,Plazas / 1000 habitantes,2023,17.14
Entrena,Plazas / 1000 habitantes,2024,60.61
Estollo,Plazas Totales,2009,7.0
Estollo,Plazas Totales,2010,7.0
Estollo,Plazas Totales,2011,7.0
Estollo,Plazas Totales,2012,7.0
