Grupo actividad sector turístico,Indicador,Periodo,DATA
RESTO DE SECTOR SERVICIOS,Personal no remunerado,2015,9329.727
RESTO DE SECTOR SERVICIOS,Personal no remunerado,2016,10380.436
RESTO DE SECTOR SERVICIOS,Personal no remunerado,2017,9684.619
RESTO DE SECTOR SERVICIOS,Personal no remunerado,2018,9679.197
RESTO DE SECTOR SERVICIOS,Personal no remunerado,2019,9538.612
RESTO DE SECTOR SERVICIOS,Personal no remunerado,2020,10182.214
RESTO DE SECTOR SERVICIOS,Personal ocupado,2015,34818.735
RESTO DE SECTOR SERVICIOS,Personal ocupado,2016,37510.029
RESTO DE SECTOR SERVICIOS,Personal ocupado,2017,37351.048
RESTO DE SECTOR SERVICIOS,Personal ocupado,2018,38588.932
RESTO DE SECTOR SERVICIOS,Personal ocupado,2019,39331.736
RESTO DE SECTOR SERVICIOS,Personal ocupado,2020,40823.783
RESTO DE SECTOR SERVICIOS,Personal remunerado,2015,25489.03
RESTO DE SECTOR SERVICIOS,Personal remunerado,2016,27129.621
RESTO DE SECTOR SERVICIOS,Personal remunerado,2017,27666.446
RESTO DE SECTOR SERVICIOS,Personal remunerado,2018,28909.771
RESTO DE SECTOR SERVICIOS,Personal remunerado,2019,29793.117
RESTO DE SECTOR SERVICIOS,Personal remunerado,2020,30641.602
