Municipio,Indicador,Periodo,DATA
Cárdenas,Plazas Totales,2010,
Cárdenas,Plazas Totales,2011,
Cárdenas,Plazas Totales,2012,
Cárdenas,Plazas Totales,2013,
Cárdenas,Plazas Totales,2014,
Cárdenas,Plazas Totales,2015,
Cárdenas,Plazas Totales,2016,
Cárdenas,Plazas Totales,2017,
Cárdenas,Plazas Totales,2018,
Cárdenas,Plazas Totales,2019,
Cárdenas,Plazas Totales,2020,
Cárdenas,Plazas Totales,2021,
Cárdenas,Plazas Totales,2022,
Cárdenas,Plazas Totales,2023,
Cárdenas,Plazas Totales,2024,
Cárdenas,Plazas / 1000 habitantes,2009,
Cárdenas,Plazas / 1000 habitantes,2010,
Cárdenas,Plazas / 1000 habitantes,2011,
Cárdenas,Plazas / 1000 habitantes,2012,
Cárdenas,Plazas / 1000 habitantes,2013,
Cárdenas,Plazas / 1000 habitantes,2014,
Cárdenas,Plazas / 1000 habitantes,2015,
Cárdenas,Plazas / 1000 habitantes,2016,
Cárdenas,Plazas / 1000 habitantes,2017,
Cárdenas,Plazas / 1000 habitantes,2018,
Cárdenas,Plazas / 1000 habitantes,2019,
Cárdenas,Plazas / 1000 habitantes,2020,
Cárdenas,Plazas / 1000 habitantes,2021,
Cárdenas,Plazas / 1000 habitantes,2022,
Cárdenas,Plazas / 1000 habitantes,2023,
Cárdenas,Plazas / 1000 habitantes,2024,
Casalarreina,Plazas Totales,2009,528
Casalarreina,Plazas Totales,2010,528
Casalarreina,Plazas Totales,2011,528
Casalarreina,Plazas Totales,2012,528
Casalarreina,Plazas Totales,2013,528
Casalarreina,Plazas Totales,2014,528
Casalarreina,Plazas Totales,2015,528
Casalarreina,Plazas Totales,2016,528
Casalarreina,Plazas Totales,2017,528
Casalarreina,Plazas Totales,2018,528
Casalarreina,Plazas Totales,2019,578
Casalarreina,Plazas Totales,2020,578
Casalarreina,Plazas Totales,2021,578
Casalarreina,Plazas Totales,2022,538
Casalarreina,Plazas Totales,2023,638
Casalarreina,Plazas Totales,2024,638
Casalarreina,Plazas / 1000 habitantes,2009,386.53
Casalarreina,Plazas / 1000 habitantes,2010,384.56
Casalarreina,Plazas / 1000 habitantes,2011,380.4
Casalarreina,Plazas / 1000 habitantes,2012,389.67
Casalarreina,Plazas / 1000 habitantes,2013,437.09
Casalarreina,Plazas / 1000 habitantes,2014,444.82
Casalarreina,Plazas / 1000 habitantes,2015,443.7
Casalarreina,Plazas / 1000 habitantes,2016,442.58
Casalarreina,Plazas / 1000 habitantes,2017,459.13
Casalarreina,Plazas / 1000 habitantes,2018,461.14
Casalarreina,Plazas / 1000 habitantes,2019,526.41
Casalarreina,Plazas / 1000 habitantes,2020,524.5
Casalarreina,Plazas / 1000 habitantes,2021,530.28
Casalarreina,Plazas / 1000 habitantes,2022,500.93
Casalarreina,Plazas / 1000 habitantes,2023,601.32
Casalarreina,Plazas / 1000 habitantes,2024,
Castańares de Rioja,Plazas Totales,2009,165
Castańares de Rioja,Plazas Totales,2010,165
Castańares de Rioja,Plazas Totales,2011,165
Castańares de Rioja,Plazas Totales,2012,165
Castańares de Rioja,Plazas Totales,2013,165
Castańares de Rioja,Plazas Totales,2014,165
Castańares de Rioja,Plazas Totales,2015,165
Castańares de Rioja,Plazas Totales,2016,165
Castańares de Rioja,Plazas Totales,2017,165
Castańares de Rioja,Plazas Totales,2018,165
Castańares de Rioja,Plazas Totales,2019,165
Castańares de Rioja,Plazas Totales,2020,171
Castańares de Rioja,Plazas Totales,2021,171
Castańares de Rioja,Plazas Totales,2022,171
Castańares de Rioja,Plazas Totales,2023,171
Castańares de Rioja,Plazas Totales,2024,171
Castańares de Rioja,Plazas / 1000 habitantes,2009,420.92
Castańares de Rioja,Plazas / 1000 habitantes,2010,309.57
Castańares de Rioja,Plazas / 1000 habitantes,2011,339.51
Castańares de Rioja,Plazas / 1000 habitantes,2012,348.1
Castańares de Rioja,Plazas / 1000 habitantes,2013,357.14
Castańares de Rioja,Plazas / 1000 habitantes,2014,355.6
Castańares de Rioja,Plazas / 1000 habitantes,2015,375.85
Castańares de Rioja,Plazas / 1000 habitantes,2016,368.3
Castańares de Rioja,Plazas / 1000 habitantes,2017,383.72
Castańares de Rioja,Plazas / 1000 habitantes,2018,389.15
Castańares de Rioja,Plazas / 1000 habitantes,2019,397.59
Castańares de Rioja,Plazas / 1000 habitantes,2020,423.27
Castańares de Rioja,Plazas / 1000 habitantes,2021,420.15
Castańares de Rioja,Plazas / 1000 habitantes,2022,432.91
Castańares de Rioja,Plazas / 1000 habitantes,2023,444.16
Castańares de Rioja,Plazas / 1000 habitantes,2024,
Castroviejo,Plazas Totales,2009,30
Castroviejo,Plazas Totales,2010,30
Castroviejo,Plazas Totales,2011,30
Castroviejo,Plazas Totales,2012,30
Castroviejo,Plazas Totales,2013,30
Castroviejo,Plazas Totales,2014,30
Castroviejo,Plazas Totales,2015,30
Castroviejo,Plazas Totales,2016,30
Castroviejo,Plazas Totales,2017,30
Castroviejo,Plazas Totales,2018,30
Castroviejo,Plazas Totales,2019,30
Castroviejo,Plazas Totales,2020,30
Castroviejo,Plazas Totales,2021,30
Castroviejo,Plazas Totales,2022,30
Castroviejo,Plazas Totales,2023,30
Castroviejo,Plazas Totales,2024,30
Castroviejo,Plazas / 1000 habitantes,2009,468.75
Castroviejo,Plazas / 1000 habitantes,2010,526.32
Castroviejo,Plazas / 1000 habitantes,2011,447.76
Castroviejo,Plazas / 1000 habitantes,2012,500
Castroviejo,Plazas / 1000 habitantes,2013,517.24
Castroviejo,Plazas / 1000 habitantes,2014,517.24
Castroviejo,Plazas / 1000 habitantes,2015,441.18
Castroviejo,Plazas / 1000 habitantes,2016,508.47
Castroviejo,Plazas / 1000 habitantes,2017,545.45
Castroviejo,Plazas / 1000 habitantes,2018,600
Castroviejo,Plazas / 1000 habitantes,2019,555.56
Castroviejo,Plazas / 1000 habitantes,2020,638.3
Castroviejo,Plazas / 1000 habitantes,2021,666.67
Castroviejo,Plazas / 1000 habitantes,2022,625
Castroviejo,Plazas / 1000 habitantes,2023,461.54
Castroviejo,Plazas / 1000 habitantes,2024,
Cellorigo,Plazas Totales,2009,
Cellorigo,Plazas Totales,2010,
Cellorigo,Plazas Totales,2011,
Cellorigo,Plazas Totales,2012,
Cellorigo,Plazas Totales,2013,
Cellorigo,Plazas Totales,2014,
Cellorigo,Plazas Totales,2015,
Cellorigo,Plazas Totales,2016,
Cellorigo,Plazas Totales,2017,
Cellorigo,Plazas Totales,2018,
Cellorigo,Plazas Totales,2019,
Cellorigo,Plazas Totales,2020,
Cellorigo,Plazas Totales,2021,
Cellorigo,Plazas Totales,2022,
Cellorigo,Plazas Totales,2023,
Cellorigo,Plazas Totales,2024,
Cellorigo,Plazas / 1000 habitantes,2009,
Cellorigo,Plazas / 1000 habitantes,2010,
Cellorigo,Plazas / 1000 habitantes,2011,
Cellorigo,Plazas / 1000 habitantes,2012,
Cellorigo,Plazas / 1000 habitantes,2013,
Cellorigo,Plazas / 1000 habitantes,2014,
Cellorigo,Plazas / 1000 habitantes,2015,
Cellorigo,Plazas / 1000 habitantes,2016,
Cellorigo,Plazas / 1000 habitantes,2017,
Cellorigo,Plazas / 1000 habitantes,2018,
Cellorigo,Plazas / 1000 habitantes,2019,
Cellorigo,Plazas / 1000 habitantes,2020,
Cellorigo,Plazas / 1000 habitantes,2021,
Cellorigo,Plazas / 1000 habitantes,2022,
Cellorigo,Plazas / 1000 habitantes,2023,
Cellorigo,Plazas / 1000 habitantes,2024,
Cenicero,Plazas Totales,2009,205
Cenicero,Plazas Totales,2010,205
Cenicero,Plazas Totales,2011,205
Cenicero,Plazas Totales,2012,205
Cenicero,Plazas Totales,2013,205
Cenicero,Plazas Totales,2014,205
Cenicero,Plazas Totales,2015,146
Cenicero,Plazas Totales,2016,146
Cenicero,Plazas Totales,2017,146
Cenicero,Plazas Totales,2018,146
Cenicero,Plazas Totales,2019,146
Cenicero,Plazas Totales,2020,146
Cenicero,Plazas Totales,2021,146
Cenicero,Plazas Totales,2022,146
Cenicero,Plazas Totales,2023,146
Cenicero,Plazas Totales,2024,146
Cenicero,Plazas / 1000 habitantes,2009,93.74
Cenicero,Plazas / 1000 habitantes,2010,96.74
Cenicero,Plazas / 1000 habitantes,2011,98.51
Cenicero,Plazas / 1000 habitantes,2012,97.99
Cenicero,Plazas / 1000 habitantes,2013,100
Cenicero,Plazas / 1000 habitantes,2014,99.81
Cenicero,Plazas / 1000 habitantes,2015,71.99
Cenicero,Plazas / 1000 habitantes,2016,72.53
Cenicero,Plazas / 1000 habitantes,2017,72.42
Cenicero,Plazas / 1000 habitantes,2018,71.71
Cenicero,Plazas / 1000 habitantes,2019,70.33
Cenicero,Plazas / 1000 habitantes,2020,69.99
Cenicero,Plazas / 1000 habitantes,2021,69.33
Cenicero,Plazas / 1000 habitantes,2022,70.43
Cenicero,Plazas / 1000 habitantes,2023,70.33
Cenicero,Plazas / 1000 habitantes,2024,
Cervera del Río Alhama,Plazas Totales,2009,412
Cervera del Río Alhama,Plazas Totales,2010,412
Cervera del Río Alhama,Plazas Totales,2011,412
Cervera del Río Alhama,Plazas Totales,2012,412
Cervera del Río Alhama,Plazas Totales,2013,444
Cervera del Río Alhama,Plazas Totales,2014,444
Cervera del Río Alhama,Plazas Totales,2015,444
Cervera del Río Alhama,Plazas Totales,2016,444
Cervera del Río Alhama,Plazas Totales,2017,444
Cervera del Río Alhama,Plazas Totales,2018,444
Cervera del Río Alhama,Plazas Totales,2019,444
Cervera del Río Alhama,Plazas Totales,2020,444
Cervera del Río Alhama,Plazas Totales,2021,444
Cervera del Río Alhama,Plazas Totales,2022,444
Cervera del Río Alhama,Plazas Totales,2023,444
Cervera del Río Alhama,Plazas Totales,2024,444
Cervera del Río Alhama,Plazas / 1000 habitantes,2009,140.95
Cervera del Río Alhama,Plazas / 1000 habitantes,2010,145.79
Cervera del Río Alhama,Plazas / 1000 habitantes,2011,152.37
Cervera del Río Alhama,Plazas / 1000 habitantes,2012,156.3
Cervera del Río Alhama,Plazas / 1000 habitantes,2013,171.43
Cervera del Río Alhama,Plazas / 1000 habitantes,2014,176.89
Cervera del Río Alhama,Plazas / 1000 habitantes,2015,182.94
Cervera del Río Alhama,Plazas / 1000 habitantes,2016,184.54
Cervera del Río Alhama,Plazas / 1000 habitantes,2017,189.26
Cervera del Río Alhama,Plazas / 1000 habitantes,2018,193.21
Cervera del Río Alhama,Plazas / 1000 habitantes,2019,193.55
Cervera del Río Alhama,Plazas / 1000 habitantes,2020,192.37
Cervera del Río Alhama,Plazas / 1000 habitantes,2021,191.96
Cervera del Río Alhama,Plazas / 1000 habitantes,2022,195.34
Cervera del Río Alhama,Plazas / 1000 habitantes,2023,194.82
Cervera del Río Alhama,Plazas / 1000 habitantes,2024,
Cidamón,Plazas Totales,2009,
Cidamón,Plazas Totales,2010,
Cidamón,Plazas Totales,2011,
Cidamón,Plazas Totales,2012,
Cidamón,Plazas Totales,2013,
Cidamón,Plazas Totales,2014,
Cidamón,Plazas Totales,2015,
Cidamón,Plazas Totales,2016,
Cidamón,Plazas Totales,2017,
Cidamón,Plazas Totales,2018,
Cidamón,Plazas Totales,2019,
Cidamón,Plazas Totales,2020,
Cidamón,Plazas Totales,2021,
Cidamón,Plazas Totales,2022,
Cidamón,Plazas Totales,2023,
Cidamón,Plazas Totales,2024,
Cidamón,Plazas / 1000 habitantes,2009,
Cidamón,Plazas / 1000 habitantes,2010,
Cidamón,Plazas / 1000 habitantes,2011,
Cidamón,Plazas / 1000 habitantes,2012,
Cidamón,Plazas / 1000 habitantes,2013,
Cidamón,Plazas / 1000 habitantes,2014,
Cidamón,Plazas / 1000 habitantes,2015,
Cidamón,Plazas / 1000 habitantes,2016,
Cidamón,Plazas / 1000 habitantes,2017,
Cidamón,Plazas / 1000 habitantes,2018,
Cidamón,Plazas / 1000 habitantes,2019,
Cidamón,Plazas / 1000 habitantes,2020,
Cidamón,Plazas / 1000 habitantes,2021,
Cidamón,Plazas / 1000 habitantes,2022,
Cidamón,Plazas / 1000 habitantes,2023,
Cidamón,Plazas / 1000 habitantes,2024,
Cihuri,Plazas Totales,2009,26
Cihuri,Plazas Totales,2010,26
Cihuri,Plazas Totales,2011,26
Cihuri,Plazas Totales,2012,26
Cihuri,Plazas Totales,2013,26
Cihuri,Plazas Totales,2014,26
Cihuri,Plazas Totales,2015,26
Cihuri,Plazas Totales,2016,26
Cihuri,Plazas Totales,2017,26
Cihuri,Plazas Totales,2018,26
Cihuri,Plazas Totales,2019,26
Cihuri,Plazas Totales,2020,26
Cihuri,Plazas Totales,2021,26
Cihuri,Plazas Totales,2022,26
Cihuri,Plazas Totales,2023,26
Cihuri,Plazas Totales,2024,26
Cihuri,Plazas / 1000 habitantes,2009,119.27
Cihuri,Plazas / 1000 habitantes,2010,120.93
Cihuri,Plazas / 1000 habitantes,2011,116.59
Cihuri,Plazas / 1000 habitantes,2012,113.54
Cihuri,Plazas / 1000 habitantes,2013,111.59
Cihuri,Plazas / 1000 habitantes,2014,113.04
Cihuri,Plazas / 1000 habitantes,2015,115.04
Cihuri,Plazas / 1000 habitantes,2016,125.6
Cihuri,Plazas / 1000 habitantes,2017,130
Cihuri,Plazas / 1000 habitantes,2018,131.98
Cihuri,Plazas / 1000 habitantes,2019,146.07
Cihuri,Plazas / 1000 habitantes,2020,146.89
Cihuri,Plazas / 1000 habitantes,2021,141.3
Cihuri,Plazas / 1000 habitantes,2022,139.78
Cihuri,Plazas / 1000 habitantes,2023,124.4
Cihuri,Plazas / 1000 habitantes,2024,
Cirueńa,Plazas Totales,2009,127
Cirueńa,Plazas Totales,2010,127
Cirueńa,Plazas Totales,2011,127
Cirueńa,Plazas Totales,2012,127
Cirueńa,Plazas Totales,2013,127
Cirueńa,Plazas Totales,2014,127
Cirueńa,Plazas Totales,2015,127
Cirueńa,Plazas Totales,2016,127
Cirueńa,Plazas Totales,2017,127
Cirueńa,Plazas Totales,2018,127
Cirueńa,Plazas Totales,2019,127
Cirueńa,Plazas Totales,2020,127
Cirueńa,Plazas Totales,2021,127
Cirueńa,Plazas Totales,2022,127
Cirueńa,Plazas Totales,2023,127
Cirueńa,Plazas Totales,2024,127
Cirueńa,Plazas / 1000 habitantes,2009,962.12
Cirueńa,Plazas / 1000 habitantes,2010,927.01
Cirueńa,Plazas / 1000 habitantes,2011,969.47
Cirueńa,Plazas / 1000 habitantes,2012,992.19
Cirueńa,Plazas / 1000 habitantes,2013,992.19
Cirueńa,Plazas / 1000 habitantes,2014,947.76
Cirueńa,Plazas / 1000 habitantes,2015,976.92
Cirueńa,Plazas / 1000 habitantes,2016,969.47
Cirueńa,Plazas / 1000 habitantes,2017,913.67
Cirueńa,Plazas / 1000 habitantes,2018,894.37
Cirueńa,Plazas / 1000 habitantes,2019,830.07
Cirueńa,Plazas / 1000 habitantes,2020,755.95
Cirueńa,Plazas / 1000 habitantes,2021,705.56
Cirueńa,Plazas / 1000 habitantes,2022,654.64
Cirueńa,Plazas / 1000 habitantes,2023,644.67
Cirueńa,Plazas / 1000 habitantes,2024,
Clavijo,Plazas Totales,2009,24
Clavijo,Plazas Totales,2010,24
Clavijo,Plazas Totales,2011,24
Clavijo,Plazas Totales,2012,24
Clavijo,Plazas Totales,2013,24
Clavijo,Plazas Totales,2014,24
Clavijo,Plazas Totales,2015,24
Clavijo,Plazas Totales,2016,24
Clavijo,Plazas Totales,2017,24
Clavijo,Plazas Totales,2018,24
Clavijo,Plazas Totales,2019,24
Clavijo,Plazas Totales,2020,24
Clavijo,Plazas Totales,2021,24
Clavijo,Plazas Totales,2022,24
Clavijo,Plazas Totales,2023,24
Clavijo,Plazas Totales,2024,24
Clavijo,Plazas / 1000 habitantes,2009,86.96
Clavijo,Plazas / 1000 habitantes,2010,85.71
Clavijo,Plazas / 1000 habitantes,2011,76.43
Clavijo,Plazas / 1000 habitantes,2012,80.54
Clavijo,Plazas / 1000 habitantes,2013,83.33
Clavijo,Plazas / 1000 habitantes,2014,85.11
Clavijo,Plazas / 1000 habitantes,2015,78.18
Clavijo,Plazas / 1000 habitantes,2016,81.63
Clavijo,Plazas / 1000 habitantes,2017,85.41
Clavijo,Plazas / 1000 habitantes,2018,87.91
Clavijo,Plazas / 1000 habitantes,2019,92.31
Clavijo,Plazas / 1000 habitantes,2020,89.22
Clavijo,Plazas / 1000 habitantes,2021,82.47
Clavijo,Plazas / 1000 habitantes,2022,80
Clavijo,Plazas / 1000 habitantes,2023,80.81
Clavijo,Plazas / 1000 habitantes,2024,
Cordovín,Plazas Totales,2009,
Cordovín,Plazas Totales,2010,
Cordovín,Plazas Totales,2011,
Cordovín,Plazas Totales,2012,
Cordovín,Plazas Totales,2013,
Cordovín,Plazas Totales,2014,
Cordovín,Plazas Totales,2015,
Cordovín,Plazas Totales,2016,
Cordovín,Plazas Totales,2017,
Cordovín,Plazas Totales,2018,
Cordovín,Plazas Totales,2019,
Cordovín,Plazas Totales,2020,
Cordovín,Plazas Totales,2021,
Cordovín,Plazas Totales,2022,
Cordovín,Plazas Totales,2023,
Cordovín,Plazas Totales,2024,
Cordovín,Plazas / 1000 habitantes,2009,
Cordovín,Plazas / 1000 habitantes,2010,
Cordovín,Plazas / 1000 habitantes,2011,
Cordovín,Plazas / 1000 habitantes,2012,
Cordovín,Plazas / 1000 habitantes,2013,
Cordovín,Plazas / 1000 habitantes,2014,
Cordovín,Plazas / 1000 habitantes,2015,
Cordovín,Plazas / 1000 habitantes,2016,
Cordovín,Plazas / 1000 habitantes,2017,
Cordovín,Plazas / 1000 habitantes,2018,
Cordovín,Plazas / 1000 habitantes,2019,
Cordovín,Plazas / 1000 habitantes,2020,
Cordovín,Plazas / 1000 habitantes,2021,
Cordovín,Plazas / 1000 habitantes,2022,
Cordovín,Plazas / 1000 habitantes,2023,
Cordovín,Plazas / 1000 habitantes,2024,
Corera,Plazas Totales,2009,
Corera,Plazas Totales,2010,
Corera,Plazas Totales,2011,
Corera,Plazas Totales,2012,
Corera,Plazas Totales,2013,
Corera,Plazas Totales,2014,
Corera,Plazas Totales,2015,
Corera,Plazas Totales,2016,
Corera,Plazas Totales,2017,
Corera,Plazas Totales,2018,
Corera,Plazas Totales,2019,
Corera,Plazas Totales,2020,
Corera,Plazas Totales,2021,
Corera,Plazas Totales,2022,
Corera,Plazas Totales,2023,
Corera,Plazas Totales,2024,
Corera,Plazas / 1000 habitantes,2009,
Corera,Plazas / 1000 habitantes,2010,
Corera,Plazas / 1000 habitantes,2011,
Corera,Plazas / 1000 habitantes,2012,
Corera,Plazas / 1000 habitantes,2013,
Corera,Plazas / 1000 habitantes,2014,
Corera,Plazas / 1000 habitantes,2015,
Corera,Plazas / 1000 habitantes,2016,
Corera,Plazas / 1000 habitantes,2017,
Corera,Plazas / 1000 habitantes,2018,
Corera,Plazas / 1000 habitantes,2019,
Corera,Plazas / 1000 habitantes,2020,
Corera,Plazas / 1000 habitantes,2021,
Corera,Plazas / 1000 habitantes,2022,
Corera,Plazas / 1000 habitantes,2023,
Corera,Plazas / 1000 habitantes,2024,
Cornago,Plazas Totales,2009,70
Cornago,Plazas Totales,2010,40
Cornago,Plazas Totales,2011,40
Cornago,Plazas Totales,2012,40
Cornago,Plazas Totales,2013,40
Cornago,Plazas Totales,2014,32
Cornago,Plazas Totales,2015,32
Cornago,Plazas Totales,2016,32
Cornago,Plazas Totales,2017,32
Cornago,Plazas Totales,2018,32
Cornago,Plazas Totales,2019,32
Cornago,Plazas Totales,2020,32
Cornago,Plazas Totales,2021,32
Cornago,Plazas Totales,2022,32
Cornago,Plazas Totales,2023,32
Cornago,Plazas Totales,2024,32
Cornago,Plazas / 1000 habitantes,2009,151.19
Cornago,Plazas / 1000 habitantes,2010,88.3
Cornago,Plazas / 1000 habitantes,2011,93.9
Cornago,Plazas / 1000 habitantes,2012,98.77
Cornago,Plazas / 1000 habitantes,2013,104.71
Cornago,Plazas / 1000 habitantes,2014,87.43
Cornago,Plazas / 1000 habitantes,2015,90.14
Cornago,Plazas / 1000 habitantes,2016,91.69
Cornago,Plazas / 1000 habitantes,2017,94.96
Cornago,Plazas / 1000 habitantes,2018,100.31
Cornago,Plazas / 1000 habitantes,2019,102.56
Cornago,Plazas / 1000 habitantes,2020,100.95
Cornago,Plazas / 1000 habitantes,2021,99.38
Cornago,Plazas / 1000 habitantes,2022,103.23
Cornago,Plazas / 1000 habitantes,2023,104.92
Cornago,Plazas / 1000 habitantes,2024,
Corporales,Plazas Totales,2009,
Corporales,Plazas Totales,2010,
Corporales,Plazas Totales,2011,
Corporales,Plazas Totales,2012,
Corporales,Plazas Totales,2013,
Corporales,Plazas Totales,2014,
Corporales,Plazas Totales,2015,
Corporales,Plazas Totales,2016,
Corporales,Plazas Totales,2017,
Corporales,Plazas Totales,2018,
Corporales,Plazas Totales,2019,
Corporales,Plazas Totales,2020,
Corporales,Plazas Totales,2021,
Corporales,Plazas Totales,2022,
Corporales,Plazas Totales,2023,
Corporales,Plazas Totales,2024,
Corporales,Plazas / 1000 habitantes,2009,
Corporales,Plazas / 1000 habitantes,2010,
Corporales,Plazas / 1000 habitantes,2011,
Corporales,Plazas / 1000 habitantes,2012,
Corporales,Plazas / 1000 habitantes,2013,
Corporales,Plazas / 1000 habitantes,2014,
Corporales,Plazas / 1000 habitantes,2015,
Corporales,Plazas / 1000 habitantes,2016,
Corporales,Plazas / 1000 habitantes,2017,
Corporales,Plazas / 1000 habitantes,2018,
Corporales,Plazas / 1000 habitantes,2019,
Corporales,Plazas / 1000 habitantes,2020,
Corporales,Plazas / 1000 habitantes,2021,
Corporales,Plazas / 1000 habitantes,2022,
Corporales,Plazas / 1000 habitantes,2023,
Corporales,Plazas / 1000 habitantes,2024,
Cuzcurrita de Río Tirón,Plazas Totales,2009,527
Cuzcurrita de Río Tirón,Plazas Totales,2010,527
Cuzcurrita de Río Tirón,Plazas Totales,2011,527
Cuzcurrita de Río Tirón,Plazas Totales,2012,527
Cuzcurrita de Río Tirón,Plazas Totales,2013,527
Cuzcurrita de Río Tirón,Plazas Totales,2014,527
Cuzcurrita de Río Tirón,Plazas Totales,2015,527
Cuzcurrita de Río Tirón,Plazas Totales,2016,527
Cuzcurrita de Río Tirón,Plazas Totales,2017,527
Cuzcurrita de Río Tirón,Plazas Totales,2018,527
Cuzcurrita de Río Tirón,Plazas Totales,2019,527
Cuzcurrita de Río Tirón,Plazas Totales,2020,570
Cuzcurrita de Río Tirón,Plazas Totales,2021,527
Cuzcurrita de Río Tirón,Plazas Totales,2022,527
Cuzcurrita de Río Tirón,Plazas Totales,2023,527
Cuzcurrita de Río Tirón,Plazas Totales,2024,527
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2009,956.44
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2010,951.26
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2011,968.75
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2012,1033.33
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2013,1047.71
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2014,1062.5
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2015,1039.45
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2016,1041.5
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2017,1062.5
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2018,1079.92
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2019,1068.97
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2020,1119.84
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2021,1009.58
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2022,1001.9
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2023,942.75
Cuzcurrita de Río Tirón,Plazas / 1000 habitantes,2024,
Daroca de Rioja,Plazas Totales,2009,70
Daroca de Rioja,Plazas Totales,2010,70
Daroca de Rioja,Plazas Totales,2011,70
Daroca de Rioja,Plazas Totales,2012,70
Daroca de Rioja,Plazas Totales,2013,70
Daroca de Rioja,Plazas Totales,2014,70
Daroca de Rioja,Plazas Totales,2015,70
Daroca de Rioja,Plazas Totales,2016,70
Daroca de Rioja,Plazas Totales,2017,70
Daroca de Rioja,Plazas Totales,2018,70
Daroca de Rioja,Plazas Totales,2019,70
Daroca de Rioja,Plazas Totales,2020,70
Daroca de Rioja,Plazas Totales,2021,70
Daroca de Rioja,Plazas Totales,2022,70
Daroca de Rioja,Plazas Totales,2023,70
Daroca de Rioja,Plazas Totales,2024,70
Daroca de Rioja,Plazas / 1000 habitantes,2009,1590.91
Daroca de Rioja,Plazas / 1000 habitantes,2010,1186.44
Daroca de Rioja,Plazas / 1000 habitantes,2011,1228.07
Daroca de Rioja,Plazas / 1000 habitantes,2012,1186.44
Daroca de Rioja,Plazas / 1000 habitantes,2013,1206.9
Daroca de Rioja,Plazas / 1000 habitantes,2014,1320.75
Daroca de Rioja,Plazas / 1000 habitantes,2015,1296.3
Daroca de Rioja,Plazas / 1000 habitantes,2016,1400
Daroca de Rioja,Plazas / 1000 habitantes,2017,1555.56
Daroca de Rioja,Plazas / 1000 habitantes,2018,1489.36
Daroca de Rioja,Plazas / 1000 habitantes,2019,1346.15
Daroca de Rioja,Plazas / 1000 habitantes,2020,1400
Daroca de Rioja,Plazas / 1000 habitantes,2021,1129.03
Daroca de Rioja,Plazas / 1000 habitantes,2022,1250
Daroca de Rioja,Plazas / 1000 habitantes,2023,1060.61
Daroca de Rioja,Plazas / 1000 habitantes,2024,
Enciso,Plazas Totales,2009,230
Enciso,Plazas Totales,2010,264
Enciso,Plazas Totales,2011,264
Enciso,Plazas Totales,2012,204
Enciso,Plazas Totales,2013,264
Enciso,Plazas Totales,2014,204
Enciso,Plazas Totales,2015,204
Enciso,Plazas Totales,2016,204
Enciso,Plazas Totales,2017,204
Enciso,Plazas Totales,2018,331
Enciso,Plazas Totales,2019,331
Enciso,Plazas Totales,2020,331
Enciso,Plazas Totales,2021,245
Enciso,Plazas Totales,2022,245
Enciso,Plazas Totales,2023,245
Enciso,Plazas Totales,2024,245
Enciso,Plazas / 1000 habitantes,2009,1446.54
Enciso,Plazas / 1000 habitantes,2010,1629.63
Enciso,Plazas / 1000 habitantes,2011,1571.43
Enciso,Plazas / 1000 habitantes,2012,1221.56
Enciso,Plazas / 1000 habitantes,2013,1534.88
Enciso,Plazas / 1000 habitantes,2014,1243.9
Enciso,Plazas / 1000 habitantes,2015,1228.92
Enciso,Plazas / 1000 habitantes,2016,1146.07
Enciso,Plazas / 1000 habitantes,2017,1179.19
Enciso,Plazas / 1000 habitantes,2018,1982.04
Enciso,Plazas / 1000 habitantes,2019,2068.75
Enciso,Plazas / 1000 habitantes,2020,1947.06
Enciso,Plazas / 1000 habitantes,2021,1408.05
Enciso,Plazas / 1000 habitantes,2022,1424.42
Enciso,Plazas / 1000 habitantes,2023,1408.05
Enciso,Plazas / 1000 habitantes,2024,
Entrena,Plazas Totales,2009,
Entrena,Plazas Totales,2010,
Entrena,Plazas Totales,2011,
Entrena,Plazas Totales,2012,80
Entrena,Plazas Totales,2013,80
Entrena,Plazas Totales,2014,80
Entrena,Plazas Totales,2015,80
Entrena,Plazas Totales,2016,80
Entrena,Plazas Totales,2017,80
Entrena,Plazas Totales,2018,80
Entrena,Plazas Totales,2019,80
Entrena,Plazas Totales,2020,80
Entrena,Plazas Totales,2021,80
Entrena,Plazas Totales,2022,80
Entrena,Plazas Totales,2023,80
Entrena,Plazas Totales,2024,80
Entrena,Plazas / 1000 habitantes,2009,
Entrena,Plazas / 1000 habitantes,2010,
Entrena,Plazas / 1000 habitantes,2011,
Entrena,Plazas / 1000 habitantes,2012,52.53
